id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
3901	Where would you go to mail a loaf of bread? The Toast Office.	"{""source"":""claude"",""original_id"":""28596"",""pun"":""Le pain grillé a posé sa candidature à La Poste. On lui a dit : 'Désolé, vous êtes trop grillé.'""}"	"{""source"":""gemini"",""original_id"":""46644"",""pun"":""Comment s'appelle le pain qui travaille à la poste ? Le facteur de seigle.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Où va-t-on pour expédier du pain grillé ? Au bureau de toast.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Pour poster une tartine, direction La Toaste.""}"	"[{""source"":""gemini"",""original_id"":""46644"",""pun"":""Comment s'appelle le pain qui travaille à la poste ? Le facteur de seigle."",""id"":99500},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Pour poster une tartine, direction La Toaste."",""id"":60240},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Où va-t-on pour expédier du pain grillé ? Au bureau de toast."",""id"":44178},{""source"":""claude"",""original_id"":""28596"",""pun"":""Le pain grillé a posé sa candidature à La Poste. On lui a dit : 'Désolé, vous êtes trop grillé.'"",""id"":93963}]"	"{""comedian"":[93963,60240,44178,99500],""pun_expert"":[93963,60240,44178,99500],""editor"":[93963,60240,99500,44178],""translator"":[60240,44178,99500,93963]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3902	Which Month does a [tree] hate? Septimber	"{""source"":""claude"",""original_id"":""61405"",""pun"":""Quel mois l'arbre redoute-t-il le plus ? Sep-tronc-bre !""}"	"{""source"":""gemini"",""original_id"":""26158"",""pun"":""Quel mois les arbres détestent-ils le plus ? Scie-tendre.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel mois les arbres détestent-ils le plus ? Scie-ptembre !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le mois que les arbres détestent, c’est Sept-membres : on leur coupe sept branches.""}"	"[{""source"":""gemini"",""original_id"":""26158"",""pun"":""Quel mois les arbres détestent-ils le plus ? Scie-tendre."",""id"":91355},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel mois les arbres détestent-ils le plus ? Scie-ptembre !"",""id"":39178},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le mois que les arbres détestent, c’est Sept-membres : on leur coupe sept branches."",""id"":40321},{""source"":""claude"",""original_id"":""61405"",""pun"":""Quel mois l'arbre redoute-t-il le plus ? Sep-tronc-bre !"",""id"":50681}]"	"{""comedian"":[39178,50681,40321,91355],""pun_expert"":[39178,50681,40321,91355],""editor"":[39178,50681,40321,91355],""translator"":[39178,50681,40321,91355]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3903	Which illness are witches most prone to? Crone's disease.	"{""source"":""claude"",""original_id"":""58386"",""pun"":""La sorcière est allée chez le gastro. Diagnostic : maladie de Crohn. Normal, à son âge c'est une vieille branche — une vraie vieille Crone !""}"	"{""source"":""gemini"",""original_id"":""30598"",""pun"":""On a dû opérer la sorcière. Pourquoi ? Elle avait un abcès de pouvoir.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""De quelle maladie intestinale souffrent les fantômes ? De la gastro-hantérite.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quelle maladie touche surtout les vieilles sorcières ? La maladie de Crohn : à leur âge, c’est forcément crohn-ique.""}"	"[{""source"":""gemini"",""original_id"":""30598"",""pun"":""On a dû opérer la sorcière. Pourquoi ? Elle avait un abcès de pouvoir."",""id"":26910},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quelle maladie touche surtout les vieilles sorcières ? La maladie de Crohn : à leur âge, c’est forcément crohn-ique."",""id"":43972},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""De quelle maladie intestinale souffrent les fantômes ? De la gastro-hantérite."",""id"":59131},{""source"":""claude"",""original_id"":""58386"",""pun"":""La sorcière est allée chez le gastro. Diagnostic : maladie de Crohn. Normal, à son âge c'est une vieille branche — une vraie vieille Crone !"",""id"":63868}]"	"{""comedian"":[59131,26910,43972,63868],""pun_expert"":[59131,26910,43972,63868],""editor"":[59131,26910,43972,63868],""translator"":[43972,59131,63868,26910]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3904	Which is faster, Hot or cold? Hot, because you can catch a cold	"{""source"":""claude"",""original_id"":""13763"",""pun"":""Qu'est-ce qui va plus vite, le chaud ou le froid? Le chaud! Parce qu'on attrape le froid.""}"	"{""source"":""gemini"",""original_id"":""66080"",""pun"":""Qu'est-ce qui court plus vite que le froid ? La rumeur, car elle se répand alors que le froid, lui, s'attrape.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Qu'est-ce qui est le plus rapide, le chaud ou le froid ? Le chaud, parce qu'on peut attraper froid.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Qu’est-ce qui va le plus vite, le chaud ou le froid ? Le froid : il suffit d’un courant d’air pour l’attraper.""}"	"[{""source"":""claude"",""original_id"":""13763"",""pun"":""Qu'est-ce qui va plus vite, le chaud ou le froid? Le chaud! Parce qu'on attrape le froid."",""id"":63945},{""source"":""gemini"",""original_id"":""66080"",""pun"":""Qu'est-ce qui court plus vite que le froid ? La rumeur, car elle se répand alors que le froid, lui, s'attrape."",""id"":91058},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Qu’est-ce qui va le plus vite, le chaud ou le froid ? Le froid : il suffit d’un courant d’air pour l’attraper."",""id"":23762},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Qu'est-ce qui est le plus rapide, le chaud ou le froid ? Le chaud, parce qu'on peut attraper froid."",""id"":64772}]"	"{""comedian"":[64772,63945,91058,23762],""pun_expert"":[64772,63945,91058,23762],""editor"":[64772,91058,23762,63945],""translator"":[64772,63945,23762,91058]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3905	"While baking, I dropped a stick of margarine on the wooden tile floor, and when my neighbor slipped and fell, I said ""It must have been the parkay."""	"{""source"":""claude"",""original_id"":""10727"",""pun"":""Après avoir glissé sur ma margarine, mon voisin a crié : 'C'est un coup fourré !' J'ai répondu : 'Non, c'est un coup beurré.'""}"	"{""source"":""gemini"",""original_id"":""32257"",""pun"":""On m'a offert un plancher en beurre, j'ai dit : C'est un peu gras-tuit.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En glissant sur la margarine tombée sur le parquet, mon voisin s'est étalé. Il faut dire qu'il était déjà bien beurré !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Après la margarine renversée et le voisin par terre, j’ai porté plainte contre le parquet : il était manifestement graissé.""}"	"[{""source"":""gemini"",""original_id"":""32257"",""pun"":""On m'a offert un plancher en beurre, j'ai dit : C'est un peu gras-tuit."",""id"":35114},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Après la margarine renversée et le voisin par terre, j’ai porté plainte contre le parquet : il était manifestement graissé."",""id"":76442},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En glissant sur la margarine tombée sur le parquet, mon voisin s'est étalé. Il faut dire qu'il était déjà bien beurré !"",""id"":72105},{""source"":""claude"",""original_id"":""10727"",""pun"":""Après avoir glissé sur ma margarine, mon voisin a crié : 'C'est un coup fourré !' J'ai répondu : 'Non, c'est un coup beurré.'"",""id"":70931}]"	"{""comedian"":[72105,76442,35114,70931],""pun_expert"":[76442,72105,35114,70931],""editor"":[72105,76442,70931,35114],""translator"":[76442,72105,70931,35114]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3906	"While baking, I dropped a stick of margarine on the wooden tile floor, and when my neighbor slipped and fell, I said ""It must have been the parkay."""	"{""source"":""claude"",""original_id"":""50671"",""pun"":""De la margarine sur le parquet, mon voisin glisse et tombe. Il crie : 'Pourquoi tu n'as pas prévenu ?' Je réponds : 'J'avais pourtant mis en garde… de beurre.'""}"	"{""source"":""gemini"",""original_id"":""51748"",""pun"":""Le procureur a glissé dans la cuisine : c'est ce qu'on appelle une chute du Parquet.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""J'ai fait tomber du beurre dans mon salon, mon voisin a glissé dessus et me menace d'un procès : cette affaire va finir au parquet !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ma voisine a glissé sur la margarine tombée au sol ; j’ai dit que le parquet était un peu trop beurré.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""J'ai fait tomber du beurre dans mon salon, mon voisin a glissé dessus et me menace d'un procès : cette affaire va finir au parquet !"",""id"":59383},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ma voisine a glissé sur la margarine tombée au sol ; j’ai dit que le parquet était un peu trop beurré."",""id"":34278},{""source"":""gemini"",""original_id"":""51748"",""pun"":""Le procureur a glissé dans la cuisine : c'est ce qu'on appelle une chute du Parquet."",""id"":15131},{""source"":""claude"",""original_id"":""50671"",""pun"":""De la margarine sur le parquet, mon voisin glisse et tombe. Il crie : 'Pourquoi tu n'as pas prévenu ?' Je réponds : 'J'avais pourtant mis en garde… de beurre.'"",""id"":81345}]"	"{""comedian"":[59383,15131,34278,81345],""pun_expert"":[59383,15131,34278,81345],""editor"":[15131,59383,34278,81345],""translator"":[59383,34278,81345,15131]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3907	"While having a hard time water-skiing, the boy commented, ""This is such a drag."""	"{""source"":""claude"",""original_id"":""24904"",""pun"":""Le gamin faisait du ski nautique pour la première fois. Résultat : il a tiré une gueule d'eau.""}"	"{""source"":""gemini"",""original_id"":""24074"",""pun"":""On m'a dit que le ski nautique était facile, mais je trouve qu'on nous mène en bateau.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Épuisé par ses débuts en ski nautique, le garçon s'est plaint : « J'en ai marre d'être à la traîne ! »""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""En ski nautique, le garçon a soupiré : « J’aime pas être à la traîne. »""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Épuisé par ses débuts en ski nautique, le garçon s'est plaint : « J'en ai marre d'être à la traîne ! »"",""id"":87286},{""source"":""gemini"",""original_id"":""24074"",""pun"":""On m'a dit que le ski nautique était facile, mais je trouve qu'on nous mène en bateau."",""id"":49599},{""source"":""claude"",""original_id"":""24904"",""pun"":""Le gamin faisait du ski nautique pour la première fois. Résultat : il a tiré une gueule d'eau."",""id"":39199},{""source"":""gpt_single"",""original_id"":"""",""pun"":""En ski nautique, le garçon a soupiré : « J’aime pas être à la traîne. »"",""id"":27950}]"	"{""comedian"":[49599,87286,27950,39199],""pun_expert"":[49599,87286,27950,39199],""editor"":[87286,49599,27950,39199],""translator"":[87286,27950,49599,39199]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3908	While practicing the drums in the bassment, the boy fell, hit his head, and got a percussion.	"{""source"":""claude"",""original_id"":""88975"",""pun"":""Le jeune batteur répétait seul au sous-sol. Il est remonté avec un traumatisme crânien. Sa mère a soupiré : 'Je t'avais dit que cette musique te rentrerait dans la tête.'""}"	"{""source"":""gemini"",""original_id"":""19046"",""pun"":""En jouant de la batterie dans sa cave, il s'est cogné la tête et a eu une percussion cérébrale.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand le batteur s'est cogné la tête en tombant, l'accident a eu de graves répercussions.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Il s’entraînait aux percussions au sous-sol ; il a raté une marche, et sa meilleure percussion, c’est son crâne contre le béton.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Il s’entraînait aux percussions au sous-sol ; il a raté une marche, et sa meilleure percussion, c’est son crâne contre le béton."",""id"":69273},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand le batteur s'est cogné la tête en tombant, l'accident a eu de graves répercussions."",""id"":77594},{""source"":""gemini"",""original_id"":""19046"",""pun"":""En jouant de la batterie dans sa cave, il s'est cogné la tête et a eu une percussion cérébrale."",""id"":33576},{""source"":""claude"",""original_id"":""88975"",""pun"":""Le jeune batteur répétait seul au sous-sol. Il est remonté avec un traumatisme crânien. Sa mère a soupiré : 'Je t'avais dit que cette musique te rentrerait dans la tête.'"",""id"":41568}]"	"{""comedian"":[33576,77594,41568,69273],""pun_expert"":[33576,77594,69273,41568],""editor"":[77594,41568,33576,69273],""translator"":[33576,77594,69273,41568]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3909	While the music was playing the geology teacher was rocking around.	"{""source"":""claude"",""original_id"":""20698"",""pun"":""Pendant le cours de géologie, le prof était vraiment dans son roc'n'roll.""}"	"{""source"":""gemini"",""original_id"":""32141"",""pun"":""Le professeur de géologie a perdu son calme car il était à bout de soufre.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dès que la musique a commencé à résonner, le prof de géologie a prouvé qu'il était un vrai fan de roc.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand la musique a démarré, le prof de géologie a basculé du roc au rock.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dès que la musique a commencé à résonner, le prof de géologie a prouvé qu'il était un vrai fan de roc."",""id"":26731},{""source"":""gemini"",""original_id"":""32141"",""pun"":""Le professeur de géologie a perdu son calme car il était à bout de soufre."",""id"":87998},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand la musique a démarré, le prof de géologie a basculé du roc au rock."",""id"":67820},{""source"":""claude"",""original_id"":""20698"",""pun"":""Pendant le cours de géologie, le prof était vraiment dans son roc'n'roll."",""id"":31045}]"	"{""comedian"":[87998,26731,31045,67820],""pun_expert"":[87998,26731,31045,67820],""editor"":[87998,26731,67820,31045],""translator"":[26731,67820,31045,87998]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
3910	While walking through the jungle with a black marker, I spotted a leopard.	"{""source"":""claude"",""original_id"":""82375"",""pun"":""Je me promenais dans la jungle avec un feutre noir quand j'ai repéré un léopard. Enfin, repéré… plutôt taché.""}"	"{""source"":""gemini"",""original_id"":""83495"",""pun"":""J'ai croisé un léopard en faisant mes courses ; il était là pour faire ses taches.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En me promenant dans la jungle avec un marqueur noir, j'ai remarqué un léopard.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Dans la jungle, feutre noir en main, j’ai remarqué un léopard : surtout après l’avoir re-marqué.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Dans la jungle, feutre noir en main, j’ai remarqué un léopard : surtout après l’avoir re-marqué."",""id"":95171},{""source"":""gemini"",""original_id"":""83495"",""pun"":""J'ai croisé un léopard en faisant mes courses ; il était là pour faire ses taches."",""id"":57932},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En me promenant dans la jungle avec un marqueur noir, j'ai remarqué un léopard."",""id"":31304},{""source"":""claude"",""original_id"":""82375"",""pun"":""Je me promenais dans la jungle avec un feutre noir quand j'ai repéré un léopard. Enfin, repéré… plutôt taché."",""id"":18410}]"	"{""comedian"":[],""pun_expert"":[],""editor"":[],""translator"":[]}"	Expected JSON object in model response, got NoneType. Raw preview: null	gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
