id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
2001	Maxximum style.	"{""source"":""claude"",""original_id"":""64519"",""pun"":""Son look dépasse les limites — on dit qu'il a le style maxi-mum… et le goût mini-mum.""}"	"{""source"":""gemini"",""original_id"":""15546"",""pun"":""Max s'évapore : c'est le Max-imum de buée.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand Max s'habille, le style est toujours au Maxximum.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Maxximum : le style au maximum, signé Max.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Maxximum : le style au maximum, signé Max."",""id"":19677},{""source"":""claude"",""original_id"":""64519"",""pun"":""Son look dépasse les limites — on dit qu'il a le style maxi-mum… et le goût mini-mum."",""id"":88005},{""source"":""gemini"",""original_id"":""15546"",""pun"":""Max s'évapore : c'est le Max-imum de buée."",""id"":28967},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand Max s'habille, le style est toujours au Maxximum."",""id"":76900}]"	"{""comedian"":[88005,76900,28967,19677],""pun_expert"":[88005,76900,28967,19677],""editor"":[76900,88005,19677,28967],""translator"":[76900,19677,88005,28967]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2002	May the 4th be with you.	"{""source"":""claude"",""original_id"":""99790"",""pun"":""Que le 4 mai soit avec toi !""}"	"{""source"":""gemini"",""original_id"":""91008"",""pun"":""Le 4 mai, les Jedi mangent du riz... du Riz-2-D2.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Chaque semaine, les fans de Star Wars fêtent le retour du Jeudi.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le 4 mai, passe en quatrième : que la Force soit avec toi !""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Chaque semaine, les fans de Star Wars fêtent le retour du Jeudi."",""id"":69071},{""source"":""claude"",""original_id"":""99790"",""pun"":""Que le 4 mai soit avec toi !"",""id"":59033},{""source"":""gemini"",""original_id"":""91008"",""pun"":""Le 4 mai, les Jedi mangent du riz... du Riz-2-D2."",""id"":34111},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le 4 mai, passe en quatrième : que la Force soit avec toi !"",""id"":29705}]"	"{""comedian"":[69071,34111,29705,59033],""pun_expert"":[69071,34111,29705,59033],""editor"":[69071,59033,34111,29705],""translator"":[69071,34111,29705,59033]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2003	Meet me at the clothes line. That's where I hang out!	"{""source"":""claude"",""original_id"":""43845"",""pun"":""Retrouve-moi à l'étendoir — c'est mon endroit préféré pour me détendre !""}"	"{""source"":""gemini"",""original_id"":""69039"",""pun"":""J'ai rompu avec ma corde à linge, la relation était trop tendue.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Je préfère laisser mes affaires par terre : c'est notre façon de traîner ensemble !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Retrouve-moi au fil à linge : c’est là que je traîne avec les vieilles chaussettes.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Je préfère laisser mes affaires par terre : c'est notre façon de traîner ensemble !"",""id"":13805},{""source"":""claude"",""original_id"":""43845"",""pun"":""Retrouve-moi à l'étendoir — c'est mon endroit préféré pour me détendre !"",""id"":74432},{""source"":""gemini"",""original_id"":""69039"",""pun"":""J'ai rompu avec ma corde à linge, la relation était trop tendue."",""id"":66502},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Retrouve-moi au fil à linge : c’est là que je traîne avec les vieilles chaussettes."",""id"":63152}]"	"{""comedian"":[66502,74432,13805,63152],""pun_expert"":[74432,66502,13805,63152],""editor"":[66502,74432,13805,63152],""translator"":[74432,63152,13805,66502]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2004	Mess with me... and I'll make you cough it all up!	"{""source"":""claude"",""original_id"":""24676"",""pun"":""Provoque-moi encore... et tu vas tout déballer, de A à flegme !""}"	"{""source"":""gemini"",""original_id"":""79088"",""pun"":""Le suspect était enrhumé, il a mouché ses complices.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Si tu me cherches... rhume ou pas, je te ferai cracher le morceau !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Si tu me cherches, je te fais tousser le morceau.""}"	"[{""source"":""claude"",""original_id"":""24676"",""pun"":""Provoque-moi encore... et tu vas tout déballer, de A à flegme !"",""id"":64624},{""source"":""gemini"",""original_id"":""79088"",""pun"":""Le suspect était enrhumé, il a mouché ses complices."",""id"":21910},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Si tu me cherches... rhume ou pas, je te ferai cracher le morceau !"",""id"":82371},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Si tu me cherches, je te fais tousser le morceau."",""id"":49620}]"	"{""comedian"":[49620,82371,21910,64624],""pun_expert"":[49620,21910,82371,64624],""editor"":[82371,21910,49620,64624],""translator"":[49620,82371,64624,21910]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2005	Mickey Mouse gives some people Disney spells.	"{""source"":""claude"",""original_id"":""26856"",""pun"":""Pourquoi Mickey Mouse donne-t-il le vertige ? Parce qu'il tourne en rond depuis 1928.""}"	"{""source"":""gemini"",""original_id"":""50147"",""pun"":""Quand la fée Clochette s'énerve, c'est une Disney-pute.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Mickey jette des sortilèges qui donnent parfois aux visiteurs le mal-Disney.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mickey m’a jeté un sort : depuis, j’ai le mal Disney.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Mickey jette des sortilèges qui donnent parfois aux visiteurs le mal-Disney."",""id"":27932},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mickey m’a jeté un sort : depuis, j’ai le mal Disney."",""id"":10777},{""source"":""claude"",""original_id"":""26856"",""pun"":""Pourquoi Mickey Mouse donne-t-il le vertige ? Parce qu'il tourne en rond depuis 1928."",""id"":78059},{""source"":""gemini"",""original_id"":""50147"",""pun"":""Quand la fée Clochette s'énerve, c'est une Disney-pute."",""id"":47167}]"	"{""comedian"":[47167,10777,27932,78059],""pun_expert"":[47167,10777,27932,78059],""editor"":[10777,27932,78059,47167],""translator"":[10777,27932,47167,78059]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2006	Midwives don't like to wear breeches.	"{""source"":""claude"",""original_id"":""76771"",""pun"":""La sage-femme a crié : 'C'est une présentation par le siège !' Le mari a répondu : 'Ah bon, il arrive avec un PowerPoint ?'""}"	"{""source"":""gemini"",""original_id"":""83095"",""pun"":""Une sage-femme qui prend sa retraite, c'est une délivrance.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les sages-femmes restent souvent debout car, en plein travail, elles détestent tomber sur un siège.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les sages-femmes ne portent jamais de culotte : elles ont déjà assez de bébés qui arrivent par le siège.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les sages-femmes restent souvent debout car, en plein travail, elles détestent tomber sur un siège."",""id"":50151},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les sages-femmes ne portent jamais de culotte : elles ont déjà assez de bébés qui arrivent par le siège."",""id"":12483},{""source"":""gemini"",""original_id"":""83095"",""pun"":""Une sage-femme qui prend sa retraite, c'est une délivrance."",""id"":49333},{""source"":""claude"",""original_id"":""76771"",""pun"":""La sage-femme a crié : 'C'est une présentation par le siège !' Le mari a répondu : 'Ah bon, il arrive avec un PowerPoint ?'"",""id"":39369}]"	"{""comedian"":[49333,50151,39369,12483],""pun_expert"":[50151,49333,39369,12483],""editor"":[49333,50151,39369,12483],""translator"":[12483,50151,39369,49333]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2007	Miles of smiles!	"{""source"":""claude"",""original_id"":""64020"",""pun"":""Le comte souriait tellement qu'on avait perdu le compte de ses dents.""}"	"{""source"":""gemini"",""original_id"":""48149"",""pun"":""Il m'a raconté un conte de fées sur son compte en banque.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En mer, le bonheur se compte en milles sourires.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Sur la route du bonheur, un mille parcouru vaut mille sourires.""}"	"[{""source"":""gemini"",""original_id"":""48149"",""pun"":""Il m'a raconté un conte de fées sur son compte en banque."",""id"":50243},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Sur la route du bonheur, un mille parcouru vaut mille sourires."",""id"":19353},{""source"":""claude"",""original_id"":""64020"",""pun"":""Le comte souriait tellement qu'on avait perdu le compte de ses dents."",""id"":24006},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En mer, le bonheur se compte en milles sourires."",""id"":89672}]"	"{""comedian"":[50243,24006,89672,19353],""pun_expert"":[89672,50243,19353,24006],""editor"":[50243,24006,19353,89672],""translator"":[89672,19353,24006,50243]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2008	Mine safety is riddled with legal pitfalls.	"{""source"":""claude"",""original_id"":""60653"",""pun"":""La sécurité dans les mines est minée par ses propres règlements.""}"	"{""source"":""gemini"",""original_id"":""73425"",""pun"":""Le procès de la mine a duré longtemps car les juges voulaient aller au fond des choses.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La sécurité minière est pleine de failles.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""La sécurité dans les mines, juridiquement, c’est un vrai terrain miné.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""La sécurité dans les mines, juridiquement, c’est un vrai terrain miné."",""id"":13721},{""source"":""claude"",""original_id"":""60653"",""pun"":""La sécurité dans les mines est minée par ses propres règlements."",""id"":52313},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La sécurité minière est pleine de failles."",""id"":60764},{""source"":""gemini"",""original_id"":""73425"",""pun"":""Le procès de la mine a duré longtemps car les juges voulaient aller au fond des choses."",""id"":10434}]"	"{""comedian"":[10434,13721,60764,52313],""pun_expert"":[60764,10434,13721,52313],""editor"":[60764,10434,13721,52313],""translator"":[13721,60764,52313,10434]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2009	Mirrors can serve many useful purposes, on reflection.	"{""source"":""claude"",""original_id"":""27052"",""pun"":""Les miroirs sont très utiles, à bien y réfléchir.""}"	"{""source"":""gemini"",""original_id"":""20839"",""pun"":""On a demandé son avis au miroir, mais il a préféré réfléchir avant de répondre.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les miroirs sont très utiles, à la réflexion.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les miroirs rendent bien des services, réflexion faite.""}"	"[{""source"":""gemini"",""original_id"":""20839"",""pun"":""On a demandé son avis au miroir, mais il a préféré réfléchir avant de répondre."",""id"":37208},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les miroirs sont très utiles, à la réflexion."",""id"":48483},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les miroirs rendent bien des services, réflexion faite."",""id"":78323},{""source"":""claude"",""original_id"":""27052"",""pun"":""Les miroirs sont très utiles, à bien y réfléchir."",""id"":18844}]"	"{""comedian"":[37208,48483,78323,18844],""pun_expert"":[48483,37208,78323,18844],""editor"":[48483,78323,18844,37208],""translator"":[48483,78323,18844,37208]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
2010	Miss May, I think it's high time you went shopping for a better excuse. (silence) Oh? Excuses not on sale today?	"{""source"":""claude"",""original_id"":""43444"",""pun"":""— Je n'ai pas d'excuse. — Ah, les soldes sont terminées alors ?""}"	"{""source"":""gemini"",""original_id"":""77425"",""pun"":""Mademoiselle, je crains que la sincérité ne soit en rupture de stock. Vous n'avez que des excuses de seconde main ?""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Il est grand temps de vous acheter une meilleure excuse. (silence) Oh ? Il ne restait plus que des excuses au rabais aujourd'hui ?""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mlle May, il serait temps de vous payer une meilleure excuse : celle-ci sent vraiment le prétexte à deux balles.""}"	"[{""source"":""gemini"",""original_id"":""77425"",""pun"":""Mademoiselle, je crains que la sincérité ne soit en rupture de stock. Vous n'avez que des excuses de seconde main ?"",""id"":89251},{""source"":""claude"",""original_id"":""43444"",""pun"":""— Je n'ai pas d'excuse. — Ah, les soldes sont terminées alors ?"",""id"":52873},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Mlle May, il serait temps de vous payer une meilleure excuse : celle-ci sent vraiment le prétexte à deux balles."",""id"":24622},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Il est grand temps de vous acheter une meilleure excuse. (silence) Oh ? Il ne restait plus que des excuses au rabais aujourd'hui ?"",""id"":86167}]"	"{""comedian"":[24622,89251,86167,52873],""pun_expert"":[24622,89251,86167,52873],""editor"":[89251,24622,52873,86167],""translator"":[86167,24622,89251,52873]}"		gemini_pro	google/gemini-3.1-pro-preview	discriminator_run2_v2
