id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
1301	I caught a bell cricket! I don't know the face... but the name sure rings a bell!				rings a bell	homographic	['sounds familiar', 'stirs a memory', 'reminds one of something']	['chimes', 'clangs', 'makes a sound like a bell']
1302	I caught a brown cicada! I hope it's not afraid-a!				afraid-a	homophonic	['cicada', 'insect', 'locust']	['afraid', 'scared', 'frightened', 'fearful']
1303	I caught a brown cicada! Now it probably feels blue, cicada.				blue	homographic	['sad', 'depressed', 'melancholy', 'unhappy']	['azure', 'cyan', 'cobalt', 'indigo', 'color']
1304	I caught a centipede! 99 more and I'll have a dollarpede!				dollarpede	homophonic	['dollar', '100 cents', 'buck', 'currency unit']	['centipede', 'arthropod', 'many-legged creature', 'myriapod']
1305	I caught a centipede! Impede the centipede!				impede	homophonic	['obstruct', 'hinder', 'block', 'delay']	['im-pede', 'in feet', 'pedal', 'into feet']
1306	I caught a citrus long-horned beetle! Orange you happy for me?				Orange	homophonic	['citrus fruit', 'mandarin', 'tangerine']	"[""Aren't"", 'Are you not']"
1307	I caught a common bluebottle! I'll put it in a rare green jar!				bluebottle	homographic	['Graphium sarpedon', 'butterfly', 'insect']	['glass container', 'cobalt flask', 'blue-colored jar']
1308	I caught a common butterfly! They often flutter by!				butterfly	homophonic	['insect', 'lepidoptera', 'winged creature']	['flutter by', 'fly past', 'glide through', 'hover']
1309	I caught a cricket! That's the ticket!				ticket	homophonic	['just the thing', 'exactly right', 'desirable']	['cricket', 'thicket', 'wicket']
1310	I caught a damselfly! Now it's a damselfly in distress!				damselfly	homographic	['insect', 'odonata', 'broad-winged damselfly']	['damsel', 'maiden', 'young woman', 'distressed lady']
1311	I caught a darner dragonfly! Darn right I did!				Darn	homographic	['stitch', 'mend', 'repair', 'sew']	['damn', 'absolutely', 'certainly', 'strictly']
1312	I caught a darner dragonfly! I got darn lucky!				darn	homographic	['darner', 'sewing', 'mending', 'stitching']	['damn', 'extremely', 'blasted', 'very']
1313	I caught a darner dragonfly! It better watch its mouth!				darner	homographic	['mender', 'sewer', 'stitcher', 'repairer']	['curser', 'swearer', 'blasphemer']
1314	I caught a darner dragonfly. It's darn cute!				darn	homophonic	['darner', 'dragonfly', 'insect', 'Aeshnidae']	['damn', 'very', 'extremely', 'blimey']
1315	I caught a diving beetle! I give it a perfect 10!				diving	homographic	['submerging', 'plunging', 'swimming under water']	['competitive aquatic sport', 'judged platform jumping', 'performing maneuvers in the air']
1316	I caught a diving beetle! It's like I have sonar or something!				sonar	homophonic	['echolocation', 'acoustic sensing', 'radar']	['so near', 'close', 'nearby', 'adjacent']
1317	I caught a diving beetle! Now I'm making a splash!				splash	homographic	['commotion in water', 'spatter', 'plunge']	['sensation', 'striking impression', 'success']
1318	I caught a drone beetle! Shouldn't you have more propellers?				drone	homographic	['stingless male bee', 'beetle', 'insect']	['unmanned aerial vehicle', 'remote-controlled aircraft', 'multirotor']
1319	I caught an Atlas moth! I bet it never gets lost!				Atlas	homographic	['a map collection', 'geographic reference book', 'cartographic volume']	['a species of large saturniid moth', 'Attacus atlas', 'specific insect name']
1320	I caught an agrias butterfly! I guess this one agreed with me!				agrias	homophonic	['agrias butterfly', 'Prepona', 'neotropical butterfly', 'nymphalinae']	['agreed', 'concurred', 'consented', 'settled', 'in accord']
1321	I caught an ant! Ant ant ant ant! I am redund-ant!				redundant	homographic	['excessive', 'repetitive', 'superfluous', 'unnecessary']	['insect-related', 'ant-filled', 'formic']
1322	I caught an ant! Ant misbehavin'!				Ant	homophonic	['insect', 'hymenopteran', 'pheidole']	"[""Ain't"", 'am not', 'is not', 'are not']"
1323	I caught an ant! I'm exuber-ant!				exuber-ant	homophonic	['enthusiastic', 'excited', 'elated', 'joyful']	['ant', 'insect', 'formicid']
1324	I caught an ant! My uncle will be so happy!				ant	homophonic	['insect', 'formicid', 'pismire']	"['aunt', 'auntie', 'female relative', ""uncle's wife""]"
1325	I caught an earth-boring dung beetle! It's not boring at all!				boring	homographic	['drilling', 'tunneling', 'burrowing', 'piercing']	['dull', 'uninteresting', 'tedious', 'monotonous']
1326	I caught an emperor butterfly! Feeling blue, your majesty?				blue	homographic	['sad', 'depressed', 'melancholy', 'gloomy', 'unhappy']	['azure', 'cobalt', 'sapphire', 'cerulean', 'cyan']
