id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
1101	"""Have you seen my collection of ancient Chinese artifacts?"" he asked charmingly."				charmingly	homographic	['pleasantly', 'delightfully', 'attractively']	['using spells', 'magically', 'with lucky charms']
1102	Having a rude waiter at an Ethiopian restaurant just adds insult to injera.				injera	homophonic	['injury', 'harm', 'wound', 'damage']	['flatbread', 'sourdough', 'pancake', 'Ethiopian bread']
1103	Having too many axe-like tools to do a particular job only adze to the confusion.				adze	homophonic	['adds', 'increases', 'augments', 'contributes']	['adze', 'cutting tool', 'ax-like tool', 'woodworking tool']
1104	Having too many vowels is a consonant struggle in the game of Scrabble.				consonant	homographic	['constant', 'persistent', 'continual', 'uninterrupted']	['alphabetic character', 'non-vowel', 'speech sound', 'harmony']
1105	"He admired my huge success in the steel industry but I told him ""Anybody can get to the top in anything if they have the desire to. There's no need to be in ore."""				ore	homophonic	['ore', 'unrefined metal', 'mineral', 'rock']	['awe', 'amazement', 'wonder', 'reverence']
1106	"He always called his girlfriend his ""luck"". Until he decided to push his luck."				luck	homographic	['fortune', 'fate', 'chance', 'serendipity']	['girlfriend', 'partner', 'loved one', 'significant other']
1107	"He always called his girlfriend his ""luck"". Until he decided to push his luck."				luck	homographic	['fortune', 'serendipity', 'endeared partner', 'nickname']	['fate', 'chance', 'boundaries', 'fortune']
1108	He and his partner made knives, and they shared a cut.				cut	homographic	['share', 'portion', 'percentage', 'slice of the profits']	['slit', 'incision', 'laceration', 'gash']
1109	He applied for a job to sell footwear because he figured it would be a shoe-in.				shoe-in	homophonic	['shoo-in', 'certainty', 'guaranteed winner', 'sure thing']	['shoe', 'footwear', 'boot', 'sneaker', 'incorporating footwear']
1110	He asked his teacher if rust came from rot iron.				rot	homophonic	['decay', 'decompose', 'corrode', 'spoil']	['wrought', 'beaten', 'shaped', 'fashioned']
1111	He auditioned for a part as a trumpet player but he blew it.				blew	homographic	['played a wind instrument', 'exhaled', 'puffed']	['failed', 'messed up', 'bungled', 'ruined an opportunity']
1112	He avoided funerals because he was not a mourning person.				mourning	homophonic	['grieving', 'sorrowing', 'bereaved', 'lamenting']	['morning', 'A.M.', 'dawn', 'early hours', 'daybreak']
1113	He became a sky diver out of the blue.				blue	homographic	['unexpectedly', 'suddenly', 'without warning']	['sky', 'the atmosphere', 'the heavens']
1114	He became an astronaut and had a blast.				blast	homographic	['explosion', 'detonation', 'rocket launch', 'combustion']	['great time', 'enjoyable experience', 'thrill', 'excitement']
1115	He bent over to pick up a sieve and strained himself.				strained	homographic	['injured', 'pulled a muscle', 'overexerted']	['filtered', 'sifted', 'separated']
1116	He bought a donkey because he thought he might get a kick out of it.				kick	homographic	['strike', 'blow', 'boot', 'jolt']	['thrill', 'enjoyment', 'excitement', 'pleasure']
1117	He bought a plate with four corners so he could have a square meal.				square	homographic	['four-sided', 'quadrilateral', 'rectangular', 'equiangular']	['substantial', 'satisfying', 'balanced', 'hearty', 'solid']
1118	He bought a rope factory to tie into his empire.				tie	homographic	['connect', 'bind', 'fasten', 'knot']	['incorporate', 'link', 'unite', 'integrate']
1119	He bought lots of pens before starting his new job. He wanted to make his mark.				mark	homographic	['writing', 'ink', 'scribble', 'stroke']	['impression', 'legacy', 'impact', 'reputation']
1120	He brought salt and pepper to the box office because he wanted a season ticket.				season	homographic	['period', 'term', 'quarter']	['flavor', 'spice', 'condiment']
1121	He chopped up his political opponent with axioms.				axioms	homophonic	['postulates', 'precepts', 'dictums', 'maxims', 'self-evident truths']	['axes', 'chopping tools', 'hatchets', 'cleavers']
1122	He collects mouthwash bottles, and they're all in mint condition.				mint	homographic	['pristine', 'flawless', 'unblemished', 'perfect']	['peppermint', 'spearmint', 'menthol', 'flavored']
1123	He could never go bowling when his mind was in the gutter.				gutter	homographic	['trench', 'channel', 'bowling lane side-track', 'drain']	['depraved thought', 'vulgarity', 'low-mindedness', 'moral filth']
1124	He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it.				sleep on it	homographic	['literally lie down on a bed', 'rest on a mattress']	['delay a decision', 'think something over overnight']
1125	He couldn't sell his pirate ship because it was unassailable.				unassailable	homophonic	['unable to be sold', 'unsellable', 'un-saleable']	['unattackable', 'invincible', 'secure', 'impregnable']
1126	He crashed through several windows, but felt no pane.				pane	homophonic	['windowpane', 'glass sheet', 'glazing', 'panel']	['pain', 'suffering', 'agony', 'discomfort', 'distress']
1127	He didn't want to volunteer for the rodeo but he got roped into it.				roped	homographic	['tricked', 'coerced', 'persuaded', 'manipulated']	['lassoed', 'tethered', 'bound', 'captured']
1128	He died leaving 100 clocks. His son is winding up the estate.				winding up	homographic	['liquidating', 'settling', 'concluding', 'finalizing', 'closing out']	['tightening a spring', 'turning a key', 'cranking', 'recharging a mechanical clock']
1129	He dined with her at the local beanery and was immediately inflatuated.				inflatuated	homophonic	['infatuated', 'enamored', 'captivated', 'smitten']	['inflated', 'flatulent', 'gassy', 'bloated']
1130	He doesn't talk much does he? He's just a little horse.				horse	homophonic	['pony', 'equine', 'colt', 'stallion']	['hoarse', 'raspy', 'croaky', 'husky']
1131	He drank so much at 16 years old that they called him a juvenile deliquid.				deliquid	homophonic	['delinquent', 'offender', 'wrongdoer', 'lawbreaker']	['liquid', 'fluid', 'solvent', 'beverage']
1132	He drove his car until the day of wreckoning.				wreckoning	homophonic	['reckoning', 'judgment', 'settlement', 'calculation']	['wrecking', 'crash', 'collision', 'demolition']
1133	He folded and straightened the money because he wanted a tidy sum.				tidy	homographic	['neat', 'organized', 'orderly', 'straightened']	['considerable', 'substantial', 'large', 'significant']
1134	He gave her a fork for Christmas because there is no tine like the present.				tine	homophonic	['prong', 'spike', 'point', 'fork tooth']	['time', 'moment', 'instance', 'the present']
1135	He gave up playing chess, and went on to a checkered career.				checkered	homographic	['tessellated', 'patterned', 'square-patterned', 'grid-like']	['fluctuating', 'unstable', 'varied', 'uneven', 'full of ups and downs']
1136	He got a job in a factory making needles, but soon got stuck.				stuck	homographic	['pricked', 'pierced', 'poked']	['trapped', 'stalled', 'unable to progress']
1137	He got fired at the coffee shop for coming to work in a T-shirt.				T-shirt	homophonic	['tee', 'casual top', 'short-sleeved shirt']	['tea', 'beverage', 'brew', 'infusion']
1138	He got measles in jail when he broke out one night.				broke out	homographic	['escaped', 'fled', 'absconded']	['developed a rash', 'erupted', 'spotted']
1139	He had a difficult time bouncing back from his bungee cord accident.				bouncing back	homographic	['recovering', 'healing', 'resilience', 'returning to health']	['rebounding', 'springing', 'recoiling', 'leaping back']
1140	He had a prePASTerous history.				prePASTerous	homophonic	['preposterous', 'absurd', 'ridiculous', 'outrageous']	['past', 'history', 'bygone', 'former']
1141	He had to learn what the measles was, from scratch.				scratch	homographic	['the beginning', 'the start', 'from nothing']	['an itch', 'skin irritation', 'skin abrasion']
1142	He had trouble in his new job making tents and got himself into a flap.				flap	homographic	['piece of material', 'cover', 'fold', 'tent opening']	['state of agitation', 'panic', 'fuss', 'commotion']
1143	He has been a jogger for three years running.				running	homographic	['consecutively', 'in a row', 'successive']	['jogging', 'sprinting', 'fast-paced movement']
1144	He hates his job selling used cars, but it's just his lot in life.				lot	homographic	['plot of land', 'parking area', 'dealership yard']	['fate', 'destiny', 'fortune', 'circumstance']
1145	He is an excellent soup maker. You might say he is consomme professional.				consomme	homophonic	['consummate', 'ultimate', 'perfected', 'complete']	['broth', 'clear soup', 'stock', 'bouillon']
1146	He lit the arrow head because he wanted to fire it.				fire	homographic	['shoot', 'launch', 'discharge', 'project']	['ignite', 'burn', 'set-alight', 'kindle']
1147	He lost the worm from his hook and went on fishing unabated.				unabated	homophonic	['persistent', 'undiminished', 'continuous', 'unrelenting']	['unbaited', 'without bait', 'lacking a lure', 'hook without a worm']
1148	He made a movie of his haircut. It was a short film clip.				short	homographic	['brief', 'concise', 'limited duration']	['cropped', 'shorn', 'low length']
1149	He made a slow start in the sport of weightlifting but he picked it up eventually.				picked it up	homographic	['lifted', 'hoisted', 'raised', 'heaved']	['learned', 'understood', 'acquired a skill', 'mastered']
1150	He only knew how to drive a fork lift in reverse. He was the backup man.				backup	homographic	['reverse', 'backward movement', 'retreating']	['assistant', 'substitute', 'reserve', 'support']
1151	He owned a fish farm until he poured out his sole.				sole	homophonic	['flatfish', 'marine animal', 'flounder']	['soul', 'spirit', 'inner self', 'heart']
1152	He posted an ammunition-for-sale note on the bulletin board.				bulletin	homophonic	['bulletin', 'announcement', 'notice', 'circular', 'report']	['bullet in', 'cartridge', 'ammunition', 'projectile', 'shell']
1153	He put bug spray on his watch to get rid of the ticks.				ticks	homographic	['parasites', 'blood-sucking insects', 'mites']	['clicking sounds', 'beats', 'mechanical noises', 'clock seconds']
1154	He put so many blanks in his document that he started to feel spaced out.				spaced out	homographic	['containing white space', 'having many gaps', 'unfilled', 'blank']	['dazed', 'disoriented', 'stupefied', 'high']
1155	He realized he'd made the major leagues when it finally hit him.				hit	homographic	['occurred to', 'dawned on', 'struck', 'realized']	['struck by a ball', 'collided with', 'impacted', 'physically touched']
1156	He recommended the restaurant to me, and he said had no reservations.				reservations	homographic	['bookings', 'appointments', 'arrangements']	['doubts', 'hesitations', 'misgivings', 'qualms']
1157	He reflects better now that he has a mirror.				reflects	homographic	['thinks', 'contemplates', 'deliberates', 'ponders', 'meditates']	['mirrors', 'rebounds light', 'shines back', 'glints', 'echos imagery']
1158	He rose through the ranks of the International Corn Growers association, eventually becoming a kernel.				kernel	homophonic	['colonel', 'officer', 'commander', 'rank']	['grain', 'seed', 'nut', 'core', 'maize']
1159	He sat in the magician's audience dressed as a cactus. He was a plant.				plant	homographic	['cactus', 'succulent', 'vegetation', 'flora']	['mole', 'spy', 'shill', 'informant', 'decoy']
1160	He shined a police officer's shoes and had a brush with the law.				brush	homographic	['applicator', 'tool', 'polishing instrument']	['encounter', 'skirmish', 'brief contact']
1161	He sold candy and chocolate. A lot of girls were sweet on him.				sweet	homographic	['sugary', 'candied', 'syrupy', 'confectionery']	['enamored', 'infatuated', 'fond', 'attracted']
1162	He stayed at the auction to the bidder end.				bidder	homophonic	['buyer', 'investor', 'tenderer', 'bidder']	['bitter', 'acrimonious', 'scathing', 'resentful']
1163	He stole an invention and then told patent lies.				patent	homographic	['copyright', 'proprietary', 'legal protection', 'exclusive right']	['obvious', 'blatant', 'clear', 'evident', 'flagrant']
1164	He stomped on his old watch because he had time to kill.				time	homographic	['leisure', 'opportunity', 'free hours', 'spare moments']	['measurement of duration', 'clock face', 'the literal output of a timepiece']
1165	"He struck me as a real ""Lady Killer,"" if you'll pardon the expression."				Lady Killer	homographic	"['heartthrob', 'charmer', ""ladies' man"", 'casanova']"	['murderer', 'homicide', 'assassin', 'slayer']
1166	He studied water purification and had a great thirst for knowledge.				thirst	homographic	['dehydration', 'need for water', 'dryness']	['desire', 'craving', 'eagerness', 'appetite']
1167	He taught Laughing and Grief.				Grief	homophonic	['sorrow', 'misery', 'sadness', 'woe']	['Greek', 'ancient language', 'classical studies']
1168	He taught us Drawling, Stretching, and Fainting in Coils.				Fainting	homophonic	['Painting', 'sketching', 'coloring', 'brushwork']	['swooning', 'passing out', 'losing consciousness', 'blacking out']
1169	He threw jello at his wife, who had him arrested for carrying a congealed weapon.				congealed	homophonic	['solidified', 'gelled', 'thickened', 'set']	['concealed', 'hidden', 'obscured', 'camouflaged']
1170	He told me he could eat a 32 ounce steak, but I found that hard to swallow.				swallow	homographic	['ingest', 'consume', 'gulp', 'eat']	['believe', 'accept', 'tolerate', 'stomach']
1171	He took a gun to his watch because he wanted to kill time.				kill	homographic	['murder', 'execute', 'slaughter', 'assassinate']	['pass', 'occupy', 'spend idle hours', 'while away']
1172	He took a nail to the volleyball game because he wanted to spike it.				spike	homographic	['nail', 'fastener', 'peg', 'pin']	['smash', 'slam', 'hit', 'attack']
1173	He tried to sell me glass with imperfections in it, but I saw through it.				saw through it	homographic	['looked via', 'gazed across', 'peer through']	['detected the deception', 'was not fooled', 'realized the truth', 'uncovered the ruse']
1174	He wanted desperately to be a good golfer-you could say he had a driving ambition.				driving	homographic	['ambitious', 'motivated', 'forceful', 'determined']	['teeing off', 'hitting a golf ball', 'golf stroke', 'swinging']
1175	He wanted to buy a load of soil that didn't cost the earth.				earth	homographic	['soil', 'dirt', 'ground', 'loam']	['fortune', 'large sum of money', 'high price']
1176	He was a Red Cross donor until he went out of circulation.				circulation	homographic	['blood-flow', 'movement', 'transmission']	['socializing', 'active', 'available']
1177	He was a janitor in the restaurant. He did things under the table.				under the table	homographic	['physically beneath furniture', 'below the dining surface', 'on the floor']	['secretly', 'covertly', 'illegally', 'off the record', 'surreptitiously']
1178	He was a restaurant critic but had no taste.				taste	homographic	['flavor', 'palate', 'sensation', 'gustation']	['discernment', 'style', 'judgment', 'aesthetic']
1179	He was able to listen to his favorite radio show in the morning because he had an AM radio				AM	homographic	['ante meridiem', 'morning', 'before noon']	['amplitude modulation', 'radio frequency', 'broadcasting band']
1180	He was almost persuaded to invest in a poultry farm, but chickened out at the last minute.				chickened	homographic	['withdrew', 'backed out', 'retreated due to fear', 'lost courage']	['pertaining to poultry', 'related to chickens', 'fleshed with bird meat']
1181	He was called the king of dentists because he specialised in crowns.				crowns	homographic	['coronations', 'diadems', 'royal headgear', 'symbols of sovereignty']	['dental caps', 'tooth restorations', 'artificial teeth']
1182	He was facinated by his new welding job. It was riveting.				riveting	homographic	['fascinating', 'engrossing', 'captivating', 'compelling', 'absorbing']	['bolting', 'fastening', 'joining', 'metalworking', 'clinching']
1183	He was hired at age 70. They put him in a senior position.				senior	homographic	['elderly', 'aged', 'pensioner', 'older person']	['high-ranking', 'executive', 'superior', 'advanced level']
1184	He was hit on the head during a hail storm and was knocked out cold.				cold	homographic	['unconscious', 'insensible', 'passed out']	['freezing', 'chilly', 'icy']
1185	He was selling palm trees, but people thought it was a shady deal.				shady	homographic	['shadowy', 'sheltered', 'shaded', 'leafy']	['suspicious', 'dishonest', 'untrustworthy', 'dubious']
1186	He was the most dishonest and cleverest card shark in the city, the police he said will be dealt with.				dealt	homographic	['distributed', 'passed out', 'allocated', 'assigned cards']	['handled', 'managed', 'counteracted', 'addressed', 'taken care of']
1187	He was trying to sell me new windows, but his motivations were transparent.				transparent	homographic	['clear', 'see-through', 'translucent', 'pellucid', 'crystalline']	['obvious', 'evident', 'honest', 'unconcealed', 'detectable']
1188	He wasn't supposed to eat the pie but he kept pecan at it.				pecan	homophonic	['peeking', 'glancing', 'looking', 'sneaking a look']	['nut', 'carya illinoinensis', 'pie ingredient']
1189	He wears glasses during math because it improves division.				division	homographic	['mathematical calculation', 'splitting numbers', 'arithmetic']	['eyesight', 'clarity of vision', 'seeing clearly']
1190	He went on a cheese diet in order to cheddar few pounds.				cheddar	homophonic	['cheese', 'dairy product', 'sharp cheddar']	['shed', 'lose', 'drop', 'cast off', 'discard']
1191	He who hogs the sheets is usually very wrapped up in himself.				wrapped	homographic	['covered', 'enclosed', 'bundled', 'swaddled']	['preoccupied', 'absorbed', 'obsessed', 'fixated']
1192	He who lends to the poor gets interest from god				interest	homographic	['profit', 'dividend', 'accrual', 'financial gain']	['attention', 'favor', 'concern', 'regard']
1193	He who makes false teeth is an indentured labourer.				indentured	homographic	['bound by a contract', 'enlisted', 'contracted', 'obligated']	['having teeth', 'dentured', 'furnished with teeth', 'toothed']
1194	He worked in a chocolate factory, but always took his sweet time.				sweet	homographic	['sugary', 'confectionery', 'candy-related', 'saccharine']	['leisurely', 'relaxed', 'unhurried', 'patient']
1195	He would promise to play golf, but he didn't know how to follow through.				follow through	homographic	['complete the swing after hitting the ball', 'technique', 'movement']	"['carry out a promise', 'fulfill', 'execute', ""keep one's word""]"
1196	He'd never gone hunting but decided to give it a shot.				shot	homographic	['attempt', 'try', 'endeavor', 'effort']	['gunfire', 'discharge', 'blast', 'projectile']
1197	He's a good letter carrier. He always keeps you posted.				posted	homographic	['informed', 'updated', 'notified', 'apprised']	['mailed', 'sent', 'dispatched', 'delivered']
1198	He's got a phonographic memory. He repeats the exact same old lines like a scratched record.				phonographic	homophonic	['photographic', 'eidetic', 'visual', 'precise']	['phonographic', 'gramophone', 'vinyl', 'audio recording']
1199	Heart surgeons never bypass a good opportunity.				bypass	homographic	['avoid', 'ignore', 'skip', 'circumvent', 'overlook']	['surgical procedure', 'shunt', 'coronary bypass', 'medical graft', 'detour']
1200	Hell! I thought I'd gotten away with it!				Hell	homophonic	['underworld', 'purgatory', 'inferno', 'abyss']	"[""he'll"", 'he will', 'he shall']"
