id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
3401	These are my parents, said Einstein relatively				relatively	homographic	['concerning familial connections', 'kinship-wise', 'familially']	['comparatively', 'specifically regarding the theory of relativity', 'proportionately']
3402	They all laughed when I told them that one day I would discover the secrets of invisibility. If only they could see me now.				see	homographic	['observe', 'view', 'behold', 'perceive visually']	['recognize my status', 'acknowledge my success', 'witness my achievement']
3403	They argued about their vacation and finally stayed at the last resort.				resort	homographic	['hotel', 'vacation spot', 'lodge', 'spa']	['option', 'alternative', 'choice', 'expedient']
3404	They bought a home on a cliff because they liked to live on the edge.				edge	homographic	['precipice', 'brink', 'verge', 'border']	['danger', 'risk', 'uncertainty', 'excitement']
3405	They built a tree house together but then had a falling out.				falling out	homographic	['tumbling out', 'dropping from', 'descending through the floor']	['quarrel', 'disagreement', 'dispute', 'estrangement']
3406	They call me Pops. I sell soft drinks.				Pops	homographic	['Father', 'Dad', 'Papa', 'Old man']	['Soda', 'Soft drinks', 'Carbonated beverages', 'Fizz']
3407	They called him the king of the dentists because he specialized in crowns.				crowns	homographic	['dental caps', 'tooth covers', 'artificial restorations']	['royal headgear', 'diadems', 'coronets', 'symbols of monarchy']
3408	They hid from the gunman in a sauna where they could sweat it out.				sweat it out	homographic	['endure a difficult situation', 'wait anxiously', 'persevere']	['perspire', 'exude moisture', 'suffer heat']
3409	They just found a sword swallower dead. The police suspect it's an inside job.				inside job	homographic	['internal crime', 'betrayal by an employee', 'domestic conspiracy']	['physical placement within the body', 'internal location of a tool', 'anatomical occupation']
3410	They laughed when I said I wanted to be a comedian-they're not laughing now.				laughing	homographic	['giggling', 'chuckling', 'finding something funny']	['mocking', 'believing someone to be a joke', 'dismissing as ridiculous']
3411	They owed me a lot of money for the new house-I billed them.				billed	homophonic	['invoiced', 'charged', 'debited', 'requested payment']	['build', 'built', 'constructed', 'erected', 'developed']
3412	They replaced the baseball with an orange to add zest to the game.				zest	homographic	['citrus peel', 'orange rind', 'flavoring']	['enthusiasm', 'excitement', 'energy', 'liveliness', 'gusto']
3413	They he said drank 2 bottles of whisky a day, but it wasn't true. He had to scotch those rumours right away.				scotch	homographic	['whisky', 'spirits', 'liquor', 'alcohol']	['halt', 'end', 'crush', 'squash', 'stifle', 'stop']
3414	They say curiosity killed the cat, and they weren't kitten.				kitten	homophonic	['kidding', 'joking', 'jesting', 'fooling', 'teasing']	['kitten', 'young cat', 'feline offspring', 'kitty']
3415	They threw a party for the inventor of the toaster. And he was toasted.				toasted	homographic	['honored with a drink', 'celebrated', 'saluted', 'toured']	['browned by heat', 'crisped', 'grilled', 'warmed']
