id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
2301	Old golfers never die they just putter away.				putter	homographic	['move aimlessly', 'dawdle', 'waste time', 'tinker']	['golf club', 'short-range club', 'golfer who is putting']
2302	Old golfers never die, they just lose their drive.				drive	homographic	['long-distance golf shot', 'tee shot', 'stroke']	['motivation', 'ambition', 'energy', 'determination', 'vigor']
2303	Old gossips never die they just lose their confidants				confidants	homophonic	['intimates', 'close friends', 'trusted people', 'advisors']	['confidence', 'assurance', 'self-reliance', 'poise', 'confidents']
2304	Old gravediggers never die, they just get buried in their work				buried	homographic	['interred', 'entombed', 'laid to rest', 'inhumed']	['overwhelmed', 'engrossed', 'submerged', 'occupied']
2305	Old gravediggers; never die, they just spade away.				spade	homophonic	['dig', 'shovel', 'excavate']	['fade', 'wither', 'disappear', 'gradually vanish']
2306	Old grocers never die, they just get shelved.				shelved	homographic	['stored', 'stocked', 'placed on a shelf', 'arranged on racks']	['retired', 'dismissed', 'sidelined', 'put aside', 'deferred']
2307	Old guitarists never die, they just become unstrung.				unstrung	homographic	['emotionally distressed', 'unsettled', 'unnerved', 'discomposed', 'falling apart']	['without strings', 'detached strings', 'removal of chords', 'de-strung']
2308	Old guitarists never die, they just fret their lives away				fret	homographic	['worry', 'agonize', 'brood', 'obsess', 'fuss']	['finger a guitar neck', 'press strings', 'musical bar', 'ridge on a fingerboard']
2309	Old guns never die they just get loaded.				loaded	homographic	['charged', 'primed', 'filled with ammunition']	['drunk', 'intoxicated', 'inebriated']
2310	Old hackers never die, they just go to bits				bits	homographic	['binary digits', 'data units', 'software components']	['shreds', 'pieces', 'fragments', 'decomposed']
2311	Old hairdressers never die, they just braid away.				braid	homophonic	['braid', 'plait', 'intertwine', 'weave']	['fade', 'dissolve', 'vanish', 'evaporate']
2312	Old hairdressers never dye... or cut.				dye	homophonic	['color', 'tint', 'stain', 'pigment', 'shade']	['die', 'expire', 'perish', 'pass away', 'cease to exist']
2313	Old helsinki tourists never die, they just vanish into Finn air.				Finn air	homophonic	['thin air', 'nothingness', 'void', 'obscurity']	['Finnair', 'Finnish airline', 'aviation service', 'Finn']
2314	Old hikers never die they just get the boot.				boot	homographic	['hiking shoe', 'footwear', 'sturdy shoe']	['dismissal', 'expulsion', 'kicked out', 'terminated']
2315	Old hikers never die, they just trail away.				trail	homographic	['fade', 'gradually cease', 'subside']	['path', 'hiking track', 'wilderness route']
2316	Old hippies never die, they just take a trip.				trip	homographic	['journey', 'vacation', 'excursion', 'voyage']	['hallucination', 'psychedelic experience', 'high', 'drug-induced state']
2317	Old hockey players never die, they just achieve their final goal.				goal	homographic	['score', 'point', 'shot', 'puck in net']	['objective', 'end', 'purpose', 'destination', 'finality']
2318	Old hookers never die, they just get laid off.				laid off	homographic	['fired', 'dismissed', 'terminated', 'made redundant']	['had sex', 'bedded', 'copulated']
2319	Old horse stables do die but they can always be barn again				barn	homophonic	['stable', 'outhouse', 'shed', 'livestock building']	['born', 'reincarnated', 'birthed', 'brought into existence']
2320	Old housewives never die, they just wash away.				wash	homographic	['clean', 'scrub', 'launder', 'rinse']	['fade', 'erode', 'wither', 'pass away']
2321	Old hypochondriacs never die they just lose their grippe.				grippe	homophonic	['grasp', 'hold', 'clutch', 'grip']	['influenza', 'flu', 'fever', 'grippe']
2322	Old interpreters (for the deaf) never die, they just sign off.				sign off	homographic	['conclude', 'finish', 'end a broadcast', 'stop working']	['use sign language', 'gesticulate', 'manual communication', 'hand signals']
2323	Old investors never die they just roll over.				roll over	homographic	['die', 'expire', 'become inactive', 'turn over in a grave']	['reinvest', 'transfer funds', 'extend a loan', 'defer taxes']
2324	Old janitors never die they just get swept up.				swept	homographic	['cleaned', 'brushed', 'broomed', 'tidied']	['carried away', 'removed', 'cleared away', 'disposed of']
2325	Old judges never die, they just cease to try				try	homographic	['preside over a trial', 'adjudicate', 'judge']	['attempt', 'strive', 'make an effort']
2326	Old judges never die, they just slur their sentences				sentences	homographic	['judgments', 'verdicts', 'rulings', 'decrees']	['utterances', 'phrases', 'statements', 'strings of words']
2327	Old kentucky fried chicken franchisers never die, they just chicken out.				chicken	homographic	['poultry', 'fowl', 'fried chicken', 'meat']	['withdraw', 'be cowardly', 'back out', 'lose nerve']
2328	Old key punch operators never die they just punch out.				punch out	homographic	['stamp', 'perforate', 'cut holes']	['clock out', 'finish work', 'leave']
2329	Old kings never die they just get throne away				throne	homophonic	['throne', 'royal seat', 'sovereignty']	['thrown', 'tossed', 'discarded', 'cast']
2330	Old landscapers never die, they just get weeded out.				weeded	homographic	['culled', 'removed', 'eliminated', 'filtered']	['uprooted', 'gardened', 'cleared of weeds', 'tilled']
2331	Old laundry workers never die, they just are decreased.				decreased	homophonic	['deceased', 'dead', 'lifeless', 'departed']	['shrunken', 'unwrinkled', 'flattened', 'ironed', 'reduced']
