id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
3801	When negotiating whether to share your french fries, you have quite a few bargaining chips.				chips	homographic	['french fries', 'fried potato strips', 'potato wedges']	['leverage', 'assets', 'tokens', 'bargaining power']
3802	When neon lights were perfected the inventor was positively glowing.				glowing	homographic	['shining', 'luminous', 'emitting light', 'radiant']	['beaming', 'joyful', 'proud', 'ecstatic']
3803	When neon lights were perfected, the inventor was positively glowing.				glowing	homographic	['shining', 'luminous', 'radiant', 'incandescent']	['delighted', 'beaming', 'exultant', 'thrilled']
3804	When old story tellers die they are mythed.				mythed	homophonic	['missed', 'longed for', 'yearned for', 'pined']	['myths', 'folklore', 'legendized', 'fictionalized']
3805	When one of her grandsons misbehaves the queen is having a bad heir day.				heir	homophonic	['hair', 'locks', 'tresses', 'mane']	['successor', 'inheritor', 'descendant', 'scion']
3806	When orders for acetone, benzene and methanol plummeted, the chemical plant became insolvent.				insolvent	homographic	['bankrupt', 'broke', 'penniless', 'indebted']	['lacking a solvent', 'undissolved', 'without a dissolving agent']
3807	When overcome by thoughts of sin the princess visited the knave.				knave	homophonic	['knave', 'rogue', 'scoundrel', 'villain', 'dishonest person']	['nave', 'church central part', 'aisle', 'sanctuary', 'cathedral center']
3808	When people first heard of the ABS, it was braking news.				braking	homophonic	['decelerating', 'stopping', 'slowing down', 'applying brakes']	['breaking', 'announcing', 'emerging', 'current news']
3809	When poker players have to fold they feel a bit discarded.				discarded	homographic	['rejected', 'abandoned', 'thrown away']	['played a card', 'shed a card', 'removed from hand']
3810	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.				crunch	homographic	['crisp', 'brittle', 'crackling', 'chewy']	['critical moment', 'crisis', 'deadline', 'showdown']
3811	When priests have a good idea they are supposed to parish the thought.				parish	homophonic	['perish', 'discard', 'dismiss', 'destroy', 'banish']	['congregation', 'church community', 'diocese', 'religious district', 'church territory']
