id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
701	Businesses selling pleasure boats often have a sail.				sail	homophonic	['canvas', 'sheet', 'main', 'jib']	['sale', 'discount', 'clearance', 'markdown']
702	But under no circumstances can you chase after him. Eh, why's that? You don't want to get involved in any monkey business, right!?				monkey	homographic	['primate', 'simian', 'macaque']	['mischievous', 'deceitful', 'foolish', 'nonsense']
703	By yourself you're in the right. In a group you're in the throng.				throng	homophonic	['wrong', 'incorrect', 'mistaken', 'amiss']	['throng', 'crowd', 'multitude', 'mass']
704	Byte-ing humor can be found reading jokes online.				Byte-ing	homophonic	['Biting', 'cutting', 'sharp', 'sarcastic']	['Byte', 'digital', 'electronic', 'computing']
705	Cecily: Miss Prism says that all good looks are a snare. Algernon: They are a snare that every sensible man would like to be caught in.				snare	homographic	['trap', 'gin', 'pitfall', 'deception']	['enticement', 'allurement', 'attraction', 'catch']
706	Cecily: Well, I am really only eighteen, but I always admit to twenty when I go to evening parties. Lady Bra: You are perfectly right in making some slight alteration. Indeed, no woman should ever be quite accurate about her age. It looks so calculating...				calculating	homographic	['mathematical', 'arithmetic', 'counting', 'figuring']	['scheming', 'devious', 'cunning', 'manipulative']
707	Crossword. I guess it's an apt name. Those words make me cross!				cross	homographic	['intersect', 'traverse', 'overlapping']	['angry', 'annoyed', 'irritable', 'vexed']
708	Camille relocated to Little Italy: They made her a cougher				cougher	homophonic	['cougher', 'hacker', 'wheezer']	['Cosa', 'Cosa Nostra', 'Mafia', 'mobster']
709	Camille relocated to Little Italy: They made her a cougher; she couldn't refuse				cougher	homophonic	['one who coughs', 'hacker', 'wheezer']	['coffer', 'treasurer', 'financial officer', 'money-handler']
710	Can February March? No, but April May.				May	homographic	['fifth month', 'springtime']	['might', 'can', 'could', 'is able to']
711	Can I tell you a story about my bed? I made it up.				made it up	homographic	['constructed', 'arranged the sheets', 'tidied', 'prepared']	['fabricated', 'invented', 'concocted', 'created a story']
712	Can honeybee abuse lead to a sting operation?				sting	homographic	['bite', 'prick', 'puncture', 'wasp wound']	['undercover investigation', 'trap', 'police setup', 'entrapment']
713	Can you read music? the bandleader asked notably.				notably	homophonic	['significantly', 'remarkably', 'particularly', 'noticeably']	['note-ably', 'capable of reading notes', 'musically literate', 'proficiently with musical notes']
714	Can you read music? the bandleader asked notably.				notably	homophonic	['significantly', 'remarkably', 'particularly']	['note-ably', 'musically', 'reading notes']
715	Can't Resist the Mist!				mist	homophonic	['fog', 'vapor', 'haze', 'drizzle', 'condensation']	['missed', 'overlooked', 'failed to catch', 'longed for', 'skipped']
716	Cane sugar can't be beet.				beet	homophonic	['root vegetable', 'sugar beet', 'Beta vulgaris']	['beat', 'surpass', 'outdo', 'defeat', 'vanquish']
717	Cape Argus. News you can use.				use	homophonic	['utilize', 'employ', 'application']	['news', 'views', 'information', 'Cape Argus']
718	Capon is the main ingredient of chicken castratori.				castratori	homophonic	['castrati', 'male singers', 'eunuchs']	['castrators', 'those who emasculate', 'chicken cutters']
719	Careless stair dancers are heading for a heavy landing.				landing	homographic	['arrival on the ground', 'touchdown', 'impact']	['floor area', 'hallway at the top of stairs', 'level']
720	Carey. Driving success.				driving	homographic	['steering', 'operating a vehicle', 'chauffeuring', 'transporting']	['propelling', 'motivating', 'impelling', 'advancing', 'leading']
721	Carmen is my favorite opera, he said busily.				busily	homophonic	['actively', 'industriously', 'energetically']	['Bizet-ly', 'Georges Bizet', 'composer-related']
722	Cartoons produced by the Japanese government are animes of the state.				animes	homophonic	['Japanese animation', 'manga-style cartoons', 'animated films']	['enemies', 'foes', 'adversaries', 'opponents']
723	Cashiers really know how to take charge.				charge	homographic	['bill', 'debit', 'invoice', 'request payment']	['lead', 'control', 'supervise', 'take command']
724	Cat lovers will only drink their kit-TEA.				kit-TEA	homophonic	['kitty', 'cat', 'feline', 'kitten', 'pussycat']	['tea', 'beverage', 'infusion', 'brew', 'drink']
