id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
501	After discovering that her children were playing with matches, their mother exploded with fury.				exploded	homographic	['lost her temper', 'erupted', 'lashed out']	['burst', 'detonated', 'blew up']
502	After getting his master's degree-Bob got a job as a postman-reconciling that he was still a man of letters.				letters	homographic	['correspondence', 'mail', 'missives', 'envelopes']	['academic learning', 'literature', 'scholarship', 'erudition']
503	After getting pranked by his friends and getting hit with a basket, Aron knew they had a wickerd sense of humour.				wickerd	homophonic	['evil', 'sinister', 'mischievous', 'wicked']	['wicker', 'woven', 'basketwork', 'willow']
504	After having a knee dislocated and an elbow fractured in two barroom brawls Bradley should have learned to stay away from those joints.				joints	homographic	['articulations', 'connections', 'ligaments', 'knee and elbow connections']	['bars', 'establishments', 'dives', 'taverns', 'places']
505	After he bought a mirror he became very reflective.				reflective	homographic	['shiny', 'mirrored', 'polished', 'gleaming']	['thoughtful', 'pensive', 'contemplative', 'meditative']
506	After he bought his two-year-old a felt pen, he was a marked man.				marked	homographic	['stained', 'inked', 'spotted', 'scrawled']	['targeted', 'doomed', 'watched', 'singled out']
507	After he carried a gun in his car the engine was soon shot.				shot	homographic	['discharged', 'fired', 'blasted']	['worn out', 'exhausted', 'broken', 'ruined']
508	After he invented the light bulb, people saw Edison in a new light.				light	homographic	['illumination', 'brightness', 'radiance']	['perspective', 'understanding', 'viewpoint']
509	After his computer problems he decided on a Crash course in security.				Crash	homographic	['malfunction', 'system failure', 'breakdown', 'collapse']	['intensive', 'rapid', 'accelerated', 'short-term']
510	After manually rotating the heavy machinery, the worker grew very cranky.				cranky	homographic	['irritable', 'grouchy', 'bad-tempered', 'cross']	['driven by a crank', 'mechanically stiff', 'operating via rotation', 'unsteady']
511	After my ear operation I feel sound.				sound	homographic	['healthy', 'whole', 'robust', 'fit']	['noise', 'audio', 'acoustic', 'resonance']
512	After several losses, our band entered another competition and was the winner. That was a first for us.				first	homographic	['initial accomplishment', 'debut victory', 'premier instance']	['top position', 'highest rank', 'gold medal', 'number one']
513	After spending all day grinding up tree bark and branches the worker was remarkably chipper afterwards.				chipper	homographic	['cheerful', 'upbeat', 'jaunty', 'spirited']	['woodchopper', 'shredder', 'grinder', 'machine for branches']
514	After taking the elevator to the top floor I felt very up-lifted.				up-lifted	homographic	['elevated', 'physically raised', 'hoisted', 'moved upward']	['inspired', 'encouraged', 'exhilarated', 'elated', 'happy']
515	After that poisonous snake struck at me in the Arizona Desert I was really rattled.				rattled	homographic	['unnerved', 'shaken', 'frightened', 'agitated']	['rattlesnake', 'shaking a rattle', 'sound produced by a reptile', 'vibrating']
516	After the lawyer flushed the toilet, it went to the suer.				suer	homophonic	['sewer', 'drain', 'conduit', 'waste pipe']	['suer', 'litigant', 'plaintiff', 'legal petitioner']
517	After the sniper attack at the symphony softball game, there were no men left on bass.				bass	homographic	['base', 'fielding', 'diamond', 'station']	['string', 'instrument', 'low-frequency', 'double-bass']
518	After they had it out in the boxing ring, they called it square.				square	homographic	['settled', 'fair', 'even', 'resolved']	['four-sided', 'rectangular', 'quadrilateral', 'boxing ring']
519	Ah, doornails.				doornails	homophonic	['metal fasteners', 'hardware', 'spikes', 'studs']	"['doornails', ""d'ornails"", 'adornals', 'decorative items', 'embellishments']"
520	Airline pilots make many friends in high places.				high	homographic	['elevated', 'lofty', 'soaring', 'aerial']	['influential', 'powerful', 'elite', 'distinguished']
521	Alcohol and calculus don't mix so don't drink and derive.				derive	homophonic	['drive', 'operate a vehicle', 'steer']	['calculate a derivative', 'differentiate', 'obtain a mathematical result']
522	Alcohol is a crash diet.				crash	homographic	['rapid', 'intensive', 'emergency', 'short-term']	['collision', 'wreck', 'smash', 'accident']
523	Aliens are lovable because they're so spatial.				spatial	homophonic	['dimensional', 'territorial', 'structural', 'space-related']	['special', 'unique', 'distinctive', 'exceptional', 'extraordinary']
524	Aliens can easily understand each other because their language is universal.				universal	homographic	['comprehensive', 'general', 'all-encompassing', 'ubiquitous']	['cosmic', 'space-related', 'galactic', 'extraterrestrial']
525	All students in Helsinki go to Finnish school.				Finnish	homophonic	['Suomi', 'Nordic', 'Scandinavian']	['Finish', 'Complete', 'Conclude', 'End']
526	Allen-Edmonds. For All Walks of Life.				walks	homographic	['social status', 'occupations', 'avenues', 'professions', 'diverse backgrounds']	['the act of stepping', 'strolling', 'walking for exercise', 'pedestrian travel', 'physical gait']
527	Although he perfected his comic routines on the mainland, his best audiences were in the aisles.				aisles	homophonic	['passageways', 'walkways', 'corridors', 'paths']	['islands', 'isles', 'archipelago', 'islets']
528	Altitude without attitude.				attitude	homographic	['bearing', 'posture', 'orientation', 'angle']	['arrogance', 'conceit', 'disposition', 'haughtiness']
