id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
3501	To stop snow from entering your mouth in a blizzard you should grit your teeth!				grit	homographic	['clench', 'grind', 'clamp']	['sand', 'gravel', 'sediment', 'anti-slip material']
3502	To teach someone how to build a compass you have to be good at giving directions.				directions	homographic	['instructions', 'guidance', 'explanations']	['cardinal points', 'orientations', 'bearings']
3503	To use a computer to prospect for gold, you need to downlode.				downlode	homophonic	['download', 'transfer', 'retrieve']	['lode', 'vein', 'deposit', 'seam']
3504	To win a pavement construction contract your company has to be able to make the grade.				grade	homographic	['standard', 'quality', 'level', 'benchmark']	['leveling', 'slope', 'incline', 'gradient']
3505	To write with a broken pencil is pointless.				pointless	homographic	['unsharpened', 'blunt', 'dull', 'without a tip']	['futile', 'useless', 'meaningless', 'senseless', 'purposeless']
3506	"Today I saw an ad that said ""radio for sale, $1, volume is stuck at max level"". I thought: ""I just can't turn that down."""				turn down	homographic	['reject', 'decline', 'refuse', 'pass up']	['lower the volume', 'decrease the intensity', 'adjust to a lower level']
3507	Today a truck hit my car. I wasn't hurt but I got the freight of my life.				freight	homophonic	['cargo', 'load', 'shipment', 'goods', 'transport']	['fright', 'scare', 'terror', 'shock', 'alarm']
3508	"Today, my friend asked ""Can I have a book, Mark?"" We are friends from 2 years and he still doesn't know my name is John."				Mark	homographic	['bookmark', 'placeholder', 'indicator', 'tag']	['Marcus', 'proper noun', 'name', 'identity']
3509	"Today, my son asked ""Can I have a book mark?"" and I burst into tears. 11 years old and he still doesn't know my name is Brian."				bookmark	homophonic	['page marker', 'placeholder', 'book-mark']	['book Mark', 'reserve Mark', 'Mark']
3510	he Hodgkinson lets the lazy dogs loose				Hodgkinson	homophonic	['proper name', 'surname', 'family name']	['hodgepodge', 'hotchkiss', 'hotchpotch', 'dogs', 'canines']
3511	he was so tired, he lied about his bed.				lied	homographic	['reposed', 'rested', 'lay down', 'stretched out']	['falsified', 'misled', 'prevaricated', 'told a falsehood']
3512	Tony attempted to join his thin crust pizza company with Zimo's Thick Crust Pizza, but somehow it didn't pan out.				pan	homographic	['succeed', 'work out', 'result', 'unfold']	['baking dish', 'skillet', 'cookware', 'pizza tray']
3513	Traveling on a flying carpet is a rugged experience.				rugged	homographic	['rough', 'bumpy', 'harsh', 'uneven']	['carpeted', 'covered with rugs', 'matted']
3514	Tried some bear stew. It was a little grizzly.				grizzly	homophonic	['grisly', 'gruesome', 'unpleasant', 'horrible']	['grizzly bear', 'brown bear', 'ursine']
3515	Trophy shops often will give customers floss with their purchase to eliminate plaque problems.				plaque	homographic	['dental deposit', 'tartar', 'bacteria', 'biofilm']	['award', 'tablet', 'honorary plate', 'memorial']
3516	Truckers like houses with long haulways.				haulways	homophonic	['hallways', 'corridors', 'passages', 'aisles']	['long-distance routes', 'hauling', 'transport paths', 'trucking routes']
3517	Truly a work of art! But, probably too beautacious for you to appreciate, correct?				beautacious	homophonic	['beautiful', 'gorgeous', 'attractive']	['butaceous', 'of or like butter', 'buttery']
3518	Trust your calculator. It's something to count on.				count on	homographic	['rely on', 'trust', 'depend on']	['calculate', 'tally', 'enumerate']
