id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
801	Despite his immense success as a coffee seller he remained a grounded person.				grounded	homographic	['humble', 'sensible', 'realistic', 'modest', 'stable', 'balanced']	['coffee', 'beans', 'mill', 'crushed', 'powder', 'roast']	moulu	['humble', 'sensé', 'réaliste', 'modeste', 'stable', 'équilibré']	['café', 'grains', 'moulin', 'écrasé', 'poudre', 'torréfaction']				[]	0
802	Diabetics should not be allowed to have sweet dreams.				sweet	homographic	['sugar', 'glucose', 'insulin', 'diabetes', 'fructose', 'hyperglycemia']	['pleasant', 'delightful', 'gentle', 'lovely', 'kind', 'amiable']	doux	['sucre', 'glucose', 'insuline', 'diabète', 'fructose', 'hyperglycémie']	['plaisant', 'délicieux', 'gentil', 'ravissant', 'aimable', 'amène']				"[{""left"":""dièse"",""right"":""biaise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8261,""french_naturalness"":0.54,""semantic_surprise"":0.7079,""semantic_domain_similarity"":0.6657,""pun_pivot_usability"":0.504,""overall_score"":0.6535},""export_lane"":""close_A_to_other""},{""left"":""imbu"",""right"":""insu"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8209,""french_naturalness"":0.42,""semantic_surprise"":0.7174,""semantic_domain_similarity"":0.6096,""pun_pivot_usability"":0.45,""overall_score"":0.6125},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""gnose"",""right"":""glose"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8049,""french_naturalness"":0.42,""semantic_surprise"":0.7113,""semantic_domain_similarity"":0.5975,""pun_pivot_usability"":0.42,""overall_score"":0.598},""export_lane"":""detached_B2_A01_DETACHED""}]"	3
803	Diamond prospectors have to use a good strata-gem.				strata-gem	homophonic	['tactic', 'maneuver', 'scheme', 'plan', 'ploy', 'strategy']	['rock', 'layer', 'geology', 'diamond', 'jewel', 'sediment']	strata-gemme	['tactique', 'manœuvre', 'ruses', 'plan', 'stratagème', 'stratégie']	['roche', 'couche', 'géologie', 'diamant', 'joyau', 'sédiment']				[]	0
804	Did the electrician want to solve the problem? Yes, some would say it infused him.				infused	homophonic	['motivated', 'inspired', 'encouraged', 'animated', 'driven']	['in', 'fused', 'breaker', 'electricity', 'current', 'circuit']	infusé	['motivé', 'inspiré', 'encouragé', 'animé', 'déterminé']	['dans', 'fusible', 'disjoncteur', 'électricité', 'courant', 'circuit']				[]	0
805	Did the reproducing amoeba get a splitting headache?				splitting	homographic	['binary', 'fission', 'mitosis', 'asexual', 'reproduction', 'divide']	['painful', 'severe', 'throbbing', 'headache', 'migraine', 'intense']	déchirant	['binaire', 'fission', 'mitose', 'asexuée', 'reproduction', 'diviser']	['douloureux', 'sévère', 'pulsatile', 'céphalée', 'migraine', 'intense']				[]	0
806	Did you hear about that new drug that makes people angry? It's all the rage now.				rage	homographic	['anger', 'fury', 'wrath', 'hostility', 'temper', 'outrage']	['trend', 'fashion', 'craze', 'popularity', 'vogue', 'sensation']	rage	['colère', 'fureur', 'courroux', 'hostilité', 'hargne', 'indignation']	['tendance', 'mode', 'engouement', 'popularité', 'vogue', 'sensation']				"[{""left"":""fureur"",""right"":""führer"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.54,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.477,""overall_score"":0.7326},""export_lane"":""close_A_to_other""},{""left"":""fureur"",""right"":""fureteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8619,""french_naturalness"":0.54,""semantic_surprise"":0.654,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7044},""export_lane"":""close_A_to_other""},{""left"":""tendance"",""right"":""tangence"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8543,""french_naturalness"":0.54,""semantic_surprise"":0.6499,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7016},""export_lane"":""close_B_to_other""}]"	3
807	Did you hear about that new drug that makes people angry? It's all the rage now.				rage	homographic	['anger', 'fury', 'wrath', 'outrage', 'hostility', 'temper']	['popular', 'trend', 'fashion', 'vogue', 'craze', 'sensation']	rage	['colère', 'fureur', 'courroux', 'emportement', 'hostilité', 'ire']	['populaire', 'tendance', 'mode', 'vogue', 'engouement', 'fureur']				"[{""left"":""fureur"",""right"":""führer"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.54,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.477,""overall_score"":0.7326},""export_lane"":""close_A_to_other""},{""left"":""fureur"",""right"":""fureteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8619,""french_naturalness"":0.54,""semantic_surprise"":0.654,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7044},""export_lane"":""close_A_to_other""},{""left"":""tendance"",""right"":""tangence"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8543,""french_naturalness"":0.54,""semantic_surprise"":0.6499,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7016},""export_lane"":""close_B_to_other""}]"	3
808	Did you hear about the bivalve they called in to interrogate for that big murder investigation? Apparently, he's clammed up.				clammed up	homographic	['mollusk', 'shellfish', 'bivalve', 'ocean', 'aquatic', 'closed']	['silent', 'quiet', 'secretive', 'uncommunicative', 'withdrawn', 'reticent']	muet comme une carpe	['mollusque', 'coquillage', 'bivalve', 'océan', 'aquatique', 'fermé']	['silencieux', 'calme', 'secret', 'incommunicable', 'renfermé', 'réticent']				"[{""left"":""reviens"",""right"":""retient"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8253,""french_naturalness"":0.42,""semantic_surprise"":0.6852,""semantic_domain_similarity"":0.7667,""pun_pivot_usability"":0.45,""overall_score"":0.6237},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
809	Did you hear about the bread factory burning down? They say the business is toast.				toast	homographic	['bread', 'breakfast', 'crunchy', 'browned', 'sliced', 'butter']	['ruined', 'destroyed', 'finished', 'doomed', 'failed', 'ended']	grillé	['pain', 'petit-déjeuner', 'croquant', 'doré', 'tranché', 'beurre']	['ruiné', 'détruit', 'fini', 'perdu', 'échoué', 'achevé']				[]	0
810	Did you hear about the cheese factory that exploded in France? There was nothing but de brie.				de brie	homophonic	['debris', 'rubble', 'wreckage', 'detritus', 'fragments', 'scattered']	['brie', 'cheese', 'dairy', 'creamy', 'french', 'rind']	de brie	['débris', 'gravats', 'épave', 'détritus', 'fragments', 'éparpillé']	['brie', 'fromage', 'laitage', 'crémeux', 'français', 'croûte']				"[{""left"":""laitage"",""right"":""lainage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.811,""french_naturalness"":0.54,""semantic_surprise"":0.626,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6774},""export_lane"":""close_B_to_other""}]"	1
