id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
201	A: I knew that by not concealing myself, I would be putting pressure on the thief. B: (Looks like the thief was the one applying pressure... On your pidgeony head, that is.)				pressure	homographic	['influence', 'persuasion', 'coercion', 'stress', 'urgency', 'demand']	['force', 'weight', 'compression', 'impact', 'burden', 'gravity']	pression	['influence', 'persuasion', 'coercition', 'stress', 'urgence', 'exigence']	['force', 'poids', 'compression', 'impact', 'fardeau', 'gravité']				[]	0
202	"A: Mr. Edgeworth, please find out more about your witness, Ms. Windy... what was her name? B: Something ""Oldbag,"" Your Honor. A: Then the prosecution will look further into this Oldbag before we continue!"				Oldbag	homographic	['surname', 'name', 'identity', 'identification', 'witness']	['insult', 'elderly', 'woman', 'crone', 'hag', 'unpleasant']	Vieille-Poche	['nom', 'patronyme', 'identite', 'identification', 'temoin']	['insulte', 'agee', 'femme', 'vieille', 'megere', 'desagreable']				[]	0
203	A: Take some more tea. B: I've had nothing yet, so I can't take more. A: You mean you can't take LESS: it's very easy to take MORE than nothing.				more	homographic	['further', 'additional', 'extra', 'added', 'supplementary']	['greater', 'exceeding', 'larger', 'increased', 'superior']	plus	['davantage', 'additionnel', 'supplémentaire', 'ajouté', 'surcroît']	['supérieur', 'excédant', 'majeure', 'accru', 'supériorité']				[]	0
204	A: There's something suspicious here, and I'm going to get to the bottom of it! B: I think you've sunken quite low enough already.				bottom	homographic	['truth', 'origin', 'clue', 'solution', 'core', 'basis']	['depth', 'seabed', 'floor', 'underneath', 'lowest', 'base']	fond	['vérité', 'origine', 'indice', 'solution', 'cœur', 'base']	['profondeur', 'fondmarin', 'plancher', 'dessous', 'inférieur', 'socle']				"[{""left"":""ploc"",""right"":""planque"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8047,""french_naturalness"":0.42,""semantic_surprise"":0.6834,""semantic_domain_similarity"":0.7236,""pun_pivot_usability"":0.42,""overall_score"":0.6055},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
205	A: What you said just right now was quite... revealing. B: Revealing? Oooh, you'd like that, wouldn't you. Naughty Mr. Lawyer...				revealing	homographic	['disclosure', 'confession', 'insightful', 'truth', 'indicative', 'discovery']	['exposure', 'undressed', 'naked', 'scanty', 'clothing', 'erotic']	révélateur	['divulgation', 'confession', 'perspicace', 'vérité', 'indicatif', 'découverte']	['exposition', 'dévêtu', 'nu', 'succinct', 'vêtement', 'érotique']				[]	0
206	A Cajun restaurant made all their sauce on one day for the week. The cook roux'ed the day.				roux'ed	homophonic	['flour', 'butter', 'thickening', 'cooking', 'base', 'sauce']	['regret', 'sorrow', 'bitterness', 'remorse', 'lament', 'grief']	roué	['farine', 'beurre', 'épaississement', 'cuisson', 'base', 'sauce']	['regret', 'tristesse', 'amertume', 'remords', 'lamentation', 'douleur']				"[{""left"":""douleur"",""right"":""douteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8421,""french_naturalness"":0.54,""semantic_surprise"":0.6432,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.697},""export_lane"":""close_B_to_other""},{""left"":""douleur"",""right"":""douceur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8165,""french_naturalness"":0.54,""semantic_surprise"":0.6291,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6794},""export_lane"":""close_B_to_other""},{""left"":""cuiront"",""right"":""cuisson"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8387,""french_naturalness"":0.42,""semantic_surprise"":0.6813,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.45,""overall_score"":0.6501},""export_lane"":""detached_B2_A01_DETACHED""}]"	3
207	A Maitre'D is more than just a door belle.				belle	homophonic	['woman', 'beauty', 'elegant', 'feminine', 'attractive']	['chime', 'ringer', 'brass', 'clapper', 'resonance']	belle	['femme', 'beauté', 'élégante', 'féminine', 'attrayante']	['cloche', 'sonnette', 'laiton', 'battant', 'résonance']				[]	0
208	"A Roman walks into a bar and raises 2 fingers and says to the bartender... ""Five beers, please."""				2	homographic	['digits', 'fingers', 'duo', 'couple', 'count', 'decimal']	['Roman', 'numeral', 'five', 'quinary', 'Latin', 'victory']	deux	['chiffres', 'doigts', 'duo', 'couple', 'compte', 'décimal']	['romain', 'numéral', 'cinq', 'quinaire', 'latin', 'victoire']				"[{""left"":""compte"",""right"":""conte"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.9,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.936,""overall_score"":0.9168},""export_lane"":""close_A_to_other""},{""left"":""compte"",""right"":""comte"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.88,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.927,""overall_score"":0.9108},""export_lane"":""close_A_to_other""}]"	2
209	"A South American element in ""The Princess Bride""? Incan-ceivable!"				Incan-ceivable	homophonic	['Inca', 'Andes', 'Peru', 'Quechua', 'empire', 'indigenous']	['inconceivable', 'impossible', 'unbelievable', 'unthinkable', 'absurd', 'fictional']	Inca-pable	['Inca', 'Andes', 'Pérou', 'Quechua', 'empire', 'indigène']	['inconcevable', 'impossible', 'incroyable', 'impensable', 'absurde', 'fictif']				"[{""left"":""kanak"",""right"":""canaque"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.8252,""semantic_domain_similarity"":0.5145,""pun_pivot_usability"":0.5,""overall_score"":0.6856},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
210	A Tsar is born-The Economist-26/10/17				Tsar	homophonic	['Russia', 'monarch', 'emperor', 'autocrat', 'sovereign', 'dynasty']	['star', 'astronomy', 'celebrity', 'stardom', 'galaxy', 'stellar']	Tsar	['Russie', 'monarque', 'empereur', 'autocrate', 'souverain', 'dynastie']	['étoile', 'astronomie', 'célébrité', 'vedettariat', 'galaxie', 'stellaire']				"[{""left"":""empereur"",""right"":""encreur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.83,""french_naturalness"":0.54,""semantic_surprise"":0.6365,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6924},""export_lane"":""close_A_to_other""},{""left"":""empereur"",""right"":""ampleur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8149,""french_naturalness"":0.54,""semantic_surprise"":0.6282,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6788},""export_lane"":""close_A_to_other""}]"	2
211	A backwards poet writes inverse.				inverse	homophonic	['verse', 'stanza', 'rhyme', 'poetry', 'meter']	['reverse', 'backward', 'opposite', 'inverted', 'contrary']	inverse	['vers', 'strophe', 'rime', 'poésie', 'mètre']	['inverse', 'arrière', 'opposé', 'inversé', 'contraire']				"[{""left"":""vers"",""right"":""verre"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.86,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.907,""overall_score"":0.902},""export_lane"":""close_A_to_other""},{""left"":""vers"",""right"":""vert"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.86,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.907,""overall_score"":0.902},""export_lane"":""close_A_to_other""}]"	2
212	"A bacteria walked into a bar and the bartender said, ""We don't serve bacteria in this place."" The bacteria said, ""But I work here, I'm staph."""				staph	homophonic	['staphylococcus', 'microbe', 'infection', 'pathogen', 'bacterium', 'organism']	['personnel', 'employees', 'workforce', 'labor', 'colleagues', 'officer']	staph	['staphylocoque', 'microbe', 'infection', 'pathogène', 'bactérie', 'organisme']	"['personnel', 'employés', ""main-d'oeuvre"", 'travail', 'collègues', 'officier']"				"[{""left"":""verve"",""right"":""verbe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8512,""french_naturalness"":0.42,""semantic_surprise"":0.7308,""semantic_domain_similarity"":0.6245,""pun_pivot_usability"":0.45,""overall_score"":0.6249},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""verte"",""right"":""verbe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8231,""french_naturalness"":0.42,""semantic_surprise"":0.7153,""semantic_domain_similarity"":0.6245,""pun_pivot_usability"":0.45,""overall_score"":0.6143},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
213	"A bacteria walked into a bar and the bartender said, ""We don't serve bacteria in this place."" The bacteria said, ""But I work here, I'm staph."""				staph	homophonic	['employee', 'personnel', 'team', 'workforce', 'officer', 'clerk']	['Staphylococcus', 'pathogen', 'infection', 'microbe', 'organism', 'disease']	staph	"['employé', 'personnel', 'équipe', ""main-d'œuvre"", 'officier', 'commis']"	['staphylocoque', 'pathogène', 'infection', 'microbe', 'organisme', 'maladie']				"[{""left"":""verse"",""right"":""verbe"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.817,""french_naturalness"":0.42,""semantic_surprise"":0.7119,""semantic_domain_similarity"":0.6245,""pun_pivot_usability"":0.42,""overall_score"":0.6042},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
214	A baker always put too much flour in his bread because he was a gluten for punishment.				gluten	homophonic	['protein', 'wheat', 'flour', 'dough', 'barley', 'baking']	['glutton', 'excess', 'overindulgence', 'appetite', 'greed', 'consumption']	gluten	['protéine', 'blé', 'farine', 'pâte', 'orge', 'cuisson']	['gloutonnerie', 'excès', 'intempérance', 'appétit', 'avidité', 'consommation']				"[{""left"":""cuiront"",""right"":""cuisson"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8387,""french_naturalness"":0.42,""semantic_surprise"":0.6813,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.45,""overall_score"":0.6501},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""moignon"",""right"":""moisson"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8406,""french_naturalness"":0.42,""semantic_surprise"":0.7115,""semantic_domain_similarity"":0.6856,""pun_pivot_usability"":0.45,""overall_score"":0.6246},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
215	A baker stopped making donuts after he got tired of the hole thing.				hole	homophonic	['donut', 'opening', 'circle', 'void', 'cavity', 'center']	['whole', 'entire', 'complete', 'total', 'comprehensive', 'full']	trou	['beignet', 'ouverture', 'cercle', 'vide', 'cavité', 'centre']	['tout', 'entier', 'complet', 'total', 'exhaustif', 'plein']				[]	0
216	A balding man and his hair are soon parted.				parted	homographic	['separation', 'detachment', 'loss', 'divided', 'gone', 'removed']	['comb', 'scalp', 'haircut', 'division', 'section', 'line']	séparé	['séparation', 'détachement', 'perte', 'divisé', 'parti', 'enlevé']	['peigne', 'cuir chevelu', 'coupe', 'division', 'section', 'raie']				"[{""left"":""perde"",""right"":""perte"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8139,""french_naturalness"":0.42,""semantic_surprise"":0.6677,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6329},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""parvis"",""right"":""parti"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8071,""french_naturalness"":0.42,""semantic_surprise"":0.6639,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6303},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
217	A band of teenagers cruised past my neighbor's house and pelted it with rotten tomatoes. Police described it as a drive-by fruiting.				drive-by fruiting	homophonic	['gang', 'shooting', 'violence', 'crime', 'vehicle', 'drive-by']	['tomato', 'produce', 'pelt', 'rotten', 'citrus', 'harvest']	fructification au volant	['gang', 'fusillade', 'violence', 'crime', 'véhicule', 'fusillade motorisée']	['tomate', 'produit', 'bombardement', 'pourri', 'agrume', 'récolte']				[]	0
218	A bank manager who was also a high jumper spent most of his time in the vault.				vault	homographic	['safe', 'money', 'lock', 'steel', 'chamber', 'security']	['jump', 'leap', 'hurdle', 'pole', 'athlete', 'bound']	saut	['coffre-fort', 'argent', 'verrou', 'acier', 'chambre', 'sécurité']	['saut', 'bondir', 'haie', 'perche', 'athlète', 'élan']				"[{""left"":""sécurité"",""right"":""sécurisé"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.9072,""french_naturalness"":0.54,""semantic_surprise"":0.6789,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.7045},""export_lane"":""close_A_to_other""}]"	1
219	A baseball pitcher asked if he had a good curve ball, but wanted a straight answer.				straight	homographic	['direct', 'honest', 'frank', 'truthful', 'sincere']	['linear', 'unbent', 'flat', 'undeviating', 'vertical', 'aligned']	droit	['direct', 'honnête', 'franc', 'sincère', 'loyal']	['linéaire', 'rectiligne', 'plat', 'vertical', 'aligné']				[]	0
220	A baseball player can sell himself to a new team if he has a good pitch.				pitch	homographic	['baseball', 'throw', 'fastball', 'strikes', 'mound', 'curveball']	['marketing', 'sales', 'proposal', 'presentation', 'persuasion', 'promotion']	lancement	['baseball', 'lancer', 'balle rapide', 'prises', 'monticule', 'balle courbe']	['marketing', 'ventes', 'proposition', 'présentation', 'persuasion', 'promotion']				"[{""left"":""prise"",""right"":""brise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8126,""french_naturalness"":0.82,""semantic_surprise"":0.6636,""semantic_domain_similarity"":0.8332,""pun_pivot_usability"":0.666,""overall_score"":0.751},""export_lane"":""close_A_to_other""},{""left"":""prise"",""right"":""frise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":7,""scores"":{""phonetic_match"":0.8098,""french_naturalness"":0.54,""semantic_surprise"":0.6621,""semantic_domain_similarity"":0.8332,""pun_pivot_usability"":0.54,""overall_score"":0.6668},""export_lane"":""close_A_to_other""}]"	2
221	A baseball player joined the army and did the round of military bases.				bases	homographic	['diamond', 'plate', 'runner', 'infield', 'safe', 'slugger']	['barracks', 'outpost', 'fort', 'installation', 'garrison', 'command']	bases	['diamant', 'plaque', 'coureur', 'champ intérieur', 'sauf', 'frappeur']	['casernes', 'avant-poste', 'fort', 'installation', 'garnison', 'commandement']				"[{""left"":""coureur"",""right"":""coupeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8573,""french_naturalness"":0.54,""semantic_surprise"":0.6515,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7027},""export_lane"":""close_A_to_other""},{""left"":""coureur"",""right"":""coucheur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8444,""french_naturalness"":0.54,""semantic_surprise"":0.6444,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6978},""export_lane"":""close_A_to_other""},{""left"":""point fort"",""right"":""point mort"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8231,""french_naturalness"":0.55,""semantic_surprise"":0.6911,""semantic_domain_similarity"":0.7348,""pun_pivot_usability"":0.58,""overall_score"":0.6782},""export_lane"":""close_B_to_other""}]"	3
222	A baseball player was a thief. He was always trying to steal.				steal	homographic	['base', 'runner', 'diamond', 'score', 'slide']	['theft', 'larceny', 'rob', 'burglar', 'crime']	voler	['but', 'coureur', 'diamant', 'score', 'glissade']	['vol', 'larcin', 'dérober', 'cambrioleur', 'crime']				"[{""left"":""coureur"",""right"":""coupeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8573,""french_naturalness"":0.54,""semantic_surprise"":0.6515,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7027},""export_lane"":""close_A_to_other""},{""left"":""coureur"",""right"":""coucheur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8444,""french_naturalness"":0.54,""semantic_surprise"":0.6444,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6978},""export_lane"":""close_A_to_other""}]"	2
223	A basketball player couldn't control his saliva but he could sure dribble.				dribble	homographic	['saliva', 'drool', 'spit', 'mouth', 'leak', 'liquid']	['basketball', 'bounce', 'ball', 'sport', 'court', 'player']	dribbler	['salive', 'bave', 'crachat', 'bouche', 'fuite', 'liquide']	['basketball', 'rebond', 'ballon', 'sport', 'terrain', 'joueur']				[]	0
224	A bee keeper will sell you honey with swarm wishes.				swarm	homophonic	['warm', 'friendly', 'kind', 'affectionate', 'cordial']	['insects', 'bees', 'colony', 'hive', 'cluster']	essaim	['chaud', 'amical', 'gentil', 'affectueux', 'cordial']	['insectes', 'abeilles', 'colonie', 'ruche', 'amas']				[]	0
