id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
1801	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.				galleon	homophonic	['gallon', 'fuel', 'liquid', 'measurement', 'volume', 'gasoline']	['ship', 'vessel', 'sailing', 'wooden', 'ocean', 'maritime']	galion	['gallon', 'carburant', 'liquide', 'mesure', 'volume', 'essence']	['navire', 'vaisseau', 'navigation', 'bois', 'océan', 'maritime']				"[{""left"":""essence"",""right"":""élance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8242,""french_naturalness"":0.54,""semantic_surprise"":0.6333,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6902},""export_lane"":""close_A_to_other""},{""left"":""essence"",""right"":""séance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8228,""french_naturalness"":0.54,""semantic_surprise"":0.6325,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6896},""export_lane"":""close_A_to_other""}]"	2
1802	In certain sexual harassment cases things can get kind of touchy.				touchy	homographic	['sensitive', 'volatile', 'delicate', 'precarious', 'irritable', 'awkward']	['physical', 'contact', 'tactile', 'groping', 'fondling', 'haptic']	susceptible	['sensible', 'volatil', 'délicat', 'précaire', 'irritable', 'gênant']	['physique', 'contact', 'tactile', 'tâtonnement', 'caresse', 'haptique']				[]	0
1803	In college I was so broke I couldn't afford the electricity bill. Those were the darkest days of my life.				darkest	homographic	['unlit', 'blackout', 'shadow', 'dim', 'opaque', 'gloomy']	['depressing', 'somber', 'bleak', 'melancholy', 'tragic', 'hopeless']	sombre	['obscur', 'noirceur', 'ombre', 'faible', 'opaque', 'ténébreux']	['déprimant', 'lugubre', 'morne', 'mélancolique', 'tragique', 'désespéré']				"[{""left"":""couenne"",""right"":""moine"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8318,""french_naturalness"":0.42,""semantic_surprise"":0.7101,""semantic_domain_similarity"":0.6697,""pun_pivot_usability"":0.45,""overall_score"":0.6203},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""couard"",""right"":""noir"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8272,""french_naturalness"":0.42,""semantic_surprise"":0.7026,""semantic_domain_similarity"":0.6927,""pun_pivot_usability"":0.439,""overall_score"":0.6171},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
1804	In equations with square numbers I can never find the root of the problem.				root	homographic	['square', 'math', 'integer', 'radical', 'factor', 'exponent']	['cause', 'origin', 'source', 'basis', 'foundation', 'core']	racine	['carrée', 'mathématiques', 'entier', 'radical', 'facteur', 'exposant']	['cause', 'origine', 'source', 'base', 'fondation', 'cœur']				[]	0
1805	In high school I recall having a beautiful but difficult math teacher. She was easy on the eyes and hard on the pupils!				pupils	homographic	['student', 'classroom', 'learner', 'scholastic', 'youth', 'education']	['eye', 'iris', 'cornea', 'vision', 'sight', 'optical']	pupilles	['élève', 'classe', 'apprenant', 'scolaire', 'jeunesse', 'éducation']	['œil', 'iris', 'cornée', 'vision', 'vue', 'optique']				"[{""left"":""vision"",""right"":""vison"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8444,""french_naturalness"":0.54,""semantic_surprise"":0.6444,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6807},""export_lane"":""close_B_to_other""}]"	1
1806	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.				doe	homophonic	['deer', 'female', 'antlerless', 'herbivore', 'mammal', 'wildlife']	['dough', 'money', 'cash', 'currency', 'capital', 'funds']	biche	['cerf', 'femelle', 'sans-bois', 'herbivore', 'mammifère', 'faune']	['pâte', 'argent', 'fric', 'monnaie', 'capital', 'fonds']				[]	0
1807	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.				canvas	homophonic	['solicit', 'survey', 'campaign', 'poll', 'examine', 'question']	['fabric', 'textile', 'tent', 'tarp', 'material', 'cloth']	canevas	['solliciter', 'sonder', 'campagne', 'scrutin', 'examiner', 'interroger']	['tissu', 'textile', 'tente', 'bâche', 'matériau', 'toile']				"[{""left"":""moelle"",""right"":""toile"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8124,""french_naturalness"":0.42,""semantic_surprise"":0.6668,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6323},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
1808	In many places Christmas is a custo-Mary holiday.				custo-Mary	homophonic	['customary', 'traditional', 'habitual', 'standard', 'conventional', 'routine']	['Mary', 'mother', 'nativity', 'virgin', 'religious', 'biblical']	coutu-Marie	['habituel', 'traditionnel', 'coutumier', 'classique', 'conventionnel', 'routinier']	['Marie', 'mère', 'nativité', 'vierge', 'religieux', 'biblique']				"[{""left"":""mère"",""right"":""mer"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.78,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.86,""overall_score"":0.8754},""export_lane"":""close_B_to_other""},{""left"":""mère"",""right"":""maire"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.78,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.827,""overall_score"":0.8668},""export_lane"":""close_B_to_other""}]"	2
1809	In medical school he worried about passing as a surgeon, but he made the cut.				cut	homographic	['incision', 'scalpel', 'surgery', 'flesh', 'blade', 'dissection']	['success', 'qualification', 'standard', 'selection', 'achievement', 'threshold']	coupe	['incision', 'scalpel', 'chirurgie', 'chair', 'lame', 'dissection']	['succès', 'qualification', 'norme', 'sélection', 'réussite', 'seuil']				"[{""left"":""chère"",""right"":""chair"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.44,""semantic_surprise"":0.77,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.36,""overall_score"":0.6914},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
1810	In middle east outdoor markets you can find bazaar items for sale.				bazaar	homophonic	['market', 'stalls', 'souk', 'commerce', 'merchants', 'trading']	['strange', 'weird', 'unusual', 'peculiar', 'odd', 'atypical']	bizarre	['marché', 'étalages', 'souk', 'commerce', 'marchands', 'négoce']	['étrange', 'chelou', 'insolite', 'particulier', 'singulier', 'atypique']				[]	0
1811	In order to lose weight, the publisher has decided to stop devouring his volumes.				volumes	homographic	['book', 'pages', 'binding', 'tome', 'literature']	['size', 'mass', 'measure', 'bulk', 'quantity', 'amount']	volumes	['livre', 'pages', 'reliure', 'tome', 'littérature']	['taille', 'masse', 'mesure', 'volume', 'quantité', 'montant']				[]	0
1812	In parking lots, arguments often start from scratch.				scratch	homographic	['origin', 'beginning', 'commencement', 'initial', 'source', 'foundation']	['abrasion', 'dent', 'scrape', 'paintwork', 'collision', 'damage']	griffure	['origine', 'début', 'commencement', 'initial', 'source', 'fondation']	['abrasion', 'bosse', 'éraflure', 'peinture', 'collision', 'dommage']				"[{""left"":""dommage"",""right"":""dopage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8324,""french_naturalness"":0.54,""semantic_surprise"":0.6378,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6933},""export_lane"":""close_B_to_other""},{""left"":""bogue"",""right"":""bosse"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8005,""french_naturalness"":0.42,""semantic_surprise"":0.6603,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6278},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""déçue"",""right"":""début"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8121,""french_naturalness"":0.42,""semantic_surprise"":0.6667,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6322},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""déçût"",""right"":""début"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8121,""french_naturalness"":0.42,""semantic_surprise"":0.6667,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6322},""export_lane"":""detached_B2_A01_DETACHED""}]"	4
1813	In the 17th century people first began eating ice cream. It was also the century where people first heard the music of Handel and Bach. It was truly a suite time.				suite	homophonic	['composition', 'chamber', 'orchestral', 'movement', 'baroque', 'opus']	['sugar', 'delicious', 'syrup', 'flavor', 'confection', 'saccharine']	suite	['composition', 'chambre', 'orchestrale', 'mouvement', 'baroque', 'opus']	['sucre', 'délicieux', 'sirop', 'saveur', 'confiserie', 'saccharine']				"[{""left"":""saveur"",""right"":""paveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8186,""french_naturalness"":0.54,""semantic_surprise"":0.6302,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6802},""export_lane"":""close_B_to_other""},{""left"":""sabreur"",""right"":""saboteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8322,""french_naturalness"":0.54,""semantic_surprise"":0.7074,""semantic_domain_similarity"":0.6829,""pun_pivot_usability"":0.57,""overall_score"":0.674},""export_lane"":""close_B_to_other""},{""left"":""sabreur"",""right"":""sableur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8292,""french_naturalness"":0.54,""semantic_surprise"":0.7058,""semantic_domain_similarity"":0.6829,""pun_pivot_usability"":0.57,""overall_score"":0.6729},""export_lane"":""close_B_to_other""}]"	3
1814	In the air duct installers union they have lots of opportunity to vent.				vent	homographic	['duct', 'exhaust', 'grille', 'airflow', 'ventilation', 'shaft']	['complain', 'express', 'frustration', 'shout', 'emotion', 'release']	vent	['conduit', 'échappement', 'grille', 'souffle', 'ventilation', 'puit']	['plaindre', 'exprimer', 'frustration', 'crier', 'émotion', 'libération']				[]	0
1815	In the army mess hall, the men were getting fed up.				fed up	homographic	['food', 'eating', 'nourished', 'consumed', 'sustenance']	['annoyed', 'frustrated', 'impatient', 'irritated', 'resentful', 'disgruntled']	en avoir marre	['nourriture', 'manger', 'nourri', 'consommé', 'subsistance']	['agacé', 'frustré', 'impatient', 'irrité', 'amer', 'mécontent']				[]	0
1816	In the dark? Follow the son.				son	homophonic	['child', 'boy', 'descendant', 'male', 'heir', 'family']	['sun', 'star', 'light', 'radiation', 'daylight', 'solar']	fils	['enfant', 'garçon', 'descendant', 'mâle', 'héritier', 'famille']	['soleil', 'étoile', 'lumière', 'rayonnement', 'jour', 'solaire']				[]	0
1817	In the morning a lawyer walked on his lawn and experienced the dew process.				dew	homophonic	['condensation', 'droplets', 'moisture', 'grass', 'morning', 'damp']	['legal', 'court', 'litigation', 'rights', 'justice', 'procedure']	rosée	['condensation', 'gouttelettes', 'humidité', 'herbe', 'matin', 'moite']	['légal', 'tribunal', 'litige', 'droits', 'justice', 'procédure']				"[{""left"":""moise"",""right"":""moite"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8007,""french_naturalness"":0.54,""semantic_surprise"":0.6604,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.474,""overall_score"":0.6635},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""ergs"",""right"":""herbe"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8063,""french_naturalness"":0.42,""semantic_surprise"":0.6635,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.63},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
1818	In the news a courtroom artist was arrested today, I'm not surprised, he always seemed sketchy.				sketchy	homographic	['drawing', 'pencil', 'charcoal', 'illustration', 'rendering', 'draft']	['suspicious', 'unreliable', 'shady', 'dishonest', 'dangerous', 'untrustworthy']	louche	['dessin', 'crayon', 'fusain', 'illustration', 'rendu', 'ébauche']	['suspect', 'peu fiable', 'ombrageux', 'malhonnête', 'dangereux', 'indigne de méfiance']				[]	0
1819	In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst.				plot tryst	homophonic	['narrative', 'storyline', 'twist', 'climax', 'protagonist', 'manuscript']	['assignation', 'romance', 'rendezvous', 'secret', 'affair', 'clandestine']	rendez-vous secret	['récit', 'intrigue', 'péripétie', 'dénouement', 'protagoniste', 'manuscrit']	['rencontre', 'romance', 'rendez-vous', 'secret', 'liaison', 'clandestin']				"[{""left"":""récit"",""right"":""réussi"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8244,""french_naturalness"":0.72,""semantic_surprise"":0.6334,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.717,""overall_score"":0.7609},""export_lane"":""close_A_to_other""}]"	1
1820	In the office she was frantically looking for her false nails only to discover she had filed them away.				filed	homographic	['manicure', 'emery', 'abrasive', 'shortened', 'smooth', 'shaped']	['folder', 'archive', 'cabinet', 'stored', 'organized', 'clerical']	limé	['manucure', 'émeri', 'abrasif', 'raccourci', 'lissé', 'façonné']	['dossier', 'archive', 'classeur', 'stocké', 'organisé', 'clérical']				"[{""left"":""classeur"",""right"":""placeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8251,""french_naturalness"":0.54,""semantic_surprise"":0.6338,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6905},""export_lane"":""close_B_to_other""}]"	1
1821	In the old days a suspended sentence was hanging.				suspended sentence	homographic	['parole', 'probation', 'judgment', 'legal', 'court', 'deferment']	['gallows', 'noose', 'execution', 'rope', 'dangling', 'death']	peine suspendue	['sursis', 'liberté conditionnelle', 'jugement', 'juridique', 'tribunal', 'ajournement']	['gibet', 'nœud coulant', 'exécution', 'corde', 'pendaison', 'mort']				[]	0
1822	In the race for the best grass he smoked the competition.				smoked	homographic	['defeated', 'outran', 'excelled', 'triumphed', 'conquered']	['inhaled', 'burning', 'tobacco', 'fire', 'ash', 'clove']	fumé	['vaincu', 'dépassé', 'surpassé', 'triomphé', 'conquis']	['inhalé', 'brûlant', 'tabac', 'feu', 'cendre', 'girofle']				[]	0
