id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
3601	We all know Albert Einstein was a genius... But his brother Frank was a monster.				Frank	homophonic	['name', 'relative', 'human', 'sibling', 'person']	['Frankenstein', 'creature', 'laboratory', 'horror', 'scientific', 'undead']	Frank	['prénom', 'parent', 'humain', 'fratrie', 'personne']	['Frankenstein', 'créature', 'laboratoire', 'horreur', 'scientifique', 'mort-vivant']				"[{""left"":""horreur"",""right"":""erreur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8447,""french_naturalness"":0.54,""semantic_surprise"":0.6446,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6979},""export_lane"":""close_B_to_other""},{""left"":""horreur"",""right"":""odeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8109,""french_naturalness"":0.54,""semantic_surprise"":0.626,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6773},""export_lane"":""close_B_to_other""}]"	2
3602	We are KOA'mazing.				KOA'mazing	homophonic	['campground', 'outdoor', 'tent', 'lodging', 'cabin', 'recreation']	['wonderful', 'excellent', 'astonishing', 'incredible', 'impressive', 'spectacular']	KOA-incroyable	['camping', 'plein air', 'tente', 'hébergement', 'cabane', 'loisirs']	['merveilleux', 'excellent', 'étonnant', 'incroyable', 'impressionnant', 'spectaculaire']				[]	0
3603	We are overdressed when we are wrapped up in ourselves.				wrapped up	homographic	['clothing', 'garments', 'bundled', 'enveloped', 'coats', 'layers']	['ego', 'narcissism', 'preoccupied', 'absorbed', 'selfish', 'internal']	enveloppé	['vêtements', 'habillements', 'emmitouflé', 'enveloppé', 'manteaux', 'épaisseurs']	['ego', 'narcissisme', 'préoccupé', 'absorbé', 'égoïste', 'interne']				[]	0
3604	We bake web & graphics, deliciously!				bake	homographic	['oven', 'flour', 'bread', 'pastry', 'dough', 'yeast']	['create', 'code', 'design', 'render', 'develop', 'build']	cuire	['four', 'farine', 'pain', 'pâtisserie', 'pâte', 'levure']	['créer', 'coder', 'concevoir', 'générer', 'développer', 'construire']				[]	0
3605	We believe in separation of church and hate				hate	homophonic	['state', 'government', 'politics', 'secular', 'policy', 'legislation']	['prejudice', 'bigotry', 'hostility', 'animosity', 'anger', 'conflict']	haine	['état', 'gouvernement', 'politique', 'laïque', 'mesure', 'législation']	['préjugé', 'fanatisme', 'hostilité', 'animosité', 'colère', 'conflit']				"[{""left"":""laïcité"",""right"":""laïcisé"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8713,""french_naturalness"":0.54,""semantic_surprise"":0.7164,""semantic_domain_similarity"":0.7398,""pun_pivot_usability"":0.504,""overall_score"":0.6751},""export_lane"":""close_A_to_other""}]"	1
3606	We did it twice last night, she relayed.				relayed	homographic	['spoke', 'told', 'communicated', 'narrated', 'disclosed']	['restacked', 'repositioned', 'aligned', 'layered', 'placed', 'tiled']	relayé	['dit', 'raconté', 'communiqué', 'narré', 'révélé']	['réempilé', 'repositionné', 'aligné', 'stratifié', 'placé', 'carrelé']				"[{""left"":""repli"",""right"":""repris"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.835,""french_naturalness"":0.42,""semantic_surprise"":0.7184,""semantic_domain_similarity"":0.6399,""pun_pivot_usability"":0.45,""overall_score"":0.6197},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
3607	We don't cut corners, we build them.				cut corners	homographic	['lazy', 'cheap', 'effort', 'haste', 'shortcuts', 'shoddy']	['angle', 'edge', 'frame', 'geometry', 'carpentry', 'intersection']	brûler les étapes	['paresseux', 'économique', 'effort', 'hâte', 'raccourcis', 'bâclé']	['angle', 'bord', 'cadre', 'géométrie', 'charpenterie', 'intersection']				[]	0
3608	We don't read palms; we wave them.				palms	homographic	['hand', 'fingers', 'lines', 'fortune', 'skin', 'touch']	['tree', 'tropical', 'fronds', 'leaves', 'branch', 'island']	paumes	['main', 'doigts', 'lignes', 'fortune', 'peau', 'toucher']	['palmier', 'tropical', 'palmes', 'feuilles', 'branche', 'île']				[]	0
3609	We drive people happy!				drive	homographic	['steering', 'vehicle', 'road', 'commute', 'transport', 'automobile']	['motivate', 'impel', 'influence', 'condition', 'transform', 'stimulate']	pulsion	['conduite', 'véhicule', 'route', 'trajet', 'transport', 'automobile']	['motiver', 'pousser', 'influencer', 'conditionner', 'transformer', 'stimuler']				"[{""left"":""trayais"",""right"":""trajet"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8227,""french_naturalness"":0.42,""semantic_surprise"":0.6725,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.45,""overall_score"":0.644},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3610	We grow and refresh brands.				refresh	homographic	['revitalize', 'renew', 'update', 'remodel', 'modernize']	['beverage', 'cool', 'drink', 'thirst', 'liquid', 'hydrate']	rafraîchir	['revitaliser', 'renouveler', 'actualiser', 'remodeler', 'moderniser']	['boisson', 'frais', 'breuvage', 'soif', 'liquide', 'hydrater']				"[{""left"":""livide"",""right"":""liquide"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8043,""french_naturalness"":0.42,""semantic_surprise"":0.6624,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6292},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
3611	We have warm hearts for cold noses!				noses	homographic	['dogs', 'canines', 'hounds', 'puppies', 'snouts', 'paws']	['humans', 'people', 'faces', 'olfaction', 'scent', 'nostrils']	nez	['chiens', 'canidés', 'chiens de chasse', 'chiots', 'museaux', 'pattes']	['humains', 'personnes', 'visages', 'olfaction', 'odeur', 'narines']				"[{""left"":""odeur"",""right"":""horreur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8109,""french_naturalness"":0.54,""semantic_surprise"":0.626,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6773},""export_lane"":""close_B_to_other""},{""left"":""odeur"",""right"":""auteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8009,""french_naturalness"":0.54,""semantic_surprise"":0.6205,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6735},""export_lane"":""close_B_to_other""},{""left"":""visage"",""right"":""vidage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8124,""french_naturalness"":0.54,""semantic_surprise"":0.6672,""semantic_domain_similarity"":0.8163,""pun_pivot_usability"":0.54,""overall_score"":0.6668},""export_lane"":""close_B_to_other""}]"	3
3612	We have your back.				back	homographic	['spine', 'vertebrae', 'anatomy', 'lumbar', 'torso', 'skeletal']	['support', 'protect', 'defend', 'loyalty', 'assistance', 'ally']	dos	['colonne', 'vertèbre', 'anatomie', 'lombaire', 'torse', 'squelette']	['soutenir', 'protéger', 'défendre', 'loyauté', 'assistance', 'allié']				[]	0
3613	We keep you moving.				moving	homographic	['transportation', 'travel', 'kinetic', 'motion', 'vehicle', 'physique']	['emotional', 'affecting', 'poignant', 'touching', 'heartfelt', 'sentimental']	émouvant	['transport', 'déplacement', 'cinétique', 'mouvement', 'véhicule', 'physique']	['émotionnel', 'touchant', 'poignant', 'affectant', 'sincère', 'sentimental']				[]	0
3614	We love enjoying blends, with benefits.				benefits	homographic	['antioxidants', 'nutrients', 'vitamins', 'wellness', 'health', 'digestion']	['advantage', 'perks', 'value', 'profit', 'gain', 'bonus']	bienfaits	['antioxydants', 'nutriments', 'vitamines', 'bien-être', 'santé', 'digestion']	['avantages', 'atouts', 'valeur', 'profit', 'gain', 'bonus']				"[{""left"":""valeur"",""right"":""valseur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8747,""french_naturalness"":0.54,""semantic_surprise"":0.6611,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7093},""export_lane"":""close_B_to_other""},{""left"":""valeur"",""right"":""vanneur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.812,""french_naturalness"":0.54,""semantic_surprise"":0.6266,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6778},""export_lane"":""close_B_to_other""}]"	2
3615	We make great impressions!				impressions	homographic	['printing', 'indentation', 'stamping', 'mold', 'mark', 'embossing']	['imitation', 'mimicry', 'caricature', 'personality', 'effect', 'perception']	impressions	['imprimerie', 'empreinte', 'estampage', 'moulage', 'marque', 'bossage']	['imitation', 'mimétisme', 'caricature', 'personnalité', 'effet', 'perception']				[]	0
3616	We offer counsel so you are not audited on your final return.				counsel	homophonic	['advice', 'consultation', 'guidance', 'attorney', 'legal', 'advocacy']	['council', 'committee', 'tribunal', 'assembly', 'chamber', 'administration']	conseil	['avis', 'consultation', 'recommandation', 'avocat', 'juridique', 'plaidoyer']	['comité', 'tribunal', 'assemblée', 'chambre', 'administration']				"[{""left"":""évoquas"",""right"":""avocat"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8127,""french_naturalness"":0.42,""semantic_surprise"":0.667,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6324},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
3617	We should make a beer commercial. It sounds simply intoxicating.				intoxicating	homographic	['alcohol', 'beverage', 'drunk', 'brewery', 'fermentation', 'ethanol']	['exciting', 'captivating', 'thrilling', 'alluring', 'fascinating', 'delightful']	enivrant	['alcool', 'boisson', 'ivrogne', 'brasserie', 'fermentation', 'éthanol']	['excitant', 'captivant', 'palpitant', 'séduisant', 'fascinant', 'ravissant']				"[{""left"":""brèche"",""right"":""braises"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8139,""french_naturalness"":0.42,""semantic_surprise"":0.7078,""semantic_domain_similarity"":0.6356,""pun_pivot_usability"":0.42,""overall_score"":0.6036},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""treize"",""right"":""braises"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8021,""french_naturalness"":0.42,""semantic_surprise"":0.7013,""semantic_domain_similarity"":0.6356,""pun_pivot_usability"":0.42,""overall_score"":0.5992},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
3618	We spent all day debating about housefires. It was quite a heated argument.				heated	homographic	['temperature', 'thermal', 'blaze', 'combustion', 'caloric', 'incendiary']	['intensity', 'fury', 'passion', 'conflict', 'hostility', 'agitation']	chauffé	['température', 'thermique', 'brasier', 'combustion', 'calorique', 'incendiaire']	['intensité', 'fureur', 'passion', 'conflit', 'hostilité', 'agitation']				"[{""left"":""fureur"",""right"":""führer"",""relation"":""same_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.54,""semantic_surprise"":0.73,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.477,""overall_score"":0.7326},""export_lane"":""close_B_to_other""},{""left"":""fureur"",""right"":""fureteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8619,""french_naturalness"":0.54,""semantic_surprise"":0.654,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7044},""export_lane"":""close_B_to_other""}]"	2
3619	We sternly warned the circus clown not to light the fuse while we were inside the				cannon	homophonic	['artillery', 'projectile', 'weapon', 'barrel', 'ignite', 'blast']	['canon', 'cleric', 'priest', 'law', 'decree', 'doctrine']	canon	['artillerie', 'projectile', 'arme', 'tube', 'allumer', 'explosion']	['chanoine', 'clergé', 'prêtre', 'loi', 'décret', 'doctrine']				"[{""left"":""frappe"",""right"":""phrase"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8121,""french_naturalness"":0.42,""semantic_surprise"":0.7168,""semantic_domain_similarity"":0.5903,""pun_pivot_usability"":0.42,""overall_score"":0.6003},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""tufs"",""right"":""tube"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8254,""french_naturalness"":0.42,""semantic_surprise"":0.674,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.45,""overall_score"":0.645},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
3620	We take pride in your ride.				ride	homographic	['vehicle', 'car', 'automobile', 'bike', 'transport', 'chassis']	['journey', 'travel', 'transit', 'movement', 'driving', 'navigation']	trajet	['véhicule', 'voiture', 'automobile', 'vélo', 'transport', 'châssis']	['voyage', 'déplacement', 'transit', 'mouvement', 'conduite', 'navigation']				"[{""left"":""voyage"",""right"":""voilage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8413,""french_naturalness"":0.54,""semantic_surprise"":0.6427,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6966},""export_lane"":""close_B_to_other""}]"	1
3621	We welcome you with open psalms.				psalms	homophonic	['hands', 'touch', 'fingers', 'limbs', 'grip', 'reach']	['hymns', 'bible', 'worship', 'choir', 'prayer', 'scripture']	psaumes	['mains', 'toucher', 'doigts', 'membres', 'poigne', 'portée']	['hymnes', 'bible', 'culte', 'chorale', 'prière', 'écritures']				[]	0
3622	We went to the owls convention and it was a real hoot.				hoot	homographic	['owl', 'call', 'nocturnal', 'bird', 'sound', 'shriek']	['funny', 'laughter', 'amusement', 'joke', 'delight', 'hilarious']	houlement	['hibou', 'cri', 'nocturne', 'oiseau', 'son', 'ululement']	['drôle', 'rire', 'amusement', 'blague', 'délice', 'hilarant']				[]	0
3623	We were so poor when I was growing up we couldn't even afford to pay attention.				pay	homographic	['money', 'currency', 'transaction', 'cost', 'debt', 'spend']	['focus', 'consciousness', 'mind', 'concentration', 'awareness', 'listening']	payer	['argent', 'devise', 'transaction', 'coût', 'dette', 'dépense']	['attention', 'conscience', 'esprit', 'concentration', 'vigilance', 'écoute']				[]	0
3624	We won't steer you wrong.				steer	homographic	['guide', 'direct', 'navigate', 'lead', 'advice', 'path']	['cattle', 'bull', 'livestock', 'ranch', 'ox', 'bovine']	diriger	['guider', 'orienter', 'naviguer', 'mener', 'conseiller', 'trajectoire']	['boeuf', 'taureau', 'bétail', 'ranch', 'bovin', 'génisse']				[]	0
3625	We'd better slow down as quickly as possible				quickly	homographic	['rapidly', 'speedily', 'immediately', 'instantly', 'promptly', 'fast']	['gradually', 'efficiently', 'steadily', 'prompt', 'urgent', 'celerity']	vite	['rapidement', 'promptement', 'immédiatement', 'instantanément', 'vivement', 'véloce']	['graduellement', 'efficacement', 'régulièrement', 'prompt', 'urgent', 'célérité']				[]	0
3626	We'll never run out of math teachers because they always multiply.				multiply	homographic	['reproduce', 'procreate', 'breed', 'offspring', 'generate']	['arithmetic', 'factor', 'product', 'calculation', 'equation', 'quantity']	multiplier	['reproduire', 'procréer', 'engendrer', 'progéniture', 'générer']	['arithmétique', 'facteur', 'produit', 'calcul', 'équation', 'quantité']				[]	0
3627	We'll work for food.				work	homographic	['labor', 'employment', 'salary', 'profession', 'task', 'effort']	['function', 'operate', 'perform', 'effective', 'successful', 'utilize']	travail	['labeur', 'emploi', 'salaire', 'profession', 'tâche', 'effort']	['fonctionner', 'opérer', 'exécuter', 'efficace', 'réussi', 'utiliser']				"[{""left"":""labeur"",""right"":""laveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8901,""french_naturalness"":0.54,""semantic_surprise"":0.6695,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7151},""export_lane"":""close_A_to_other""},{""left"":""réussi"",""right"":""récit"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8244,""french_naturalness"":0.72,""semantic_surprise"":0.6334,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.717,""overall_score"":0.7609},""export_lane"":""close_B_to_other""},{""left"":""utilisé"",""right"":""utilité"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8755,""french_naturalness"":0.54,""semantic_surprise"":0.7022,""semantic_domain_similarity"":0.815,""pun_pivot_usability"":0.504,""overall_score"":0.6813},""export_lane"":""close_B_to_other""}]"	3
3628	We're closer than you think.				closer	homographic	['proximity', 'near', 'distance', 'adjacent', 'local', 'neighboring']	['intimacy', 'relationship', 'affection', 'familiarity', 'bonded', 'connected']	proche	['proximité', 'près', 'distance', 'adjacent', 'local', 'voisin']	['intimité', 'relation', 'affection', 'familiarité', 'lié', 'connecté']				"[{""left"":""affection"",""right"":""flexion"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8263,""french_naturalness"":0.54,""semantic_surprise"":0.6345,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6738},""export_lane"":""close_B_to_other""}]"	1
3629	We're expecting fallout from the recent layoffs at the nuclear plant.				fallout	homographic	['consequences', 'repercussions', 'aftermath', 'results', 'tension', 'conflict']	['radiation', 'dust', 'particles', 'contamination', 'nuclear', 'isotopes']	retombées	['conséquences', 'répercussions', 'suites', 'résultats', 'tensions', 'conflits']	['radiations', 'poussières', 'particules', 'contamination', 'nucléaire', 'isotopes']				[]	0
3630	We've got Queensland covered.				covered	homographic	['blanket', 'envelope', 'layer', 'wrap', 'surface', 'coat']	['reporting', 'insurance', 'news', 'broadcast', 'protection', 'guarantee']	couvert	['couverture', 'enveloppe', 'couche', 'emballage', 'surface', 'revêtement']	['reportage', 'assurance', 'actualités', 'diffusion', 'protection', 'garantie']				[]	0
3631	We've got your back! Call to make an appointment!				back	homographic	['spine', 'vertebrae', 'lumbar', 'chiropractic', 'posture', 'skeletal']	['support', 'loyalty', 'protection', 'assistance', 'defense', 'advocacy']	dos	['colonne', 'vertèbres', 'lombaire', 'chiropratique', 'posture', 'squelettique']	['soutien', 'loyauté', 'protection', 'assistance', 'défense', 'plaidoyer']				"[{""left"":""défense"",""right"":""défiance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":5,""scores"":{""phonetic_match"":0.8324,""french_naturalness"":0.54,""semantic_surprise"":0.6378,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6761},""export_lane"":""close_B_to_other""},{""left"":""défense"",""right"":""décence"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.82,""french_naturalness"":0.54,""semantic_surprise"":0.631,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6714},""export_lane"":""close_B_to_other""}]"	2
3632	We've missed our favorite tea at the Chinese restaurant where we often dine, but we've been getting oolong.				oolong	homophonic	['camellia', 'fermented', 'beverage', 'leaves', 'brewed', 'steeped']	['duration', 'extended', 'lengthy', 'temporal', 'prolonged', 'distant']	oolong	['camélia', 'fermenté', 'boisson', 'feuilles', 'infusé', 'trempé']	['durée', 'étendu', 'long', 'temporel', 'prolongé', 'lointain']				[]	0
