id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
1901	Jumping to conclusions is bad exercise				exercise	homographic	['gym', 'workout', 'physical', 'movement', 'calories', 'training']	['logic', 'reasoning', 'judgment', 'mental', 'conclusion', 'process']	exercice	['gymnastique', 'entraînement', 'physique', 'mouvement', 'calories', 'sport']	['logique', 'raisonnement', 'jugement', 'mental', 'conclusion', 'processus']				[]	0
1902	Junior loved being a member of the wrestling team even though he was prone to lose.				prone	homographic	['vulnerable', 'susceptible', 'inclined', 'likely', 'disposed']	['prostrate', 'recumbent', 'horizontal', 'flat', 'downward', 'pin']	proclive	['vulnérable', 'susceptible', 'enclin', 'probable', 'disposé']	['couché', 'horizontal', 'allongé', 'plat', 'décombant', 'prosterné']				[]	0
1903	Just after thimbles were invented there was a shortage, so many people got stuck without one.				stuck	homographic	['trapped', 'strand', 'lacking', 'unavailability', 'shortage', 'hindered']	['pricked', 'needle', 'puncture', 'sharp', 'sewing', 'pierced']	coincé	['piégé', 'bloqué', 'manquant', 'indisponibilité', 'pénurie', 'entravé']	['piqué', 'aiguille', 'crevaison', 'pointu', 'couture', 'percé']				"[{""left"":""blocage"",""right"":""bocage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8197,""french_naturalness"":0.54,""semantic_surprise"":0.6832,""semantic_domain_similarity"":0.7619,""pun_pivot_usability"":0.54,""overall_score"":0.6663},""export_lane"":""close_A_to_other""}]"	1
1904	Just because pews come in rows doesn't mean we should plant ourselves there				rows	homographic	['pews', 'benches', 'aisles', 'church', 'alignment', 'seating']	['planting', 'farming', 'garden', 'crops', 'soil', 'cultivation']	rangs	['bancs', 'sièges', 'allées', 'église', 'alignement', 'assises']	['plantation', 'agriculture', 'jardin', 'cultures', 'sol', 'cultivation']				[]	0
1905	Just pew it				pew	homophonic	['do', 'action', 'performance', 'execute', 'verb']	['church', 'bench', 'seat', 'chapel', 'sanctuary', 'worship']	banc	['faire', 'action', 'performance', 'exécuter', 'verbe']	['église', 'banc', 'siège', 'chapelle', 'sanctuaire', 'culte']				"[{""left"":""action"",""right"":""axons"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8303,""french_naturalness"":0.54,""semantic_surprise"":0.6367,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6753},""export_lane"":""close_A_to_other""}]"	1
1906	Just read a few facts about frogs. They were ribbiting.				ribbiting	homophonic	['riveting', 'engrossing', 'captivating', 'fascinating', 'absorbing', 'compelling']	['croak', 'amphibian', 'frog', 'vocalization', 'pond', 'toad']	coassant	['fascinant', 'captivant', 'passionnant', 'absorbant', 'saisissant', 'envoûtant']	['croassement', 'amphibien', 'grenouille', 'vocalisation', 'étang', 'crapaud']				[]	0
1907	Just say cheese.				cheese	homographic	['dairy', 'cheddar', 'food', 'protein', 'rind', 'yellow']	['smile', 'camera', 'photography', 'pose', 'grin', 'shutter']	fromage	['laitage', 'cheddar', 'nourriture', 'protéine', 'croûte', 'jaune']	['sourire', 'appareil', 'photographie', 'pose', 'Grimace', 'obturateur']				"[{""left"":""laitage"",""right"":""lainage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.811,""french_naturalness"":0.54,""semantic_surprise"":0.626,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6774},""export_lane"":""close_A_to_other""}]"	1
1908	Karin Viard, the actress who never play-acts				play-acts	homographic	['drama', 'theater', 'performance', 'theatrical', 'stage', 'rehearsal']	['pretense', 'insincerity', 'faking', 'deception', 'artificial', 'simulation']	comédies	['drame', 'théâtre', 'représentation', 'théâtral', 'scène', 'répétition']	['simulacre', 'insincérité', 'feinte', 'déception', 'artificiel', 'simulation']				"[{""left"":""fivete"",""right"":""fillette"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8515,""french_naturalness"":0.42,""semantic_surprise"":0.7275,""semantic_domain_similarity"":0.6403,""pun_pivot_usability"":0.45,""overall_score"":0.626},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
1909	Kenco Really Smooth. Everything we know about ground coffee in an instant.				instant	homographic	['moment', 'second', 'immediate', 'flash', 'speedy']	['powder', 'granules', 'soluble', 'dehydrated', 'beverage']	instant	['moment', 'seconde', 'immédiat', 'éclair', 'rapide']	['poudre', 'granulés', 'soluble', 'déshydraté', 'boisson']				[]	0
1910	Kennebunkport was George Bush's maine vacation spot.				maine	homophonic	['primary', 'chief', 'principal', 'central', 'essential', 'key']	['state', 'coastal', 'northeast', 'territory', 'geographic', 'atlantic']	maine	['primaire', 'chef', 'principal', 'central', 'essentiel', 'clé']	['état', 'côtier', 'nord-est', 'territoire', 'géographique', 'atlantique']				[]	0
1911	Key to my city.				Key	homographic	['metal', 'unlock', 'door', 'latch', 'security', 'portal']	['piano', 'scale', 'chord', 'melody', 'musical', 'pitch']	Clé	['métal', 'déverrouiller', 'porte', 'loquet', 'sécurité', 'portail']	['piano', 'gamme', 'accord', 'mélodie', 'musical', 'tonalité']				"[{""left"":""sécurité"",""right"":""sécurisé"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.9072,""french_naturalness"":0.54,""semantic_surprise"":0.6789,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.7045},""export_lane"":""close_A_to_other""}]"	1
1912	Kids who have one to one tuition are in a class of their own.				class of their own	homographic	['classroom', 'students', 'lesson', 'teacher', 'school', 'education']	['excellence', 'unique', 'superior', 'exclusive', 'distinction', 'elite']	une classe à part	['salle', 'élèves', 'leçon', 'enseignant', 'école', 'éducation']	['excellence', 'unique', 'supérieur', 'exclusif', 'distinction', 'élite']				[]	0
1913	King Arthur really knew how to deal with the sworded truth.				sworded	homophonic	['blade', 'weapon', 'steel', 'knight', 'excalibur', 'combat']	['shameful', 'immoral', 'squalid', 'filthy', 'dishonorable', 'corrupt']	sordide	['lame', 'arme', 'acier', 'chevalier', 'Excalibur', 'combat']	['honteux', 'immoral', 'sordide', 'crasseux', 'déshonorant', 'corrompu']				[]	0
