id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
2701	She was only a Electrician's daughter, and she made house calls to remove her customers' shorts.				shorts	homographic	['clothing', 'trousers', 'garment', 'attire', 'fabric', 'waist']	['electricity', 'circuit', 'wiring', 'voltage', 'current', 'failure']	courts	['vêtement', 'pantalon', 'habit', 'tenue', 'tissu', 'taille']	['électricité', 'circuit', 'câblage', 'tension', 'courant', 'panne']				[]	0
2702	She was only a Electrician's daughter, but she certainly had good connections.				connections	homographic	['wires', 'circuit', 'terminals', 'voltage', 'current', 'conduit']	['influence', 'networking', 'status', 'acquaintances', 'associates', 'power']	connexions	['fils', 'circuit', 'bornes', 'tension', 'courant', 'conduit']	['influence', 'réseautage', 'statut', 'connaissances', 'associés', 'pouvoir']				[]	0
2703	She was only a Electrician's daughter, but she went haywire.				haywire	homographic	['wire', 'electrical', 'circuit', 'cable', 'tangle', 'spool']	['erratic', 'crazy', 'uncontrollable', 'broken', 'chaos', 'dysfunctional']	détraqué	['fil', 'électrique', 'circuit', 'câble', 'chevêtre', 'bobine']	['erratique', 'fou', 'incontrôlable', 'cassé', 'chaos', 'dysfonctionnel']				[]	0
2704	She was only a Elevator operator's daughter, and she loved to go down.				down	homographic	['descent', 'floor', 'basement', 'button', 'shaft', 'gravity']	['performance', 'act', 'sexual', 'fellatio', 'intimacy', 'vocal']	bas	['descente', 'sol', 'sous-sol', 'bouton', 'cage', 'gravité']	['performance', 'acte', 'sexuel', 'fellation', 'intimité', 'vocal']				[]	0
2705	She was only a Farmer's daughter, but she knew hundreds of ways to fertilize.				fertilize	homographic	['soil', 'manure', 'crop', 'growth', 'agriculture', 'nutrient']	['reproduction', 'conception', 'embryo', 'sexual', 'procreation', 'biological']	fertiliser	['sol', 'fumier', 'récolte', 'croissance', 'agriculture', 'nutriment']	['reproduction', 'conception', 'embryon', 'sexuel', 'procréation', 'biologique']				"[{""left"":""croissance"",""right"":""croyance"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.9288,""french_naturalness"":0.54,""semantic_surprise"":0.6908,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7298},""export_lane"":""close_A_to_other""}]"	1
2706	She was only a Farmer's daughter, but she was the best little hoer in the county.				hoer	homophonic	['garden', 'farmer', 'soil', 'weed', 'tool', 'tilling']	['prostitute', 'sex', 'brothel', 'promiscuity', 'solicitation', 'courtesan']	houe	['jardin', 'agriculteur', 'sol', 'mauvaise herbe', 'outil', 'labourage']	['prostituée', 'sexe', 'bordel', 'promiscuité', 'sollicitation', 'courtisane']				"[{""left"":""textuel"",""right"":""sexuel"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8638,""french_naturalness"":0.42,""semantic_surprise"":0.7027,""semantic_domain_similarity"":0.7835,""pun_pivot_usability"":0.45,""overall_score"":0.6393},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2707	She was only a Fireman's daughter, but she's really going to blazes.				blazes	homographic	['fire', 'flames', 'inferno', 'heat', 'combustion', 'smoke']	['hell', 'ruin', 'decline', 'immorality', 'perdition', 'destruction']	braises	['feu', 'flammes', 'brasier', 'chaleur', 'combustion', 'fumée']	['enfer', 'ruine', 'déclin', 'immoralité', 'perdition', 'destruction']				"[{""left"":""chaleur"",""right"":""râleur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8279,""french_naturalness"":0.54,""semantic_surprise"":0.6353,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6916},""export_lane"":""close_A_to_other""},{""left"":""fumeuse"",""right"":""fugueuse"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.821,""french_naturalness"":0.54,""semantic_surprise"":0.6769,""semantic_domain_similarity"":0.7938,""pun_pivot_usability"":0.57,""overall_score"":0.6765},""export_lane"":""close_A_to_other""},{""left"":""fumeuse"",""right"":""furieuse"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8034,""french_naturalness"":0.54,""semantic_surprise"":0.6672,""semantic_domain_similarity"":0.7938,""pun_pivot_usability"":0.54,""overall_score"":0.662},""export_lane"":""close_A_to_other""}]"	3
2708	She was only a Fruit vender's daughter, but, oh, what a peach.				peach	homographic	['fruit', 'nectar', 'stone', 'orchard', 'fuzz', 'sweet']	['attractive', 'woman', 'beautiful', 'delightful', 'lovely', 'excellent']	pêche	['fruit', 'nectar', 'noyau', 'verger', 'duvet', 'sucré']	['attrayante', 'femme', 'belle', 'délicieuse', 'ravissante', 'excellente']				"[{""left"":""forcé"",""right"":""forger"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8014,""french_naturalness"":0.42,""semantic_surprise"":0.7118,""semantic_domain_similarity"":0.5863,""pun_pivot_usability"":0.343,""overall_score"":0.5759},""export_lane"":""detached_B2_A01_DETACHED""}]"	1
2709	She was only a Fruit vendor's daughter, but, my, she had big melons.				melons	homographic	['cantaloupe', 'watermelon', 'fruit', 'produce', 'vine', 'sweet']	['breasts', 'chest', 'anatomy', 'mammalian', 'curvy', 'torso']	melons	['cantaloup', 'pastèque', 'fruit', 'produit', 'vigne', 'sucré']	['seins', 'poitrine', 'anatomie', 'mammaire', 'galbé', 'torse']				"[{""left"":""pack"",""right"":""pâques"",""relation"":""same_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.8176,""semantic_domain_similarity"":0.6018,""pun_pivot_usability"":0.5,""overall_score"":0.6929},""export_lane"":""detached_B2_A01_DETACHED""},{""left"":""galop"",""right"":""gâteau"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8034,""french_naturalness"":0.42,""semantic_surprise"":0.7108,""semantic_domain_similarity"":0.5955,""pun_pivot_usability"":0.42,""overall_score"":0.5972},""export_lane"":""detached_B2_A01_DETACHED""}]"	2
2710	She was only a Gardener's daughter, but she knows all the rakes.				rakes	homographic	['garden', 'tool', 'leaves', 'handle', 'soil', 'tine']	['scoundrel', 'libertine', 'playboy', 'profligate', 'immoral', 'dissolute']	râteaux	['jardin', 'outil', 'feuilles', 'manche', 'sol', 'dent']	['scélérat', 'libertin', 'playboy', 'débauché', 'immoral', 'dissolu']				"[{""left"":""livre"",""right"":""libre"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8316,""french_naturalness"":0.28,""semantic_surprise"":0.7193,""semantic_domain_similarity"":0.6278,""pun_pivot_usability"":0.31,""overall_score"":0.5561},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
2711	She was only a Glaziers daughter but took great panes to please				panes	homophonic	['glass', 'window', 'frame', 'glazing', 'translucent', 'casement']	['effort', 'trouble', 'care', 'exertion', 'labor', 'diligence']	peines	['vitres', 'fenêtres', 'châssis', 'vitrages', 'translucides', 'battants']	['efforts', 'difficultés', 'soins', 'exercices', 'travaux', 'diligences']				"[{""left"":""vitrages"",""right"":""titrage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8269,""french_naturalness"":0.54,""semantic_surprise"":0.6348,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.674},""export_lane"":""close_A_to_other""}]"	1
2712	She was only a Globetrotter's daughter, but she manages to get around.				get around	homographic	['travel', 'journey', 'commute', 'transit', 'navigation', 'itinerary']	['reputation', 'promiscuity', 'scandal', 'rumor', 'notoriety', 'socialize']	circuler	['voyager', 'trajet', 'déplacement', 'transit', 'navigation', 'itinéraire']	['réputation', 'promiscuité', 'scandale', 'rumeur', 'notoriété', 'fréquenter']				"[{""left"":""voyage"",""right"":""voilage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8413,""french_naturalness"":0.54,""semantic_surprise"":0.7002,""semantic_domain_similarity"":0.7388,""pun_pivot_usability"":0.57,""overall_score"":0.6809},""export_lane"":""close_A_to_other""},{""left"":""rumeur"",""right"":""fumeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8014,""french_naturalness"":0.54,""semantic_surprise"":0.6208,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6737},""export_lane"":""close_B_to_other""},{""left"":""trayais"",""right"":""trajet"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8227,""french_naturalness"":0.42,""semantic_surprise"":0.6725,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.45,""overall_score"":0.644},""export_lane"":""detached_B2_A01_DETACHED""}]"	3
2713	She was only a Governor's daughter, but what a state she was in.				state	homographic	['province', 'territory', 'government', 'region', 'political', 'jurisdiction']	['condition', 'mood', 'emotion', 'agitation', 'disarray', 'circumstance']	état	['province', 'territoire', 'gouvernement', 'région', 'politique', 'juridiction']	['condition', 'humeur', 'émotion', 'agitation', 'désordre', 'circonstance']				[]	0
2714	She was only a Grape picker's daughter, but she was never Chablis dressed.				Chablis	homophonic	['shabby', 'worn', 'tattered', 'cheap', 'ragged', 'unkept']	['wine', 'grape', 'chardonnay', 'bottle', 'vineyard', 'white']	Chablis	['usé', 'râpé', 'délabré', 'misérable', 'guenilleux', 'négligé']	['vin', 'raisin', 'chardonnay', 'bouteille', 'vignoble', 'blanc']				"[{""left"":""utilisé"",""right"":""utilité"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":4,""scores"":{""phonetic_match"":0.8755,""french_naturalness"":0.54,""semantic_surprise"":0.724,""semantic_domain_similarity"":0.7159,""pun_pivot_usability"":0.504,""overall_score"":0.6753},""export_lane"":""close_A_to_other""}]"	1
