id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt	retrieval_affordances_json	retrieval_affordance_count
4001	"Ya gotta have that... that what's it... ""newsauce""...? Phoenix:... Um, you mean, ""news source""...?"				newsauce	homophonic	['condiment', 'flavor', 'liquid', 'culinary', 'dressing', 'glaze']	['journalism', 'media', 'information', 'reporting', 'broadcast', 'article']	nouvelsauce	['condiment', 'saveur', 'liquide', 'culinaire', 'assaisonnement', 'nappage']	['journalisme', 'médias', 'information', 'reportage', 'diffusion', 'article']				"[{""left"":""saveur"",""right"":""paveur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8186,""french_naturalness"":0.54,""semantic_surprise"":0.6302,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6802},""export_lane"":""close_A_to_other""},{""left"":""sabreur"",""right"":""saboteur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8322,""french_naturalness"":0.54,""semantic_surprise"":0.7074,""semantic_domain_similarity"":0.6829,""pun_pivot_usability"":0.57,""overall_score"":0.674},""export_lane"":""close_A_to_other""},{""left"":""sabreur"",""right"":""sableur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8292,""french_naturalness"":0.54,""semantic_surprise"":0.7058,""semantic_domain_similarity"":0.6829,""pun_pivot_usability"":0.57,""overall_score"":0.6729},""export_lane"":""close_A_to_other""},{""left"":""livide"",""right"":""liquide"",""relation"":""similar_sound"",""retrieval_bucket"":""B2_A01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.8043,""french_naturalness"":0.42,""semantic_surprise"":0.6624,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6292},""export_lane"":""detached_B2_A01_DETACHED""}]"	4
4002	Years ago, changing TV channels from a sitting position was a remote possibility.				remote	homographic	['television', 'clicker', 'controller', 'electronic', 'infrared', 'wireless']	['unlikely', 'slight', 'minimal', 'distant', 'implausible', 'doubtful']	télécommande	['télévision', 'boîtier', 'contrôleur', 'électronique', 'infrarouge', 'sans-fil']	['improbable', 'infime', 'minimal', 'lointain', 'invraisemblable', 'douteux']				[]	0
4003	Yes, I have been reading Voltaire, he admitted candidly.				candidly	homophonic	['honesty', 'sincerity', 'frankness', 'truth', 'openness', 'directness']	['Candide', 'Voltaire', 'satire', 'optimism', 'novel', 'literature']	candidement	['honnêteté', 'sincérité', 'franchise', 'vérité', 'clarté', 'directivité']	['Candide', 'Voltaire', 'satire', 'optimisme', 'roman', 'littérature']				"[{""left"":""franchise"",""right"":""francise"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8855,""french_naturalness"":0.54,""semantic_surprise"":0.667,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.7134},""export_lane"":""close_A_to_other""},{""left"":""rhum"",""right"":""rome"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.7957,""semantic_domain_similarity"":0.7014,""pun_pivot_usability"":0.5,""overall_score"":0.699},""export_lane"":""detached_A2_B01_DETACHED""}]"	2
4004	Yes, I have read Gulliver's Travels, he said swiftly.				swiftly	homographic	['immediately', 'rapidly', 'fast', 'quickly', 'accelerated', 'velocity']	['Jonathan', 'author', 'satirist', 'novelist', 'surname', 'Dean']	rapidement	['immédiatement', 'rapidement', 'vite', 'promptement', 'accéléré', 'vélocité']	['Jonathan', 'auteur', 'satiriste', 'romancier', 'nom', 'Doyen']				"[{""left"":""auteur"",""right"":""odeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8009,""french_naturalness"":0.54,""semantic_surprise"":0.6205,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6735},""export_lane"":""close_B_to_other""}]"	1
4005	Yes, I'm a gold digger... and copper and silver.				gold digger	homographic	['materialistic', 'opportunist', 'marriage', 'money', 'wealth', 'greedy']	['mining', 'extraction', 'minerals', 'excavation', 'geology', 'shovel']	chercheur d'or	['matérialiste', 'opportuniste', 'mariage', 'argent', 'richesse', 'avide']	['mines', 'extraction', 'minéraux', 'excavation', 'géologie', 'pelle']				"[{""left"":""mariage"",""right"":""marquage"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":3,""scores"":{""phonetic_match"":0.8013,""french_naturalness"":0.54,""semantic_surprise"":0.6207,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6737},""export_lane"":""close_A_to_other""}]"	1
4006	Yes, but you must be serious about it. I hate people who are not serious about meals. It is so shallow of them.				shallow	homographic	['superficial', 'frivolous', 'unserious', 'empty', 'vacuous', 'lightweight']	['shoal', 'surface', 'depthless', 'flat', 'low', 'measurable']	superficiel	['superficiel', 'frivole', 'futile', 'vide', 'vacant', 'léger']	['haut-fond', 'surface', 'peu profond', 'plat', 'bas', 'mesurable']				[]	0
4007	Yes, it's true. For only $2.95 a minute, I will leave you breathless.				breathless	homographic	['romance', 'passion', 'excitement', 'arousal', 'attraction']	['strangulation', 'suffocation', 'asphyxiation', 'choking', 'murder']	essoufflé	['romance', 'passion', 'excitation', 'éveil', 'attirance']	['strangulation', 'suffocation', 'asphyxie', 'étouffement', 'meurtre']				"[{""left"":""affadis"",""right"":""aphasie"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":0.831,""french_naturalness"":0.42,""semantic_surprise"":0.7122,""semantic_domain_similarity"":0.6585,""pun_pivot_usability"":0.45,""overall_score"":0.6193},""export_lane"":""detached_A2_B01_DETACHED""}]"	1
4008	Yesterday I accidentally swallowed some food coloring. The doctor says I'm okay, but I feel like I've dyed a little inside.				dyed	homophonic	['pigment', 'stain', 'color', 'tint', 'saturated', 'hue']	['deceased', 'expired', 'perished', 'corpse', 'mortal', 'fatal']	teindre	['pigment', 'tache', 'couleur', 'teinte', 'saturé', 'nuance']	['décédé', 'expiré', 'péri', 'cadavre', 'mortel', 'fatal']				"[{""left"":""couleur"",""right"":""coureur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":7,""scores"":{""phonetic_match"":0.8367,""french_naturalness"":0.54,""semantic_surprise"":0.6402,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.57,""overall_score"":0.6949},""export_lane"":""close_A_to_other""},{""left"":""couleur"",""right"":""coupeur"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":10,""scores"":{""phonetic_match"":0.8187,""french_naturalness"":0.54,""semantic_surprise"":0.6303,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.54,""overall_score"":0.6803},""export_lane"":""close_A_to_other""}]"	2
4009	Yesterday a cow saved my life-it was bovine intervention.				bovine	homophonic	['cow', 'cattle', 'livestock', 'heifer', 'pasture', 'mammal']	['divine', 'godly', 'spiritual', 'sacred', 'heavenly', 'miracle']	bovine	['vache', 'bovins', 'bétail', 'génisse', 'pâturage', 'mammifère']	['divine', 'céleste', 'spirituelle', 'sacrée', 'divinité', 'miracle']				[]	0
4010	Yesterday's high was 78 and the low was 45, but neither were records.				records	homographic	['milestone', 'peak', 'achievement', 'standard', 'extreme', 'benchmark']	['vinyl', 'album', 'disc', 'music', 'groove', 'audio']	records	['sommet', 'apogée', 'prouesse', 'norme', 'extrême', 'référence']	['vinyle', 'album', 'disque', 'musique', 'sillon', 'audio']				"[{""left"":""sillon"",""right"":""scission"",""relation"":""similar_sound"",""retrieval_bucket"":""A1_B1"",""retrieval_bucket_rank"":6,""scores"":{""phonetic_match"":0.8526,""french_naturalness"":0.54,""semantic_surprise"":0.6489,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.504,""overall_score"":0.6838},""export_lane"":""close_B_to_other""},{""left"":""vaine"",""right"":""veine"",""relation"":""same_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":1,""scores"":{""phonetic_match"":1.0,""french_naturalness"":0.42,""semantic_surprise"":0.8158,""semantic_domain_similarity"":0.6101,""pun_pivot_usability"":0.5,""overall_score"":0.6934},""export_lane"":""detached_A2_B01_DETACHED""},{""left"":""scipion"",""right"":""sillon"",""relation"":""similar_sound"",""retrieval_bucket"":""A2_B01_DETACHED"",""retrieval_bucket_rank"":2,""scores"":{""phonetic_match"":0.8106,""french_naturalness"":0.42,""semantic_surprise"":0.6658,""semantic_domain_similarity"":1.0,""pun_pivot_usability"":0.42,""overall_score"":0.6316},""export_lane"":""detached_A2_B01_DETACHED""}]"	3
