id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
501	After discovering that her children were playing with matches, their mother exploded with fury.				exploded	homographic	['lost her temper', 'erupted', 'lashed out']	['burst', 'detonated', 'blew up']	explosé	"['perdu son sang-froid', 'entré en éruption', ""s'est emporté""]"	['éclaté', 'détoné', 'sauté']
502	After getting his master's degree-Bob got a job as a postman-reconciling that he was still a man of letters.				letters	homographic	['correspondence', 'mail', 'missives', 'envelopes']	['academic learning', 'literature', 'scholarship', 'erudition']	lettres	['correspondance', 'courrier', 'missives', 'enveloppes']	['savoir académique', 'littérature', 'érudition', 'humanités']
503	After getting pranked by his friends and getting hit with a basket, Aron knew they had a wickerd sense of humour.				wickerd	homophonic	['evil', 'sinister', 'mischievous', 'wicked']	['wicker', 'woven', 'basketwork', 'willow']	osierébique	['maléfique', 'sinistre', 'espiègle', 'méchant']	['osier', 'tressé', 'vannerie', 'saule']
504	After having a knee dislocated and an elbow fractured in two barroom brawls Bradley should have learned to stay away from those joints.				joints	homographic	['articulations', 'connections', 'ligaments', 'knee and elbow connections']	['bars', 'establishments', 'dives', 'taverns', 'places']	joints	['articulations', 'connexions', 'ligaments', 'articulations du genou et du coude']	['bars', 'établissements', 'bouges', 'tavernes', 'endroits']
505	After he bought a mirror he became very reflective.				reflective	homographic	['shiny', 'mirrored', 'polished', 'gleaming']	['thoughtful', 'pensive', 'contemplative', 'meditative']	réfléchi	['brillant', 'miroitant', 'poli', 'luisant']	['pensif', 'songeur', 'contemplatif', 'méditatif']
506	After he bought his two-year-old a felt pen, he was a marked man.				marked	homographic	['stained', 'inked', 'spotted', 'scrawled']	['targeted', 'doomed', 'watched', 'singled out']	marqué	['taché', 'encré', 'tacheté', 'griffonné']	"['visé', ""voué à l'échec"", 'surveillé', 'identifié']"
507	After he carried a gun in his car the engine was soon shot.				shot	homographic	['discharged', 'fired', 'blasted']	['worn out', 'exhausted', 'broken', 'ruined']	foutu	['déchargé', 'tiré', 'lancé']	['usé', 'épuisé', 'cassé', 'ruiné']
508	After he invented the light bulb, people saw Edison in a new light.				light	homographic	['illumination', 'brightness', 'radiance']	['perspective', 'understanding', 'viewpoint']	lumière	['illumination', 'luminosité', 'éclat']	['perspective', 'compréhension', 'point de vue']
509	After his computer problems he decided on a Crash course in security.				Crash	homographic	['malfunction', 'system failure', 'breakdown', 'collapse']	['intensive', 'rapid', 'accelerated', 'short-term']	Crash	['dysfonctionnement', 'panne de système', 'panne', 'effondrement']	['intensif', 'rapide', 'accéléré', 'à court terme']
510	After manually rotating the heavy machinery, the worker grew very cranky.				cranky	homographic	['irritable', 'grouchy', 'bad-tempered', 'cross']	['driven by a crank', 'mechanically stiff', 'operating via rotation', 'unsteady']	grincheux	['irritable', 'râleur', 'de mauvaise humeur', 'maussade']	['actionné par une manivelle', 'mécaniquement raide', 'fonctionnant par rotation', 'instable']
511	After my ear operation I feel sound.				sound	homographic	['healthy', 'whole', 'robust', 'fit']	['noise', 'audio', 'acoustic', 'resonance']	son	['sain', 'entier', 'robuste', 'en forme']	['bruit', 'audio', 'acoustique', 'résonance']
512	After several losses, our band entered another competition and was the winner. That was a first for us.				first	homographic	['initial accomplishment', 'debut victory', 'premier instance']	['top position', 'highest rank', 'gold medal', 'number one']	premier	['accomplissement initial', 'première victoire', 'première instance']	"['position de tête', 'rang le plus élevé', ""médaille d'or"", 'numéro un']"
513	After spending all day grinding up tree bark and branches the worker was remarkably chipper afterwards.				chipper	homographic	['cheerful', 'upbeat', 'jaunty', 'spirited']	['woodchopper', 'shredder', 'grinder', 'machine for branches']	chipper	['joyeux', 'entrain', 'fringant', 'plein de vie']	['déchiqueteuse', 'broyeur', 'moulin', 'machine pour les branches']
514	After taking the elevator to the top floor I felt very up-lifted.				up-lifted	homographic	['elevated', 'physically raised', 'hoisted', 'moved upward']	['inspired', 'encouraged', 'exhilarated', 'elated', 'happy']	soulevé	['élevé', 'physiquement monté', 'hissé', 'déplacé vers le haut']	['inspiré', 'encouragé', 'exalté', 'transporté de joie', 'heureux']
515	After that poisonous snake struck at me in the Arizona Desert I was really rattled.				rattled	homographic	['unnerved', 'shaken', 'frightened', 'agitated']	['rattlesnake', 'shaking a rattle', 'sound produced by a reptile', 'vibrating']	secoué	['décontenancé', 'ébranlé', 'effrayé', 'agité']	['serpent à sonnette', 'agiter un hochet', 'bruit produit par un reptile', 'vibrant']
516	After the lawyer flushed the toilet, it went to the suer.				suer	homophonic	['sewer', 'drain', 'conduit', 'waste pipe']	['suer', 'litigant', 'plaintiff', 'legal petitioner']	suer	"['égout', 'drain', 'conduit', ""tuyau d'évacuation""]"	['plaideur', 'justiciable', 'demandeur', 'pétitionnaire juridique']
517	After the sniper attack at the symphony softball game, there were no men left on bass.				bass	homographic	['base', 'fielding', 'diamond', 'station']	['string', 'instrument', 'low-frequency', 'double-bass']	basse	['base', 'jeu de champ', 'diamant', 'station']	['corde', 'instrument', 'basse fréquence', 'contrebasse']
