id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
701	Businesses selling pleasure boats often have a sail.				sail	homophonic	['canvas', 'sheet', 'main', 'jib']	['sale', 'discount', 'clearance', 'markdown']	voile	['toile', 'drap', 'grand-voile', 'foc']	['vente', 'remise', 'liquidation', 'rabais']
702	But under no circumstances can you chase after him. Eh, why's that? You don't want to get involved in any monkey business, right!?				monkey	homographic	['primate', 'simian', 'macaque']	['mischievous', 'deceitful', 'foolish', 'nonsense']	singe	['primate', 'simien', 'macaque']	['espiègle', 'fourbe', 'insensé', 'absurdité']
703	By yourself you're in the right. In a group you're in the throng.				throng	homophonic	['wrong', 'incorrect', 'mistaken', 'amiss']	['throng', 'crowd', 'multitude', 'mass']	foule	['faux', 'incorrect', 'erroné', 'mal']	['foule', 'masse', 'multitude', 'amas']
704	Byte-ing humor can be found reading jokes online.				Byte-ing	homophonic	['Biting', 'cutting', 'sharp', 'sarcastic']	['Byte', 'digital', 'electronic', 'computing']	Octet-ant	['Mordant', 'Tranchant', 'Aigu', 'Sarcastique']	['Octet', 'Numérique', 'Électronique', 'Informatique']
705	Cecily: Miss Prism says that all good looks are a snare. Algernon: They are a snare that every sensible man would like to be caught in.				snare	homographic	['trap', 'gin', 'pitfall', 'deception']	['enticement', 'allurement', 'attraction', 'catch']	piège	['trappe', 'collet', 'embûche', 'tromperie']	['incitation', 'allure', 'attraction', 'capture']
706	Cecily: Well, I am really only eighteen, but I always admit to twenty when I go to evening parties. Lady Bra: You are perfectly right in making some slight alteration. Indeed, no woman should ever be quite accurate about her age. It looks so calculating...				calculating	homographic	['mathematical', 'arithmetic', 'counting', 'figuring']	['scheming', 'devious', 'cunning', 'manipulative']	calculateur	['mathématique', 'arithmétique', 'comptage', 'chiffrage']	['schématique', 'sournois', 'rusé', 'manipulateur']
707	Crossword. I guess it's an apt name. Those words make me cross!				cross	homographic	['intersect', 'traverse', 'overlapping']	['angry', 'annoyed', 'irritable', 'vexed']	croiser	['intersecter', 'traverser', 'chevaucher']	['fâché', 'contrarié', 'irascible', 'vexé']
708	Camille relocated to Little Italy: They made her a cougher				cougher	homophonic	['cougher', 'hacker', 'wheezer']	['Cosa', 'Cosa Nostra', 'Mafia', 'mobster']	tousseur	['tousseur', 'pirate informatique', 'souffleur']	['Cosa', 'Cosa Nostra', 'Mafia', 'gangster']
709	Camille relocated to Little Italy: They made her a cougher; she couldn't refuse				cougher	homophonic	['one who coughs', 'hacker', 'wheezer']	['coffer', 'treasurer', 'financial officer', 'money-handler']	tousseur	['celui qui tousse', 'tousseur', 'personne qui a une respiration sifflante']	['coffre', 'trésorier', 'agent financier', 'gestionnaire de fonds']
710	Can February March? No, but April May.				May	homographic	['fifth month', 'springtime']	['might', 'can', 'could', 'is able to']	Mai	['cinquième mois', 'printemps']	['pourrait', 'peut', 'pourra', 'est capable de']
711	Can I tell you a story about my bed? I made it up.				made it up	homographic	['constructed', 'arranged the sheets', 'tidied', 'prepared']	['fabricated', 'invented', 'concocted', 'created a story']	inventé	['construit', 'bordé', 'rangé', 'préparé']	['fabriqué', 'inventé', 'concocté', 'créé une histoire']
712	Can honeybee abuse lead to a sting operation?				sting	homographic	['bite', 'prick', 'puncture', 'wasp wound']	['undercover investigation', 'trap', 'police setup', 'entrapment']	piqûre	['morsure', 'piqûre', 'ponction', 'blessure de guêpe']	['enquête infiltrée', 'piège', 'opération policière', 'guet-apens']
713	Can you read music? the bandleader asked notably.				notably	homophonic	['significantly', 'remarkably', 'particularly', 'noticeably']	['note-ably', 'capable of reading notes', 'musically literate', 'proficiently with musical notes']	notamment	['significativement', 'remarquablement', 'particulièrement', 'notablement']	['note-ablement', 'capable de lire des notes', 'musicalement instruit', 'compétent avec les notes de musique']
714	Can you read music? the bandleader asked notably.				notably	homophonic	['significantly', 'remarkably', 'particularly']	['note-ably', 'musically', 'reading notes']	notamment	['significativement', 'remarquablement', 'particulièrement']	['par notes', 'musicalement', 'lecture de notes']
715	Can't Resist the Mist!				mist	homophonic	['fog', 'vapor', 'haze', 'drizzle', 'condensation']	['missed', 'overlooked', 'failed to catch', 'longed for', 'skipped']	brume	['brouillard', 'vapeur', 'brume', 'bruine', 'condensation']	['raté', 'négligé', 'manqué', 'regretté', 'sauté']
716	Cane sugar can't be beet.				beet	homophonic	['root vegetable', 'sugar beet', 'Beta vulgaris']	['beat', 'surpass', 'outdo', 'defeat', 'vanquish']	betterave	['légume-racine', 'betterave sucrière', 'Beta vulgaris']	['battre', 'surpasser', 'exceller', 'défaire', 'vaincre']
717	Cape Argus. News you can use.				use	homophonic	['utilize', 'employ', 'application']	['news', 'views', 'information', 'Cape Argus']	usage	['utiliser', 'employer', 'application']	['nouvelles', 'vues', 'informations', 'Cape Argus']
718	Capon is the main ingredient of chicken castratori.				castratori	homophonic	['castrati', 'male singers', 'eunuchs']	['castrators', 'those who emasculate', 'chicken cutters']	castrateurs	['castrats', 'chanteurs masculins', 'eunuques']	['castrateurs', 'ceux qui émasculent', 'chaponneurs']
