id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1101	"""Have you seen my collection of ancient Chinese artifacts?"" he asked charmingly."				charmingly	homographic	['pleasantly', 'delightfully', 'attractively']	['using spells', 'magically', 'with lucky charms']	charmant	['agréablement', 'délicieusement', 'joliment']	['par des sortilèges', 'magiquement', 'avec des porte-bonheur']
1102	Having a rude waiter at an Ethiopian restaurant just adds insult to injera.				injera	homophonic	['injury', 'harm', 'wound', 'damage']	['flatbread', 'sourdough', 'pancake', 'Ethiopian bread']	injera	['blessure', 'préjudice', 'plaie', 'dommage']	['pain plat', 'levain', 'crêpe', 'pain éthiopien']
1103	Having too many axe-like tools to do a particular job only adze to the confusion.				adze	homophonic	['adds', 'increases', 'augments', 'contributes']	['adze', 'cutting tool', 'ax-like tool', 'woodworking tool']	herminette	['ajoute', 'augmente', 'accroît', 'contribue']	['herminette', 'outil de coupe', 'outil de type hache', 'outil de menuiserie']
1104	Having too many vowels is a consonant struggle in the game of Scrabble.				consonant	homographic	['constant', 'persistent', 'continual', 'uninterrupted']	['alphabetic character', 'non-vowel', 'speech sound', 'harmony']	consonne	['constant', 'persistant', 'continuel', 'ininterrompu']	['caractère alphabétique', 'non-voyelle', 'son de la parole', 'harmonie']
1105	"He admired my huge success in the steel industry but I told him ""Anybody can get to the top in anything if they have the desire to. There's no need to be in ore."""				ore	homophonic	['ore', 'unrefined metal', 'mineral', 'rock']	['awe', 'amazement', 'wonder', 'reverence']	minerai	['minerai', 'métal non raffiné', 'minéral', 'roche']	['émerveillement', 'stupéfaction', 'merveille', 'révérence']
1106	"He always called his girlfriend his ""luck"". Until he decided to push his luck."				luck	homographic	['fortune', 'fate', 'chance', 'serendipity']	['girlfriend', 'partner', 'loved one', 'significant other']	chance	['fortune', 'destin', 'hasard', 'sérendipité']	['petite amie', 'partenaire', 'être cher', 'partenaire de vie']
1107	"He always called his girlfriend his ""luck"". Until he decided to push his luck."				luck	homographic	['fortune', 'serendipity', 'endeared partner', 'nickname']	['fate', 'chance', 'boundaries', 'fortune']	chance	['fortune', 'serendipité', 'partenaire cher', 'surnom']	['destin', 'hasard', 'limites', 'fortune']
1108	He and his partner made knives, and they shared a cut.				cut	homographic	['share', 'portion', 'percentage', 'slice of the profits']	['slit', 'incision', 'laceration', 'gash']	coupe	['part', 'portion', 'pourcentage', 'part des bénéfices']	['entaille', 'incision', 'lacération', 'balafre']
1109	He applied for a job to sell footwear because he figured it would be a shoe-in.				shoe-in	homophonic	['shoo-in', 'certainty', 'guaranteed winner', 'sure thing']	['shoe', 'footwear', 'boot', 'sneaker', 'incorporating footwear']	chaussure-in	['gagnant certain', 'certitude', 'vainqueur garanti', 'valeur sûre']	['chaussure', 'soulier', 'botte', 'basket', 'intégrant des chaussures']
1110	He asked his teacher if rust came from rot iron.				rot	homophonic	['decay', 'decompose', 'corrode', 'spoil']	['wrought', 'beaten', 'shaped', 'fashioned']	rot	['pourriture', 'décomposer', 'corroder', 'gâter']	['façonné', 'battu', 'travaillé', 'forgé']
1111	He auditioned for a part as a trumpet player but he blew it.				blew	homographic	['played a wind instrument', 'exhaled', 'puffed']	['failed', 'messed up', 'bungled', 'ruined an opportunity']	soufflé	"[""joué d'un instrument à vent"", 'exhalé', 'soufflé']"	['échoué', 'raté', 'bousillé', 'gâché une opportunité']
1112	He avoided funerals because he was not a mourning person.				mourning	homophonic	['grieving', 'sorrowing', 'bereaved', 'lamenting']	['morning', 'A.M.', 'dawn', 'early hours', 'daybreak']	deuil	['en deuil', 'affligé', 'éploré', 'lamentation']	['matin', 'A.M.', 'aube', 'petites heures', 'point du jour']
1113	He became a sky diver out of the blue.				blue	homographic	['unexpectedly', 'suddenly', 'without warning']	['sky', 'the atmosphere', 'the heavens']	bleu	['de manière inattendue', 'soudainement', 'sans avertissement']	"['le ciel', ""l'atmosphère"", 'les cieux']"
1114	He became an astronaut and had a blast.				blast	homographic	['explosion', 'detonation', 'rocket launch', 'combustion']	['great time', 'enjoyable experience', 'thrill', 'excitement']	souffle	['explosion', 'détonation', 'lancement de fusée', 'combustion']	['super moment', 'expérience agréable', 'sensations fortes', 'excitation']
1115	He bent over to pick up a sieve and strained himself.				strained	homographic	['injured', 'pulled a muscle', 'overexerted']	['filtered', 'sifted', 'separated']	tendu	['blessé', 'froissé un muscle', 'effort excessif']	['filtré', 'tamisé', 'séparé']
