id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
201	A: I knew that by not concealing myself, I would be putting pressure on the thief. B: (Looks like the thief was the one applying pressure... On your pidgeony head, that is.)				pressure	homographic	['coercion', 'influence', 'duress', 'stress']	['force', 'physical weight', 'compression', 'burden']	pression	['coercition', 'influence', 'contrainte', 'stress']	['force', 'poids physique', 'compression', 'fardeau']
202	"A: Mr. Edgeworth, please find out more about your witness, Ms. Windy... what was her name? B: Something ""Oldbag,"" Your Honor. A: Then the prosecution will look further into this Oldbag before we continue!"				Oldbag	homographic	['surname', 'last name', 'family name', 'proper noun']	['shrew', 'haridan', 'unpleasant elderly woman', 'crone', 'hag']	Vieille-Peau	['nom de famille', 'nom', 'patronyme', 'nom propre']	['mégère', 'furie', 'vieille femme désagréable', 'vieille bique', 'vieille peau']
203	A: Take some more tea. B: I've had nothing yet, so I can't take more. A: You mean you can't take LESS: it's very easy to take MORE than nothing.				more	homographic	['further', 'additional', 'again']	['greater in amount', 'a larger quantity', 'exceeding']	plus	['davantage', 'additionnel', 'encore']	['plus grand en quantité', 'une plus grande quantité', 'dépassant']
204	A: There's something suspicious here, and I'm going to get to the bottom of it! B: I think you've sunken quite low enough already.				bottom	homographic	['lowest part', 'base', 'foundation', 'ocean floor']	['unethical', 'debased', 'dishonorable', 'immoral']	bas	"['partie la plus basse', 'base', 'fondation', ""fond de l'océan""]"	['peu éthique', 'avili', 'déshonorant', 'immoral']
205	A: What you said just right now was quite... revealing. B: Revealing? Oooh, you'd like that, wouldn't you. Naughty Mr. Lawyer...				revealing	homographic	['informative', 'disclosing', 'telling', 'enlightening']	['scant', 'suggestive', 'provocative', 'exposed']	révélateur	['informatif', 'divulguer', 'significatif', 'éclairant']	['succinct', 'suggestif', 'provocant', 'exposé']
206	A Cajun restaurant made all their sauce on one day for the week. The cook roux'ed the day.				roux'ed	homophonic	['rue', 'regret', 'repent', 'deplore']	['roux', 'cook', 'thicken', 'sauté']	roussi	['rue', 'regret', 'repenti', 'déplorer']	['roux', 'cuisiner', 'épaissir', 'sauter']
207	A Maitre'D is more than just a door belle.				belle	homophonic	['woman', 'beauty', 'lady', 'debutante']	['bell', 'doorbell', 'chime', 'buzzer']	belle	['femme', 'beaut9', 'dame', 'd9butante']	['cloche', 'sonnette', 'carillon', 'avertisseur']
208	"A Roman walks into a bar and raises 2 fingers and says to the bartender... ""Five beers, please."""				2	homographic	['two', 'pair', 'couple', 'dual fingers']	['Roman numeral V', 'five', 'V-shape']	deux	['deux', 'paire', 'couple', 'doigts en V']	['chiffre romain V', 'cinq', 'forme en V']
209	"A South American element in ""The Princess Bride""? Incan-ceivable!"				Incan-ceivable	homophonic	['inconceivable', 'unbelievable', 'unthinkable', 'impossible']	['Inca', 'Incan', 'South American civilization', 'Quechuan']	Inca-pable	['inconcevable', 'incroyable', 'impensable', 'impossible']	['Inca', 'incas', 'civilisation sud-américaine', 'quechua']
210	A Tsar is born-The Economist-26/10/17				Tsar	homophonic	['Star', 'celebrity', 'luminary', 'icon']	['Tsar', 'Czar', 'emperor', 'autocrat', 'ruler']	Tsar	['Étoile', 'célébrité', 'luminaire', 'icône']	['Tsar', 'Czar', 'empereur', 'autocrate', 'souverain']
211	A backwards poet writes inverse.				inverse	homographic	['reversed', 'inverted', 'transposed', 'opposite']	['in verse', 'poetic form', 'metrical composition', 'rhymed']	envers	['inversé', 'retourné', 'transposé', 'opposé']	['en vers', 'forme poétique', 'composition métrique', 'rimé']
212	"A bacteria walked into a bar and the bartender said, ""We don't serve bacteria in this place."" The bacteria said, ""But I work here, I'm staph."""				staph	homophonic	['Staphylococcus', 'bacterial strain', 'microbe', 'infection']	['staff', 'employees', 'personnel', 'workers', 'workforce']	staphylocoque	['Staphylocoque', 'souche bactérienne', 'microbe', 'infection']	"['personnel', 'employés', 'effectifs', 'travailleurs', ""main-d'œuvre""]"
213	"A bacteria walked into a bar and the bartender said, ""We don't serve bacteria in this place."" The bacteria said, ""But I work here, I'm staph."""				staph	homophonic	['staff', 'employees', 'personnel', 'workers', 'workforce']	['staphylococcus', 'bacteria', 'germs', 'microorganism', 'infection']	staphylocoque	"['personnel', 'employés', 'effectif', 'ouvriers', ""main-d'oeuvre""]"	['staphylocoque', 'bactérie', 'microbes', 'micro-organisme', 'infection']
214	A baker always put too much flour in his bread because he was a gluten for punishment.				gluten	homophonic	['protein', 'wheat component', 'cereal protein']	['glutton', 'overindulger', 'insatiable person']	gluten	['protéine', 'composant du blé', 'protéine de céréale']	['glouton', 'personne qui abuse', 'personne insatiable']
215	A baker stopped making donuts after he got tired of the hole thing.				hole	homophonic	['gap', 'opening', 'hollow', 'orifice', 'donut center']	['whole', 'entire', 'complete', 'full', 'total']	trou	['écart', 'ouverture', 'creux', 'orifice', 'centre du beignet']	['entier', 'intégral', 'complet', 'plein', 'total']
216	A balding man and his hair are soon parted.				parted	homographic	['separated', 'divided', 'disconnected']	['styled', 'combed', 'split with a line']	séparé	['séparé', 'divisé', 'déconnecté']	['coiffé', 'peigné', 'divisé par une raie']
217	A band of teenagers cruised past my neighbor's house and pelted it with rotten tomatoes. Police described it as a drive-by fruiting.				fruiting	homophonic	['shooting', 'gunfire', 'assault', 'attack']	['fruiting', 'throwing produce', 'pelting with fruit', 'vegetation']	fructification	['fusillade', 'tir', 'agression', 'attaque']	['fructification', 'jet de produits', 'jet de fruits', 'végétation']
218	A bank manager who was also a high jumper spent most of his time in the vault.				vault	homographic	['safe', 'strongroom', 'depository']	['jump', 'leap', 'bound']	saut	['coffre-fort', 'chambre forte', 'dépôt']	['saut', 'bondir', 'élan']
