id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
101	"""The sun is rising,"" he mourned."				mourned	homophonic	['mourned', 'grieved', 'sorrowed', 'lamented']	['morned', 'dawned', 'became morning', 'daybreak']	matin	['pleuré', 'affligé', 'endeuillé', 'lamenté']	['matin', 'levé du jour', 'devenu matin', 'aube']
102	"""There's room for one more,"" he admitted."				admitted	homographic	['confessed', 'acknowledged', 'revealed', 'conceded']	['allowed entry', 'let in', 'accepted', 'granted access']	admis	['avoué', 'reconnu', 'révélé', 'concédé']	['autorisé à entrer', 'laissé entrer', 'accepté', 'accès accordé']
103	"""There, there,"" was his pat answer."				pat	homographic	['touch', 'stroke', 'tap', 'caress']	['glib', 'simplistic', 'rehearsed', 'cliché']	pat	['touche', 'caresse', 'tapotement', 'effleurement']	['simpliste', 'facile', 'tout fait', 'cliché']
104	"""These bit patterns will be more readable in groups of 8,"" he said bitingly."				bitingly	homographic	['harshly', 'caustically', 'sharply', 'acerbicly']	['in chunks', 'by bits', 'piece by piece']	mordant	['durement', 'caustiquement', 'vivement', 'acerbe']	['par morceaux', 'par bouts', 'pièce par pièce']
105	"""This food tastes of plutonium,"" he said glowingly."				glowingly	homographic	['enthusiastically', 'approvingly', 'warmly', 'complimentarily']	['luminescently', 'radiantly', 'phosphorescently', 'emitting radiation']	chaleureusement	['avec enthousiasme', 'favorablement', 'chaleureusement', 'élogieusement']	['de façon luminescente', 'radieusement', 'de façon phosphorescente', 'émettant un rayonnement']
106	"""This is where I keep my arrows,"" he said quiveringly."				quiveringly	homographic	['trembling', 'shaking', 'shuddering', 'vibrating']	['relating to an arrow case', 'arrow container', 'quiver-like']	en frémissant	['tremblant', 'secouant', 'frissonnant', 'vibrant']	['relatif à un carquois', 'étui à flèches', 'semblable à un carquois']
107	"""This looks like the fruit of the blackthorn,"" he said slowly."				slowly	homophonic	['gradually', 'unhurriedly', 'deliberately', 'at a low speed']	['sloe-ly', 'sloe', 'blackthorn fruit-like', 'resembling small bitter plums']	lentement	['graduellement', 'sans hâte', 'délibérément', 'à faible vitesse']	['en rapport avec la prunelle', 'la prunelle', 'fruit du prunellier', 'ressemblant à de petites prunes amères']
108	"""This movie will be very popular,"" he projected."				projected	homographic	['predicted', 'forecast', 'estimated', 'anticipated']	['displayed', 'screened', 'beamed', 'cast']	projeté	['prédit', 'prévu', 'estimé', 'anticipé']	['affiché', 'visionné', 'diffusé', 'émis']
109	"""This salad dressing has too much vinegar,"" he said acidly."				acidly	homographic	['sharply', 'bitterly', 'caustically', 'sarcastic']	['viny', 'sourly', 'acidic', 'vinegary']	acidement	['vivement', 'amèrement', 'caustiquement', 'sarcastique']	['aigre', 'acidulé', 'acide', 'vinaigré']
110	"""This steamroller is amazing,"" he said flatteringly."				flatteringly	homographic	['complimentarily', 'praisingly', 'adulatingly', 'fawningly']	['levelingly', 'smoothly', 'evenly', 'crushingly']	flatteusement	['complimentairement', 'élogieusement', 'adulateur', 'servilement']	['horizontalement', 'doucement', 'uniformément', 'écrasant']
111	"""Use your own toothbrush!"" he bristled."				bristled	homographic	['fumed', 'bridled', 'became indignant', 'showed anger']	['brush-like', 'stiffened hair', 'covered in bristles']	hérissé	"[""s'est emporté"", ""s'est braqué"", ""s'est indigné"", 'a montré de la colère']"	['ressemblant à une brosse', 'poils raidis', 'couvert de poils drus']
112	"""Waiter, there's a fly in my soup!"" ""Force of habit, sir, the chef used to be a tailor."""				fly	homographic	['insect', 'pest', 'housefly', 'dipteran']	['zipper', 'fastener', 'trouser opening', 'flap']	mouche	['insecte', 'nuisible', 'mouche domestique', 'diptère']	['braguette', 'fermeture', 'ouverture de pantalon', 'rabat']
113	"""We have no oranges,"" he said fruitlessly."				fruitlessly	homographic	['unsuccessfully', 'vainly', 'futilely', 'unproductively']	['without fruit', 'lacking citrus', 'barren of produce', 'depleted of fruit']	infructueusement	['sans succès', 'vainement', 'futilement', 'improductivement']	"['sans fruits', ""manque d'agrumes"", 'stérile de produits', 'dépourvu de fruits']"
114	"""What's a wide-angle lens?"" he asked obtusely."				obtusely	homographic	['stupidly', 'unintelligently', 'densely', 'slow-wittedly']	['at an angle greater than 90 degrees', 'not acutely']	obtusément	"['stupidement', 'peu intelligemment', 'lourdement', ""lentement d'esprit""]"	['à un angle supérieur à 90 degrés', 'pas de manière aiguë']
