id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1301	I caught a bell cricket! I don't know the face... but the name sure rings a bell!				rings a bell	homographic	['sounds familiar', 'stirs a memory', 'reminds one of something']	['chimes', 'clangs', 'makes a sound like a bell']	me dit quelque chose	['semble familier', 'éveille un souvenir', 'rappelle quelque chose']	"['sonne une cloche', 'tinte', ""produit le son d'une cloche""]"
1302	I caught a brown cicada! I hope it's not afraid-a!				afraid-a	homophonic	['cicada', 'insect', 'locust']	['afraid', 'scared', 'frightened', 'fearful']	effrayé	['cigale', 'insecte', 'criquet']	['effrayé', 'apeuré', 'effrayé', 'craintif']
1303	I caught a brown cicada! Now it probably feels blue, cicada.				blue	homographic	['sad', 'depressed', 'melancholy', 'unhappy']	['azure', 'cyan', 'cobalt', 'indigo', 'color']	bleu	['triste', 'déprimé', 'mélancolique', 'malheureux']	['azur', 'cyan', 'cobalt', 'indigo', 'couleur']
1304	I caught a centipede! 99 more and I'll have a dollarpede!				dollarpede	homophonic	['dollar', '100 cents', 'buck', 'currency unit']	['centipede', 'arthropod', 'many-legged creature', 'myriapod']	dollar-pède	['dollar', '100 cents', 'balle', 'unité monétaire']	['mille-pattes', 'arthropode', 'créature à plusieurs pattes', 'myriapode']
1305	I caught a centipede! Impede the centipede!				impede	homophonic	['obstruct', 'hinder', 'block', 'delay']	['im-pede', 'in feet', 'pedal', 'into feet']	entraver	['obstruer', 'gêner', 'bloquer', 'retarder']	['im-pede', 'dans les pieds', 'pédale', 'dans les pieds']
1306	I caught a citrus long-horned beetle! Orange you happy for me?				Orange	homophonic	['citrus fruit', 'mandarin', 'tangerine']	"[""Aren't"", 'Are you not']"	Orange	['agrume', 'mandarine', 'tangerine']	"['Ne sont pas', ""N'êtes-vous pas""]"
1307	I caught a common bluebottle! I'll put it in a rare green jar!				bluebottle	homographic	['Graphium sarpedon', 'butterfly', 'insect']	['glass container', 'cobalt flask', 'blue-colored jar']	mouche bleue	['Graphium sarpedon', 'papillon', 'insecte']	['récipient en verre', 'flacon de cobalt', 'bocal de couleur bleue']
1308	I caught a common butterfly! They often flutter by!				butterfly	homophonic	['insect', 'lepidoptera', 'winged creature']	['flutter by', 'fly past', 'glide through', 'hover']	papillon	['insecte', 'lépidoptère', 'créature ailée']	['voler à côté', 'passer en volant', 'glisser à travers', 'planer']
1309	I caught a cricket! That's the ticket!				ticket	homophonic	['just the thing', 'exactly right', 'desirable']	['cricket', 'thicket', 'wicket']	ticket	"[""l'affaire"", ""exactement ce qu'il faut"", 'souhaitable']"	['criquet', 'fourré', 'guichet']
1310	I caught a damselfly! Now it's a damselfly in distress!				damselfly	homographic	['insect', 'odonata', 'broad-winged damselfly']	['damsel', 'maiden', 'young woman', 'distressed lady']	demoiselle	['insecte', 'odonates', 'demoiselle de type libellule']	['jeune fille', 'pucelle', 'jeune femme', 'femme en détresse']
1311	I caught a darner dragonfly! Darn right I did!				Darn	homographic	['stitch', 'mend', 'repair', 'sew']	['damn', 'absolutely', 'certainly', 'strictly']	Maudit	['repriser', 'raccorder', 'réparer', 'coudre']	['sacré', 'absolument', 'certainement', 'strictement']
1312	I caught a darner dragonfly! I got darn lucky!				darn	homographic	['darner', 'sewing', 'mending', 'stitching']	['damn', 'extremely', 'blasted', 'very']	sacré	['repriser', 'couture', 'raccommodage', 'point']	['maudit', 'extrêmement', 'foutu', 'très']
1313	I caught a darner dragonfly! It better watch its mouth!				darner	homographic	['mender', 'sewer', 'stitcher', 'repairer']	['curser', 'swearer', 'blasphemer']	ravaudeur	['raccoutreur', 'couturier', 'brodeur', 'réparateur']	['maudisseur', 'jureur', 'blasphémateur']
