id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1601	I went to the store to buy some soup but they were out of stock.				stock	homographic	['inventory', 'supply', 'merchandise']	['broth', 'bouillon', 'soup base']	stock	['inventaire', 'réserve', 'marchandise']	['bouillon', 'fond de sauce', 'base de soupe']
1602	I went to the theatre, it looked a bit suspicious. I reckon the whole thing was staged.				staged	homographic	['performed on a stage', 'theatrically produced', 'dramatized']	['fabricated', 'faked', 'contrived', 'orchestrated']	mis en scène	['joué sur une scène', 'produit de manière théâtrale', 'dramatisé']	['fabriqué', 'truqué', 'combiné', 'orchestré']
1603	I will blaze a trail.				blaze	homographic	['burn', 'flame', 'ignite', 'fire']	['mark', 'pioneer', 'lead', 'create a path']	flammes	['brûler', 'flamber', 'allumer', 'feu']	['marquer', 'pionnier', 'mener', 'ouvrir la voie']
1604	I wish I'd said that, Oscar, he said wildly.				wildly	homophonic	['frantically', 'crazily', 'uncontrollably', 'viciously']	['Oscar Wilde', 'Wilde-ly', 'in the manner of Oscar Wilde', 'wittily']	follement	['frénétiquement', 'follement', 'incontrôlablement', 'vicieusement']	"['Oscar Wilde', 'à la Wilde', ""à la manière d'Oscar Wilde"", 'spirituellement']"
1605	"""I won't tell you anything about my salivary glands,"" he said secretively."				secretively	homographic	['covertly', 'stealthily', 'clandestinely', 'privately']	['secreting', 'discharging', 'releasing fluid', 'excreting']	secrètement	['discrètement', 'furtivement', 'clandestinement', 'en privé']	['sécrétant', 'déchargeant', 'libérant du fluide', 'excrétant']
1606	I wonder how much an anagram weighs?				anagram	homographic	['wordplay', 'rearrangement', 'permutation']	['a gram', 'metric weight unit', '0.001 kilograms']	anagramme	['jeu de mots', 'réarrangement', 'permutation']	['un gramme', 'unité de poids métrique', '0,001 kilogramme']
1607	I wonder how much an anagram weighs?				anagram	homographic	['wordplay', 'rearrangement of letters', 'cipher']	['a gram', 'metric weight', 'unit of mass']	anagramme	['un jeu de mots', 'un réarrangement de lettres', 'un chiffre']	['un gramme', 'un poids métrique', 'une unité de masse']
1608	I wonder if I shall fall right through the earth! How funny it'll seem to come out among the people that walk with their heads downward! The Antipathies, I think.				Antipathies	homophonic	['Antipodes', 'opposites', 'reverse', 'contrary']	['hostility', 'dislike', 'aversion', 'animosity']	Antipathies	['Antipodes', 'opposés', 'inverse', 'contraire']	['hostilité', 'détestation', 'aversion', 'animosité']
1609	I wondered why my geometry class was always tired. They were all out of shape.				out of shape	homographic	['unfit', 'unhealthy', 'exhausted', 'weak']	['non-geometric', 'deformed', 'irregular', 'lacking form']	pas en forme	['en mauvaise condition physique', 'en mauvaise santé', 'épuisé', 'faible']	['non géométrique', 'déformé', 'irrégulier', 'sans forme']
1610	I wondered why the baseball was getting bigger. Then it hit me.				hit	homographic	['struck', 'collided', 'impacted', 'smacked']	['realized', 'occurred to', 'dawned on', 'understood']	frapper	['frappé', 'entré en collision', 'impacté', 'percuté']	"['réalisé', ""venu à l'esprit"", 'apparu', 'compris']"
1611	I would strongly advise you, Mr. Worthing, to try and acquire some relations as soon as possible, and to make a definite effort to produce at any rate one parent, of either sex, before the season is quite over.				produce	homographic	['bring forth', 'show', 'present', 'identify']	['procreate', 'reproduce', 'beget', 'generate']	produire	['présenter', 'montrer', 'exhiber', 'identifier']	['procréer', 'reproduire', 'engendrer', 'générer']
1612	I wouldn't marry you if you were the only woman on earth, he said evenly.				evenly	homographic	['calmly', 'composedly', 'steadily', 'unemotionally']	['equally', 'proportionately', 'uniformly']	également	['calmement', 'posément', 'régulièrement', 'froidement']	['équitablement', 'proportionnellement', 'uniformément']
1613	I wrote a novel about a fellow who had a small garden. It didn't have much of a plot.				plot	homographic	['storyline', 'narrative', 'scenario', 'action']	['patch', 'tract', 'lot', 'allotment']	intrigue	['scénario', 'récit', 'scénario', 'action']	['parcelle', 'terrain', 'lot', 'concession']
1614	I yam always very happy to eat sweet potatoes.				yam	homophonic	"['I am', ""I'm"", 'self-reference']"	['sweet potato', 'tuber', 'root vegetable']	igname	['je suis', 'moi', 'auto-référence']	['patate douce', 'tubercule', 'légume-racine']
1615	I'd like some Chinese food, he said wantonly.				wantonly	homophonic	['recklessly', 'maliciously', 'unrestrainedly', 'shamelessly']	['wontonly', 'wonton-like', 'dumpling-related', 'appertaining to wontons']	gratuitement	['témérairement', 'malicieusement', 'sans retenue', 'honteusement']	['façon wonton', 'semblable à un wonton', 'lié aux raviolis chinois', 'relatif aux wontons']
1616	I'd like to be a Chinese laborer, he said coolly.				coolly	homophonic	['calmly', 'unemotionally', 'indifferently']	['coolie', 'laborer', 'unskilled worker', 'drudge']	froidement	['calmement', 'sans émotion', 'avec indifférence']	['coolie', 'travailleur', 'ouvrier non qualifié', 'bête de somme']
1617	I'd really be tempted to take these trousers out back and set them on fire, but I've never been one for burning my britches.				britches	homophonic	['trousers', 'pants', 'slacks', 'breeches']	['bridges', 'overpasses', 'burning bridges', 'severing ties']	culottes	['pantalons', 'froc', 'pantalons larges', 'braies']	['ponts', 'autoponts', 'couper les ponts', 'rompre les liens']
1618	I'd really like to know whether her collapse was due to a serious illness or whether it was one of her usual feints.				feints	homophonic	['faints', 'passing out', 'blacking out', 'loss of consciousness']	['shams', 'ruses', 'bluffs', 'deceptive movements']	feintes	['évanouissements', 'syncope', 'perte de connaissance', 'malaise']	['simulations', 'ruses', 'bluff', 'mouvements trompeurs']
1619	I'd tell you a joke about a cow but I always butcher it.				butcher	homographic	['ruin', 'botch', 'mess up', 'spoil', 'bungle']	['slaughter', 'carve', 'process meat', 'cut up']	boucher	['gâcher', 'saboter', 'bousiller', 'gâter', 'rater']	['abattre', 'découper', 'préparer la viande', 'dépecer']
1620	I'll clean the chimney, he said, fluently				fluently	homophonic	['articulately', 'eloquently', 'smoothly', 'effortlessly']	['flue-ently', 'chimney-like', 'related to a flue', 'via a chimney vent']	couramment	['distinctement', 'éloquemment', 'avec fluidité', 'sans effort']	"['en conduit', 'comme une cheminée', 'relatif à un conduit', ""via l'évacuation d'une cheminée""]"
1621	I'll corroborate that again, he reproved.				reproved	homographic	['rebuked', 'scolded', 'admonished', 'chided']	['tested again', 'verified again', 'demonstrated again', 're-established']	réprouvé	['réprimandé', 'grondé', 'admonesté', 'blâmé']	['testé à nouveau', 'revérifié', 'démontré à nouveau', 'rétabli']
1622	I'll eat till I burst, he agreed.				agreed	homophonic	['concurred', 'consented', 'harmonized', 'yielded']	['a greed', 'avarice', 'gluttony', 'insatiable hunger']	accordé	['convenu', 'consenti', 'harmonisé', 'cédé']	['un désir insatiable', 'avarice', 'gloutonnerie', 'faim insatiable']
1623	I'll glue the sheets of wood back together, he replied.				replied	homophonic	['answered', 'responded', 'retorted']	['re-plied', 're-layered', 'laminated again']	répondu	['répondu', 'rétorqué', 'répliqué']	['replié', 'stratifié à nouveau', 'soumis à un nouveau pliage']
1624	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.				Torrance	homophonic	['torrential', 'torrents', 'downpour', 'deluge', 'heavy rain']	['Torrance', 'California city', 'Los Angeles County', 'South Bay']	Torrance	['torrentiel', 'torrents', 'averse', 'déluge', 'pluie battante']	['Torrance', 'ville de Californie', 'comté de Los Angeles', 'South Bay']
1625	I'll never give up my hounds! he said doggedly.				doggedly	homographic	['persistently', 'tenaciously', 'stubbornly', 'resolutely']	['canine-like', 'dog-related', 'houndishly']	opiniâtrement	['persévéramment', 'tenacement', 'obstinément', 'résolument']	['caninement', 'lié au chien', 'comme un limier']
1626	I'll take that, he said appropriately.				appropriately	homographic	['suitably', 'fittingly', 'properly', 'correctly']	['by seizing', 'by taking possession', 'by misappropriating', 'by expropriating']	appropriément	['convenablement', 'adéquatement', 'correctement', 'proprement']	['par saisie', 'par prise de possession', 'par détournement', 'par expropriation']
1627	I'll take the girl to the dance, he promised.				promised	homographic	['guaranteed', 'pledged', 'vowed', 'assured']	['engaged', 'betrothed', 'committed', 'contracted']	promis	['garanti', 'juré', 'voué', 'assuré']	['fiancé', 'engagé', 'engagé', 'contracté']
1628	I'll tempt Adam tonight, she said evilly.				evilly	homophonic	['wickedly', 'maliciously', 'sinfully']	['Eve-ly', 'pertaining to Eve', 'characteristically of Eve']	méchamment	['méchamment', 'malicieusement', 'pécherreusement']	"[""à la manière d'Ève"", 'relatif à Ève', ""caractéristique d'Ève""]"
1629	I'm Redd White, CEO of Bluecorp. You know, Corporate Expansion Official?				CEO	homographic	['Chief Executive Officer', 'top executive', 'business leader', 'managing director']	['Corporate Expansion Official', 'company growth officer', 'strategic developer']	PDG	"['Président-directeur général', 'cadre supérieur', ""chef d'entreprise"", 'directeur général']"	"[""Responsable de l'expansion de l'entreprise"", 'officier de croissance de la société', 'développeur stratégique']"
1630	I'm a Soviet agent in England, he said bluntly.				bluntly	homographic	['candidly', 'frankly', 'direct', 'straightforwardly']	['like Anthony Blunt', 'Blunt-esque', 'Soviet spy reference']	franchement	['candidement', 'franchement', 'direct', 'sans détour']	"['comme Anthony Blunt', 'à la manière de Blunt', ""référence à l'espion soviétique""]"
1631	I'm a ditch digger, he said, trenchantly				trenchantly	homographic	['sharply', 'incisively', 'vigorously', 'forcefully']	['in the manner of a trench', 'related to ditch digging', 'excavated']	tranchant	['vivement', 'incisivement', 'vigoureusement', 'avec force']	"[""à la manière d'une tranchée"", 'lié au creusement de fossés', 'excavé']"
1632	I'm a great opera singer, he said, being callous.				callous	homophonic	['Maria Callas', 'opera singer', 'soprano']	['callous', 'insensitive', 'heartless', 'cruel', 'unfeeling']	calleux	"['Maria Callas', ""chanteuse d'opéra"", 'soprano']"	['calleux', 'insensible', 'sans cœur', 'cruel', 'insensible']
1633	I'm a lion hunter, he said, pridefully				pridefully	homographic	['arrogantly', 'haughtily', 'boastfully', 'with self-importance']	['relating to a pride of lions', 'pertaining to a pack of lions', 'group-oriented behavior of big cats']	fièrement	['arrogamment', 'hautainement', 'vaniteusement', 'avec suffisance']	['relatif à une troupe de lions', 'concernant une meute de lions', 'comportement social des grands félins']
1634	I'm a mathematician, he added summarily.				added	homographic	['stated', 'remarked', 'continued', 'replied']	['calculated', 'summed', 'tallied', 'computed']	ajouté	['déclaré', 'remarqué', 'continué', 'répondu']	['calculé', 'additionné', 'compté', 'chiffré']
1635	I'm a sap for tree jokes.				sap	homographic	['fool', 'simpleton', 'dupe', 'sentimental person']	['plant fluid', 'tree juice', 'xylem', 'botanical liquid']	sève	['imbécile', 'nigaud', 'dupe', 'personne sentimentale']	"['liquide végétal', ""jus d'arbre"", 'xylème', 'liquide botanique']"
1636	I'm a very passionate fellow. Can you tell by the fire in my eyes?!				fire	homographic	['passion', 'intensity', 'fervor', 'enthusiasm', 'zeal']	['flame', 'combustion', 'blaze', 'burning', 'glow']	feu	['passion', 'intensité', 'ferveur', 'enthousiasme', 'zèle']	['flamme', 'combustion', 'brasier', 'incendie', 'lueur']
1637	I'm afraid that the Cough-up Queen has been dethroned.				dethroned	homophonic	['deposed', 'removed from power', 'uncrowned', 'toppled']	['the throat', 'de-throned', 'clearing the throat', 'expelling from the throat']	détrôné	['déposé', 'destitué', 'déchu', 'renversé']	['la gorge', 'dé-trôné', 'se racler la gorge', 'expulser de la gorge']
1638	I'm always exhausted by Friday, he said weakly.				weakly	homophonic	['faintly', 'feebly', 'fragilely', 'softly']	['weekly', 'periodically', 'every seven days', 'habitually']	faiblement	['faiblement', 'chétivement', 'fragilement', 'doucement']	['hebdomadairement', 'périodiquement', 'tous les sept jours', 'habituellement']
1639	I'm blind enough to look at the situation in the wrong fashion, so I changed my clothes.				fashion	homographic	['manner', 'way', 'method', 'mode']	['clothing', 'apparel', 'style', 'vogue']	mode	['manière', 'façon', 'méthode', 'mode']	['habillement', 'vêtements', 'style', 'vogue']
1640	"""I'm burning aromatic substances,"" he said, incensed."				incensed	homographic	['burning incense', 'perfumed', 'fumigated', 'scented']	['enraged', 'furious', 'angry', 'irate']	encensé	"[""brûler de l'encens"", 'parfumé', 'fumigé', 'embaumé']"	['enragé', 'furieux', 'fâché', 'irrité']
1641	I'm buying a birthday present for a sculptor. Can you chip in?				chip in	homographic	['contribute', 'donate', 'pitch in', 'subscribe']	['chisel', 'carve', 'sculpt', 'break off a piece']	cotiser	['contribuer', 'faire un don', 'donner un coup de main', 'souscrire']	['ciseler', 'sculpter', 'graver', 'casser un morceau']
1642	I'm drawn to art.				drawn	homographic	['attracted', 'enticed', 'intrigued', 'pulled']	['sketched', 'depicted', 'illustrated', 'rendered']	attiré	['attiré', 'séduit', 'intrigué', 'tiré']	['dessiné', 'dépeint', 'illustré', 'rendu']
1643	I'm dying, he croaked.				croaked	homographic	['passed away', 'died', 'perished']	['uttered raspy sound', 'spoke hoarsely', 'cawed']	croassait	['est décédé', 'mort', 'a péri']	"['a émis un son rauque', ""a parlé d'une voix enrouée"", 'a poussé un cri']"
1644	I'm from a Humberside port, he said ghoulishly.				ghoulishly	homophonic	['monstrously', 'macabrely', 'diabolically', 'like a ghoul']	['Hullishly', 'from Hull', 'of Kingston upon Hull']	lugubrement	['monstrueusement', 'macabrement', 'diaboliquement', 'comme une goule']	['à la manière de Hull', 'originaire de Hull', 'de Kingston upon Hull']
1645	I'm glad I know sign language, it's pretty handy.				handy	homographic	['useful', 'convenient', 'helpful', 'practical']	['manual', 'involving the hands', 'signed', 'manual dexterity']	pratique	['utile', 'commode', 'serviable', 'pratique']	['manuel', 'impliquant les mains', 'signé', 'dextérité manuelle']
1646	I'm going to be discussing global warming next week, it's quite a heated topic.				heated	homographic	['warm', 'thermal', 'hot', 'incandescent']	['intense', 'passionate', 'controversial', 'animated']	chauffé	['chaud', 'thermique', 'brûlant', 'incandescent']	['intense', 'passionné', 'controversé', 'animé']
1647	I'm going to the guillotine at dawn and my wife has already collected my severance pay.				severance	homographic	['termination of employment', 'redundancy pay', 'dismissal compensation']	['physical separation', 'decapitation', 'detachment', 'cutting off']	rupture	['fin de contrat de travail', 'indemnité de licenciement', 'compensation de licenciement']	['séparation physique', 'décapitation', 'détachement', 'coupure']
1648	I'm gonna crush your dreams... They're in your skull, right?				crush	homographic	['shatter', 'destroy', 'demolish', 'ruin', 'defeat']	['compress', 'squash', 'flatten', 'mash', 'pulverize']	écraser	['briser', 'détruire', 'démolir', 'ruiner', 'vaincre']	['compresser', 'aplatir', 'comprimer', 'piler', 'pulvériser']
1649	I'm here-with a gift! he said presently.				presently	homographic	['soon', 'shortly', 'before long', 'in a moment']	['gift-like', 'in the manner of a present', 'currently', 'here']	présentement	['bientôt', 'sous peu', 'avant longtemps', 'dans un instant']	"['comme un cadeau', ""à la manière d'un présent"", 'actuellement', 'ici']"
1650	I'm here-with a gift! he said presently.				presently	homographic	['soon', 'shortly', 'before long', 'directly']	['with a gift', 'bearing a present', 'gift-like']	présentement	['bientôt', 'sous peu', 'prochainement', 'directement']	['avec un cadeau', 'portant un présent', 'en guise de cadeau']
1651	I'm in a rotten mood.				rotten	homographic	['unhappy', 'miserable', 'irritable', 'bad']	['decaying', 'decomposed', 'putrid', 'spoiled']	pourri	['malheureux', 'misérable', 'irritable', 'mauvais']	['en décomposition', 'décomposé', 'putride', 'gâté']
1652	"""I'm just an ordinary soldier,"" he admitted privately."				privately	homographic	['secretly', 'confidentially', 'in confidence']	['as a private', 'rank-specific', 'enlisted status']	en privé	['secrètement', 'confidentiellement', 'en confidence']	['en tant que simple soldat', 'spécifique au grade', 'statut de engagé']
1653	"""I'm just going to put these handcuffs on you,"" he said manically."				manically	homophonic	['frenziedly', 'insanely', 'wildly', 'madly']	['manaclely', 'shacklingly', 'with handcuffs', 'manacled']	frénétiquement	['éperdument', 'follement', 'sauvagement', 'avec démence']	['enchaîné', 'avec des menottes', 'menotté', 'garrotté']
1654	"""I'm losing my hair,"" he bawled."				bawled	homophonic	['cried', 'wailed', 'sobbed', 'wept']	['bald', 'hairless', 'smooth-headed', 'thin-topped']	braillé	['pleuré', 'gémi', 'sangloté', 'larmoyé']	['chauve', 'sans cheveux', 'au crâne lisse', 'dégarni']
