id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1801	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.				galleon	homophonic	['gallon', 'unit of liquid measure', 'standard volume', 'four quarts']	['galleon', 'sailing ship', 'vessel', 'man-of-war', 'warship']	galion	['gallon', 'unité de mesure liquide', 'volume standard', 'quatre quarts']	"['galion', 'voilier', 'vaisseau', ""man'o'war"", 'navire de guerre']"
1802	In certain sexual harassment cases things can get kind of touchy.				touchy	homographic	['sensitive', 'delicate', 'controversial', 'precarious']	['physical contact', 'tactile', 'fondling', 'inappropriate touching']	susceptible	['sensible', 'délicat', 'controversé', 'précaire']	['contact physique', 'tactile', 'attouchements', 'attouchements inappropriés']
1803	In college I was so broke I couldn't afford the electricity bill. Those were the darkest days of my life.				darkest	homographic	['unlit', 'pitch-black', 'dim', 'shadowy', 'without light']	['gloomy', 'depressing', 'miserable', 'bleak', 'hopeless']	le plus sombre	['non éclairé', 'noir complet', 'faible', 'ténébreux', 'sans lumière']	['lugubre', 'dépressif', 'misérable', 'morne', 'sans espoir']
1804	In equations with square numbers I can never find the root of the problem.				root	homographic	['square root', 'radix', 'base', 'factor']	['cause', 'source', 'origin', 'basis', 'heart']	racine	['racine carrée', 'radix', 'base', 'facteur']	['cause', 'source', 'origine', 'fondement', 'cœur']
1805	In high school I recall having a beautiful but difficult math teacher. She was easy on the eyes and hard on the pupils!				pupils	homographic	['students', 'learners', 'scholars', 'undergraduates']	['eyes', 'circular openings in the iris', 'ocular parts', 'vision centers']	pupilles	['élèves', 'apprenants', 'écoliers', 'étudiants']	"['yeux', ""ouvertures circulaires de l'iris"", 'parties oculaires', 'centres de vision']"
1806	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.				doe	homophonic	['female deer', 'doe']	['money', 'dough', 'cash', 'currency']	biche	['femelle du cerf', 'biche']	['argent', 'fric', 'liquide', 'monnaie']
1807	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.				canvas	homophonic	['canvass', 'solicit', 'survey', 'poll', 'campaign']	['canvas', 'sailcloth', 'heavy-duty fabric', 'tarpaulin', 'tent material']	canevas	['solliciter', 'sonder', 'mener une enquête', 'scruter', 'faire campagne']	['toile', 'toile à voile', 'tissu robuste', 'bâche', 'matériau de tente']
1808	In many places Christmas is a custo-Mary holiday.				custo-Mary	homophonic	['customary', 'traditional', 'usual', 'conventional', 'standard']	['Mary', 'Mother of Jesus', 'Virgin Mary', 'Madonna']	custo-Mary	['coutumier', 'traditionnel', 'habituel', 'conventionnel', 'standard']	['Marie', 'Mère de Jésus', 'Vierge Marie', 'Madone']
1809	In medical school he worried about passing as a surgeon, but he made the cut.				cut	homographic	['incision', 'surgical opening', 'laceration']	['qualify', 'succeed', 'meet the requirement']	coupe	['incision', 'ouverture chirurgicale', 'lacération']	['se qualifier', 'réussir', 'satisfaire aux exigences']
1810	In middle east outdoor markets you can find bazaar items for sale.				bazaar	homophonic	['bazaar', 'market', 'souq', 'exchange', 'marketplace']	['bizarre', 'strange', 'unusual', 'weird', 'odd']	bazar	"['bazar', 'marché', 'souk', ""lieu d'échange"", 'place du marché']"	['bizarre', 'étrange', 'insolite', 'curieux', 'singulier']
1811	In order to lose weight, the publisher has decided to stop devouring his volumes.				volumes	homographic	['books', 'publications', 'tomes', 'codices', 'printed works']	['mass', 'bulk', 'physical size', 'quantity', 'dimensions']	volumes	['livres', 'publications', 'tomes', 'codex', 'ouvrages imprimés']	['masse', 'volume', 'taille physique', 'quantité', 'dimensions']
1812	In parking lots, arguments often start from scratch.				scratch	homographic	['the beginning', 'starting point', 'nothing']	['abrasion', 'scrape', 'scuff', 'surface damage']	gratter	['le début', 'point de départ', 'rien']	['abrasion', 'égratignure', 'éraflure', 'dommage superficiel']
1813	In the 17th century people first began eating ice cream. It was also the century where people first heard the music of Handel and Bach. It was truly a suite time.				suite	homophonic	['suite', 'musical composition', 'set of instrumental pieces', 'sequence']	['sweet', 'sugary', 'pleasurable', 'delightful', 'syrupy']	suite	['suite', 'composition musicale', 'ensemble de pièces instrumentales', 'séquence']	['sucré', 'douceâtre', 'plaisant', 'délicieux', 'sirupeux']
1814	In the air duct installers union they have lots of opportunity to vent.				vent	homographic	['express', 'voice', 'release', 'let out']	['air duct', 'opening', 'shaft', 'outlet']	vent	['exprimer', 'extérioriser', 'libérer', 'laisser sortir']	"[""conduit d'air"", 'ouverture', 'conduit', 'orifice']"
1815	In the army mess hall, the men were getting fed up.				fed up	homographic	['ate', 'consumed', 'nourished', 'provided with food']	['annoyed', 'exasperated', 'irritated', 'resentful', 'discontented']	en avoir marre	['mangé', 'consommé', 'nourri', 'alimenté']	['agacé', 'exaspéré', 'irrité', 'amer', 'mécontent']
1816	In the dark? Follow the son.				son	homophonic	['son', 'boy', 'offspring', 'male child', 'Jesus Christ']	['sun', 'star', 'daystar', 'sunlight', 'light source']	fils	['fils', 'garçon', 'progéniture', 'enfant mâle', 'Jésus-Christ']	['soleil', 'étoile', 'astre du jour', 'lumière du soleil', 'source de lumière']
1817	In the morning a lawyer walked on his lawn and experienced the dew process.				dew	homophonic	['condensation', 'moisture', 'droplets', 'morning mist']	['due', 'legal', 'proper', 'formal', 'rightful']	rosée	['condensation', 'humidité', 'gouttelettes', 'brume matinale']	['dû', 'légal', 'adéquat', 'formel', 'légitime']
1818	In the news a courtroom artist was arrested today, I'm not surprised, he always seemed sketchy.				sketchy	homographic	['suspicious', 'dishonest', 'unreliable', 'shady']	['drawing-related', 'illustrative', 'outlined', 'drawn']	louche	['suspect', 'malhonnête', 'peu fiable', 'ombrageux']	['lié au dessin', 'illustratif', 'esquissé', 'dessiné']
1819	In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst.				plot tryst	homophonic	['plot twist', 'narrative shift', 'unexpected development', 'story turn']	['secret meeting', 'clandestine encounter', 'assignation', 'rendezvous']	rendez-vous tragique	"['rebondissement', 'changement narratif', 'développement inattendu', ""tournant de l'histoire""]"	['réunion secrète', 'rencontre clandestine', 'assignation', 'rendez-vous']
1820	In the office she was frantically looking for her false nails only to discover she had filed them away.				filed	homographic	['categorized', 'organized', 'stored', 'archived']	['smoothed', 'shaped', 'ground', 'abraded']	limé	['classé', 'organisé', 'stocké', 'archivé']	['lissé', 'façonné', 'meulé', 'abrasé']
1821	In the old days a suspended sentence was hanging.				hanging	homographic	['suspended', 'dangling', 'swinging']	['execution', 'capital punishment', 'gallows']	pendaison	['suspendu', 'ballant', 'oscillant']	['exécution', 'peine capitale', 'potence']
1822	In the race for the best grass he smoked the competition.				smoked	homographic	['defeated', 'outran', 'vanquished', 'beat']	['inhaled', 'burned', 'consumed']	fumé	['vaincu', 'dépassé', 'terrassé', 'battu']	['inhalé', 'brûlé', 'consommé']
1823	In the room the curtains were drawn, but the rest of the furniture was real.				drawn	homographic	['pulled shut', 'closed', 'moved']	['sketched', 'depicted', 'illustrated', 'portrayed']	dessiné	['tiré', 'fermé', 'déplacé']	['esquissé', 'dépeint', 'illustré', 'représenté']
1824	In the winter, some horses are Friesian.				Friesian	homophonic	['freezing', 'chilly', 'cold', 'arctic', 'frosty']	['Friesian', 'Frisian', 'equine', 'draft horse', 'breed']	Frison	['glacial', 'froid', 'polaire', 'arctique', 'givré']	['Frison', 'race bovine', 'équin', 'cheval de trait', 'race']
1825	In times like these the value of Chinese currency should make Americans pay attention. Instead, too many of us just yuan.				yuan	homophonic	['Chinese currency', 'Renminbi', 'legal tender', 'money']	['yawn', 'gape', 'show boredom', 'open mouth wide']	yuan	['monnaie chinoise', 'renminbi', 'monnaie légale', 'argent']	"['bâillement', 'bâiller', ""manifester l'ennui"", 'ouvrir grand la bouche']"
1826	Inflammatory talk is often seen as propane language.				propane	homophonic	['profane', 'irreligious', 'blasphemous', 'vulgar', 'obscene']	['fuel', 'gas', 'hydrocarbon', 'petroleum', 'bottled gas']	propane	['profane', 'irréligieux', 'blasphématoire', 'vulgaire', 'obscène']	['carburant', 'gaz', 'hydrocarbure', 'pétrole', 'bouteille de gaz']
1827	Installing a fan can be a breeze.				breeze	homographic	['easy task', 'cinch', 'walkover']	['light wind', 'gentle gust', 'draft']	brise	"['tâche facile', ""jeu d'enfant"", 'une formalité']"	"['vent léger', 'rafale douce', ""courant d'air""]"
