id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1201	Hell! I thought it didn't matter what you believed as long as you were sincere!				Hell	homographic	['damnation', 'underworld', 'purgatory', 'abyss']	['interjection', 'expletive', 'profanity', 'oath']	Enfer	['damnation', 'monde souterrain', 'purgatoire', 'abîme']	['interjection', 'juron', 'blasphème', 'serment']
1202	Hell!... I'd forgotten about that!				Hell	homophonic	['underworld', 'purgatory', 'inferno', 'perdition']	"[""He'll"", 'he will', 'he shall']"	Enfer	['monde souterrain', 'purgatoire', 'enfer', 'perdition']	['Il va', 'il fera', 'il devra']
1203	Help put Australia back on its feet.				feet	homographic	['economic recovery', 'financial stability', 'standing upright']	"['geographic shape', ""the continent's bottom edge"", 'base']"	pieds	['reprise économique', 'stabilité financière', 'être debout']	['forme géographique', 'le bord inférieur du continent', 'base']
1204	Henry perfected the Ford down to a T.				T	homographic	['exact', 'perfection', 'precision', 'the idiom to a T']	"['Model T', 'Ford automobile', 'letter T', ""Henry Ford's first mass-produced car""]"	T	"['exact', 'perfection', 'précision', ""l'expression au poil""]"	['Modèle T', 'Automobile Ford', 'lettre T', 'première voiture de série de Henry Ford']
1205	Her ability to always find fresh vegetables on sale was uncanny.				uncanny	homographic	['strange', 'mysterious', 'eerie', 'supernatural']	['fresh', 'non-preserved', 'not in a can', 'not processed']	mystérieux	['étrange', 'mystérieux', 'inquiétant', 'surnaturel']	['frais', 'non conservé', 'pas en conserve', 'non transformé']
1206	Her company distributes gift boxed cashews and she has a delivery guy that drives her nuts.				nuts	homographic	['cashews', 'seeds', 'legumes', 'kernels']	['crazy', 'insane', 'annoyed', 'frustrated']	noisettes	['noix de cajou', 'graines', 'légumineuses', 'amandes']	['fou', 'insensé', 'agacé', 'frustré']
1207	Her decision to take up rock climbing was precipitous to say the least.				precipitous	homographic	['steep', 'shear', 'abrupt', 'vertical']	['hasty', 'rash', 'sudden', 'impulsive']	précipité	['escarpé', 'abrupt', 'raide', 'vertical']	['hâtif', 'téméraire', 'soudain', 'impulsif']
1208	Her exam was on the human skeleton, so she decided to bone up.				bone	homographic	['skeletal structure', 'ossified tissue', 'calcium part']	['study', 'cram', 'review', 'memorize', 'learn']	os	['structure squelettique', 'tissu ossifié', 'partie calcique']	['étudier', 'bûcher', 'réviser', 'mémoriser', 'apprendre']
1209	Her eyes were wide with longing as she peered into the Dunkin' Donuts box and ate the last doughnut whole.				whole	homophonic	['entire', 'complete', 'total', 'uncut']	['hole', 'opening', 'gap', 'cavity', 'doughnut center']	entier	['entier', 'complet', 'total', 'non coupé']	['trou', 'ouverture', 'brèche', 'cavité', 'centre du beignet']
1210	Her father was an electrician and she blew a fuse.				fuse	homographic	['circuit breaker', 'electrical component', 'safety device']	"['temper', 'outburst', 'fit of rage', ""lose one's cool""]"	fusible	['disjoncteur', 'composant électrique', 'dispositif de sécurité']	['tempérament', 'accès de colère', 'crise de rage', 'péter les plombs']
1211	Herbivores come in browns and graze.				graze	homographic	['feed', 'pasture', 'browse', 'eat grass']	['greys', 'grays', 'neutral colors', 'ashy tones']	paître	"['se nourrir', 'pâturer', 'brouter', ""manger de l'herbe""]"	['gris', 'nuances de gris', 'couleurs neutres', 'tons cendrés']
1212	Here comes the punchline!				punchline	homographic	['climax', 'joke ending', 'payoff', 'kicker']	['queue of people waiting to hit something', 'striking line', 'fistfight row']	chute	['climax', 'fin de la blague', 'dénouement', 'pointe']	"[""file d'attente pour frapper"", 'ligne de frappe', 'bagarre en rang']"
1213	Here is how the track meet is going to run...				run	homographic	['operate', 'function', 'proceed', 'be conducted']	['sprint', 'race', 'jog', 'dash']	courir	['fonctionner', 'marcher', 'procéder', 'être mené']	['sprinter', 'faire une course', 'faire du jogging', 'filer']
1214	"""Here's your allowance for the next two weeks,"" he advanced."				advanced	homographic	['moved forward', 'approached', 'progressed']	['lent money', 'provided upfront', 'prepaid']	avancé	"[""déplacé vers l'avant"", 'approché', 'progressé']"	"[""prêté de l'argent"", ""fourni à l'avance"", ""payé d'avance""]"
1215	Hey big one, playtime's over.				big	homographic	['large', 'huge', 'massive', 'enormous']	['important', 'significant', 'adult', 'grown-up']	grand	['large', 'immense', 'massif', 'énorme']	['important', 'significatif', 'adulte', 'mûr']
1216	Hey! I just met you, and this might be crazy, but here's my teapot, so brew me maybe?				brew	homophonic	['steep', 'infuse', 'make tea']	['call', 'call me', 'phone', 'Carly Rae Jepsen lyric']	infusion	['laisser tremper', 'infuser', 'faire du thé']	['appeler', 'appelle-moi', 'téléphone', 'paroles de Carly Rae Jepsen']
