id_en	text_clean	shuffled_candidates_json	discriminator_run2_borda_method	discriminator_run2_internal_weights_json	discriminator_run2_model_weights_json	discriminator_run2_borda_scores_json	discriminator_run2_borda_ranking_json	discriminator_run2_winner_id	discriminator_run2_winner_source	discriminator_run2_winner_original_id	discriminator_run2_winner_pun	discriminator_run2_winner_score	discriminator_run2_borda_error	discriminator_run2_borda_version
1901	Jumping to conclusions is bad exercise	"[{""source"":""claude"",""original_id"":""39435"",""pun"":""Sauter aux conclusions, c'est le seul sport où on peut se blesser en restant assis."",""id"":61020},{""source"":""gemini"",""original_id"":""32329"",""pun"":""Tirer des conclusions hâtives est le seul sport où l'on perd sa crédibilité sans brûler de calories."",""id"":95833},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Tirer des conclusions hâtives, c’est un mauvais exercice : ça muscle les préjugés, pas le raisonnement."",""id"":14199},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Sauter aux conclusions est une bien mauvaise gymnastique."",""id"":47003}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""14199"":26250.0,""61020"":25000.0,""95833"":25000.0,""47003"":23750.0}"	"[{""id"":14199,""source"":""gpt_single"",""original_id"":"""",""score"":26250.0,""pun"":""Tirer des conclusions hâtives, c’est un mauvais exercice : ça muscle les préjugés, pas le raisonnement.""},{""id"":61020,""source"":""claude"",""original_id"":""39435"",""score"":25000.0,""pun"":""Sauter aux conclusions, c'est le seul sport où on peut se blesser en restant assis.""},{""id"":95833,""source"":""gemini"",""original_id"":""32329"",""score"":25000.0,""pun"":""Tirer des conclusions hâtives est le seul sport où l'on perd sa crédibilité sans brûler de calories.""},{""id"":47003,""source"":""gemini_pro_single"",""original_id"":"""",""score"":23750.0,""pun"":""Sauter aux conclusions est une bien mauvaise gymnastique.""}]"	14199	gpt_single		Tirer des conclusions hâtives, c’est un mauvais exercice : ça muscle les préjugés, pas le raisonnement.	26250.0		discriminator_run2_v3
1902	Junior loved being a member of the wrestling team even though he was prone to lose.	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Junior était très porté sur la lutte, surtout quand ses adversaires le portaient au tapis."",""id"":85087},{""source"":""claude"",""original_id"":""62772"",""pun"":""Junior aimait la lutte : il était enclin à perdre, et souvent incliné aussi."",""id"":89856},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Junior adorait l'équipe de lutte, même s'il avait souvent tendance à se coucher."",""id"":83961},{""source"":""gemini"",""original_id"":""45269"",""pun"":""Il ne gagnait jamais, mais il était très porté sur la chose : surtout sur les épaules de son adversaire."",""id"":75776}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""89856"":31250.0,""83961"":30000.0,""85087"":22500.0,""75776"":16250.0}"	"[{""id"":89856,""source"":""claude"",""original_id"":""62772"",""score"":31250.0,""pun"":""Junior aimait la lutte : il était enclin à perdre, et souvent incliné aussi.""},{""id"":83961,""source"":""gemini_pro_single"",""original_id"":"""",""score"":30000.0,""pun"":""Junior adorait l'équipe de lutte, même s'il avait souvent tendance à se coucher.""},{""id"":85087,""source"":""gpt_single"",""original_id"":"""",""score"":22500.0,""pun"":""Junior était très porté sur la lutte, surtout quand ses adversaires le portaient au tapis.""},{""id"":75776,""source"":""gemini"",""original_id"":""45269"",""score"":16250.0,""pun"":""Il ne gagnait jamais, mais il était très porté sur la chose : surtout sur les épaules de son adversaire.""}]"	89856	claude	62772	Junior aimait la lutte : il était enclin à perdre, et souvent incliné aussi.	31250.0		discriminator_run2_v3
1903	Just after thimbles were invented there was a shortage, so many people got stuck without one.	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Lors de la grande pénurie de dés à coudre, beaucoup de couturiers ont pu toucher le problème du doigt."",""id"":11404},{""source"":""claude"",""original_id"":""31391"",""pun"":""Quand les dés à coudre ont été inventés, il y en avait trop peu — beaucoup de couturières se sont retrouvées piquées au vif."",""id"":14201},{""source"":""gemini"",""original_id"":""46335"",""pun"":""Le fabricant de dés à coudre a été arrêté : il s’était fait piquer tout son stock."",""id"":28538},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le dé à coudre venait d’être inventé qu’il était déjà en rupture de stock : les couturières sans dé étaient piquées au vif."",""id"":95242}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""11404"":31250.0,""95242"":26250.0,""14201"":25000.0,""28538"":17500.0}"	"[{""id"":11404,""source"":""gemini_pro_single"",""original_id"":"""",""score"":31250.0,""pun"":""Lors de la grande pénurie de dés à coudre, beaucoup de couturiers ont pu toucher le problème du doigt.""},{""id"":95242,""source"":""gpt_single"",""original_id"":"""",""score"":26250.0,""pun"":""Le dé à coudre venait d’être inventé qu’il était déjà en rupture de stock : les couturières sans dé étaient piquées au vif.""},{""id"":14201,""source"":""claude"",""original_id"":""31391"",""score"":25000.0,""pun"":""Quand les dés à coudre ont été inventés, il y en avait trop peu — beaucoup de couturières se sont retrouvées piquées au vif.""},{""id"":28538,""source"":""gemini"",""original_id"":""46335"",""score"":17500.0,""pun"":""Le fabricant de dés à coudre a été arrêté : il s’était fait piquer tout son stock.""}]"	11404	gemini_pro_single		Lors de la grande pénurie de dés à coudre, beaucoup de couturiers ont pu toucher le problème du doigt.	31250.0		discriminator_run2_v3
1904	Just because pews come in rows doesn't mean we should plant ourselves there	"[{""source"":""claude"",""original_id"":""72651"",""pun"":""L'église aligne ses bancs en rang d'oignons — mais on n'est pas là pour faire de la culture."",""id"":53520},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ce n'est pas parce que les bancs de l'église sont en rangs qu'il faut s'y planter."",""id"":42728},{""source"":""gemini"",""original_id"":""82681"",""pun"":""Dans une église, on ne peut pas dire que les fidèles manquent d'allée-gresse."",""id"":97482},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les bancs d’église ont beau être en rangs, ce n’est pas une raison pour s’y planter."",""id"":95084}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""53520"":27500.0,""42728"":26250.0,""95084"":25000.0,""97482"":21250.0}"	"[{""id"":53520,""source"":""claude"",""original_id"":""72651"",""score"":27500.0,""pun"":""L'église aligne ses bancs en rang d'oignons — mais on n'est pas là pour faire de la culture.""},{""id"":42728,""source"":""gemini_pro_single"",""original_id"":"""",""score"":26250.0,""pun"":""Ce n'est pas parce que les bancs de l'église sont en rangs qu'il faut s'y planter.""},{""id"":95084,""source"":""gpt_single"",""original_id"":"""",""score"":25000.0,""pun"":""Les bancs d’église ont beau être en rangs, ce n’est pas une raison pour s’y planter.""},{""id"":97482,""source"":""gemini"",""original_id"":""82681"",""score"":21250.0,""pun"":""Dans une église, on ne peut pas dire que les fidèles manquent d'allée-gresse.""}]"	53520	claude	72651	L'église aligne ses bancs en rang d'oignons — mais on n'est pas là pour faire de la culture.	27500.0		discriminator_run2_v3
1905	Just pew it	"[{""source"":""gemini"",""original_id"":""74595"",""pun"":""Le sport préféré des évêques ? Le crosse-fit."",""id"":41694},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En matière d'action, l'église est le seul endroit où l'on t'encourage à rester sur le banc de touche."",""id"":11465},{""source"":""claude"",""original_id"":""60650"",""pun"":""Le banc de l'église lui a sauvé la mise — il appelle ça une action de grâce."",""id"":93570},{""source"":""gpt_single"",""original_id"":"""",""pun"":""À l’église, avant de passer à l’action, fais ton banc d’essai."",""id"":81756}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""41694"":33750.0,""11465"":25000.0,""81756"":21250.0,""93570"":20000.0}"	"[{""id"":41694,""source"":""gemini"",""original_id"":""74595"",""score"":33750.0,""pun"":""Le sport préféré des évêques ? Le crosse-fit.""},{""id"":11465,""source"":""gemini_pro_single"",""original_id"":"""",""score"":25000.0,""pun"":""En matière d'action, l'église est le seul endroit où l'on t'encourage à rester sur le banc de touche.""},{""id"":81756,""source"":""gpt_single"",""original_id"":"""",""score"":21250.0,""pun"":""À l’église, avant de passer à l’action, fais ton banc d’essai.""},{""id"":93570,""source"":""claude"",""original_id"":""60650"",""score"":20000.0,""pun"":""Le banc de l'église lui a sauvé la mise — il appelle ça une action de grâce.""}]"	41694	gemini	74595	Le sport préféré des évêques ? Le crosse-fit.	33750.0		discriminator_run2_v3
1906	Just read a few facts about frogs. They were ribbiting.	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""J’ai lu quelques infos sur les grenouilles : c’était croa-yablement passionnant."",""id"":25415},{""source"":""gemini"",""original_id"":""23487"",""pun"":""Les grenouilles sont très polies, elles disent toujours 'Coâ-mment allez-vous ?'"",""id"":91700},{""source"":""claude"",""original_id"":""17864"",""pun"":""J'ai lu des infos sur les grenouilles. C'était cro-assant !"",""id"":65033},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Je viens de lire quelques faits sur les grenouilles. J'en suis resté coa !"",""id"":92550}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""92550"":40000.0,""65033"":21250.0,""25415"":20000.0,""91700"":18750.0}"	"[{""id"":92550,""source"":""gemini_pro_single"",""original_id"":"""",""score"":40000.0,""pun"":""Je viens de lire quelques faits sur les grenouilles. J'en suis resté coa !""},{""id"":65033,""source"":""claude"",""original_id"":""17864"",""score"":21250.0,""pun"":""J'ai lu des infos sur les grenouilles. C'était cro-assant !""},{""id"":25415,""source"":""gpt_single"",""original_id"":"""",""score"":20000.0,""pun"":""J’ai lu quelques infos sur les grenouilles : c’était croa-yablement passionnant.""},{""id"":91700,""source"":""gemini"",""original_id"":""23487"",""score"":18750.0,""pun"":""Les grenouilles sont très polies, elles disent toujours 'Coâ-mment allez-vous ?'""}]"	92550	gemini_pro_single		Je viens de lire quelques faits sur les grenouilles. J'en suis resté coa !	40000.0		discriminator_run2_v3
1907	Just say cheese.	"[{""source"":""gemini"",""original_id"":""12698"",""pun"":""Quel est le fromage préféré des photographes ? Le Kiri, car tout le monde sourit."",""id"":55004},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Pour avoir de beaux sourires sur la photo, rien ne vaut un bon appareil à raclette."",""id"":56378},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Pour la photo, dites « camembert » : c’est le seul fromage qui vous demande de sourire en la fermant."",""id"":14706},{""source"":""claude"",""original_id"":""61270"",""pun"":""Ma photo de plateau de fromages a remporté un prix. Le jury a dit que j'avais su capturer la croûte de l'instant."",""id"":95663}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""14706"":36250.0,""55004"":22500.0,""56378"":22500.0,""95663"":18750.0}"	"[{""id"":14706,""source"":""gpt_single"",""original_id"":"""",""score"":36250.0,""pun"":""Pour la photo, dites « camembert » : c’est le seul fromage qui vous demande de sourire en la fermant.""},{""id"":55004,""source"":""gemini"",""original_id"":""12698"",""score"":22500.0,""pun"":""Quel est le fromage préféré des photographes ? Le Kiri, car tout le monde sourit.""},{""id"":56378,""source"":""gemini_pro_single"",""original_id"":"""",""score"":22500.0,""pun"":""Pour avoir de beaux sourires sur la photo, rien ne vaut un bon appareil à raclette.""},{""id"":95663,""source"":""claude"",""original_id"":""61270"",""score"":18750.0,""pun"":""Ma photo de plateau de fromages a remporté un prix. Le jury a dit que j'avais su capturer la croûte de l'instant.""}]"	14706	gpt_single		Pour la photo, dites « camembert » : c’est le seul fromage qui vous demande de sourire en la fermant.	36250.0		discriminator_run2_v3
1908	Karin Viard, the actress who never play-acts	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Karin Viard joue dans des comédies, mais elle ne fait jamais la comédie."",""id"":16417},{""source"":""gemini"",""original_id"":""32908"",""pun"":""Karin ne joue jamais la comédie, elle est simplement Viard-itable."",""id"":36411},{""source"":""claude"",""original_id"":""32580"",""pun"":""Karin Viard, l'actrice qui ne joue jamais la comédie."",""id"":73309},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Karin Viard, l'actrice qui ne joue jamais la comédie."",""id"":61524}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""16417"":30000.0,""36411"":30000.0,""73309"":25000.0,""61524"":15000.0}"	"[{""id"":16417,""source"":""gpt_single"",""original_id"":"""",""score"":30000.0,""pun"":""Karin Viard joue dans des comédies, mais elle ne fait jamais la comédie.""},{""id"":36411,""source"":""gemini"",""original_id"":""32908"",""score"":30000.0,""pun"":""Karin ne joue jamais la comédie, elle est simplement Viard-itable.""},{""id"":73309,""source"":""claude"",""original_id"":""32580"",""score"":25000.0,""pun"":""Karin Viard, l'actrice qui ne joue jamais la comédie.""},{""id"":61524,""source"":""gemini_pro_single"",""original_id"":"""",""score"":15000.0,""pun"":""Karin Viard, l'actrice qui ne joue jamais la comédie.""}]"	16417	gpt_single		Karin Viard joue dans des comédies, mais elle ne fait jamais la comédie.	30000.0		discriminator_run2_v3
1909	Kenco Really Smooth. Everything we know about ground coffee in an instant.	"[{""source"":""claude"",""original_id"":""53107"",""pun"":""Café instantané : on a pris le temps de supprimer le temps."",""id"":16348},{""source"":""gemini"",""original_id"":""55813"",""pun"":""Nescafé : Pour ceux qui n'ont pas un grain de patience."",""id"":23245},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""L'équation du café parfait est enfin soluble."",""id"":51143},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Tout notre savoir-faire sur le café moulu devient instantanément instantané."",""id"":84332}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""51143"":35000.0,""23245"":28750.0,""16348"":18750.0,""84332"":17500.0}"	"[{""id"":51143,""source"":""gemini_pro_single"",""original_id"":"""",""score"":35000.0,""pun"":""L'équation du café parfait est enfin soluble.""},{""id"":23245,""source"":""gemini"",""original_id"":""55813"",""score"":28750.0,""pun"":""Nescafé : Pour ceux qui n'ont pas un grain de patience.""},{""id"":16348,""source"":""claude"",""original_id"":""53107"",""score"":18750.0,""pun"":""Café instantané : on a pris le temps de supprimer le temps.""},{""id"":84332,""source"":""gpt_single"",""original_id"":"""",""score"":17500.0,""pun"":""Tout notre savoir-faire sur le café moulu devient instantanément instantané.""}]"	51143	gemini_pro_single		L'équation du café parfait est enfin soluble.	35000.0		discriminator_run2_v3
1910	Kennebunkport was George Bush's maine vacation spot.	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Pour ses vacances à Kennebunkport, George Bush se retirait dans son doux Maine privé."",""id"":65766},{""source"":""claude"",""original_id"":""11711"",""pun"":""Kennebunkport, c'était LA MAINE attraction de Bush — après tout, même les présidents ont besoin d'un PORT d'attache."",""id"":10282},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Kennebunkport, dans le Maine, menait la danse des vacances de George Bush."",""id"":12846},{""source"":""gemini"",""original_id"":""73552"",""pun"":""L'agent immobilier m'a dit que cette maison était Maine-tenant disponible."",""id"":62025}]"	pooled_rankings	"{""comedian"":25.0,""pun_expert"":25.0,""editor"":25.0,""translator"":25.0}"	"{""gemini_pro"":50.0,""claude"":50.0}"	"{""65766"":40000.0,""10282"":21250.0,""62025"":21250.0,""12846"":17500.0}"	"[{""id"":65766,""source"":""gemini_pro_single"",""original_id"":"""",""score"":40000.0,""pun"":""Pour ses vacances à Kennebunkport, George Bush se retirait dans son doux Maine privé.""},{""id"":10282,""source"":""claude"",""original_id"":""11711"",""score"":21250.0,""pun"":""Kennebunkport, c'était LA MAINE attraction de Bush — après tout, même les présidents ont besoin d'un PORT d'attache.""},{""id"":62025,""source"":""gemini"",""original_id"":""73552"",""score"":21250.0,""pun"":""L'agent immobilier m'a dit que cette maison était Maine-tenant disponible.""},{""id"":12846,""source"":""gpt_single"",""original_id"":"""",""score"":17500.0,""pun"":""Kennebunkport, dans le Maine, menait la danse des vacances de George Bush.""}]"	65766	gemini_pro_single		Pour ses vacances à Kennebunkport, George Bush se retirait dans son doux Maine privé.	40000.0		discriminator_run2_v3
