id_en	shuffled_candidates_json
101	"[{""id"":73568,""pun"":""\""Le soleil est à son zénith,\"" gémit-il. \""Moi, je suis à mon nadir.\"""",""run"":""claude""},{""id"":64511,""pun"":""\""Le soleil se lève à l'est,\"" soupira-t-il, \""comme ma dette.\"""",""run"":""claude""},{""id"":58673,""pun"":""\""L'aube se lève tôt,\"" dit-il en bâillant. \""Elle a dû prendre le même train que moi.\"""",""run"":""claude""},{""id"":62249,""pun"":""\""L'ascension, c'est épuisant,\"" dit-il en montant. \""Surtout quand c'est le soleil qui fait tout le boulot.\"""",""run"":""claude""},{""id"":14080,""pun"":""\""L'aube se lève,\"" soupira-t-il avec amertume. \""Encore une aurore boréale.\"""",""run"":""claude""},{""id"":20939,""pun"":""\""Le soleil monte,\"" dit-il d'un ton bas."",""run"":""claude""},{""id"":93370,""pun"":""\""Le soleil se lève,\"" dit-il d'un air sombre."",""run"":""claude""},{""id"":43809,""pun"":""\""Mon héritier s'élève bien,\"" dit le noble en pleurant. \""Malheureusement, c'est dans les airs.\"""",""run"":""claude""},{""id"":72137,""pun"":""\""Le matin se lève,\"" dit-il tristement. \""C'est la seule chose qui se lève ici.\"""",""run"":""claude""},{""id"":19480,""pun"":""\""Mon fils s'élève bien,\"" dit-il d'un air élevé."",""run"":""claude""},{""id"":55277,""pun"":""\""Le soleil est en orbite,\"" dit-il, l'air perdu. \""Comme mon ex.\"""",""run"":""claude""},{""id"":40508,""pun"":""Il regarda l'horizon et murmura : \""Le jour se lève... et moi je reste couché.\"""",""run"":""claude""}]"
102	"[{""id"":59601,""pun"":""Il a avoué qu'il restait de la place. C'était son premier aveu depuis son inscription au club des menteurs."",""run"":""claude""},{""id"":39771,""pun"":""— Il reste une place, a-t-il révélé. — Une révélation pareille, ça mérite d'entrer !"",""run"":""claude""},{""id"":74204,""pun"":""— Encore une place ! s'est-il exclamé. — C'est ce qu'on appelle une entrée en matière."",""run"":""claude""},{""id"":24551,""pun"":""Le videur a reconnu qu'il restait une place. Le client l'a pris au mot."",""run"":""claude""},{""id"":88055,""pun"":""— Il y a de la place pour un de plus, a-t-il concédé. Depuis, on l'appelle le portier philosophe."",""run"":""claude""},{""id"":12986,""pun"":""Il reste de la place pour une personne, a-t-il avoué... à l'entrée."",""run"":""claude""},{""id"":59573,""pun"":""— Il y a encore de la place ! a-t-il admis. — Admis ? Alors je peux entrer !"",""run"":""claude""},{""id"":69216,""pun"":""L'hôtel affichait complet, mais le réceptionniste a fini par lâcher qu'une chambre était libre. Il était hôtelier et avocat : il savait plaider coupable."",""run"":""claude""},{""id"":59706,""pun"":""— La salle est complète, dit-il. Puis il a avoué qu'il mentait. Deux personnes sont entrées."",""run"":""claude""},{""id"":16739,""pun"":""— Il y a encore une place, a-t-il divulgué. — Ah, enfin un videur qui divulgue au lieu d'exclure !"",""run"":""claude""},{""id"":45434,""pun"":""Le psychiatre a déclaré qu'il avait encore de la capacité d'accueil. Son patient s'est senti mieux accueilli."",""run"":""claude""},{""id"":70899,""pun"":""Le directeur de prison a avoué qu'il avait encore une cellule libre. Le nouveau détenu a dit : « Enfin quelqu'un d'honnête. »"",""run"":""claude""}]"
103	"[{""id"":62673,""pun"":""Il a une réponse toute faite pour tout : c'est un homme de main... et de peu de mots."",""run"":""claude""},{""id"":32113,""pun"":""Sa réponse était toujours la même caresse verbale : du réchauffé servi tiède."",""run"":""claude""},{""id"":89571,""pun"":""Sa réponse était toujours 'doucement, doucement' — du pur prêt-à-consoler."",""run"":""claude""},{""id"":41792,""pun"":""Chaque fois qu'on lui posait une question, il répondait en tapant dans le mille... du cliché."",""run"":""claude""},{""id"":45518,""pun"":""Je lui ai posé une question difficile, il m'a tapé sur l'épaule : sa réponse, c'était toujours un coup fourré."",""run"":""claude""},{""id"":77847,""pun"":""Il avait toujours une réponse dans la manche — et une main prête à tapoter votre dos."",""run"":""claude""},{""id"":69494,""pun"":""Sa réponse ? Toujours la même caresse dans le sens du poil."",""run"":""claude""},{""id"":95148,""pun"":""Il console tout le monde avec la même rengaine — c'est ce qu'on appelle une réponse à la main levée."",""run"":""claude""},{""id"":56512,""pun"":""Sa réponse était cousue de fil blanc — et sa main, toujours prête à caresser les foules."",""run"":""claude""},{""id"":19066,""pun"":""Il m'a répondu 'là là' en me tapotant l'épaule — une réponse bien tapée."",""run"":""claude""},{""id"":47557,""pun"":""Il répond toujours la même chose : c'est un as de la réponse bateau."",""run"":""claude""},{""id"":71772,""pun"":""Quand je pleurais, il m'a dit 'allons, allons' — une réponse bien rodée, voire trop bien huilée."",""run"":""claude""}]"
104	"[{""id"":52876,""pun"":""Il traitait ses collègues bit par bit — autrement dit, il les démontait morceau par morceau."",""run"":""claude""},{""id"":73703,""pun"":""« Regroupez les bits par huit », ordonna-t-il d'un ton mor-dant."",""run"":""claude""},{""id"":52424,""pun"":""« Un octet, c'est huit bits », dit-il. « Et toi, t'es plutôt un demi-octet : t'as pas toutes tes dents. »"",""run"":""claude""},{""id"":40488,""pun"":""Il lisait le code binaire et commentait chaque ligne avec une causticité exemplaire. Normal : il avait été mordu par le bug dès son plus jeune âge."",""run"":""claude""},{""id"":70286,""pun"":""« Ces motifs binaires seront plus lisibles par groupes de 8 », dit-il avec mordant."",""run"":""claude""},{""id"":13108,""pun"":""« Ces données sont illisibles », gronda-t-il avec acerbité. « Il faut les prendre... octet par octet. » C'était son côté mordant — et ses huit faces."",""run"":""claude""},{""id"":37165,""pun"":""Il expliqua les octets d'une façon très... mordante. Les zéros et les uns l'avaient visiblement mis en dents."",""run"":""claude""},{""id"":88787,""pun"":""Le développeur regroupait ses bits par huit avec une précision chirurgicale — et une dent contre quiconque osait écrire en hexadécimal."",""run"":""claude""},{""id"":17779,""pun"":""« Ces bits sont mal alignés », lança-t-il, tranchant. Faut dire qu'avec lui, tout se passait en mode bite-and-run."",""run"":""claude""},{""id"":63168,""pun"":""« Groupe tes bits en octets », dit-il sèchement. « Et si tu comprends pas, c'est que t'as un bit qui cloche. »"",""run"":""claude""},{""id"":13649,""pun"":""— Comment appelle-t-on un informaticien sarcastique ? — Un homme de oc-tet... il a toujours le dernier mot."",""run"":""claude""},{""id"":12561,""pun"":""Le programmeur était tellement caustique qu'on disait de lui qu'il pensait en binaire : tout le monde était soit un bit, soit un con."",""run"":""claude""}]"
105	"[{""id"":66221,""pun"":""\""J'adore ce ragoût de plutonium\"", s'exclama-t-il, brillant d'enthousiasme."",""run"":""claude""},{""id"":16606,""pun"":""\""Ce plat au plutonium est chaud\"", dit-il, rougissant — peut-être trop."",""run"":""claude""},{""id"":59895,""pun"":""\""Ce plat au plutonium est nucléairement bon\"", dit-il, positivement rayonnant."",""run"":""claude""},{""id"":35654,""pun"":""\""Ce plat au plutonium est sublime\"", dit-il, émettant des ondes positives."",""run"":""claude""},{""id"":27860,""pun"":""\""Ce plutonium est vraiment brillant\"", dit-il, les yeux brillants."",""run"":""claude""},{""id"":53603,""pun"":""\""Ce plutonium est fondant\"", dit-il, tout chaud dedans."",""run"":""claude""},{""id"":81561,""pun"":""\""Ce plat au plutonium est délicieux\"", dit-il d'un air rayonnant."",""run"":""claude""},{""id"":80880,""pun"":""\""Ce plat nucléaire est exquis\"", dit-il avec une chaleur communicative."",""run"":""claude""},{""id"":57990,""pun"":""\""Ce plat est atomiquement bon\"", dit-il, explosant de joie."",""run"":""claude""},{""id"":85250,""pun"":""\""Ce plutonium est savoureux\"", dit-il, irradiant de bonheur."",""run"":""claude""},{""id"":63540,""pun"":""\""Cette nourriture a un goût de plutonium\"", dit-il avec rayonnement."",""run"":""claude""},{""id"":58560,""pun"":""\""Ce plutonium est délectable\"", dit-il avec un enthousiasme lumineux — et légèrement radioactif."",""run"":""claude""}]"
106	"[{""id"":45296,""pun"":""L'archer était tellement stressé qu'il avait le carquois qui claquait des dents."",""run"":""claude""},{""id"":57972,""pun"":""\""Je garde toujours mes flèches ici,\"" frissonna-t-il — un vrai homme de carquois-tère."",""run"":""claude""},{""id"":86632,""pun"":""\""C'est là que je range mes flèches,\"" dit-il d'une voix flèche-sissante."",""run"":""claude""},{""id"":53464,""pun"":""\""C'est ici que je range mes flèches,\"" dit-il avec un frisson — il faut bien carquois-mettre quelque part."",""run"":""claude""},{""id"":54603,""pun"":""\""C'est là que je stocke mes flèches,\"" dit-il, tressaillant de fibre-arche-ment."",""run"":""claude""},{""id"":49103,""pun"":""L'archer tremblait tellement que son carquois faisait plus de bruit que ses flèches."",""run"":""claude""},{""id"":11296,""pun"":""\""Je mets toujours mes flèches là-dedans,\"" dit l'archer, instable mais bien dans son carquois."",""run"":""claude""},{""id"":32107,""pun"":""Pourquoi l'archer tremble-t-il toujours ? Parce qu'il a le carquois nerveux."",""run"":""claude""},{""id"":43753,""pun"":""\""Mes flèches sont ici,\"" dit l'archer d'une voix vi-brant d'émotion — ou plutôt d'em-pennage."",""run"":""claude""},{""id"":53916,""pun"":""\""C'est ici que je range mes flèches,\"" dit-il en tremblant dans son carquois."",""run"":""claude""},{""id"":21795,""pun"":""L'archer avait beau trembler, ses flèches, elles, restaient dans le droit fil — du carquois."",""run"":""claude""},{""id"":74684,""pun"":""L'archer avait le carquois vide et le moral à flèche."",""run"":""claude""}]"
107	"[{""id"":84572,""pun"":""« Ces épines me piquent », dit-il, « mais la prunelle, elle, me va droit au cœur. »"",""run"":""claude""},{""id"":11835,""pun"":""« Je connais cet arbuste sur le bout des doigts », dit-il en suçant son pouce percé par une épine."",""run"":""claude""},{""id"":42228,""pun"":""Il goûta la baie et déclara : « C'est piquant — exactement comme mes blagues. »"",""run"":""claude""},{""id"":64147,""pun"":""Il a regardé les baies et dit lentement : « C'est la prunelle de mes yeux... et de mes épines. »"",""run"":""claude""},{""id"":46807,""pun"":""Le botaniste observa l'arbuste et murmura : « Voilà qui me tient vraiment à la prunelle. »"",""run"":""claude""},{""id"":94805,""pun"":""Il désigna le buisson épineux et soupira : « Voilà une question épineuse que je ne veux pas effleurer. »"",""run"":""claude""},{""id"":87822,""pun"":""Le cuisinier goûta la confiture de prunelles et s'exclama : « C'est une drupe dure à avaler — mais ça passe ! »"",""run"":""claude""},{""id"":35673,""pun"":""En voyant le prunier sauvage, il dit : « Voilà un arbuste qui ne fait pas dans la demi-mesure — il est épineux sur toute la ligne. »"",""run"":""claude""},{""id"":43105,""pun"":""Le pharmacien montra le flacon : « Ratafia de prunelle — c'est la prunelle de notre gamme. »"",""run"":""claude""},{""id"":46718,""pun"":""Il brandit la branche et dit : « Avec ses épines, cet arbuste a vraiment du mordant. »"",""run"":""claude""},{""id"":86130,""pun"":""« Cet arbuste est vraiment tranchant », dit-il, « dans tous les sens du terme. »"",""run"":""claude""},{""id"":36881,""pun"":""« Ce fruit est sombre et piquant », dit-il lentement, « un peu comme mon ex. »"",""run"":""claude""}]"
108	"[{""id"":81657,""pun"":""« Ce film va marcher », prédit-il d'un air projeté."",""run"":""claude""},{""id"":43426,""pun"":""« Ce film sera un chef-d'œuvre », prédit-il — et franchement, on lui fait écran."",""run"":""claude""},{""id"":18735,""pun"":""« Ce film va tout déchirer », prédit-il en faisant tourner la bobine."",""run"":""claude""},{""id"":61819,""pun"":""« Ce film sera en tête d'affiche », dit-il en tablant dessus."",""run"":""claude""},{""id"":21298,""pun"":""« Ce film va exploser au box-office », extrapolait-il entre deux bobines."",""run"":""claude""},{""id"":21251,""pun"":""« Ce film va faire salle comble », affirma-t-il avec projection."",""run"":""claude""},{""id"":51320,""pun"":""« Ce film va plaire à tout le monde », annonça-t-il, la lampe encore chaude."",""run"":""claude""},{""id"":45428,""pun"":""« Ce film sera un succès », dit-il, et c'était bien vu."",""run"":""claude""},{""id"":34643,""pun"":""« Ce film va cartonner », prédit-il en projetant sa voix."",""run"":""claude""},{""id"":23263,""pun"":""« Ce film va faire l'objet de toutes les projectiles », dit le critique cinéphile."",""run"":""claude""},{""id"":40239,""pun"":""« Ce film sera numéro un », dit-il, les yeux rivés sur la lentille de l'avenir."",""run"":""claude""},{""id"":34545,""pun"":""« Ce film va briller », dit-il, et ses yeux s'illuminèrent comme un faisceau."",""run"":""claude""}]"
109	"[{""id"":11765,""pun"":""« Vous mettez trop de vinaigre », dit le critique — il avait le verbe aigre-doux… surtout aigre."",""run"":""claude""},{""id"":92091,""pun"":""« Cette salade est trop vinaigrée », lança-t-il d'un ton piquant."",""run"":""claude""},{""id"":44697,""pun"":""Il a critiqué la vinaigrette avec virulence — normal, c'est un acide de la gastronomie."",""run"":""claude""},{""id"":38277,""pun"":""« Cette vinaigrette me ronge ! » dit-il — preuve qu'il avait un caractère vraiment acide."",""run"":""claude""},{""id"":33027,""pun"":""Le chimiste a goûté la vinaigrette et a dit : « pH-arce que c'est trop acide ! »"",""run"":""claude""},{""id"":46676,""pun"":""« Cette sauce est un vrai acide sulfurique », dit-il avec une remarque bien tranchante."",""run"":""claude""},{""id"":63450,""pun"":""« Ce vinaigre est vraiment corrosif », dit-il d'un air caustique."",""run"":""claude""},{""id"":30393,""pun"":""« Cette vinaigrette est bien trop acide », dit-il avec aigreur."",""run"":""claude""},{""id"":10471,""pun"":""« Je déteste le vinaigre », dit-il avec une pointe d'acidité."",""run"":""claude""},{""id"":44772,""pun"":""« Trop de vinaigre ! » dit-il en faisant la grimace — il était visiblement dans un état li-vinaigre."",""run"":""claude""},{""id"":17746,""pun"":""« Je ne supporte pas le vinaigre », dit-il, acerbe."",""run"":""claude""},{""id"":40397,""pun"":""« Encore du vinaigre ! » s'exclama-t-il, amer."",""run"":""claude""}]"
110	"[{""id"":76415,""pun"":""« Cet engin est magnifique », dit-il en s'y collant — comme d'habitude."",""run"":""claude""},{""id"":37633,""pun"":""Il adorait tellement son rouleau compresseur qu'il en était tout aplati — de joie ou de passage, on ne sait plus."",""run"":""claude""},{""id"":21206,""pun"":""« Ce rouleau compresseur est incroyable », dit-il en l'aplatissant de compliments."",""run"":""claude""},{""id"":14237,""pun"":""Le rouleau compresseur ne supporte pas la critique — il préfère les compliments bien à plat."",""run"":""claude""},{""id"":44778,""pun"":""« Ce rouleau compresseur est remarquable », dit-il en lui passant de la pommade — et il en avait des tonnes."",""run"":""claude""},{""id"":32389,""pun"":""Il avait planqué ses compliments sous le rouleau compresseur — ils en ressortaient parfaitement plats."",""run"":""claude""},{""id"":31757,""pun"":""« Ce rouleau compresseur est brillant », dit-il en lui faisant un discours bien rodé."",""run"":""claude""},{""id"":10291,""pun"":""« Ce rouleau compresseur est superbe », dit-il avec une admiration bien compressée — ça ne prenait plus de place."",""run"":""claude""},{""id"":57897,""pun"":""Il encensait tellement le rouleau compresseur que la route était désormais couverte d'encens."",""run"":""claude""},{""id"":29515,""pun"":""« Ce rouleau compresseur est formidable », dit-il, le nez dans le bitume — sa position habituelle face aux chefs."",""run"":""claude""},{""id"":52350,""pun"":""« Ce rouleau compresseur est génial », dit-il, complètement lissé par l'enthousiasme."",""run"":""claude""},{""id"":61869,""pun"":""« Ce rouleau compresseur est fantastique », dit-il d'un ton écrasant de flatterie."",""run"":""claude""}]"
