id_en	shuffled_candidates_json
401	"[{""id"":29170,""pun"":""La pièce sur le snooker ? Elle a démarré pile au bon moment — c'est ce qu'on appelle un coup de théâtre."",""run"":""claude""},{""id"":29025,""pun"":""Mon ami joue au billard et au théâtre. Il dit que dans les deux cas, tout est une question de queue."",""run"":""claude""},{""id"":12168,""pun"":""Il a abandonné le billard pour les planches. Maintenant, au lieu de viser la boule, il place sa réplique."",""run"":""claude""},{""id"":10587,""pun"":""Il a raté son coup au billard et sa réplique sur scène — décidément, il manquait de queue."",""run"":""claude""},{""id"":76556,""pun"":""Le joueur de billard est devenu acteur : il connaissait déjà son entrée en scène."",""run"":""claude""},{""id"":21898,""pun"":""Au billard, il attendait toujours le bon signal pour jouer. À Broadway, pareil — il vivait pour son entrée."",""run"":""claude""},{""id"":35636,""pun"":""La pièce de théâtre sur le billard a commencé exactement sur la réplique."",""run"":""claude""},{""id"":25837,""pun"":""Pourquoi l'acteur était-il si bon au billard ? Parce qu'il ne ratait jamais sa réplique."",""run"":""claude""},{""id"":18465,""pun"":""La comédie musicale sur le billard s'est ouverte en beauté — les acteurs avaient une craie dans une main et leur texte dans l'autre."",""run"":""claude""},{""id"":21364,""pun"":""L'acteur jouait au billard entre les scènes — il avait un sens du timing impeccable avec sa canne."",""run"":""claude""},{""id"":89535,""pun"":""Le metteur en scène criait 'Action !' mais le comédien jouait au billard — il attendait sa queue."",""run"":""claude""},{""id"":21239,""pun"":""Le champion de billard s'est mis au théâtre. Il dit que c'est pareil : si tu rates ta réplique, t'as l'air d'un effilé."",""run"":""claude""}]"
402	"[{""id"":48969,""pun"":""Un plombier ne meurt pas, il tire sa révérence — et la chasse."",""run"":""claude""},{""id"":65542,""pun"":""Un plombier ne meurt pas, il rend l'âme — et l'eau."",""run"":""claude""},{""id"":79479,""pun"":""Un plombier ne meurt pas, il est simplement parti aux égouts sans laisser d'adresse."",""run"":""claude""},{""id"":90528,""pun"":""Un plombier ne meurt pas, il part dans les égouts — définitivement à l'eau."",""run"":""claude""},{""id"":15680,""pun"":""Un plombier ne meurt pas, il prend le large — par le siphon."",""run"":""claude""},{""id"":43464,""pun"":""Un plombier ne meurt pas, il passe l'arme à gauche — et les tuyaux à droite."",""run"":""claude""},{""id"":72430,""pun"":""Un plombier ne meurt pas, il est juste mis hors service — comme un robinet qui fuit."",""run"":""claude""},{""id"":51436,""pun"":""Un plombier ne décède pas, il est évacué par les voies naturelles."",""run"":""claude""},{""id"":11280,""pun"":""Un plombier ne meurt pas, il s'écoule doucement."",""run"":""claude""},{""id"":15122,""pun"":""Un plombier ne meurt pas, il se vide — comme une baignoire."",""run"":""claude""},{""id"":76391,""pun"":""Un plombier ne meurt pas, il passe par le drain — comme tout le monde finit par le faire."",""run"":""claude""},{""id"":18700,""pun"":""Un plombier ne meurt pas, il coule des jours heureux — puis il coule, tout simplement."",""run"":""claude""}]"
403	"[{""id"":83973,""pun"":""Le chien policier : toujours dans les pattes de la drogue et au centre du flair-fait divers."",""run"":""claude""},{""id"":79828,""pun"":""Dans les affaires de drogue, le chien est l'auteur principal — et aussi l'odeur principal."",""run"":""claude""},{""id"":18019,""pun"":""Une saisie de drogue, c'est souvent une affaire qui sent le chien."",""run"":""claude""},{""id"":80928,""pun"":""Chaque arrestation de drogue a son odeur de gloire — surtout pour le chien policier."",""run"":""claude""},{""id"":99560,""pun"":""Le chien renifleur est le pivot de chaque arrestation : il a du flair pour les affaires."",""run"":""claude""},{""id"":58277,""pun"":""Pour débusquer la drogue, le chien est au centre — il a vraiment du flair pour les arrestations."",""run"":""claude""},{""id"":49002,""pun"":""Le chien policier se met toujours au parfum avant tout le monde."",""run"":""claude""},{""id"":61318,""pun"":""Le chien policier est toujours au centre de l'af-flair."",""run"":""claude""},{""id"":46134,""pun"":""Le chien renifleur est le centre de l'o-deur arrestation."",""run"":""claude""},{""id"":49694,""pun"":""Dans une saisie de drogue, le chien policier est toujours le nez-cessaire."",""run"":""claude""},{""id"":16381,""pun"":""Pour une arrestation de drogue, le chien policier est indis-pensable : il renifle mieux que ses collègues."",""run"":""claude""},{""id"":50152,""pun"":""Le chien policier est toujours au cœur de l'enquête — et au nez de tout le monde."",""run"":""claude""}]"
404	"[{""id"":45533,""pun"":""La police a arrêté un suspect près d'un transformateur. Il était sous haute tension... judiciaire."",""run"":""claude""},{""id"":12893,""pun"":""Le policier a vu deux suspects près d'une batterie de cuisine. Il en a mis un en examen et l'autre... au four."",""run"":""claude""},{""id"":46003,""pun"":""Pourquoi le suspect électricien a-t-il été relâché sans charge ? Parce que le procureur n'avait pas assez de courant."",""run"":""claude""},{""id"":17693,""pun"":""Le braqueur de banque avait une batterie de preuves contre lui. Le juge l'a condamné... à plat."",""run"":""claude""},{""id"":48917,""pun"":""Pourquoi l'électricien a-t-il été arrêté ? Parce qu'il avait un casier bien chargé."",""run"":""claude""},{""id"":50068,""pun"":""Mon ami électricien a été inculpé. Apparemment, ses antécédents étaient trop chargés."",""run"":""claude""},{""id"":15933,""pun"":""Un policier a surpris deux gamins avec un feu d'artifice et une batterie de voiture. Il a inculpé l'un et laissé l'autre partir avec un avertissement... électrique."",""run"":""claude""},{""id"":90117,""pun"":""Le juge a dit à l'électricien : 'Vous êtes en état d'arrestation.' L'électricien a répondu : 'Non, je suis en courant alternatif.'"",""run"":""claude""},{""id"":47085,""pun"":""L'avocat de l'électricien a plaidé non coupable. Il a dit : 'Mon client ne fait que suivre le courant.'"",""run"":""claude""},{""id"":47243,""pun"":""Deux gamins jouaient avec des pétards et une batterie. Le policier en a relâché un et mis l'autre à la borne."",""run"":""claude""},{""id"":42741,""pun"":""Un flic a interpellé deux enfants qui jouaient avec des fusées et une pile. Il a mis l'un en examen et l'autre... en veille."",""run"":""claude""},{""id"":88104,""pun"":""Le voleur de piles a comparu devant le tribunal. Le procureur avait des charges solides contre lui."",""run"":""claude""}]"
405	"[{""id"":80961,""pun"":""Le politicien a profité de l'éclipse pour démissionner : il avait l'habitude d'occulter les problèmes."",""run"":""claude""},{""id"":19601,""pun"":""Il a démissionné le jour de l'éclipse pour que personne ne voie la tache."",""run"":""claude""},{""id"":96924,""pun"":""Il a choisi l'éclipse pour partir : il voulait que son départ soit lumineusement inaperçu."",""run"":""claude""},{""id"":68318,""pun"":""Le politicien a démissionné lors de l'éclipse parce qu'il voulait partir dans l'ombre."",""run"":""claude""},{""id"":90041,""pun"":""Il a démissionné sous l'éclipse parce qu'il voulait que son bilan reste dans l'ombre — mission accomplie depuis des années."",""run"":""claude""},{""id"":94774,""pun"":""Le politicien a démissionné pendant l'éclipse : il voulait enfin faire quelque chose d'éclairé."",""run"":""claude""},{""id"":64173,""pun"":""Le politicien a profité de l'éclipse pour démissionner : il voulait que la lumière soit faite, mais pas sur lui."",""run"":""claude""},{""id"":16696,""pun"":""Il a démissionné lors de l'éclipse : il avait toujours su s'éclipser au bon moment."",""run"":""claude""},{""id"":23574,""pun"":""Il a démissionné le jour de l'éclipse parce qu'il ne supportait plus d'être dans le noir — surtout quand c'est lui qui y mettait les autres."",""run"":""claude""},{""id"":94114,""pun"":""Il a choisi ce jour-là car il voulait que sa démission reste dans l'obscurité — et pour une fois, il a réussi quelque chose."",""run"":""claude""},{""id"":87656,""pun"":""Le politicien a démissionné le jour de l'éclipse : pour une fois, le soleil et lui étaient d'accord pour disparaître."",""run"":""claude""},{""id"":25943,""pun"":""Le politicien a démissionné pendant l'éclipse parce que c'était le seul moment où son avenir était aussi sombre que son bilan."",""run"":""claude""}]"
406	"[{""id"":50774,""pun"":""Mon patron est comme une comète : quand il apparaît, tout le monde court."",""run"":""claude""},{""id"":57415,""pun"":""L'élu astronome ne commentait rien — sa seule réponse était un noyau dur de silence."",""run"":""claude""},{""id"":79075,""pun"":""Le sénateur astronome laissait toujours ses réponses en traîne — comme une comète, on attendait qu'elles arrivent."",""run"":""claude""},{""id"":98729,""pun"":""Le politicien astronome ne faisait jamais de commentaire — il disait toujours : 'Pas de comète !'"",""run"":""claude""},{""id"":40540,""pun"":""À Fresnes, les politiciens ont enfin le temps de parler — mais leur discours traîne quand même autant qu'une comète."",""run"":""claude""},{""id"":30496,""pun"":""Le ministre refusait tout débat : 'Pas de com' — et c'est tout !' disait-il, la queue de comète bien relevée."",""run"":""claude""},{""id"":22316,""pun"":""Ce maire astronomique ne faisait jamais de déclaration. Son attaché de presse expliquait : 'Il attend le bon orbite pour parler.'"",""run"":""claude""},{""id"":58374,""pun"":""Ce député venu de l'espace ne répondait jamais aux journalistes — il avait une traîne de silence derrière lui."",""run"":""claude""},{""id"":80034,""pun"":""Le député astronome avait une devise : 'Je ne commente pas, je comète.'"",""run"":""claude""},{""id"":41791,""pun"":""Mon conseiller municipal est une comète : brillant, rapide, et on ne le revoit qu'en 2087."",""run"":""claude""},{""id"":51212,""pun"":""À l'Assemblée, il ne répondait à rien : 'Ma politique, c'est le silence orbital — pas de comète, pas de commentaire.'"",""run"":""claude""},{""id"":20347,""pun"":""L'astronome politicien avait un seul programme : 'No comet, no comment.'"",""run"":""claude""}]"
407	"[{""id"":81521,""pun"":""Son kinésithérapeute lui a dit : 'Prenez de la hauteur.' Son directeur de campagne aussi. Ni l'un ni l'autre n'a arrangé son dos."",""run"":""claude""},{""id"":97021,""pun"":""Depuis que ses é-lecteurs ne le lisent plus, il a mal au dos : il n'a plus de colonne."",""run"":""claude""},{""id"":76467,""pun"":""Ses électeurs l'ont lâché et son chiropracteur aussi. Un homme sans soutien, c'est un homme courbé."",""run"":""claude""},{""id"":22103,""pun"":""Le politicien mal au dos a consulté un rec-teur vertébral."",""run"":""claude""},{""id"":38451,""pun"":""Le ministre souffre du dos depuis qu'il a porté tout le poids de sa campagne. Il aurait dû déléguer… ou faire plus de lombaires."",""run"":""claude""},{""id"":63250,""pun"":""Il a mal au dos et mal aux urnes : il manque de soutien des deux côtés."",""run"":""claude""},{""id"":46307,""pun"":""Mal au dos, mal aux sondages : ce politicien a besoin d'une bonne colonne — vertébrale ou électorale."",""run"":""claude""},{""id"":60767,""pun"":""Il voulait la fidélité de ses électeurs, mais il a surtout obtenu une fidélisation à la cortisone."",""run"":""claude""},{""id"":31537,""pun"":""Le politicien mal au dos cherche un soutien-gorge... de gouvernement."",""run"":""claude""},{""id"":24940,""pun"":""Le sénateur souffre du dos. Son médecin lui a prescrit une ceinture lombaire et ses électeurs lui ont retiré leur adhésion. Au moins, les deux lui font la même chose : plus rien ne le tient."",""run"":""claude""},{""id"":60280,""pun"":""Un politicien avec une hernie discale, ça cherche du soutien partout — dans les sondages ET dans la pharmacie. Hélas, les deux sont en rupture de stock."",""run"":""claude""},{""id"":54033,""pun"":""Le député lombalgique a perdu ses électeurs. Maintenant il n'a plus ni soutien dans le dos ni soutien dans les sondages."",""run"":""claude""}]"
408	"[{""id"":92481,""pun"":""La diva a eu sa villa pour une ariette. C'est ce qu'on appelle un air de famille avec les bonnes affaires."",""run"":""claude""},{""id"":77594,""pun"":""Elle a vendu sa maison pour une bouchée de pain. Son voisin chanteur, lui, l'a eue pour une bouchée de chanson."",""run"":""claude""},{""id"":49736,""pun"":""Le rappeur a acheté un studio d'enregistrement pour pas un rond. Il faut dire que ses ronds, il les chante."",""run"":""claude""},{""id"":58404,""pun"":""La pop star a acheté son manoir pour une chanson. Dommage, elle aurait pu avoir le garage pour un refrain."",""run"":""claude""},{""id"":86402,""pun"":""Elle a bradé sa maison de campagne pour un air de rien. Enfin, surtout pour un air de country."",""run"":""claude""},{""id"":97437,""pun"":""Il a bradé sa discographie pour trois fois rien. Autant dire qu'il a liquidé son catalogue à prix de soupir."",""run"":""claude""},{""id"":98256,""pun"":""Mon chanteur préféré a trouvé un appartement pour une chanson. C'était une rime en do majeur."",""run"":""claude""},{""id"":13784,""pun"":""La chanteuse a acheté sa maison pour une chanson — et le voisinage pour un refrain."",""run"":""claude""},{""id"":32826,""pun"":""J'ai acheté une guitare pour une chanson. Le vendeur m'a dit que c'était son dernier couplet."",""run"":""claude""},{""id"":33336,""pun"":""Le chanteur a acquis son château pour un tube. Et la piscine, elle, coulait de source."",""run"":""claude""},{""id"":13710,""pun"":""Il a acheté son piano pour une chanson. Normal, c'est un instrument de musique."",""run"":""claude""},{""id"":31604,""pun"":""La chanteuse a racheté son contrat pour une note. La maison de disques, elle, a tout perdu en do."",""run"":""claude""}]"
409	"[{""id"":92088,""pun"":""Il n'est pas philosophe, il est Praguematique — il vient de Prague et ça se voit."",""run"":""claude""},{""id"":58059,""pun"":""Il a lu tous les teks — pardon, tous les tchèques — sur le pragmatisme."",""run"":""claude""},{""id"":27112,""pun"":""— Tu es idéaliste ou pragmatique ? — Ni l'un ni l'autre : je suis Praguematique. Je rentre à Prague ce soir."",""run"":""claude""},{""id"":83368,""pun"":""À Prague, on ne dit pas 'soyons réalistes', on dit 'soyons Praguematiques'."",""run"":""claude""},{""id"":88114,""pun"":""Les textes tchèques sur la logique sont des chefs-d'œuvre — du pragmatisme écrit en tchèques."",""run"":""claude""},{""id"":77716,""pun"":""Les habitants de Prague sont naturellement pragmatiques — on les appelle des Praguematiques."",""run"":""claude""},{""id"":83566,""pun"":""Pourquoi les Tchèques résolvent-ils tous les problèmes ? Parce qu'ils sont Praguematiques."",""run"":""claude""},{""id"":98222,""pun"":""Son plan était simple, efficace, et tchèque — bref, parfaitement Praguematique."",""run"":""claude""},{""id"":23080,""pun"":""Un Tchèque pragmatique ? On appelle ça un Praguematique."",""run"":""claude""},{""id"":90464,""pun"":""Mon prof de philo vient de Prague — forcément, il est très Praguematique."",""run"":""claude""},{""id"":37718,""pun"":""Pour traverser la Vltava sans se mouiller, il faut être Praguematique."",""run"":""claude""},{""id"":81292,""pun"":""Mon ami tchèque ne rêve pas, il est Praguematique."",""run"":""claude""}]"
410	"[{""id"":60544,""pun"":""Sans son bâton, le professeur était complètement à bout... mais sans bout justement."",""run"":""claude""},{""id"":77374,""pun"":""Le conférencier sans tige indicatrice a livré un discours creux. Normal : sans pointe, tout s'effondre."",""run"":""claude""},{""id"":45059,""pun"":""Le prof a perdu son pointeur laser. Sa conférence manquait cruellement de point de vue."",""run"":""claude""},{""id"":35752,""pun"":""Sans son pointeur, le prof pointait du néant. Résultat : une heure de cours pour rien pointer."",""run"":""claude""},{""id"":85457,""pun"":""Un professeur sans bâton indicateur donne un cours in-di-ca-teur... d'ennui total."",""run"":""claude""},{""id"":65295,""pun"":""Le conférencier sans bâton indicateur a rendu son exposé futile. Ou plutôt : fu-tige-le."",""run"":""claude""},{""id"":20136,""pun"":""Le professeur a égaré son bâtonnet. Du coup son cours était insensé... et ses étudiants, médusés."",""run"":""claude""},{""id"":34225,""pun"":""Le prof a oublié son laser : son cours était inutile... et ses étudiants in-utiles aussi."",""run"":""claude""},{""id"":50624,""pun"":""Un prof sans pointeur, c'est comme un couteau sans tranchant : ça ne coupe pas vraiment court au cours."",""run"":""claude""},{""id"":95263,""pun"":""Le prof sans pointeur a fait un cours sans queue ni tête... ni pointe."",""run"":""claude""},{""id"":47413,""pun"":""Le conférencier sans pointeur ? Il n'avait rien à pointer du doigt, ni dans son cours, ni dans sa carrière."",""run"":""claude""},{""id"":27213,""pun"":""Sans pointeur, le professeur cherchait ses mots. Ça n'avait ni sens ni... sens de la flèche."",""run"":""claude""}]"
