id_en	shuffled_candidates_json
3601	"[{""id"":66070,""pun"":""Albert avait le cerveau le plus brillant du monde. Frank, lui, avait juste le cerveau de quelqu'un d'autre."",""run"":""claude""},{""id"":32837,""pun"":""Albert Einstein : E=mc². Son frère Frank : tête=boulons²."",""run"":""claude""},{""id"":10637,""pun"":""Albert Einstein : génie absolu. Son frère Frank : une erreur de la nature."",""run"":""claude""},{""id"":14931,""pun"":""Einstein est entré dans l'histoire. Son frère Frank, lui, est entré par la fenêtre du château en faisant peur à tout le village."",""run"":""claude""},{""id"":73730,""pun"":""Albert Einstein : prix Nobel. Son frère Frank : prix de la peur au village."",""run"":""claude""},{""id"":28195,""pun"":""Albert a révolutionné la physique. Frank, lui, a juste révolutionné l'odeur dans le laboratoire."",""run"":""claude""},{""id"":37121,""pun"":""Le génie de la famille, c'était Albert. Frank, lui, n'était qu'une horreur… recousue de partout."",""run"":""claude""},{""id"":24342,""pun"":""Tout le monde sait qu'Albert Einstein était un génie... Mais son frère Frank était une horreur."",""run"":""claude""},{""id"":61570,""pun"":""On dit qu'Albert Einstein voyait la lumière différemment. Son frère Frank aussi — surtout celle qui sortait de ses électrodes."",""run"":""claude""},{""id"":85586,""pun"":""Albert Einstein a donné sa tête à la science. Frank, lui, a pris celle d'un autre."",""run"":""claude""},{""id"":31976,""pun"":""Dans la famille Einstein, je demande le génie : Albert ! Et le monstre : Frank !"",""run"":""claude""},{""id"":62433,""pun"":""Einstein était brillant, mais son frère Frank ? Une vraie création ratée."",""run"":""claude""}]"
3602	"[{""id"":63699,""pun"":""Chez nous, chaque nuit est KOA-pitale pour votre bonheur !"",""run"":""claude""},{""id"":88304,""pun"":""Ici, on campe KOA-lité supérieure !"",""run"":""claude""},{""id"":27962,""pun"":""Notre camping ? C'est KOA-rrément le meilleur !"",""run"":""claude""},{""id"":88316,""pun"":""Nos emplacements ? KOA-si trop beaux pour être vrais !"",""run"":""claude""},{""id"":71084,""pun"":""Venez planter votre tente chez KOA — vous en serez KOA-bluffés !"",""run"":""claude""},{""id"":22839,""pun"":""Notre camping est KOA-lossal !"",""run"":""claude""},{""id"":44548,""pun"":""Au camping KOA, on ne plaisante pas : c'est KOA-lissime !"",""run"":""claude""},{""id"":66611,""pun"":""Le camping KOA : un séjour KOA-lculé pour votre plaisir !"",""run"":""claude""},{""id"":76969,""pun"":""Le camping KOA : là où le plein air est KOA-si parfait !"",""run"":""claude""},{""id"":92334,""pun"":""Notre accueil ? Franchement KOA-gnifique !"",""run"":""claude""},{""id"":21522,""pun"":""Bienvenue au camping KOA — préparez-vous à être KOA-patés !"",""run"":""claude""},{""id"":68739,""pun"":""Un séjour KOA-rdial et inoubliable !"",""run"":""claude""}]"
3603	"[{""id"":52830,""pun"":""Il se croit tellement irremplaçable qu'il se présente toujours sous emballage cadeau."",""run"":""claude""},{""id"":79364,""pun"":""Il est tellement enveloppé dans lui-même qu'on pourrait l'offrir comme cadeau."",""run"":""claude""},{""id"":26749,""pun"":""Quand on est trop pris dans ses propres plis, on finit toujours froissé."",""run"":""claude""},{""id"":10388,""pun"":""On est trop habillé quand on est trop dans ses habits… et dans sa tête."",""run"":""claude""},{""id"":51642,""pun"":""Il est tellement enveloppé dans son ego qu'on hésite à le déballer."",""run"":""claude""},{""id"":15247,""pun"":""Il est tellement dans ses manteaux qu'on ne sait plus s'il est habillé ou juste égoïste."",""run"":""claude""},{""id"":28517,""pun"":""Il est trop centré sur lui-même — autant dire qu'il tourne en rond dans son manteau."",""run"":""claude""},{""id"":48771,""pun"":""On est trop habillé quand on est emmitouflé dans son ego."",""run"":""claude""},{""id"":91509,""pun"":""Il est tellement absorbé par lui-même qu'il devrait s'acheter une éponge, pas un costume."",""run"":""claude""},{""id"":72176,""pun"":""Il porte tellement de couches qu'on ne sait plus si c'est du narcissisme ou de la météo."",""run"":""claude""},{""id"":46186,""pun"":""Il est toujours trop bien habillé — surtout de lui-même."",""run"":""claude""},{""id"":57434,""pun"":""Il se prend tellement pour un cadeau qu'il se présente toujours emballé."",""run"":""claude""}]"
3604	"[{""id"":55694,""pun"":""Ici on cuit le code à feu doux pour un rendu bien doré."",""run"":""claude""},{""id"":80939,""pun"":""Notre agence ? Du pain béni pour vos projets web et graphiques."",""run"":""claude""},{""id"":23484,""pun"":""On enfourne vos idées et elles ressortent en pixels dorés."",""run"":""claude""},{""id"":93539,""pun"":""Nos sites web ? Cuits à point, jamais trop crus !"",""run"":""claude""},{""id"":75598,""pun"":""Chaque projet est fait maison — garanti sans levure artificielle."",""run"":""claude""},{""id"":38519,""pun"":""On ne vend pas de la farine : on vend des interfaces qui gonflent vos ventes."",""run"":""claude""},{""id"":96721,""pun"":""On fait lever votre marque — et contrairement à la brioche, elle ne retombe jamais."",""run"":""claude""},{""id"":25811,""pun"":""Nous, on code au four et on livre chaud."",""run"":""claude""},{""id"":43537,""pun"":""Nos designs ? Une pâte à succès que vous n'aurez qu'à dévorer."",""run"":""claude""},{""id"":66347,""pun"":""On pétrit le web avec amour — nos créations sont toujours bien levées !"",""run"":""claude""},{""id"":88399,""pun"":""Web, graphisme, et bonne pâte : on a tout le fournil qu'il vous faut."",""run"":""claude""},{""id"":72461,""pun"":""Du pixel à la mie : vos projets sont entre de bonnes mains de maître-boulanger."",""run"":""claude""}]"
3605	"[{""id"":30441,""pun"":""La laïcité sépare l'église et l'État — dommage qu'on n'ait pas encore trouvé comment séparer l'église et la haine des autres."",""run"":""claude""},{""id"":13249,""pun"":""On croit en la séparation de l'église et de la haine, mais les deux ont toujours autant de fidèles."",""run"":""claude""},{""id"":32320,""pun"":""L'Église et l'État sont séparés depuis longtemps — la haine, elle, fait encore ménage à trois."",""run"":""claude""},{""id"":44188,""pun"":""On a mis la religion hors de l'État, mais la haine, elle, a obtenu la nationalité française."",""run"":""claude""},{""id"":99760,""pun"":""Séparation de l'Église et de la haine : bonne idée, mais qui va garder les enfants de chœur de la rancœur ?"",""run"":""claude""},{""id"":53452,""pun"":""Séparation de l'Église et de l'État : adoptée. Séparation de la chaire et de la haine : en commission depuis 1905."",""run"":""claude""},{""id"":22391,""pun"":""Pour la laïcité on a voté une loi. Pour la haine on attend encore le décret d'application."",""run"":""claude""},{""id"":19251,""pun"":""La laïcité, c'est bien beau, mais on n'a toujours pas laïcisé la haine."",""run"":""claude""},{""id"":17455,""pun"":""En France on sépare l'Église de l'État, mais la haine, elle, elle est œcuménique."",""run"":""claude""},{""id"":43226,""pun"":""La laïcité, c'est séparer l'église de l'État — mais pas l'église de l'étroit d'esprit."",""run"":""claude""},{""id"":47438,""pun"":""On a séparé l'Église de l'État, mais l'église du dimanche et la haine du lundi, personne ne s'en est occupé."",""run"":""claude""},{""id"":21119,""pun"":""La loi de 1905 sépare l'Église de l'État. Malheureusement la haine, elle, ne paie pas de taxes et reste exonérée."",""run"":""claude""}]"
3606	"[{""id"":64043,""pun"":""On a remis le couvert deux fois cette nuit, dit-elle en alignant les détails."",""run"":""claude""},{""id"":24460,""pun"":""On l'a fait deux fois, et elle n'a pas manqué de le carreléer à tout le monde."",""run"":""claude""},{""id"":28011,""pun"":""On l'a fait deux fois hier soir, dit-elle en relayant la nouvelle."",""run"":""claude""},{""id"":25677,""pun"":""On s'y est repris à deux fois, comme elle l'a bien souligné."",""run"":""claude""},{""id"":48860,""pun"":""On a recommencé deux fois, elle a dit en reprenant son souffle — et ses carreaux."",""run"":""claude""},{""id"":41624,""pun"":""On a recommencé deux fois cette nuit, lança-t-elle comme un relais olympique."",""run"":""claude""},{""id"":76102,""pun"":""On a réitéré la chose deux fois, dit-elle en passant le flambeau."",""run"":""claude""},{""id"":63067,""pun"":""On s'est repliés deux fois sur la situation, dit-elle avec satisfaction."",""run"":""claude""},{""id"":77794,""pun"":""On l'a refait la nuit dernière, a-t-elle reposé comme carrelage."",""run"":""claude""},{""id"":50744,""pun"":""On a remis ça deux fois, elle l'a bien placé dans la conversation."",""run"":""claude""},{""id"":36121,""pun"":""On s'y est pris deux fois, comme elle l'a bien relayé — façon carreleur du dimanche."",""run"":""claude""},{""id"":97994,""pun"":""On s'y est mis deux fois cette nuit, a-t-elle stratifié d'un ton calme."",""run"":""claude""}]"
3607	"[{""id"":68154,""pun"":""Les paresseux arrondissent les angles. Nous, on les équerre."",""run"":""claude""},{""id"":96259,""pun"":""Nos concurrents coupent les coins. Nous, on les cloue."",""run"":""claude""},{""id"":42314,""pun"":""On ne fait pas dans la demi-mesure — sauf pour les planches, qu'on mesure deux fois."",""run"":""claude""},{""id"":13288,""pun"":""Les autres font des raccourcis. Nous, on fait des équerre."",""run"":""claude""},{""id"":27130,""pun"":""Chez nous, on ne taille pas dans le vif, on taille dans le bois — et on fait les angles droits."",""run"":""claude""},{""id"":18023,""pun"":""Ici, on ne prend pas de raccourcis. On prend des équerres."",""run"":""claude""},{""id"":82577,""pun"":""On n'efface pas les angles, on les trace — au crayon, à la règle, et avec fierté."",""run"":""claude""},{""id"":41171,""pun"":""On n'arrondit jamais les angles — ici, les angles, on les soude."",""run"":""claude""},{""id"":69832,""pun"":""On ne bâcle rien : chez nous, chaque recoin a été mérité."",""run"":""claude""},{""id"":11511,""pun"":""On n'a pas d'angle mort dans notre travail — on les a tous construits."",""run"":""claude""},{""id"":71606,""pun"":""On ne coupe pas les coins, on les construit — mais surtout, on ne les arrondit pas !"",""run"":""claude""},{""id"":98052,""pun"":""On ne coupe pas les ponts — on pose les poutres."",""run"":""claude""}]"
3608	"[{""id"":51711,""pun"":""Les chiromanciens lisent dans les paumes, moi je lis dans les palmiers. On a tous nos sources."",""run"":""claude""},{""id"":80274,""pun"":""Je ne lis pas les lignes de la main, je fais signe de la main."",""run"":""claude""},{""id"":34955,""pun"":""Je ne fais pas de chiromancie, je fais du jardinage. Les palmiers, ça parle d'avenir aussi."",""run"":""claude""},{""id"":55364,""pun"":""La voyante était nulle : elle lisait les paumes, mais elle ne voyait que du gras."",""run"":""claude""},{""id"":31571,""pun"":""On ne lit pas les mains ici, on leur fait au revoir. C'est plus poli et tout aussi inutile."",""run"":""claude""},{""id"":42504,""pun"":""Je suis chiromancien spécialisé : je ne lis que les paumes gauches. Je suis de gauche."",""run"":""claude""},{""id"":58342,""pun"":""Notre voyante ne lit pas les mains, elle les applaudit. Elle voit un grand avenir à tout le monde."",""run"":""claude""},{""id"":55557,""pun"":""Je ne lis pas dans ta paume, je te donne une claque. C'est du contact, pas de la divination."",""run"":""claude""},{""id"":26304,""pun"":""Mon voyant ne lit pas les lignes de la main — il lit les sous-titres. Il prédit surtout les fins de films."",""run"":""claude""},{""id"":83780,""pun"":""Je ne suis pas devin, mais je lis les palmiers — chaque feuille raconte un avenir tropical."",""run"":""claude""},{""id"":87030,""pun"":""Je ne lis pas les lignes de la main, je lis les lignes de métro — c'est plus fiable."",""run"":""claude""},{""id"":52172,""pun"":""Je ne lis pas les lignes de la main, je les ignore. C'est ma ligne de conduite."",""run"":""claude""}]"
3609	"[{""id"":87782,""pun"":""Notre bonheur est sans embrayage — il ne décroche jamais !"",""run"":""claude""},{""id"":72871,""pun"":""On vous transporte de joie — littéralement !"",""run"":""claude""},{""id"":13832,""pun"":""Chez nous, le bonheur est au bout de la route… et la route est au bout du bonheur !"",""run"":""claude""},{""id"":24290,""pun"":""On conduit les gens au bonheur !"",""run"":""claude""},{""id"":29953,""pun"":""Je trayais mes vaches, mais depuis que j'ai changé de trajet, je suis heureux !"",""run"":""claude""},{""id"":22863,""pun"":""On vous stimule au volant — le reste, c'est du ressort !"",""run"":""claude""},{""id"":29175,""pun"":""On conditionne les gens au bonheur… et on les climatise aussi !"",""run"":""claude""},{""id"":34353,""pun"":""Avec nous, vous êtes toujours dans le bon sens !"",""run"":""claude""},{""id"":91068,""pun"":""On vous mène en bateau… mais avec le sourire !"",""run"":""claude""},{""id"":83344,""pun"":""On pousse les gens à être heureux… à coups de klaxon si nécessaire !"",""run"":""claude""},{""id"":18921,""pun"":""Nous motivons vos trajets… et vos vies !"",""run"":""claude""},{""id"":31379,""pun"":""On vous met sur la bonne voie — et la voie est heureuse !"",""run"":""claude""}]"
3610	"[{""id"":68513,""pun"":""On fait grandir vos marques. Pour la soif, on a aussi ce qu'il faut."",""run"":""claude""},{""id"":39461,""pun"":""Nos marques ne sont jamais à sec."",""run"":""claude""},{""id"":11894,""pun"":""Vos marques avaient soif de renouveau. On a la bouteille."",""run"":""claude""},{""id"":88388,""pun"":""On revitalise vos marques — et on étanche leur soif de modernité."",""run"":""claude""},{""id"":73290,""pun"":""Nos marques ne sont jamais tièdes."",""run"":""claude""},{""id"":93498,""pun"":""Nous faisons grandir les marques et leur redonnons de la fraîcheur."",""run"":""claude""},{""id"":19238,""pun"":""Nous hydratons vos marques. Résultats visibles en 28 jours."",""run"":""claude""},{""id"":41419,""pun"":""Vos marques grandissent, se raffraîchissent — et ne tombent jamais à plat."",""run"":""claude""},{""id"":98620,""pun"":""On booste vos marques jusqu'à ce qu'elles soient livides de succès — ou liquides d'enthousiasme."",""run"":""claude""},{""id"":61250,""pun"":""Nous faisons grandir vos marques. Et si elles ont soif, on s'en occupe aussi."",""run"":""claude""},{""id"":17311,""pun"":""On donne à vos marques une bonne dose de fraîcheur. Sans ordonnance."",""run"":""claude""},{""id"":16589,""pun"":""On fait pousser vos marques comme du bon vin. Sauf qu'on ne vous fait pas attendre."",""run"":""claude""}]"
