id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
en_314	People who make motor oil are very refined.	refined	homographic	refined	refined	homographic	['processed', 'purified', 'filtered', 'treated', 'distilled']	['cultured', 'sophisticated', 'polished', 'elegant', 'civilized']
en_3142	When the florist was running behind in delivering the roses, he had to put the petal to the metal.	petal	homophonic	pedal	petal	homophonic	['petal', 'flower part', 'bloom segment', 'corolla']	['pedal', 'accelerator', 'gas pedal', 'foot lever']
en_3156	A tangled bell ringer tolled himself off.	tolled	homophonic	told	tolled	homophonic	['rang', 'chimed', 'pealed', 'sounded', 'struck']	['told', 'informed', 'said', 'announced', 'declared']
en_3158	I have to check the score on this exam again, he remarked.	remarked	homographic	remarked	score	homographic	['grade', 'mark', 'result', 'tally', 'points']	['music sheet', 'notation', 'composition', 'arrangement', 'sheet music']
en_3165	Let's visit the tombs, he said, cryptically.	cryptically	homographic	cryptically	cryptically	homographic	['mysteriously', 'enigmatically', 'obscurely', 'secretively', 'ambiguously']	['crypt-ically', 'tomb-like', 'sepulchrally', 'vault-related', 'burial-chamber-like']
en_3170	Stereo speakers are made by 'high volume' manufacturers.	volume	homographic	volume	volume	homographic	['loudness', 'sound level', 'amplitude', 'decibels']	['quantity', 'amount', 'output', 'production scale']
en_3176	We went to the owls convention and it was a real hoot.	hoot	homographic	hoot	hoot	homographic	['owl call', 'screech', 'cry', 'bird sound']	['blast', 'laugh', 'fun time', 'good time', 'riot', 'party']
en_3182	Old gravediggers; never die, they just spade away.	spade	homophonic	fade	spade	homophonic	['shovel', 'scoop', 'digger', 'trowel']	['fade', 'diminish', 'vanish', 'disappear', 'fades away']
en_3183	He told me he could eat a 32 ounce steak, but I found that hard to swallow.	swallow	homographic	swallow	swallow	homographic	['ingest', 'consume', 'gulp', 'down', 'eat']	['believe', 'accept', 'credit', 'buy', 'stomach']
en_3184	Old programmers never die, they just move to new addresses.	addresses	homographic	addresses	addresses	homographic	['locations', 'residences', 'homes', 'domiciles', 'whereabouts']	['memory locations', 'pointers', 'registers', 'memory references', 'storage locations']
en_3189	If you want a metal dog leash go to a chain store.	chain	homographic	chain	chain	homographic	['links', 'metal links', 'shackle', 'fetter', 'leash']	['franchise', 'retail group', 'store network', 'multiple', 'branch']
en_3195	My stereo's half-fixed, he said monotonously.	monotonously	homophonic	monotone	monotonously	homophonic	['boringly', 'flatly', 'tediously', 'dully', 'drearily']	['mono-tonously', 'with one tone', 'in mono', 'single-channel', 'half-stereo']
en_32	A person who would make a banking joke is of no account.	account	homographic	account	account	homographic	['worth', 'value', 'importance', 'significance', 'consequence']	['bank account', 'deposit account', 'financial account', 'ledger']
en_3203	A group of singers wore coral necklaces.	coral	homophonic	choral	coral	homophonic	['choral', 'choir', 'singing group', 'vocal ensemble']	['coral reef', 'sea coral', 'pink-orange color', 'marine organism']
en_3209	A dog bit me, he said rabidly.	rabidly	homophonic	rabid	rabidly	homophonic	['frantically', 'fervidly', 'fanatically', 'intensely', 'zealously']	['rapidly', 'quickly', 'swiftly', 'speedily', 'hastily']
en_3223	The landscaper thought gardening magazines were fun to leaf through.	leaf	homographic	leaf	leaf	homographic	['page', 'sheet', 'folio', 'turn']	['frond', 'blade', 'petal', 'greenery']
en_3226	A gardener who moved back to his home town rediscovered his roots.	roots	homographic	roots	roots	homographic	['origins', 'heritage', 'hometown', 'ancestry', 'background', 'lineage']	['plant roots', 'rhizomes', 'tubers', 'underground stems', 'rootstock']
en_3233	Finding all possible logical relations between a finite collection of sets is not a matter of If but Venn.	venn	homophonic	when	Venn	homophonic	['when', 'at what time', 'at which point', 'at the time that']	['Venn diagram', 'set diagram', 'logical diagram', 'Euler diagram']
en_3245	She was only a Telephone operator's daughter, but she sure had good connections.	connections	homographic	connections	connections	homographic	['contacts', 'networks', 'relationships', 'acquaintances', 'links']	['wirings', 'circuits', 'hookups', 'telephone links', 'cable connections']
en_3249	Mr. Coffee returns from Soviet Russia: "I have seen the future and it perks"	perks	homophonic	works	perks	homographic	['benefits', 'advantages', 'bonuses', 'privileges', 'extras']	['brews', 'percolates', 'bubbles', 'steeps', 'filters']
en_3251	There was a lot of equestrian paraphernalia at the bridle shower.	bridle	homophonic	bridal	bridle	homophonic	['horse headgear', 'horse harness', 'equestrian tack', 'horse reins']	['bridal', 'wedding', 'nuptial', 'matrimonial']
