id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
en_1007	Save the whales, he spouted.	spouted	homographic	spouted	spouted	homographic	['said', 'declared', 'proclaimed', 'uttered', 'announced']	['sprayed', 'squirted', 'gushed', 'ejected', 'blew water']
en_1015	If a town's people have low IQs is the population dense?	dense	homographic	dense	dense	homographic	['thick', 'crowded', 'packed', 'concentrated', 'populated']	['stupid', 'dumb', 'slow', 'dim', 'unintelligent', 'obtuse']
en_102	A skier retired because he was going downhill.	downhill	homographic	downhill	downhill	homographic	['declining', 'deteriorating', 'worsening', 'failing', 'slipping']	['descending', 'slopes', 'ski run', 'mountain descent', 'downward slope']
en_103	My wife uses a kitchen implement to shred garlic and parmesan cheese, which I hate. It really is the grater of two evils.	grater	homophonic	greater	grater	homophonic	['grater', 'cheese grater', 'shredder', 'zester', 'kitchen tool', 'rasper']	['greater', 'larger', 'bigger', 'superior', 'more significant', 'worse']
en_1031	Staying at the trendy, new hotel was the inn thing to do.	inn	homophonic	in	inn	homophonic	['hotel', 'lodging', 'tavern', 'hostel', 'guesthouse']	['in', 'trendy', 'fashionable', 'popular', 'current', 'stylish']
en_1033	While baking, I dropped a stick of margarine on the wooden tile floor, and when my neighbor slipped and fell, I said "It must have been the parkay."	parkay	homophonic	parquet	parkay	homophonic	['Parkay', 'margarine', 'butter substitute', 'spread']	['parquet', 'wooden floor', 'hardwood flooring', 'tile floor']
en_1047	Pablo and Jose waited for a signal from Pilar to join her in the Church Tower, but neither responded to the chiming because they didn't know for whom the belle was tolling.	belle	homophonic	bell	belle/bell	homophonic	['bell', 'chime', 'gong', 'knell', 'toll', 'carillon']	['belle', 'beauty', 'goddess', 'stunner', 'attraction', 'Pilar']
en_1051	Someone once accused me of stealing an old, rare, valuable stamp, and I philately denied it.	philately	homophonic	flatly	philately	homophonic	['stamp collecting', 'philatelic hobby', 'postage stamp collecting']	['flatly', 'categorically', 'absolutely', 'unequivocally', 'deny', 'plain denial']
en_1059	The whistling fisherman was always out of tuna.	tuna	homophonic	tune	tuna	homophonic	['fish', 'albacore', 'yellowfin', 'seafood']	['tune', 'melody', 'song', 'music', 'note']
en_1072	If you wear a blindfold at the shooting range, you won't know what you're missing.	missing	homographic	missing	missing	homographic	['absent', 'gone', 'lost', 'nowhere to be found']	['failing to hit', 'shooting wide', 'not striking the target', 'bypassing']
en_108	Old bakers never die, they just stop making lots of dough.	dough	homographic	dough	dough	homographic	['money', 'cash', 'bread', 'funds', 'currency', 'income']	['batter', 'mixture', 'paste', 'bread mixture', 'unbaked bread']
en_1084	The fireplaces of oriental doctors have an Asian flue.	flue	homophonic	flu	flue	homophonic	['chimney', 'smokestack', 'vent', 'exhaust pipe', 'flue pipe']	['flu', 'influenza', 'illness', 'sickness', 'virus']
en_1085	After he bought a mirror he became very reflective.	reflective	homographic	reflective	reflective	homographic	['mirror-like', 'shiny', 'gleaming', 'lustrous']	['thoughtful', 'contemplative', 'pensive', 'introspective', 'meditative']
en_110	This food tastes of plutonium, he said glowingly.	glowingly	homographic	glowingly	glowingly	homographic	['enthusiastically', 'admiringly', 'warmly', 'approvingly', 'rapturously']	['radiantly', 'luminously', 'phosphorescently', 'radioactively', 'illuminatedly']
en_1106	Old typists never die, they just lose their touch.	touch	homographic	touch	touch	homographic	['feel', 'tactile sense', 'physical contact', 'finger sensitivity', 'dexterity']	['skill', 'ability', 'knack', 'flair', 'technique', 'proficiency']
en_1107	This salad dressing has too much vinegar, he said acidly.	acidly	homophonic	acid	acidly	homographic	['sourly', 'tartly', 'sharply', 'bitterly', 'caustically']	['with acidity', 'vinegary', 'with high pH', 'corrosively', 'chemically sour']
en_111	The local baker was paying his staff based on a flourly rate.	flourly	homophonic	hourly	flourly	homophonic	['flour-based', 'floury', 'powdery', 'dusty', 'starchy']	['hourly', 'per hour', 'by the hour', 'time-based', 'periodic']
en_1120	Old politicians never die, they just harangue in there.	harangue	homophonic	hang	harangue	homophonic	['lecture', 'rant', 'tirade', 'speech', 'sermon', 'declaim']	['hang', 'persist', 'remain', 'stay', 'linger', 'hang in there']
en_1121	Some people find fire drills quite Alarming.	alarming	homophonic	alarm	Alarming	homographic	['frightening', 'disturbing', 'unsettling', 'distressing', 'worrying', 'concerning']	['sounding an alarm', 'alerting', 'warning', 'signaling', 'notifying']
en_114	Old florists never die, they just make alternative arrangements.	arrangements	homographic	arrangements	arrangements	homographic	['compositions', 'bouquets', 'displays', 'floral designs', 'posies']	['plans', 'preparations', 'organization', 'scheduling', 'provisions']
en_1144	Get the stick, Rover! he called fetchingly.	fetchingly	homophonic	fetch	fetchingly	homographic	['attractively', 'charmingly', 'appealingly', 'captivatingly']	['in a fetching manner', 'while commanding to fetch', 'retrievingly', 'commandingly']
en_1146	The fire chief was always asked burning questions.	burning	homographic	burning	burning	homographic	['blazing', 'flaming', 'scorching', 'fiery', 'ignited']	['urgent', 'pressing', 'critical', 'intense', 'passionate', 'heated']
en_1157	They hid from the gunman in a sauna where they could sweat it out.	sweat	homographic	sweat	sweat it out	homographic	['persevere', 'endure', 'wait anxiously', 'tough it out', 'stick it out']	['perspire', 'swelter', 'steam', 'overheat', 'drip with sweat']
en_116	The astronomer made a claim about a well-known star, but it wasn't sirius.	sirius	homophonic	serious	sirius	homophonic	['Sirius', 'Dog Star', 'Alpha Canis Majoris', 'brightest star']	['serious', 'sincere', 'genuine', 'earnest', 'solemn']
en_1160	Pink satin was perfect for her gown, yet the debutante appeared even more charming with beaux on either side.	beaux	homophonic	bow	beaux	homophonic	['admirers', 'suitors', 'escorts', 'gentlemen', 'boyfriends']	['bows', 'ribbons', 'loops', 'ties', 'decorative knots']
en_1169	Old professors never die, they just lose their class.	class	homographic	class	class	homographic	['students', 'pupils', 'cohort', 'group', 'section']	['elegance', 'sophistication', 'style', 'refinement', 'grace']
en_1171	Pasteur was boiling about not being invited.	boiling	homographic	boiling	boiling	homophonic	['furious', 'enraged', 'livid', 'seething', 'angry']	['pasteurizing', 'sterilizing', 'heating', 'simmering', 'cooking']
