id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning
en_262	The mad scientist in the old castle had a strange secret – but he kept it under his bat.	bat	homophonic	hat	bat	homographic	['hat', 'cap', 'headwear', 'lid']	['flying mammal', 'nocturnal creature', 'winged animal', 'chiroptera']
en_2622	Old train engineers never die, they just get derailed.	derailed	homographic	derailed	derailed	homographic	['gone off the tracks', 'crashed', 'overturned', 'jumped the rails']	['lost focus', 'gone off course', 'disrupted', 'thrown off track', 'sidetracked']
en_2626	After getting pranked by his friends and getting hit with a basket, Aron knew they had a wickerd sense of humour.	wickerd	homophonic	wicked	wickerd	homophonic	['evil', 'cruel', 'malicious', 'naughty', 'mischievous']	['wicker', 'basket-weave', 'made of wicker', 'braided']
en_2630	Early nuclear experimenters discovered an element of surprise.	element	homographic	element	element	homographic	['component', 'constituent', 'ingredient', 'factor', 'part']	['chemical substance', 'atomic species', 'matter', 'isotope', 'nuclide']
en_2632	When some coins fell into the batter it turned out to be a rich cake.	rich	homographic	rich	rich	homographic	['wealthy', 'affluent', 'prosperous', 'well-off', 'moneyed']	['indulgent', 'creamy', 'full-flavored', 'decadent', 'sumptuous']
en_2651	The math teacher was a good dancer-he had algorithm.	algorithm	homophonic	a good rythm	algorithm	homophonic	['procedure', 'process', 'formula', 'method', 'computation', 'program']	['rhythm', 'beat', 'groove', 'moves', 'steps', 'al-rhythm']
en_2662	There was a sign on the lawn at a drug re-hab center that said 'Keep off the Grass'.	grass	homographic	grass	Grass	homographic	['lawn', 'turf', 'sod', 'greenery', 'pasture']	['marijuana', 'weed', 'cannabis', 'pot', 'herb']
en_2664	Old bread men never die, they just lose their dough.	dough	homographic	dough	dough	homographic	['bread mixture', 'batter', 'paste', 'uncooked bread']	['money', 'cash', 'funds', 'currency', 'bread']
en_2665	Old pyromaniacs never die, they just lose their spark	spark	homographic	spark	spark	homographic	['flame', 'ember', 'ignition', 'fire', 'flash', 'glimmer']	['enthusiasm', 'energy', 'vitality', 'zeal', 'drive', 'passion', 'motivation']
en_2666	Two mining companies merged and became alloys.	alloys	homophonic	allies	alloys	homophonic	['allies', 'partners', 'confederates', 'collaborators', 'associates']	['alloys', 'metals', 'amalgams', 'composites', 'mixtures']
en_2667	My friend came around for dinner. We ate for 20 minutes, then he fainted again.	came	homographic	came	again	homophonic	['once more', 'anew', 'another time', 'repeatedly']	['a gain', 'an increase', 'a profit', 'a benefit']
en_2676	People who make necklaces may get beady eyes.	beady	homophonic	bead	beady	homographic	['small', 'tiny', 'bead-like', 'round', 'glassy']	['bead-covered', 'adorned with beads', 'full of beads', 'bead-making']
en_2686	Victims of bad construction in the orient are 'bamboozled'.	bamboozled	homophonic	bamboo	bamboozled	homographic	['deceived', 'tricked', 'cheated', 'swindled', 'misled', 'duped']	['bamboo-construction', 'built with bamboo', 'bamboo-structed', 'made from bamboo stalks']
en_2705	Whenever the nurses have a bad day they just keep needling people.	needling	homographic	needling	needling	homographic	['injecting', 'administering shots', 'using syringes', 'poking with needles']	['annoying', 'pestering', 'taunting', 'provoking', 'irritating', 'teasing']
en_2712	His wife loved pottery making but for him it was just kiln time.	kiln	homophonic	killing	kiln	homophonic	['furnace', 'oven', 'firing chamber', 'pottery oven']	['killing', 'wasting', 'squandering', 'filling']
en_2714	Pray up in advance.	pray	homophonic	pay	Pray	homophonic	['worship', 'supplicate', 'beseech', 'petition God', 'invoke']	['prepay', 'pay in advance', 'pay ahead', 'pay beforehand']
en_2718	Old programmers never die, they just can't C as well.	c	homophonic	see	C	homophonic	['C programming language', 'coding language', 'computer language', 'software language']	['see', 'perceive', 'observe', 'view', 'make out', 'distinguish']
en_2719	Let's go to the gym and weight a while.	weight	homophonic	wait	weight	homophonic	['wait', 'pause', 'hold on', 'stay', 'linger', 'remain']	['weight', 'mass', 'load', 'heaviness', 'poundage', 'resistance']
