id_en	shuffled_candidates_json
1001	"[{""id"":31222,""pun"":""Un prof de yoga qui ment, c'est quelqu'un qui manque de sincéri-thé."",""run"":""gemini""},{""id"":58124,""pun"":""Pourquoi les profs de yoga ne s'énervent jamais ? Parce qu'ils ont une patience élastique."",""run"":""gemini""},{""id"":41492,""pun"":""Les profs de yoga ont un emploi du temps très souple."",""run"":""gemini""},{""id"":60332,""pun"":""Le prof de yoga a été viré car il faisait trop de vagues en position du dauphin."",""run"":""gemini""},{""id"":63008,""pun"":""Au yoga, si tu n'es pas à l'heure, c'est que tu as un problème d'alignement."",""run"":""gemini""},{""id"":99619,""pun"":""Le cours de yoga a été annulé : le prof était trop tendu."",""run"":""gemini""},{""id"":51534,""pun"":""L'élève en yoga n'a pas pu venir car il avait un empêchement de taille : il n'était pas assez grand pour toucher ses pieds."",""run"":""gemini""},{""id"":62615,""pun"":""Pourquoi le yoga est-il bon pour les affaires ? Parce qu'on y apprend à gérer ses actifs et ses étirements."",""run"":""gemini""},{""id"":33238,""pun"":""Un prof de yoga qui réussit, c'est quelqu'un qui a le bras long... et la jambe aussi."",""run"":""gemini""},{""id"":15263,""pun"":""Le prof de yoga est resté bloqué dans sa position, il est dans de beaux draps... de relaxation."",""run"":""gemini""},{""id"":25196,""pun"":""Les yogis adorent le chocolat car ça les aide à garder la ligne."",""run"":""gemini""},{""id"":31599,""pun"":""Un prof de yoga est toujours prêt à faire des concessions, il est très zen-timentale."",""run"":""gemini""}]"
1002	"[{""id"":33005,""pun"":""Le collectionneur de vinyles est mort sans héritier : il n'a laissé aucune trace."",""run"":""gemini""},{""id"":52296,""pun"":""On m'a volé ma liste de 33 tours : c'est un disque dur à avaler."",""run"":""gemini""},{""id"":33344,""pun"":""Le bibliothécaire est devenu DJ car il aimait déjà beaucoup les archives."",""run"":""gemini""},{""id"":90819,""pun"":""Quand je perds un de mes albums, je m'inquiète pour mes données personnelles."",""run"":""gemini""},{""id"":22549,""pun"":""Je prends des notes sur chaque album pour ne pas perdre la face."",""run"":""gemini""},{""id"":10784,""pun"":""Ma collection de disques est si lourde que mon étagère fait un burn-out : elle est au bout du rouleau."",""run"":""gemini""},{""id"":90771,""pun"":""Écrire le nom de chaque disque sur un registre, c'est vraiment le comble du tourne-disque."",""run"":""gemini""},{""id"":90609,""pun"":""J'ai tellement de 45 tours que je ne sais plus quoi en faire. Je commence vraiment à avoir des problèmes de disques."",""run"":""gemini""},{""id"":70474,""pun"":""J'ai voulu classer mes disques de jazz, mais j'ai fini par perdre la mesure."",""run"":""gemini""},{""id"":60637,""pun"":""Je note tout sur mes vinyles pour être sûr que tout soit bien consigné."",""run"":""gemini""},{""id"":84930,""pun"":""Un DJ qui range sa collection de vinyles cherche toujours à faire bonne impression, c'est une question de sillons."",""run"":""gemini""},{""id"":76551,""pun"":""Mon oncle a classé tous ses vieux disques. Il dit que c'est une quête vaine, mais pour lui c'est dans la veine."",""run"":""gemini""}]"
1003	"[{""id"":93627,""pun"":""Le traitement de Moïse contre l'idolâtrie ? Un cure-dent contre le Veau d'or."",""run"":""gemini""},{""id"":37426,""pun"":""C'est l'histoire d'un mec qui prend des médicaments par voie orale, mais comme c'est la Bible, il prend des psaumes."",""run"":""gemini""},{""id"":15942,""pun"":""Moïse a été le premier à utiliser une tablette pour synchroniser ses données avec le Cloud."",""run"":""gemini""},{""id"":98231,""pun"":""Quel est le comble pour un pharmacien ? C'est de devoir graver ses ordonnances dans la pierre parce qu'elles sont imbuvables."",""run"":""gemini""},{""id"":25495,""pun"":""On dit que les commandements étaient gravés, mais c'était surtout pour que le message passe la rampe."",""run"":""gemini""},{""id"":75144,""pun"":""Moïse a inventé le premier écran tactile : il a suffi d'un doigt de Dieu pour que la tablette s'allume."",""run"":""gemini""},{""id"":55255,""pun"":""L'exode c'est l'histoire d'un peuple qui cherche un remède à la mer Rouge."",""run"":""gemini""},{""id"":41186,""pun"":""En cas de crise de foi, prenez deux plaquettes de Moïse."",""run"":""gemini""},{""id"":43193,""pun"":""Moïse était un précurseur : il avait déjà ses fichiers sur des supports solides."",""run"":""gemini""},{""id"":11808,""pun"":""Pourquoi Moïse ne prenait-il jamais d'aspirine ? Parce qu'il préférait les dix commandements en plaques."",""run"":""gemini""},{""id"":36628,""pun"":""Pour les maux de tête bibliques, rien ne vaut une injection de rappel des dix commandements."",""run"":""gemini""},{""id"":37691,""pun"":""Moïse est descendu du mont Sinaï avec deux comprimés de pierre pour soigner les péchés d'Israël."",""run"":""gemini""}]"
1004	"[{""id"":56225,""pun"":""Vendre des cartes de vœux, c'est un métier qui a bon dos, surtout quand on l'enveloppe."",""run"":""gemini""},{""id"":34425,""pun"":""Un fabricant de cartes qui fait faillite, c'est un homme de lettre qui perd son cachet."",""run"":""gemini""},{""id"":72564,""pun"":""Les facteurs n'aiment pas les cartes de vœux, ça les fait toujours courir au timbrage."",""run"":""gemini""},{""id"":25942,""pun"":""Le devin qui travaille chez Hallmark lit l'avenir dans les cartes, mais surtout de crédit."",""run"":""gemini""},{""id"":37653,""pun"":""Les entreprises de vœux n'ont pas de problèmes de communication, elles s'adressent à tout le monde."",""run"":""gemini""},{""id"":97026,""pun"":""Le PDG de la papeterie a reçu un massage de vœux : il était complètement timbré."",""run"":""gemini""},{""id"":52269,""pun"":""Si la papeterie brûle, le patron pourra toujours se recycler dans les faire-part de décès."",""run"":""gemini""},{""id"":66981,""pun"":""Le destin d'un fabricant de cartes de vœux est toujours scellé."",""run"":""gemini""},{""id"":44739,""pun"":""Les fabricants de cartes de vœux n'ont pas peur de l'avenir : ils savent tirer leur épingle du jeu."",""run"":""gemini""},{""id"":23241,""pun"":""Une carte de vœux qui tombe à l'eau, c'est un message qui prend l'humidité avant de prendre le pli."",""run"":""gemini""},{""id"":51794,""pun"":""Pourquoi les papetiers sont-ils sereins ? Parce qu'ils ont toujours une carte en main."",""run"":""gemini""},{""id"":46019,""pun"":""Pour une entreprise de carterie, l'avenir n'est pas flou, il est juste posté."",""run"":""gemini""}]"
1005	"[{""id"":22722,""pun"":""Un insomniaque au bord du lit a toujours une longueur d'avance sur sa chute libre."",""run"":""gemini""},{""id"":86602,""pun"":""Si tu as peur de tomber dans le coma, évite d'abord de tomber dans les pommes de terre."",""run"":""gemini""},{""id"":68076,""pun"":""Je n'arrive pas à décrocher du travail, c'est pour ça que mon réveil me suspend le sommeil."",""run"":""gemini""},{""id"":37942,""pun"":""Il n'y a que les plongeurs qui font de vraies chutes de tension en allant se coucher."",""run"":""gemini""},{""id"":28842,""pun"":""Le lit est le seul endroit où l'on peut faire une descente de lit sans appeler la police."",""run"":""gemini""},{""id"":69094,""pun"":""L'insomnie est une maladie de bord : on finit toujours par s'endormir sur la tranche du lit."",""run"":""gemini""},{""id"":78525,""pun"":""J'ai essayé de compter les moutons, mais le berger m'a réveillé pour me demander son chemin."",""run"":""gemini""},{""id"":88987,""pun"":""Si tu tombes de fatigue au milieu de la route, fais attention à ne pas faire de dodo-d'âne."",""run"":""gemini""},{""id"":36091,""pun"":""Le marchand de sable a fait faillite, il n'avait plus assez de grains de conscience."",""run"":""gemini""},{""id"":12540,""pun"":""Pour dormir sur ses deux oreilles, il faut d'abord en avoir une de chaque côté du lit."",""run"":""gemini""},{""id"":85427,""pun"":""Ceux qui dorment au bord du gouffre ne tombent pas de haut, ils tombent de sommeil."",""run"":""gemini""},{""id"":95186,""pun"":""Les insomniaques ne font jamais de rêves de grandeur : ils se contentent de graver des échelons pour ne pas tomber de sommeil."",""run"":""gemini""}]"
1006	"[{""id"":44632,""pun"":""Un mouton qui fait de la magie s'appelle un Abracadabri."",""run"":""gemini""},{""id"":20060,""pun"":""Le mouton n'est pas méchant, il est juste un peu bêle."",""run"":""gemini""},{""id"":15808,""pun"":""Le boucher est tombé dans les pommes de terre, c'est un vrai sauté d'agneau."",""run"":""gemini""},{""id"":77875,""pun"":""Les moutons préfèrent le rock, surtout pour la basse-cour."",""run"":""gemini""},{""id"":36452,""pun"":""Qu'est-ce qu'un mouton qui fait du karaté ? Un agneau-nime."",""run"":""gemini""},{""id"":87422,""pun"":""Pourquoi les moutons sont-ils nuls aux échecs ? Parce qu'ils perdent toujours leurs pions."",""run"":""gemini""},{""id"":44650,""pun"":""Pour certains, manger du mouton, c'est tout ou agneau."",""run"":""gemini""},{""id"":70156,""pun"":""Quand la brebis est contente, elle rit aux éclats, c'est une vraie côtelette."",""run"":""gemini""},{""id"":15876,""pun"":""Quel est le plat préféré des moutons ? Les spaghettis à la bologne-aise."",""run"":""gemini""},{""id"":14732,""pun"":""À la boucherie, quand il n'y a plus d'agneau, il ne reste vraiment mouton rien."",""run"":""gemini""},{""id"":53790,""pun"":""On a demandé son avis au mouton, mais il n'a rien dit, il a fait de la langue de bois."",""run"":""gemini""},{""id"":22046,""pun"":""Les éleveurs de brebis ne s'ennuient jamais, ils ont toujours du pain sur la bêle."",""run"":""gemini""}]"
1007	"[{""id"":17029,""pun"":""Ceux qui refusent de changer d'époque vivent dans le passé composé."",""run"":""gemini""},{""id"":56889,""pun"":""Le mec qui a inventé le calendrier n'avait vraiment pas de futur."",""run"":""gemini""},{""id"":59839,""pun"":""Ceux qui détestent les montres ont vraiment un mauvais quart d'heure à passer."",""run"":""gemini""},{""id"":66369,""pun"":""Pourquoi les éternels retardataires ne vieillissent-ils jamais ? Parce qu'ils n'arrivent jamais à l'heure H."",""run"":""gemini""},{""id"":95964,""pun"":""Un horloger qui prend sa retraite, c'est quelqu'un qui a enfin du temps devant lui."",""run"":""gemini""},{""id"":54215,""pun"":""Partir à point, c’est bien, mais arriver à l’heure, c’est une autre paire de manches de chemise."",""run"":""gemini""},{""id"":12623,""pun"":""Il ne faut pas demander l'heure à un boulanger, il est toujours au four et au moulin."",""run"":""gemini""},{""id"":73070,""pun"":""Les historiens de la mode sont toujours dans l'air du temps, mais surtout dans l'ère du vêtement."",""run"":""gemini""},{""id"":79009,""pun"":""Les gens qui vivent dans le futur ont souvent des problèmes de présent."",""run"":""gemini""},{""id"":54990,""pun"":""Les gens qui vivent au rythme des saisons sont des gens de bon tempérament."",""run"":""gemini""},{""id"":37736,""pun"":""C'est dur d'être à l'heure quand on travaille dans une usine de montres, on n'a jamais vu le temps passer."",""run"":""gemini""},{""id"":57489,""pun"":""Celui qui a inventé la montre à quartz est resté planté là, il n'a pas vu la pierre venir."",""run"":""gemini""}]"
1008	"[{""id"":97686,""pun"":""J'ai utilisé de l'eau gazeuse pour laver le sol : c'est un nettoyage de bulles de savon."",""run"":""gemini""},{""id"":88025,""pun"":""Un vitrier qui joue du piano a toujours des doigts de fée du logis."",""run"":""gemini""},{""id"":21062,""pun"":""Le plombier a débouché la bouteille : c'était une eau de source de revenus."",""run"":""gemini""},{""id"":78954,""pun"":""Un électricien au regard brillant ? C'est quelqu'un de courant."",""run"":""gemini""},{""id"":77597,""pun"":""Pour un ménage de printemps éclatant, je suis très friand de produits brillants."",""run"":""gemini""},{""id"":72727,""pun"":""Lavez vos verres à la bière : pour une clarté sans pression."",""run"":""gemini""},{""id"":96134,""pun"":""Il a mis du champagne dans son seau : c'est un décapage de luxe."",""run"":""gemini""},{""id"":89802,""pun"":""Le concierge est un vrai soleil : il rend tout radiant sans effort."",""run"":""gemini""},{""id"":71829,""pun"":""Nettoyer son miroir avec du cidre, c'est une idée brut."",""run"":""gemini""},{""id"":93949,""pun"":""Il a lavé son carrelage avec du kir royal pour que ça mousse."",""run"":""gemini""},{""id"":80350,""pun"":""L'astronome qui lave ses verres voit enfin des étoiles filantes."",""run"":""gemini""},{""id"":42788,""pun"":""Un nettoyeur de vitres qui boit du champagne a toujours des résultats pétillants."",""run"":""gemini""}]"
1009	"[{""id"":97222,""pun"":""J'ai voulu faire un gâteau au Pays Basque, mais j'ai complètement raté la Basque-ule."",""run"":""gemini""},{""id"":59479,""pun"":""Tu connais le sport préféré des touristes à Bilbao ? Le Basque-et."",""run"":""gemini""},{""id"":52254,""pun"":""Quand il fait trop chaud à San Sebastian, je deviens un vrai râleur de la chaleur."",""run"":""gemini""},{""id"":73156,""pun"":""Le mec qui s'est endormi sur la plage de Biarritz a fini complètement Basque-ulcul."",""run"":""gemini""},{""id"":50929,""pun"":""Cet été j'ai décidé de ne pas bronzer, je préfère rester au frais et faire du Basque-et."",""run"":""gemini""},{""id"":97809,""pun"":""Pourquoi les Espagnols ne sont-ils jamais bronzés ? Car ils restent toujours dans la Basque-cour."",""run"":""gemini""},{""id"":14032,""pun"":""Il fait si chaud au Pays Basque que même les poules restent dans la Basque-cour."",""run"":""gemini""},{""id"":98927,""pun"":""Pour les vacances, j'ai pris une option espagnole : je vais me prélasser en mode Basque-ule."",""run"":""gemini""},{""id"":98265,""pun"":""À force de bronzer à Biarritz, j'ai fini par avoir les Basque-ines qui chauffent."",""run"":""gemini""},{""id"":76916,""pun"":""Ma méthode pour ne pas bronzer en Espagne ? Je reste dans la Basque-ment."",""run"":""gemini""},{""id"":32555,""pun"":""Quand je vais en Espagne, je ne porte jamais de baskets, je préfère marcher en Basque-et."",""run"":""gemini""},{""id"":98862,""pun"":""En vacances au pays basque, j'évite le soleil pour ne pas devenir un vrai râleur à cause de la chaleur."",""run"":""gemini""}]"
1010	"[{""id"":23360,""pun"":""Le prénom le plus chat-moureux du monde."",""run"":""gemini""},{""id"":44374,""pun"":""Pour un chat qui a du chat-risme."",""run"":""gemini""},{""id"":31617,""pun"":""Un nom tout à fait chat-marrant."",""run"":""gemini""},{""id"":76348,""pun"":""C'est chat-génial comme idée."",""run"":""gemini""},{""id"":48672,""pun"":""Un résultat cat-astrophique ? Non, cat-astronomique !"",""run"":""gemini""},{""id"":82422,""pun"":""Trouvez un nom félin-telligentsia."",""run"":""gemini""},{""id"":21309,""pun"":""Un nom qui a du miaou-trant."",""run"":""gemini""},{""id"":88352,""pun"":""C'est chat-voureusement bien choisi."",""run"":""gemini""},{""id"":24440,""pun"":""C'est un choix de nom chat-crément bon."",""run"":""gemini""},{""id"":77727,""pun"":""Ne donnez pas de nom chat-loupé."",""run"":""gemini""},{""id"":93502,""pun"":""Votre chat sera chat-mblé par ce choix."",""run"":""gemini""},{""id"":28184,""pun"":""Un nom qui va faire du chat-hut."",""run"":""gemini""}]"
