id_en	shuffled_candidates_json
1801	"[{""id"":61584,""pun"":""Pourquoi les bateaux en bois ne stressent jamais ? Parce qu'ils ont toujours l'essence de l'élance."",""run"":""gemini""},{""id"":76289,""pun"":""Pour avancer plus vite, les galions utilisaient-ils du super ? Non, du super-flu."",""run"":""gemini""},{""id"":36145,""pun"":""À l'époque, les navires n'avaient pas de moteur, mais ils avaient de l'essence de bois."",""run"":""gemini""},{""id"":35744,""pun"":""Les amiraux détestent les mathématiques, sauf quand il s'agit de calculer le volume d'un galion."",""run"":""gemini""},{""id"":34281,""pun"":""Quand un galion se vide, est-ce qu'on peut dire qu'il perd son galbe ?"",""run"":""gemini""},{""id"":96306,""pun"":""Comment appelle-t-on un petit navire qui n'a plus de carburant ? Un galopin."",""run"":""gemini""},{""id"":92785,""pun"":""Le capitaine du galion était fier de sa consommation : zéro litre au cent, c'est l'essence même de la voile."",""run"":""gemini""},{""id"":66363,""pun"":""Un navire qui consomme trop, c'est un galion qui coule de source."",""run"":""gemini""},{""id"":58116,""pun"":""Les anciens navires ne tombaient jamais en panne : ils avaient le vent en poule, surtout les gallinacés."",""run"":""gemini""},{""id"":74671,""pun"":""Quel est le carburant préféré des fantômes de pirates ? L'essence-ciel."",""run"":""gemini""},{""id"":70891,""pun"":""Quel est le comble pour un vieux galion ? C'est de perdre son essence à chaque séance de navigation."",""run"":""gemini""},{""id"":21931,""pun"":""Les marins du XVIIe siècle étaient très économes : ils faisaient un maximum de milles au galion."",""run"":""gemini""}]"
1802	"[{""id"":62592,""pun"":""Le harcèlement au bureau, c'est un sujet qui déplace les foules, mais surtout les mains."",""run"":""gemini""},{""id"":45398,""pun"":""Le prévenu pour agression sexuelle a trouvé que les juges manquaient de tact."",""run"":""gemini""},{""id"":34342,""pun"":""Entre un harceleur et sa victime, le courant passe, mais c'est du 220 volts pour l'avocat."",""run"":""gemini""},{""id"":82178,""pun"":""L'accusé de harcèlement était si tactile qu'il a fini par être en contact avec la justice."",""run"":""gemini""},{""id"":95029,""pun"":""Un frotteur qui se fait arrêter, c'est quelqu'un qui a fini par toucher au but."",""run"":""gemini""},{""id"":24508,""pun"":""Pour un masseur trop insistant, la situation devient vite glissante."",""run"":""gemini""},{""id"":77139,""pun"":""Un exhibitionniste est une personne qui ne manque pas d'air, mais qui en donne aux autres."",""run"":""gemini""},{""id"":34547,""pun"":""C'est l'histoire d'un harceleur qui voulait marquer les esprits, mais il a surtout marqué les peaux."",""run"":""gemini""},{""id"":31147,""pun"":""Dans les affaires d'attouchements, le dossier devient vite très touchant."",""run"":""gemini""},{""id"":21508,""pun"":""Un frotteur dans le métro, c'est quelqu'un qui cherche sa voie de manière très collante."",""run"":""gemini""},{""id"":78505,""pun"":""Le pervers pépère n'est jamais resté de glace, il préférait le corps à corps."",""run"":""gemini""},{""id"":56146,""pun"":""Quand la main baladeuse est démasquée, le coupable finit par être mis à l'index."",""run"":""gemini""}]"
1803	"[{""id"":48811,""pun"":""On m'a coupé le courant car je ne payais plus mes factures. C'est dommage, car j'avais pourtant plein d'idées lumineuses."",""run"":""gemini""},{""id"":91056,""pun"":""Ma situation financière était si obscure que même ma lampe de bureau refusait de m'éclairer sur mon avenir."",""run"":""gemini""},{""id"":73145,""pun"":""À la fac, j'étais tellement fauché que je ne pouvais plus payer l'électricité. Ce fut la période la plus sombre de ma vie."",""run"":""gemini""},{""id"":72153,""pun"":""L'électricien a été viré car il n'était jamais au courant des travaux à faire."",""run"":""gemini""},{""id"":99587,""pun"":""Vivre sans lumière est très dur, mais j'ai fini par voir le bout du tunnel... enfin, je crois, il faisait trop noir."",""run"":""gemini""},{""id"":93526,""pun"":""Je n'avais plus d'argent pour l'ampoule, j'ai dû vivre dans le noir. C'était un vrai coup de blues, ou plutôt un coup de noir."",""run"":""gemini""},{""id"":98327,""pun"":""Pourquoi les électriciens ne sont-ils jamais déprimés ? Parce qu'ils ont toujours une humeur voltigeante."",""run"":""gemini""},{""id"":54339,""pun"":""Quand on m'a coupé la lumière, j'ai broyé du noir au sens propre comme au figuré."",""run"":""gemini""},{""id"":13801,""pun"":""J'étais tellement pauvre que pour faire des économies d'énergie, je ne mangeais que des ampoules : ça me permettait de rester léger."",""run"":""gemini""},{""id"":24573,""pun"":""Sans électricité, mon appartement était devenu un monastère. J'avais la couenne sur les os et je vivais comme un moine."",""run"":""gemini""},{""id"":25432,""pun"":""Un électricien qui perd son travail, c'est quelqu'un qui est mis à la masse."",""run"":""gemini""},{""id"":57765,""pun"":""Ma banque m'a dit que mon compte était dans le rouge, alors j'ai éteint la lumière pour qu'il soit dans le noir."",""run"":""gemini""}]"
1804	"[{""id"":83642,""pun"":""J'ai demandé à un mathématicien de m'aider pour mes impôts, il m'a dit que c'était une fonction dérivée."",""run"":""gemini""},{""id"":84388,""pun"":""On a trouvé le corps du mathématicien, les enquêteurs pensent qu'il a été victime d'un règlement de comptes."",""run"":""gemini""},{""id"":93709,""pun"":""Dans un triangle amoureux, il y en a toujours un qui est de trop, c'est l'hypoténuse."",""run"":""gemini""},{""id"":58468,""pun"":""Les profs de maths sont des radicaux : ils veulent toujours extraire la racine de tout problème."",""run"":""gemini""},{""id"":79362,""pun"":""Mon comptable est devenu géomètre, maintenant il voit les choses sous un autre angle."",""run"":""gemini""},{""id"":83358,""pun"":""Ne discute jamais avec un chiffre pair, il finit toujours par te diviser."",""run"":""gemini""},{""id"":38825,""pun"":""Face aux problèmes complexes, j'ai décidé de prendre le mal à la racine carrée."",""run"":""gemini""},{""id"":11547,""pun"":""En algèbre, on ne règle pas ses problèmes, on cherche seulement à trouver un facteur commun."",""run"":""gemini""},{""id"":19291,""pun"":""J'ai rompu avec ma copine mathématicienne, elle était trop portée sur les x."",""run"":""gemini""},{""id"":53733,""pun"":""Le 8 est juste un 0 qui a trop serré sa ceinture."",""run"":""gemini""},{""id"":83703,""pun"":""Quand je n'arrive pas à résoudre un problème de maths, j'ai le moral à zéro, mais c'est un résultat nul."",""run"":""gemini""},{""id"":68311,""pun"":""Un cercle de mathématiciens, c'est une réunion de gens qui n'ont aucun point commun."",""run"":""gemini""}]"
1805	"[{""id"":12066,""pun"":""La prof de dessin a de l'esprit : elle a toujours un trait d'union."",""run"":""gemini""},{""id"":81190,""pun"":""Ma prof de maths était si belle qu'elle m'a ouvert les yeux, mais si sévère qu'elle m'a dilaté les pupilles."",""run"":""gemini""},{""id"":92346,""pun"":""Le prof de chimie est tombé dans la solution, maintenant il fait partie du problème."",""run"":""gemini""},{""id"":31989,""pun"":""On ne devrait jamais se marier avec une prof de géo, elles passent leur temps à vous situer vos limites."",""run"":""gemini""},{""id"":20341,""pun"":""Ma prof de sport est une vraie lumière : elle nous fait faire des séries d'éclairs."",""run"":""gemini""},{""id"":28903,""pun"":""La prof de géométrie n'avait aucun angle mort, elle nous surveillait sous toutes les coutures."",""run"":""gemini""},{""id"":65659,""pun"":""Pour un prof d'histoire, avoir un bel avenir est un comble."",""run"":""gemini""},{""id"":82022,""pun"":""L'élève qui n'était pas un cadeau s'est fait emballer par sa prof."",""run"":""gemini""},{""id"":78020,""pun"":""Le prof de musique a été viré car il donnait trop de fausses notes à ses élèves."",""run"":""gemini""},{""id"":21663,""pun"":""Ma prof d'allemand est très portée sur la boisson : elle ne jure que par les verbes forts."",""run"":""gemini""},{""id"":25507,""pun"":""L'instituteur a pris la porte car il ne trouvait plus ses clés de sol."",""run"":""gemini""},{""id"":84362,""pun"":""Le prof d'optique est très riche car il a une excellente vision du vison."",""run"":""gemini""}]"
1806	"[{""id"":89752,""pun"":""Un cerf qui travaille dans la finance, c'est un cerf-tificat de dépôt."",""run"":""gemini""},{""id"":57333,""pun"":""Quand une biche joue à la bourse, on dit qu'elle fait de la spécula-faon."",""run"":""gemini""},{""id"":16403,""pun"":""Mon fils vend de la venaison pour payer son loyer : il a enfin trouvé un bon cerf-cuit court."",""run"":""gemini""},{""id"":74199,""pun"":""Il ne faut jamais prêter d'argent à un élan, car il a toujours un train de retard pour rembourser ses dains."",""run"":""gemini""},{""id"":60507,""pun"":""Le cerf a ouvert un compte épargne : il voulait mettre ses économies de bois."",""run"":""gemini""},{""id"":38279,""pun"":""Pourquoi les cerfs ne sont-ils jamais pauvres ? Parce qu'ils ont toujours des réserves de bois."",""run"":""gemini""},{""id"":41486,""pun"":""Mon fils vend de la viande de cerf pour financer ses études : il se fait un peu de biche."",""run"":""gemini""},{""id"":75024,""pun"":""Un cerf qui gagne au loto, c'est un animal plein d'oseille... ou plutôt plein de faon."",""run"":""gemini""},{""id"":32141,""pun"":""Mon fils est devenu riche en vendant du gibier : il a vraiment eu le nez creux pour le cerf-vice client."",""run"":""gemini""},{""id"":74465,""pun"":""Vendre de la viande de biche, c'est un métier qui rapporte : on se lèche les babines et on remplit les ba-biches."",""run"":""gemini""},{""id"":67249,""pun"":""Mon fils chasse pour payer ses cours : il espère que sa carrière va prendre de l'élan."",""run"":""gemini""},{""id"":73660,""pun"":""J'ai demandé à un cerf de me prêter cent euros, il m'a dit : 'Désolé, je suis à sec, j'ai plus un rais-on'."",""run"":""gemini""}]"
1807	"[{""id"":65913,""pun"":""Pour promouvoir ses nouvelles tentes, le gérant a demandé à chacun de se mettre à l'abri du besoin."",""run"":""gemini""},{""id"":65829,""pun"":""Le fabricant de toiles a décidé de mener une campagne de proximité : il va canvasser tout le quartier."",""run"":""gemini""},{""id"":43578,""pun"":""Quand le fabricant de tentes s'est présenté aux élections, il a vraiment fait un tabac, ou plutôt une toile."",""run"":""gemini""},{""id"":68907,""pun"":""Pourquoi le vendeur de tentes a-t-il été élu ? Parce qu'il savait tendre l'oreille aux électeurs."",""run"":""gemini""},{""id"":75836,""pun"":""L'entreprise de chapiteaux a fait faillite parce que les employés ont décidé de plier bagage trop tôt."",""run"":""gemini""},{""id"":71051,""pun"":""Le commerçant en bâches est un excellent recruteur : il sait comment sonder les peaux de tente."",""run"":""gemini""},{""id"":93764,""pun"":""L'expert en camping a été renvoyé : il n'avait aucune fibre commerciale."",""run"":""gemini""},{""id"":80667,""pun"":""Le gérant de City Tent est un vrai visionnaire : il a toujours un coup d'avance sur la toile."",""run"":""gemini""},{""id"":99657,""pun"":""Le directeur de l'usine de textile est très autoritaire : avec lui, tout le monde file doux."",""run"":""gemini""},{""id"":79919,""pun"":""Pour sa campagne électorale, le tisserand ne fait pas de cadeaux : il vous met tout de suite sur la toile."",""run"":""gemini""},{""id"":74944,""pun"":""Le candidat qui vendait des toiles de tente a fait un score de piquet."",""run"":""gemini""},{""id"":30032,""pun"":""Le vendeur de tentes est épuisé : à force de monter des abris, il a fini par bâcher son travail."",""run"":""gemini""}]"
1808	"[{""id"":30974,""pun"":""Ne demandez pas l'avis de Joseph, c'est Marie qui a l'au-to-ri-thé."",""run"":""gemini""},{""id"":88224,""pun"":""Marie est une maman très classique, elle a le sens de la fa-mille."",""run"":""gemini""},{""id"":64024,""pun"":""À Noël, Marie ne change pas ses habitudes, elle reste dans son élé-maman."",""run"":""gemini""},{""id"":55623,""pun"":""Noël, c'est Marie-fique !"",""run"":""gemini""},{""id"":68274,""pun"":""Noël est une fête cou-tout-Marie."",""run"":""gemini""},{""id"":37243,""pun"":""En décembre, Marie est toujours de coutu-mère."",""run"":""gemini""},{""id"":24714,""pun"":""Quand Marie est à la plage, c'est la Mère Noël."",""run"":""gemini""},{""id"":33454,""pun"":""Marie est la seule maman qui n'a pas besoin de maire pour déclarer sa naissance."",""run"":""gemini""},{""id"":18285,""pun"":""C'est une tradition très ritu-Elle."",""run"":""gemini""},{""id"":68935,""pun"":""Le 25 décembre, c'est l'ha-bi-tue-Elle."",""run"":""gemini""},{""id"":57583,""pun"":""La Vierge Marie n'aime pas le désordre, elle est très ordon-née."",""run"":""gemini""},{""id"":17435,""pun"":""À la crèche, Marie est la seule à avoir le pied marin car c'est une mère-veille."",""run"":""gemini""}]"
1809	"[{""id"":79403,""pun"":""On a demandé au chirurgien son avis sur l'opération, il a répondu : « C'est cousu d'avance »."",""run"":""gemini""},{""id"":12043,""pun"":""C'est un chirurgien très cultivé : il connaît ses classiques sur le bout des doigts."",""run"":""gemini""},{""id"":38140,""pun"":""L'interne était mauvais en anesthésie : il n'endormait que la galerie."",""run"":""gemini""},{""id"":74957,""pun"":""L'étudiant en chirurgie était trop poli : il n'osait jamais trancher."",""run"":""gemini""},{""id"":70099,""pun"":""Il aimait trop la viande pour être médecin, alors il a choisi de travailler la chair."",""run"":""gemini""},{""id"":38399,""pun"":""Il était nul en sutures, mais il a finalement réussi à recoller les morceaux."",""run"":""gemini""},{""id"":71676,""pun"":""Le chirurgien ne voulait pas voir ses patients, mais il a fini par leur ouvrir son cœur."",""run"":""gemini""},{""id"":12243,""pun"":""Un chirurgien qui réussit, c'est quelqu'un qui a le bras long, surtout pendant la greffe."",""run"":""gemini""},{""id"":37577,""pun"":""Il n'était pas sûr d'avoir le niveau, mais il a fini par faire une entrée fracassante… en traumatologie."",""run"":""gemini""},{""id"":70762,""pun"":""Il a réussi son examen car il n'a jamais perdu son sang-froid, même en pleine hémorragie."",""run"":""gemini""},{""id"":53520,""pun"":""Le futur chirurgien a réussi car il savait opérer des choix difficiles."",""run"":""gemini""},{""id"":23056,""pun"":""Il craignait de rater son internat en chirurgie, mais il a fini par être dans son assiette."",""run"":""gemini""}]"
1810	"[{""id"":93771,""pun"":""Le commerçant de thé est agressif, il est toujours en train de monter sur ses grands cheveaux."",""run"":""gemini""},{""id"":31853,""pun"":""Le vendeur de miroirs au souk a beaucoup de réflexion."",""run"":""gemini""},{""id"":92354,""pun"":""Vendre des bijoux au marché, c'est de l'or en barre, mais c'est surtout très brillant."",""run"":""gemini""},{""id"":40639,""pun"":""Au marché des épices, on ne manque jamais de piment, c'est chaud !"",""run"":""gemini""},{""id"":37799,""pun"":""Comment appelle-t-on un marché aux poissons bizarre ? Un truc de louche."",""run"":""gemini""},{""id"":10919,""pun"":""Un vendeur de dattes qui oublie ses prix ? Il a un problème de datte."",""run"":""gemini""},{""id"":95860,""pun"":""Les vendeurs de tapis font souvent des affaires de de-souk à oreille."",""run"":""gemini""},{""id"":46969,""pun"":""Un marché étrange ? C'est un peu un souk-pçon de mystère."",""run"":""gemini""},{""id"":43806,""pun"":""Au souk, c'est vraiment le bazar."",""run"":""gemini""},{""id"":85317,""pun"":""Le marchand de textile est sympa, il nous a fait une fleur : il est très étoffe."",""run"":""gemini""},{""id"":38830,""pun"":""C'est un marché très calme, les prix ne font pas de souk."",""run"":""gemini""},{""id"":80086,""pun"":""Dans ce marché médiéval, les étals sont très d'étalés."",""run"":""gemini""}]"
