id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
3401	These are my parents, said Einstein relatively	"{""source"":""claude"",""original_id"":""47574"",""pun"":""Voici mes parents, dit Einstein relativement parlant.""}"	"{""source"":""gemini"",""original_id"":""29398"",""pun"":""Marie Curie était radieuse quand elle voyait ses enfants.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans la famille Einstein, les parents étaient relativement proches.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Voici mes parents, dit Einstein : chez nous, tout est relatif.""}"	"[{""source"":""gemini"",""original_id"":""29398"",""pun"":""Marie Curie était radieuse quand elle voyait ses enfants."",""id"":39545},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Voici mes parents, dit Einstein : chez nous, tout est relatif."",""id"":16610},{""source"":""claude"",""original_id"":""47574"",""pun"":""Voici mes parents, dit Einstein relativement parlant."",""id"":79799},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Dans la famille Einstein, les parents étaient relativement proches."",""id"":61036}]"	"{""comedian"":[16610,61036,39545,79799],""pun_expert"":[61036,16610,39545,79799],""editor"":[16610,39545,61036,79799],""translator"":[16610,79799,61036,39545]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3402	They all laughed when I told them that one day I would discover the secrets of invisibility. If only they could see me now.	"{""source"":""claude"",""original_id"":""20429"",""pun"":""Ils ont tous ri quand j'ai dit que je découvrirais un jour le secret de l'invisibilité. Si seulement ils pouvaient me voir maintenant.""}"	"{""source"":""gemini"",""original_id"":""49119"",""pun"":""J'ai une vision très précise de mon futur manteau en fourrure : c'est un vison d'avenir.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ils ont tous ri quand j'ai dit qu'un jour je découvrirais le secret de l'invisibilité. Si seulement ils pouvaient me voir maintenant !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ils se sont marrés quand j’ai juré de maîtriser l’invisibilité ; si seulement ils pouvaient me voir maintenant.""}"	"[{""source"":""claude"",""original_id"":""20429"",""pun"":""Ils ont tous ri quand j'ai dit que je découvrirais un jour le secret de l'invisibilité. Si seulement ils pouvaient me voir maintenant."",""id"":72667},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ils se sont marrés quand j’ai juré de maîtriser l’invisibilité ; si seulement ils pouvaient me voir maintenant."",""id"":96204},{""source"":""gemini"",""original_id"":""49119"",""pun"":""J'ai une vision très précise de mon futur manteau en fourrure : c'est un vison d'avenir."",""id"":51645},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ils ont tous ri quand j'ai dit qu'un jour je découvrirais le secret de l'invisibilité. Si seulement ils pouvaient me voir maintenant !"",""id"":44375}]"	"{""comedian"":[51645,96204,44375,72667],""pun_expert"":[51645,96204,44375,72667],""editor"":[44375,72667,96204,51645],""translator"":[44375,72667,96204,51645]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3403	They argued about their vacation and finally stayed at the last resort.	"{""source"":""claude"",""original_id"":""18282"",""pun"":""Après leur dispute, ils ont choisi l'hôtel en dernier recours. Heureusement, il avait un bon buffet — sinon ça aurait été le recours en cassation.""}"	"{""source"":""gemini"",""original_id"":""18345"",""pun"":""Le couple de surfeurs a rompu, ils n'étaient plus sur la même longueur d'onde.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Incapables de s'entendre sur leur hébergement de vacances, on peut dire qu'ils ne sont pas sortis de l'auberge.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Après s’être disputés sur les vacances, ils ont pris un resort en dernier ressort.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Après s’être disputés sur les vacances, ils ont pris un resort en dernier ressort."",""id"":75723},{""source"":""gemini"",""original_id"":""18345"",""pun"":""Le couple de surfeurs a rompu, ils n'étaient plus sur la même longueur d'onde."",""id"":94046},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Incapables de s'entendre sur leur hébergement de vacances, on peut dire qu'ils ne sont pas sortis de l'auberge."",""id"":72579},{""source"":""claude"",""original_id"":""18282"",""pun"":""Après leur dispute, ils ont choisi l'hôtel en dernier recours. Heureusement, il avait un bon buffet — sinon ça aurait été le recours en cassation."",""id"":77966}]"	"{""comedian"":[72579,94046,75723,77966],""pun_expert"":[72579,94046,75723,77966],""editor"":[94046,72579,77966,75723],""translator"":[75723,72579,77966,94046]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3404	They bought a home on a cliff because they liked to live on the edge.	"{""source"":""claude"",""original_id"":""36327"",""pun"":""Il vit au bord d'une falaise par goût du risque. Sa femme vit avec lui par goût du sacrifice.""}"	"{""source"":""gemini"",""original_id"":""12563"",""pun"":""Pour sa maison sur la falaise, il n'a pas pris d'assurance vie, il a pris une assurance vide.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ils ont acheté une maison sur la falaise, car ils adorent vivre au bord du gouffre.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ils ont acheté une maison au bord de la falaise : vivre au bord du gouffre, chez eux, c’est du concret.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ils ont acheté une maison sur la falaise, car ils adorent vivre au bord du gouffre."",""id"":58415},{""source"":""gemini"",""original_id"":""12563"",""pun"":""Pour sa maison sur la falaise, il n'a pas pris d'assurance vie, il a pris une assurance vide."",""id"":91086},{""source"":""claude"",""original_id"":""36327"",""pun"":""Il vit au bord d'une falaise par goût du risque. Sa femme vit avec lui par goût du sacrifice."",""id"":51315},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ils ont acheté une maison au bord de la falaise : vivre au bord du gouffre, chez eux, c’est du concret."",""id"":65427}]"	"{""comedian"":[65427,51315,58415,91086],""pun_expert"":[65427,58415,91086,51315],""editor"":[65427,51315,58415,91086],""translator"":[65427,58415,51315,91086]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3405	They built a tree house together but then had a falling out.	"{""source"":""claude"",""original_id"":""19463"",""pun"":""Ils ont érigé une cabane dans les arbres, mais leur amitié est tombée à pic.""}"	"{""source"":""gemini"",""original_id"":""82796"",""pun"":""Mon ami le charpentier m'a quitté ; il a décidé de prendre la porte.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ils avaient construit une cabane dans les arbres ensemble, mais ils ont fini par s'accrocher.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ils ont construit une cabane perchée ensemble, puis une brouille les a fait tomber de haut.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Ils ont construit une cabane perchée ensemble, puis une brouille les a fait tomber de haut."",""id"":62821},{""source"":""claude"",""original_id"":""19463"",""pun"":""Ils ont érigé une cabane dans les arbres, mais leur amitié est tombée à pic."",""id"":37095},{""source"":""gemini"",""original_id"":""82796"",""pun"":""Mon ami le charpentier m'a quitté ; il a décidé de prendre la porte."",""id"":57985},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Ils avaient construit une cabane dans les arbres ensemble, mais ils ont fini par s'accrocher."",""id"":38716}]"	"{""comedian"":[57985,38716,62821,37095],""pun_expert"":[38716,57985,62821,37095],""editor"":[57985,38716,62821,37095],""translator"":[62821,38716,37095,57985]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3406	They call me Pops. I sell soft drinks.	"{""source"":""claude"",""original_id"":""18260"",""pun"":""On m'appelle Papa. Je vends des sodas. C'est mon côté pétillant.""}"	"{""source"":""gemini"",""original_id"":""38244"",""pun"":""Quel est le soda préféré des papas ? Le Pop-si.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""On m'appelle le Père-rier. Je vends des boissons gazeuses.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""On m’appelle Papa Pschitt : je vends des sodas qui font de moi un père pétillant.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""On m’appelle Papa Pschitt : je vends des sodas qui font de moi un père pétillant."",""id"":84496},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""On m'appelle le Père-rier. Je vends des boissons gazeuses."",""id"":64686},{""source"":""gemini"",""original_id"":""38244"",""pun"":""Quel est le soda préféré des papas ? Le Pop-si."",""id"":23125},{""source"":""claude"",""original_id"":""18260"",""pun"":""On m'appelle Papa. Je vends des sodas. C'est mon côté pétillant."",""id"":24630}]"	"{""comedian"":[64686,84496,23125,24630],""pun_expert"":[64686,84496,23125,24630],""editor"":[24630,64686,84496,23125],""translator"":[64686,84496,24630,23125]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3407	They called him the king of the dentists because he specialized in crowns.	"{""source"":""claude"",""original_id"":""24690"",""pun"":""On l'appelait le roi des dentistes parce qu'il ne travaillait que sur les couronnes.""}"	"{""source"":""gemini"",""original_id"":""13595"",""pun"":""Pourquoi le dentiste est-il monté sur le trône ? Pour poser une couronne.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""On l'appelait le roi des dentistes car sa spécialité, c'était les couronnes.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""On l’appelait le roi des dentistes : il passait sa vie à poser des couronnes.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""On l'appelait le roi des dentistes car sa spécialité, c'était les couronnes."",""id"":66225},{""source"":""gpt_single"",""original_id"":"""",""pun"":""On l’appelait le roi des dentistes : il passait sa vie à poser des couronnes."",""id"":21759},{""source"":""gemini"",""original_id"":""13595"",""pun"":""Pourquoi le dentiste est-il monté sur le trône ? Pour poser une couronne."",""id"":12402},{""source"":""claude"",""original_id"":""24690"",""pun"":""On l'appelait le roi des dentistes parce qu'il ne travaillait que sur les couronnes."",""id"":35469}]"	"{""comedian"":[21759,12402,66225,35469],""pun_expert"":[21759,12402,66225,35469],""editor"":[21759,66225,35469,12402],""translator"":[66225,21759,35469,12402]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3408	They hid from the gunman in a sauna where they could sweat it out.	"{""source"":""claude"",""original_id"":""64571"",""pun"":""Face au tueur, ils ont filé au sauna : mieux vaut transpirer sous la vapeur que transpirer sous les balles.""}"	"{""source"":""gemini"",""original_id"":""24043"",""pun"":""Il s'est caché dans le sauna pour échapper aux balles, il a vraiment dû mouiller le maillot pour survivre.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Cachés dans un sauna pour échapper au tireur, ils ont vraiment eu chaud !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Face au tueur, ils se sont planqués au sauna : là, au moins, ils pouvaient vraiment suer sang et eau.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Face au tueur, ils se sont planqués au sauna : là, au moins, ils pouvaient vraiment suer sang et eau."",""id"":89837},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Cachés dans un sauna pour échapper au tireur, ils ont vraiment eu chaud !"",""id"":97124},{""source"":""claude"",""original_id"":""64571"",""pun"":""Face au tueur, ils ont filé au sauna : mieux vaut transpirer sous la vapeur que transpirer sous les balles."",""id"":93145},{""source"":""gemini"",""original_id"":""24043"",""pun"":""Il s'est caché dans le sauna pour échapper aux balles, il a vraiment dû mouiller le maillot pour survivre."",""id"":82515}]"	"{""comedian"":[97124,93145,89837,82515],""pun_expert"":[97124,89837,82515,93145],""editor"":[97124,93145,82515,89837],""translator"":[97124,93145,89837,82515]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3409	They just found a sword swallower dead. The police suspect it's an inside job.	"{""source"":""claude"",""original_id"":""54635"",""pun"":""On a retrouvé un avaleur de sabres mort. La police pense que c'est un travail interne.""}"	"{""source"":""gemini"",""original_id"":""43208"",""pun"":""Un cadavre a été retrouvé dans une banque. L'enquête conclut à une hémorragie interne... de fonds.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Un avaleur de sabres a été retrouvé mort. La police soupçonne un coup de l'intérieur.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""On a retrouvé l’avaleur de sabres mort : la police soupçonne un coup de l’intérieur.""}"	"[{""source"":""gemini"",""original_id"":""43208"",""pun"":""Un cadavre a été retrouvé dans une banque. L'enquête conclut à une hémorragie interne... de fonds."",""id"":63648},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Un avaleur de sabres a été retrouvé mort. La police soupçonne un coup de l'intérieur."",""id"":76889},{""source"":""claude"",""original_id"":""54635"",""pun"":""On a retrouvé un avaleur de sabres mort. La police pense que c'est un travail interne."",""id"":45621},{""source"":""gpt_single"",""original_id"":"""",""pun"":""On a retrouvé l’avaleur de sabres mort : la police soupçonne un coup de l’intérieur."",""id"":31947}]"	"{""comedian"":[31947,76889,63648,45621],""pun_expert"":[31947,76889,63648,45621],""editor"":[76889,31947,63648,45621],""translator"":[76889,31947,45621,63648]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3410	They laughed when I said I wanted to be a comedian-they're not laughing now.	"{""source"":""claude"",""original_id"":""44496"",""pun"":""On m'a pris pour un bouffon quand j'ai voulu faire de la scène. Techniquement, ils avaient raison.""}"	"{""source"":""gemini"",""original_id"":""92959"",""pun"":""J'ai voulu être humoriste pour que les gens arrêtent de se moquer de moi. Maintenant, ils paient pour le faire.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand j'ai dit que je voulais devenir comique, tout le monde a ri. Aujourd'hui, plus personne ne rit.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand j’ai dit que je voulais devenir humoriste, ils riaient de moi ; maintenant, ils rient avec moi.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand j'ai dit que je voulais devenir comique, tout le monde a ri. Aujourd'hui, plus personne ne rit."",""id"":90519},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand j’ai dit que je voulais devenir humoriste, ils riaient de moi ; maintenant, ils rient avec moi."",""id"":58216},{""source"":""gemini"",""original_id"":""92959"",""pun"":""J'ai voulu être humoriste pour que les gens arrêtent de se moquer de moi. Maintenant, ils paient pour le faire."",""id"":73744},{""source"":""claude"",""original_id"":""44496"",""pun"":""On m'a pris pour un bouffon quand j'ai voulu faire de la scène. Techniquement, ils avaient raison."",""id"":32332}]"	"{""comedian"":[73744,32332,90519,58216],""pun_expert"":[32332,73744,58216,90519],""editor"":[58216,73744,32332,90519],""translator"":[90519,73744,32332,58216]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
