id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
3801	When negotiating whether to share your french fries, you have quite a few bargaining chips.	"{""source"":""claude"",""original_id"":""16769"",""pun"":""Avoir les jetons, c'est normal quand quelqu'un essaie de te voler tes frites — surtout si c'est ta seule monnaie d'échange.""}"	"{""source"":""gemini"",""original_id"":""73009"",""pun"":""Si tu me voles une frite, je te rends la monnaie de ta pièce de bœuf.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Lors des négociations pour partager les pommes de terre, on risque toujours de se friter.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Pour négocier le partage des frites, j’ai toujours quelques jetons dans mon cornet.""}"	"[{""source"":""claude"",""original_id"":""16769"",""pun"":""Avoir les jetons, c'est normal quand quelqu'un essaie de te voler tes frites — surtout si c'est ta seule monnaie d'échange."",""id"":77201},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Pour négocier le partage des frites, j’ai toujours quelques jetons dans mon cornet."",""id"":77569},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Lors des négociations pour partager les pommes de terre, on risque toujours de se friter."",""id"":17433},{""source"":""gemini"",""original_id"":""73009"",""pun"":""Si tu me voles une frite, je te rends la monnaie de ta pièce de bœuf."",""id"":88313}]"	"{""comedian"":[17433,77201,77569,88313],""pun_expert"":[17433,77201,88313,77569],""editor"":[17433,77569,77201,88313],""translator"":[77569,77201,17433,88313]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3802	When neon lights were perfected the inventor was positively glowing.	"{""source"":""claude"",""original_id"":""44869"",""pun"":""L'inventeur du néon était si radieux après sa découverte que les gens craignaient qu'il soit… radioactif.""}"	"{""source"":""gemini"",""original_id"":""30590"",""pun"":""L'inventeur de la première ampoule était une lumière, il avait toujours des idées brillantes.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand il a mis au point le néon, l'inventeur était absolument rayonnant.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Après avoir mis au point le néon, l’inventeur était franchement rayonnant.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Après avoir mis au point le néon, l’inventeur était franchement rayonnant."",""id"":39546},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand il a mis au point le néon, l'inventeur était absolument rayonnant."",""id"":91760},{""source"":""gemini"",""original_id"":""30590"",""pun"":""L'inventeur de la première ampoule était une lumière, il avait toujours des idées brillantes."",""id"":36655},{""source"":""claude"",""original_id"":""44869"",""pun"":""L'inventeur du néon était si radieux après sa découverte que les gens craignaient qu'il soit… radioactif."",""id"":62663}]"	"{""comedian"":[36655,62663,39546,91760],""pun_expert"":[36655,39546,62663,91760],""editor"":[36655,39546,91760,62663],""translator"":[39546,91760,62663,36655]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3803	When neon lights were perfected, the inventor was positively glowing.	"{""source"":""claude"",""original_id"":""44127"",""pun"":""Quand l'inventeur du néon a finalement réussi, il était rayonnant — et son invention aussi.""}"	"{""source"":""gemini"",""original_id"":""94461"",""pun"":""L'inventeur du néon était tellement fier de lui qu'il en rayonnait de bonheur.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand le néon a été perfectionné, son inventeur était tout rayonnant.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand il a enfin mis au point les néons, l’inventeur était rayonnant.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand il a enfin mis au point les néons, l’inventeur était rayonnant."",""id"":48014},{""source"":""claude"",""original_id"":""44127"",""pun"":""Quand l'inventeur du néon a finalement réussi, il était rayonnant — et son invention aussi."",""id"":53414},{""source"":""gemini"",""original_id"":""94461"",""pun"":""L'inventeur du néon était tellement fier de lui qu'il en rayonnait de bonheur."",""id"":78797},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand le néon a été perfectionné, son inventeur était tout rayonnant."",""id"":75153}]"	"{""comedian"":[48014,53414,75153,78797],""pun_expert"":[53414,48014,75153,78797],""editor"":[78797,53414,48014,75153],""translator"":[75153,48014,53414,78797]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3804	When old story tellers die they are mythed.	"{""source"":""claude"",""original_id"":""40464"",""pun"":""Les vieux conteurs ne meurent pas, ils deviennent des légendes — littéralement.""}"	"{""source"":""gemini"",""original_id"":""59328"",""pun"":""Quand les conteurs de légendes disparaissent, ils sont tous très vite mythisés.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les vieux conteurs s'éteignent, ils nous manquent en fin de conte.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand un vieux conteur disparaît, il nous manque un peu, puis il est complètement mythisé.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les vieux conteurs s'éteignent, ils nous manquent en fin de conte."",""id"":42010},{""source"":""gemini"",""original_id"":""59328"",""pun"":""Quand les conteurs de légendes disparaissent, ils sont tous très vite mythisés."",""id"":94650},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand un vieux conteur disparaît, il nous manque un peu, puis il est complètement mythisé."",""id"":79960},{""source"":""claude"",""original_id"":""40464"",""pun"":""Les vieux conteurs ne meurent pas, ils deviennent des légendes — littéralement."",""id"":23691}]"	"{""comedian"":[42010,23691,79960,94650],""pun_expert"":[42010,23691,79960,94650],""editor"":[23691,42010,94650,79960],""translator"":[79960,42010,94650,23691]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3805	When one of her grandsons misbehaves the queen is having a bad heir day.	"{""source"":""claude"",""original_id"":""61874"",""pun"":""La reine ne supporte plus son petit-fils. Chaque fois qu'il fait une bêtise, elle perd un **héritier**… et un cheveu.""}"	"{""source"":""gemini"",""original_id"":""37459"",""pun"":""Quand le prince est décoiffé, la Reine dit que c'est un air de famille.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les jeunes princes se disputent cruellement la succession, la reine finit par en avoir les neveux en bataille.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand ses petits héritiers sont de mèche, la reine se fait des cheveux.""}"	"[{""source"":""claude"",""original_id"":""61874"",""pun"":""La reine ne supporte plus son petit-fils. Chaque fois qu'il fait une bêtise, elle perd un **héritier**… et un cheveu."",""id"":42455},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les jeunes princes se disputent cruellement la succession, la reine finit par en avoir les neveux en bataille."",""id"":89351},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand ses petits héritiers sont de mèche, la reine se fait des cheveux."",""id"":30207},{""source"":""gemini"",""original_id"":""37459"",""pun"":""Quand le prince est décoiffé, la Reine dit que c'est un air de famille."",""id"":64867}]"	"{""comedian"":[30207,89351,42455,64867],""pun_expert"":[30207,89351,42455,64867],""editor"":[30207,64867,42455,89351],""translator"":[42455,30207,89351,64867]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3806	When orders for acetone, benzene and methanol plummeted, the chemical plant became insolvent.	"{""source"":""claude"",""original_id"":""15107"",""pun"":""Quand les commandes de solvants se sont effondrées, l'usine chimique s'est retrouvée… insolvable. On peut dire qu'elle n'a pas trouvé de solution.""}"	"{""source"":""gemini"",""original_id"":""17830"",""pun"":""Le glacier a fait faillite : ses actifs ont fondu.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Suite à la chute des ventes d'acétone, le fabricant de solvants est devenu insolvable et a fini en liquidation.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Privée de commandes d’acétone, de benzène et de méthanol, l’usine de solvants est devenue insolvable.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Suite à la chute des ventes d'acétone, le fabricant de solvants est devenu insolvable et a fini en liquidation."",""id"":34732},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Privée de commandes d’acétone, de benzène et de méthanol, l’usine de solvants est devenue insolvable."",""id"":51782},{""source"":""gemini"",""original_id"":""17830"",""pun"":""Le glacier a fait faillite : ses actifs ont fondu."",""id"":70688},{""source"":""claude"",""original_id"":""15107"",""pun"":""Quand les commandes de solvants se sont effondrées, l'usine chimique s'est retrouvée… insolvable. On peut dire qu'elle n'a pas trouvé de solution."",""id"":86476}]"	"{""comedian"":[70688,86476,34732,51782],""pun_expert"":[86476,34732,70688,51782],""editor"":[70688,51782,34732,86476],""translator"":[51782,86476,34732,70688]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3807	When overcome by thoughts of sin the princess visited the knave.	"{""source"":""claude"",""original_id"":""59954"",""pun"":""La princesse, submergée de pensées coupables, alla trouver le valet de carreau — il savait comment la distraire de ses piques.""}"	"{""source"":""gemini"",""original_id"":""73464"",""pun"":""À l'église, la pécheresse cherchait la nef sous les conseils d'un trompeur qui l'a menée en bateau.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Tourmentée par des pensées impures, la princesse céda à l'appel de la chaire.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand ses pensées coquines tournaient aux seins, la princesse courait se confier aux saints.""}"	"[{""source"":""gemini"",""original_id"":""73464"",""pun"":""À l'église, la pécheresse cherchait la nef sous les conseils d'un trompeur qui l'a menée en bateau."",""id"":33555},{""source"":""claude"",""original_id"":""59954"",""pun"":""La princesse, submergée de pensées coupables, alla trouver le valet de carreau — il savait comment la distraire de ses piques."",""id"":64597},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Tourmentée par des pensées impures, la princesse céda à l'appel de la chaire."",""id"":64099},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand ses pensées coquines tournaient aux seins, la princesse courait se confier aux saints."",""id"":98755}]"	"{""comedian"":[98755,64099,64597,33555],""pun_expert"":[64099,98755,64597,33555],""editor"":[64099,64597,98755,33555],""translator"":[64597,64099,98755,33555]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3808	When people first heard of the ABS, it was braking news.	"{""source"":""claude"",""original_id"":""95620"",""pun"":""Tu as entendu parler du nouveau système de freinage ? Oui, c'était en boucle sur toutes les chaînes — ils n'arrivaient plus à s'arrêter d'en parler.""}"	"{""source"":""gemini"",""original_id"":""58436"",""pun"":""L'actualité sur les nouvelles pédales de frein est très pressante.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Pour présenter le nouvel ABS à la presse, le constructeur avait édité une superbe plaquette de frein.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand l’ABS est arrivé, les chaînes info ont lancé un flash freins.""}"	"[{""source"":""gemini"",""original_id"":""58436"",""pun"":""L'actualité sur les nouvelles pédales de frein est très pressante."",""id"":56786},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand l’ABS est arrivé, les chaînes info ont lancé un flash freins."",""id"":37261},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Pour présenter le nouvel ABS à la presse, le constructeur avait édité une superbe plaquette de frein."",""id"":32472},{""source"":""claude"",""original_id"":""95620"",""pun"":""Tu as entendu parler du nouveau système de freinage ? Oui, c'était en boucle sur toutes les chaînes — ils n'arrivaient plus à s'arrêter d'en parler."",""id"":79407}]"	"{""comedian"":[32472,37261,79407,56786],""pun_expert"":[32472,37261,56786,79407],""editor"":[79407,32472,56786,37261],""translator"":[37261,79407,56786,32472]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3809	When poker players have to fold they feel a bit discarded.	"{""source"":""claude"",""original_id"":""17003"",""pun"":""Les joueurs de poker qui foldent se sentent mis à l'écart — ou plutôt, mis à l'écarté.""}"	"{""source"":""gemini"",""original_id"":""11794"",""pun"":""Les joueurs de poker qui jettent l'éponge se sentent un peu défaussés.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les joueurs de poker doivent se coucher, ils se sentent vite un peu défaussés.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au poker, quand tu te couches trop souvent, tu finis par te sentir défaussé.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les joueurs de poker doivent se coucher, ils se sentent vite un peu défaussés."",""id"":87712},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au poker, quand tu te couches trop souvent, tu finis par te sentir défaussé."",""id"":28224},{""source"":""gemini"",""original_id"":""11794"",""pun"":""Les joueurs de poker qui jettent l'éponge se sentent un peu défaussés."",""id"":11053},{""source"":""claude"",""original_id"":""17003"",""pun"":""Les joueurs de poker qui foldent se sentent mis à l'écart — ou plutôt, mis à l'écarté."",""id"":30330}]"	"{""comedian"":[30330,87712,28224,11053],""pun_expert"":[30330,87712,28224,11053],""editor"":[28224,87712,11053,30330],""translator"":[87712,28224,30330,11053]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3810	When potato chips don't sell fast enough, the maker knows it will soon be crunch time.	"{""source"":""claude"",""original_id"":""32753"",""pun"":""Le vendeur de chips en faillite a dit : 'J'ai croqué dans la mauvaise affaire.'""}"	"{""source"":""gemini"",""original_id"":""80953"",""pun"":""Le PDG de Lay's est stressé, il craint la tuile.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les ventes de chips s'effondrent, c'est le fabricant qui finit par craquer.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand les chips ne se vendent plus assez vite, la boîte entre en crunch.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand les chips ne se vendent plus assez vite, la boîte entre en crunch."",""id"":28459},{""source"":""claude"",""original_id"":""32753"",""pun"":""Le vendeur de chips en faillite a dit : 'J'ai croqué dans la mauvaise affaire.'"",""id"":63210},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quand les ventes de chips s'effondrent, c'est le fabricant qui finit par craquer."",""id"":28031},{""source"":""gemini"",""original_id"":""80953"",""pun"":""Le PDG de Lay's est stressé, il craint la tuile."",""id"":33615}]"	"{""comedian"":[28031,33615,63210,28459],""pun_expert"":[28031,28459,63210,33615],""editor"":[28031,33615,63210,28459],""translator"":[28031,28459,63210,33615]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
