id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
3101	The gravity was so powerful, I couldn't stand it.	"{""source"":""claude"",""original_id"":""53416"",""pun"":""Avec une telle gravité, même mes blagues tombent à plat.""}"	"{""source"":""gemini"",""original_id"":""50421"",""pun"":""Il ne faut pas ignorer la gravité, c'est un sujet de poids.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La gravité commençait vraiment à me peser.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""La gravité était si forte que je ne pouvais plus la supporter, surtout debout.""}"	"[{""source"":""gemini"",""original_id"":""50421"",""pun"":""Il ne faut pas ignorer la gravité, c'est un sujet de poids."",""id"":16352},{""source"":""claude"",""original_id"":""53416"",""pun"":""Avec une telle gravité, même mes blagues tombent à plat."",""id"":99606},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La gravité commençait vraiment à me peser."",""id"":31134},{""source"":""gpt_single"",""original_id"":"""",""pun"":""La gravité était si forte que je ne pouvais plus la supporter, surtout debout."",""id"":43965}]"	"{""comedian"":[99606,31134,16352,43965],""pun_expert"":[99606,31134,16352,43965],""editor"":[31134,16352,99606,43965],""translator"":[43965,31134,99606,16352]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3102	The groundskeeper at a large cemetery was important because he had 5000 people under him.	"{""source"":""claude"",""original_id"":""55377"",""pun"":""Le gardien du grand cimetière était indispensable : il avait 5000 personnes sous ses ordres… et sous ses pieds.""}"	"{""source"":""gemini"",""original_id"":""38835"",""pun"":""Le gardien du cimetière a beaucoup d’autorité : il gère des milliers de personnes, et toutes restent de marbre.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le gardien du cimetière se sent très important, car il a des milliers de personnes sous lui.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le jardinier du cimetière était un vrai chef : il avait cinq mille personnes sous ses ordres… surtout sous terre.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le gardien du cimetière se sent très important, car il a des milliers de personnes sous lui."",""id"":21712},{""source"":""claude"",""original_id"":""55377"",""pun"":""Le gardien du grand cimetière était indispensable : il avait 5000 personnes sous ses ordres… et sous ses pieds."",""id"":28312},{""source"":""gemini"",""original_id"":""38835"",""pun"":""Le gardien du cimetière a beaucoup d’autorité : il gère des milliers de personnes, et toutes restent de marbre."",""id"":36087},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le jardinier du cimetière était un vrai chef : il avait cinq mille personnes sous ses ordres… surtout sous terre."",""id"":68547}]"	"{""comedian"":[36087,68547,28312,21712],""pun_expert"":[36087,68547,28312,21712],""editor"":[36087,68547,28312,21712],""translator"":[68547,28312,21712,36087]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3103	The guilt-ridden shark always has a feeling of remoras.	"{""source"":""claude"",""original_id"":""85208"",""pun"":""Le requin psychologue disait : 'Mes patients ont tous des remords. Moi, j'ai des rémoras.'""}"	"{""source"":""gemini"",""original_id"":""57878"",""pun"":""Pourquoi la morue est triste ? Elle a le mal de mère.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le requin coupable est souvent rongé par les rémoras.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le requin coupable ne nage jamais seul : il traîne toujours ses rémoras de remords.""}"	"[{""source"":""gemini"",""original_id"":""57878"",""pun"":""Pourquoi la morue est triste ? Elle a le mal de mère."",""id"":67749},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le requin coupable est souvent rongé par les rémoras."",""id"":81939},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le requin coupable ne nage jamais seul : il traîne toujours ses rémoras de remords."",""id"":98325},{""source"":""claude"",""original_id"":""85208"",""pun"":""Le requin psychologue disait : 'Mes patients ont tous des remords. Moi, j'ai des rémoras.'"",""id"":83042}]"	"{""comedian"":[81939,83042,67749,98325],""pun_expert"":[81939,67749,83042,98325],""editor"":[67749,81939,83042,98325],""translator"":[81939,98325,83042,67749]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3104	The guitarist passed out on stage, he must have rocked himself to sleep.	"{""source"":""claude"",""original_id"":""16086"",""pun"":""Le guitariste s'est endormi en plein concert. Normal, il jouait dans un groupe de chambre.""}"	"{""source"":""gemini"",""original_id"":""81923"",""pun"":""Le virtuose s'est écroulé, il ne tenait plus la note.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le guitariste s'est endormi sur scène : il jouait sans doute du rock'n'ronfle.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le guitariste est tombé dans les pommes sur scène : son solo, c’était du rock’n’dodo.""}"	"[{""source"":""claude"",""original_id"":""16086"",""pun"":""Le guitariste s'est endormi en plein concert. Normal, il jouait dans un groupe de chambre."",""id"":64834},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le guitariste s'est endormi sur scène : il jouait sans doute du rock'n'ronfle."",""id"":20163},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le guitariste est tombé dans les pommes sur scène : son solo, c’était du rock’n’dodo."",""id"":91466},{""source"":""gemini"",""original_id"":""81923"",""pun"":""Le virtuose s'est écroulé, il ne tenait plus la note."",""id"":57503}]"	"{""comedian"":[20163,91466,64834,57503],""pun_expert"":[20163,64834,57503,91466],""editor"":[57503,20163,91466,64834],""translator"":[20163,91466,64834,57503]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3105	The gunman took a shot at new opportunities.	"{""source"":""claude"",""original_id"":""86150"",""pun"":""Il a pris un coup de feu pour saisir de nouvelles opportunités — maintenant il est chef cuisinier.""}"	"{""source"":""gemini"",""original_id"":""23056"",""pun"":""Le sniper n'a pas d'amis, il est trop visé socialement.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En quête de nouvelles opportunités, le tireur a décidé de tenter le coup.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Face à de nouvelles opportunités, le tireur a tenté le coup.""}"	"[{""source"":""claude"",""original_id"":""86150"",""pun"":""Il a pris un coup de feu pour saisir de nouvelles opportunités — maintenant il est chef cuisinier."",""id"":43463},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Face à de nouvelles opportunités, le tireur a tenté le coup."",""id"":50577},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En quête de nouvelles opportunités, le tireur a décidé de tenter le coup."",""id"":33694},{""source"":""gemini"",""original_id"":""23056"",""pun"":""Le sniper n'a pas d'amis, il est trop visé socialement."",""id"":75528}]"	"{""comedian"":[33694,50577,75528,43463],""pun_expert"":[50577,33694,43463,75528],""editor"":[50577,33694,75528,43463],""translator"":[50577,33694,43463,75528]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3106	The guy who sold his carnival got a Fair deal.	"{""source"":""claude"",""original_id"":""35830"",""pun"":""Le gérant de la fête foraine a vendu son affaire à bon prix. C'était la foire aux bonnes affaires… littéralement.""}"	"{""source"":""gemini"",""original_id"":""28239"",""pun"":""Le forain qui a vendu son manège a conclu un accord juste : c'était de bonne foire.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Il a réussi à vendre son parc d'attractions à un excellent prix, il faut dire qu'il connaît bien le manège.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le forain a vendu sa foire : pour une fois, c’était vraiment une bonne affaire.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Il a réussi à vendre son parc d'attractions à un excellent prix, il faut dire qu'il connaît bien le manège."",""id"":75569},{""source"":""gemini"",""original_id"":""28239"",""pun"":""Le forain qui a vendu son manège a conclu un accord juste : c'était de bonne foire."",""id"":86913},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le forain a vendu sa foire : pour une fois, c’était vraiment une bonne affaire."",""id"":79037},{""source"":""claude"",""original_id"":""35830"",""pun"":""Le gérant de la fête foraine a vendu son affaire à bon prix. C'était la foire aux bonnes affaires… littéralement."",""id"":46880}]"	"{""comedian"":[46880,75569,86913,79037],""pun_expert"":[46880,75569,86913,79037],""editor"":[46880,75569,79037,86913],""translator"":[46880,86913,79037,75569]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3107	The hardest thing for a person to keep is his opinion	"{""source"":""claude"",""original_id"":""64932"",""pun"":""Ce qu'il y a de plus dur à garder pour soi, c'est son opinion — même les muets ont un avis sur tout.""}"	"{""source"":""gemini"",""original_id"":""79627"",""pun"":""C'est dur de garder ses distances quand on manque de recul.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La chose la plus difficile à garder, c'est son opinion.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Une opinion, le plus difficile n’est pas de la garder : c’est de la garder pour soi.""}"	"[{""source"":""gemini"",""original_id"":""79627"",""pun"":""C'est dur de garder ses distances quand on manque de recul."",""id"":89923},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Une opinion, le plus difficile n’est pas de la garder : c’est de la garder pour soi."",""id"":50831},{""source"":""claude"",""original_id"":""64932"",""pun"":""Ce qu'il y a de plus dur à garder pour soi, c'est son opinion — même les muets ont un avis sur tout."",""id"":88592},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""La chose la plus difficile à garder, c'est son opinion."",""id"":98829}]"	"{""comedian"":[89923,50831,88592,98829],""pun_expert"":[89923,50831,88592,98829],""editor"":[50831,89923,98829,88592],""translator"":[50831,88592,98829,89923]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3108	The harm caused by sibling rivalry is relative.	"{""source"":""claude"",""original_id"":""61729"",""pun"":""Mon frère dit que ma douleur est relative. Il a raison — c'est lui, le relatif.""}"	"{""source"":""gemini"",""original_id"":""91637"",""pun"":""Les problèmes entre frères et sœurs, c'est de la violence familiale très relative.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les dégâts de la rivalité fraternelle sont, par définition, des dommages collatéraux.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les dégâts d’une rivalité entre frères sont relatifs : tout dépend des parents.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Les dégâts d’une rivalité entre frères sont relatifs : tout dépend des parents."",""id"":86007},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Les dégâts de la rivalité fraternelle sont, par définition, des dommages collatéraux."",""id"":60121},{""source"":""gemini"",""original_id"":""91637"",""pun"":""Les problèmes entre frères et sœurs, c'est de la violence familiale très relative."",""id"":16561},{""source"":""claude"",""original_id"":""61729"",""pun"":""Mon frère dit que ma douleur est relative. Il a raison — c'est lui, le relatif."",""id"":18365}]"	"{""comedian"":[60121,86007,18365,16561],""pun_expert"":[60121,86007,18365,16561],""editor"":[60121,86007,16561,18365],""translator"":[60121,86007,16561,18365]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3109	The haughty magician had illusions of grandeur.	"{""source"":""claude"",""original_id"":""72697"",""pun"":""Le magicien prétentieux avait le don de se faire des illusions… et le don de les vendre aux autres aussi.""}"	"{""source"":""gemini"",""original_id"":""20255"",""pun"":""Comment appelle-t-on un magicien qui se croit tout permis ? Un m'as-tu-vu-cadabra.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le magicien hautain se faisait de grandes illusions.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""À force de faire des illusions, ce magicien prétentieux a fini par avoir des illusions de grandeur.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""À force de faire des illusions, ce magicien prétentieux a fini par avoir des illusions de grandeur."",""id"":47768},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le magicien hautain se faisait de grandes illusions."",""id"":95796},{""source"":""gemini"",""original_id"":""20255"",""pun"":""Comment appelle-t-on un magicien qui se croit tout permis ? Un m'as-tu-vu-cadabra."",""id"":77845},{""source"":""claude"",""original_id"":""72697"",""pun"":""Le magicien prétentieux avait le don de se faire des illusions… et le don de les vendre aux autres aussi."",""id"":95982}]"	"{""comedian"":[77845,47768,95982,95796],""pun_expert"":[77845,47768,95982,95796],""editor"":[95796,95982,47768,77845],""translator"":[47768,95796,95982,77845]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
3110	The high school music teacher was quite controversial. He told his students to read band books.	"{""source"":""claude"",""original_id"":""63832"",""pun"":""Le batteur a été mis à l'index. Pourtant, lui, il utilisait plutôt les baguettes.""}"	"{""source"":""gemini"",""original_id"":""54249"",""pun"":""Le chef de l'orchestre symphonique a été arrêté : il dirigeait une bande organisée.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le prof de musique du lycée était très controversé ; il encourageait constamment ses élèves à ne pas respecter la mesure.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le prof de musique du lycée avait un programme très contesté : il faisait lire des livres bannis à sa bande.""}"	"[{""source"":""claude"",""original_id"":""63832"",""pun"":""Le batteur a été mis à l'index. Pourtant, lui, il utilisait plutôt les baguettes."",""id"":88351},{""source"":""gemini"",""original_id"":""54249"",""pun"":""Le chef de l'orchestre symphonique a été arrêté : il dirigeait une bande organisée."",""id"":55368},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le prof de musique du lycée avait un programme très contesté : il faisait lire des livres bannis à sa bande."",""id"":10158},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le prof de musique du lycée était très controversé ; il encourageait constamment ses élèves à ne pas respecter la mesure."",""id"":55579}]"	"{""comedian"":[55368,55579,88351,10158],""pun_expert"":[55368,55579,88351,10158],""editor"":[55368,55579,88351,10158],""translator"":[10158,55579,88351,55368]}"		gpt	openai/gpt-5.5	discriminator_run2_v2
