id_en	text_clean	claude_candidate_json	gemini_candidate_json	gemini_pro_single_candidate_json	gpt_single_candidate_json	shuffled_candidates_json	discriminator_run2_json	discriminator_run2_error	discriminator_run2_model	discriminator_run2_model_id	discriminator_run2_version
3701	What is a thesaurus' favorite dessert? Synonym buns.	"{""source"":""claude"",""original_id"":""14490"",""pun"":""Pourquoi le thésaurus fait-il de bons croissants ? Parce qu'il sait que 'synonyme', c'est aussi 'bien tourné'.""}"	"{""source"":""gemini"",""original_id"":""94000"",""pun"":""Que commande un linguiste au salon de thé ? Un thé-saurus.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le dessert préféré du dictionnaire ? Le mille-feuilles.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le dictionnaire des synonymes ne commande jamais un roulé à la cannelle : il préfère le roulé à la synonelle.""}"	"[{""source"":""claude"",""original_id"":""14490"",""pun"":""Pourquoi le thésaurus fait-il de bons croissants ? Parce qu'il sait que 'synonyme', c'est aussi 'bien tourné'."",""id"":47972},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le dictionnaire des synonymes ne commande jamais un roulé à la cannelle : il préfère le roulé à la synonelle."",""id"":97823},{""source"":""gemini"",""original_id"":""94000"",""pun"":""Que commande un linguiste au salon de thé ? Un thé-saurus."",""id"":31796},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le dessert préféré du dictionnaire ? Le mille-feuilles."",""id"":48473}]"	"{""comedian"":[31796,47972,48473,97823],""pun_expert"":[31796,47972,97823,48473],""editor"":[31796,48473,47972,97823],""translator"":[31796,97823,47972,48473]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3702	What is a tornado's favorite game to play? Twister!	"{""source"":""claude"",""original_id"":""29649"",""pun"":""Pourquoi la tornade excelle-t-elle au jeu de Twister ? Parce qu'elle a toujours le vent en poupe !""}"	"{""source"":""gemini"",""original_id"":""18477"",""pun"":""Comment se quittent deux tempêtes ? On se tient au courant !""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le jeu préféré des tornades ? Le Twister !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""La tornade adore Twister : elle n’a même pas besoin du tapis pour faire tourner tout le monde.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""La tornade adore Twister : elle n’a même pas besoin du tapis pour faire tourner tout le monde."",""id"":86070},{""source"":""gemini"",""original_id"":""18477"",""pun"":""Comment se quittent deux tempêtes ? On se tient au courant !"",""id"":48864},{""source"":""claude"",""original_id"":""29649"",""pun"":""Pourquoi la tornade excelle-t-elle au jeu de Twister ? Parce qu'elle a toujours le vent en poupe !"",""id"":23730},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le jeu préféré des tornades ? Le Twister !"",""id"":67449}]"	"{""comedian"":[48864,23730,86070,67449],""pun_expert"":[48864,23730,86070,67449],""editor"":[48864,23730,67449,86070],""translator"":[67449,23730,48864,86070]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3703	What is a vampire's favorite fruit? A blood orange.	"{""source"":""claude"",""original_id"":""28282"",""pun"":""Quel est le fruit préféré des vampires ? L'orange sanguine — ils adorent quelque chose qui a du sang dans le jus !""}"	"{""source"":""gemini"",""original_id"":""41880"",""pun"":""Comment appelle-t-on un vampire qui fait du jus d'orange ? Un pressé-dent.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le fruit préféré des vampires ? L'orange sanguine.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le fruit préféré d’un vampire ? L’orange sanguine, forcément : elle a le sang dans la pulpe.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le fruit préféré d’un vampire ? L’orange sanguine, forcément : elle a le sang dans la pulpe."",""id"":69745},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le fruit préféré des vampires ? L'orange sanguine."",""id"":60648},{""source"":""claude"",""original_id"":""28282"",""pun"":""Quel est le fruit préféré des vampires ? L'orange sanguine — ils adorent quelque chose qui a du sang dans le jus !"",""id"":41245},{""source"":""gemini"",""original_id"":""41880"",""pun"":""Comment appelle-t-on un vampire qui fait du jus d'orange ? Un pressé-dent."",""id"":57416}]"	"{""comedian"":[57416,69745,41245,60648],""pun_expert"":[57416,69745,41245,60648],""editor"":[60648,69745,41245,57416],""translator"":[60648,41245,69745,57416]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3704	What is it called when Legolas takes his own picture? An elfie.	"{""source"":""claude"",""original_id"":""31402"",""pun"":""Comment appelle-t-on le selfie d'un elfe ? Un elfie, bien sûr — il a l'œil pour les angles !""}"	"{""source"":""gemini"",""original_id"":""55494"",""pun"":""Comment Legolas prend-il une photo de lui-même ? Il prend un elfe-ie.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Comment appelle-t-on un autoportrait de Legolas ? Un elfie.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand Legolas se prend en photo, ce n’est pas un selfie : c’est un elfie.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quand Legolas se prend en photo, ce n’est pas un selfie : c’est un elfie."",""id"":23786},{""source"":""gemini"",""original_id"":""55494"",""pun"":""Comment Legolas prend-il une photo de lui-même ? Il prend un elfe-ie."",""id"":25047},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Comment appelle-t-on un autoportrait de Legolas ? Un elfie."",""id"":41911},{""source"":""claude"",""original_id"":""31402"",""pun"":""Comment appelle-t-on le selfie d'un elfe ? Un elfie, bien sûr — il a l'œil pour les angles !"",""id"":93800}]"	"{""comedian"":[41911,93800,23786,25047],""pun_expert"":[41911,23786,93800,25047],""editor"":[41911,23786,93800,25047],""translator"":[41911,93800,23786,25047]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3705	What is the best store to be in during an earthquake? A stationery store.	"{""source"":""claude"",""original_id"":""61975"",""pun"":""Pendant un séisme, je me réfugie toujours dans une papeterie. C'est le seul endroit vraiment stationnaire.""}"	"{""source"":""gemini"",""original_id"":""90178"",""pun"":""Quel est le magasin le plus stable pendant un séisme ? Une papeterie, car tout y est stationnaire.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le pire magasin où s'abriter pendant un séisme ? La papeterie, car tout y tremble comme une feuille !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""En cas de séisme, le meilleur magasin, c’est la papeterie : même secoué, on n’en ressort pas pétri.""}"	"[{""source"":""gpt_single"",""original_id"":"""",""pun"":""En cas de séisme, le meilleur magasin, c’est la papeterie : même secoué, on n’en ressort pas pétri."",""id"":94239},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quel est le pire magasin où s'abriter pendant un séisme ? La papeterie, car tout y tremble comme une feuille !"",""id"":92682},{""source"":""gemini"",""original_id"":""90178"",""pun"":""Quel est le magasin le plus stable pendant un séisme ? Une papeterie, car tout y est stationnaire."",""id"":69036},{""source"":""claude"",""original_id"":""61975"",""pun"":""Pendant un séisme, je me réfugie toujours dans une papeterie. C'est le seul endroit vraiment stationnaire."",""id"":11274}]"	"{""comedian"":[11274,69036,92682,94239],""pun_expert"":[11274,69036,92682,94239],""editor"":[11274,69036,92682,94239],""translator"":[11274,69036,92682,94239]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3706	What is the difference between a well dressed man and a dog? The man wears a suit, the dog just pants.	"{""source"":""claude"",""original_id"":""15452"",""pun"":""Différence entre un dandy et un labrador: l'un est tiré à quatre épingles, l'autre tire la langue.""}"	"{""source"":""gemini"",""original_id"":""46245"",""pun"":""Mon chien est un vrai mannequin : il passe sa journée à la halle-tement.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quelle est la différence entre un homme élégant et un chien ? L'homme opte pour le prêt-à-porter, le chien est juste prêt à rapporter.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quelle différence entre un homme bien sapé et un chien ? L’un soigne son habillement, l’autre son halètement.""}"	"[{""source"":""gemini"",""original_id"":""46245"",""pun"":""Mon chien est un vrai mannequin : il passe sa journée à la halle-tement."",""id"":56667},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Quelle est la différence entre un homme élégant et un chien ? L'homme opte pour le prêt-à-porter, le chien est juste prêt à rapporter."",""id"":67353},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quelle différence entre un homme bien sapé et un chien ? L’un soigne son habillement, l’autre son halètement."",""id"":53294},{""source"":""claude"",""original_id"":""15452"",""pun"":""Différence entre un dandy et un labrador: l'un est tiré à quatre épingles, l'autre tire la langue."",""id"":27931}]"	"{""comedian"":[53294,27931,67353,56667],""pun_expert"":[53294,56667,27931,67353],""editor"":[27931,53294,67353,56667],""translator"":[53294,67353,27931,56667]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3707	What is the worst thing about being a director? To project yourself too much.	"{""source"":""claude"",""original_id"":""61903"",""pun"":""Le metteur en scène avait un problème d'ego. Son thérapeute lui a dit : 'Vous projetez.' Il a répondu : 'Oui, en salle 3 à 20h.'""}"	"{""source"":""gemini"",""original_id"":""44748"",""pun"":""Que dit un réalisateur quand il essaie de se rassurer devant le miroir ? 'Je me fais tout un film'.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le pire quand on est réalisateur, c'est de trop se projeter.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le pire pour un réalisateur, c’est quand son ego prend toute la séance : il se projette trop.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Le pire quand on est réalisateur, c'est de trop se projeter."",""id"":89440},{""source"":""claude"",""original_id"":""61903"",""pun"":""Le metteur en scène avait un problème d'ego. Son thérapeute lui a dit : 'Vous projetez.' Il a répondu : 'Oui, en salle 3 à 20h.'"",""id"":22109},{""source"":""gemini"",""original_id"":""44748"",""pun"":""Que dit un réalisateur quand il essaie de se rassurer devant le miroir ? 'Je me fais tout un film'."",""id"":65999},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le pire pour un réalisateur, c’est quand son ego prend toute la séance : il se projette trop."",""id"":73854}]"	"{""comedian"":[22109,65999,89440,73854],""pun_expert"":[22109,65999,89440,73854],""editor"":[65999,22109,89440,73854],""translator"":[89440,73854,65999,22109]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3708	What it boils down to is this: eggs taste good.	"{""source"":""claude"",""original_id"":""57018"",""pun"":""Au fond, les œufs, c'est bien. D'ailleurs 'au fond', c'est exactement là que ça colle quand on oublie de remuer.""}"	"{""source"":""gemini"",""original_id"":""44568"",""pun"":""Quand l'huile se met à bouillir, elle fait son propre résumé : c'est l'essence du friture.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En résumé, avec les œufs, l’essentiel est de ne pas se brouiller.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au bout du compte, les œufs, c’est bon — surtout quand l’eau bout.""}"	"[{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""En résumé, avec les œufs, l’essentiel est de ne pas se brouiller."",""id"":16743},{""source"":""claude"",""original_id"":""57018"",""pun"":""Au fond, les œufs, c'est bien. D'ailleurs 'au fond', c'est exactement là que ça colle quand on oublie de remuer."",""id"":82553},{""source"":""gemini"",""original_id"":""44568"",""pun"":""Quand l'huile se met à bouillir, elle fait son propre résumé : c'est l'essence du friture."",""id"":84499},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Au bout du compte, les œufs, c’est bon — surtout quand l’eau bout."",""id"":30283}]"	"{""comedian"":[82553,16743,30283,84499],""pun_expert"":[16743,82553,84499,30283],""editor"":[16743,30283,82553,84499],""translator"":[30283,82553,84499,16743]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3709	What keeps a dock floating above water? Pier pressure.	"{""source"":""claude"",""original_id"":""18357"",""pun"":""Qu'est-ce qui empêche un quai de couler ? La pression des pairs.""}"	"{""source"":""gemini"",""original_id"":""12730"",""pun"":""Comment appelle-t-on un port qui incite ses amis à boire ? La pression du quai.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Comment une bouée réagit-elle face à la pression de ses pairs ? Elle se contente de suivre le courant.""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le ponton reste à flot grâce à la pression des pairs : les autres quais le soutiennent.""}"	"[{""source"":""claude"",""original_id"":""18357"",""pun"":""Qu'est-ce qui empêche un quai de couler ? La pression des pairs."",""id"":98665},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Le ponton reste à flot grâce à la pression des pairs : les autres quais le soutiennent."",""id"":16534},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Comment une bouée réagit-elle face à la pression de ses pairs ? Elle se contente de suivre le courant."",""id"":76438},{""source"":""gemini"",""original_id"":""12730"",""pun"":""Comment appelle-t-on un port qui incite ses amis à boire ? La pression du quai."",""id"":15085}]"	"{""comedian"":[15085,98665,16534,76438],""pun_expert"":[98665,15085,16534,76438],""editor"":[98665,15085,76438,16534],""translator"":[98665,16534,15085,76438]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
3710	What kind of concert only costs 45 cents? A 50 Cent concert featuring Nickelback.	"{""source"":""claude"",""original_id"":""85428"",""pun"":""Quel est le groupe de rock favori des caissiers ? Nickelback — parce que 'rendre la monnaie nickel', c'est leur devise.""}"	"{""source"":""gemini"",""original_id"":""56407"",""pun"":""Pourquoi 50 Cent ne rend-il jamais la monnaie ? Parce qu'il garde toujours son Nickelback.""}"	"{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Comment appelle-t-on le come-back absolument parfait d'un groupe de rock ? Un Nickel-back !""}"	"{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quel concert ne coûte que 45 cents ? 50 Cent avec Nickelback : forcément, on te rend un nickel.""}"	"[{""source"":""claude"",""original_id"":""85428"",""pun"":""Quel est le groupe de rock favori des caissiers ? Nickelback — parce que 'rendre la monnaie nickel', c'est leur devise."",""id"":47530},{""source"":""gemini_pro_single"",""original_id"":"""",""pun"":""Comment appelle-t-on le come-back absolument parfait d'un groupe de rock ? Un Nickel-back !"",""id"":94039},{""source"":""gpt_single"",""original_id"":"""",""pun"":""Quel concert ne coûte que 45 cents ? 50 Cent avec Nickelback : forcément, on te rend un nickel."",""id"":77938},{""source"":""gemini"",""original_id"":""56407"",""pun"":""Pourquoi 50 Cent ne rend-il jamais la monnaie ? Parce qu'il garde toujours son Nickelback."",""id"":65239}]"	"{""comedian"":[77938,65239,47530,94039],""pun_expert"":[77938,65239,47530,94039],""editor"":[47530,65239,77938,94039],""translator"":[77938,65239,47530,94039]}"		claude	anthropic/claude-sonnet-4.6	discriminator_run2_v2
