id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1001	For class schedules Yoga instructors are flexible.				flexible	homographic	['adaptable', 'adjustable', 'variable', 'versatile']	['limber', 'supple', 'lithe', 'pliant']	flexible	['adaptable', 'ajustable', 'variable', 'polyvalent']	['souple', 'flexible', 'agile', 'malléable']
1002	For every 45 I collected, I would write down the song and the artist so I could keep records.				records	homographic	['documentation', 'logs', 'accounts', 'ledgers', 'entries']	['vinyls', 'albums', 'discs', 'LP', '45s']	disques	['documentation', 'registres', 'comptes', 'journaux', 'entrées']	['vinyles', 'albums', 'microsillons', '33 tours', '45 tours']
1003	For fast relief take two tablets. The ten commandments				tablets	homographic	['pills', 'capsules', 'medication', 'boluses']	['slabs', 'stone plates', 'inscribed stone', 'stelae']	tablettes	['comprimés', 'gélules', 'médicament', 'bolus']	['plaques', 'plaques de pierre', 'pierre inscrite', 'stèles']
1004	For greeting card companies their fate is in the cards.				cards	homographic	['greeting cards', 'stationery', 'notes', 'postcards']	['destiny', 'fortune', 'future', 'kismet']	cartes	['cartes de voeux', 'papeterie', 'notes', 'cartes postales']	['destin', 'fortune', 'avenir', 'kismet']
1005	For insomnia move to the edge of the bed and you'll soon drop off.				drop off	homographic	['fall asleep', 'doze', 'nod off', 'slumber']	['fall over', 'tumble', 'plummet', 'descend']	s'endormir	"[""s'assoupir"", 'sommeiller', 'piquer du nez', 'pioncer']"	['faire une chute', 'tomber', 'dégringoler', 'descendre']
1006	For meat some people eat lamb and mutton else.				mutton	homophonic	['sheep meat', 'hogget', 'flesh of sheep']	['nothing', 'naught', 'nil', 'none']	mouton	['viande de mouton', 'jeune ovin', 'chair de mouton']	['rien', 'néant', 'zéro', 'aucun']
1007	For people who do not go with the times.				times	homographic	['eras', 'modern trends', 'current fashions', 'generations']	['clocks', 'watches', 'chronometers', 'temporal measurement']	temps	['époques', 'tendances modernes', 'modes actuelles', 'générations']	['horloges', 'montres', 'chronomètres', 'mesure temporelle']
1008	For sparkling results.				sparkling	homographic	['shining', 'bright', 'glittering', 'radiant']	['effervescent', 'carbonated', 'bubbly', 'fizzy']	pétillant	['brillant', 'éclatant', 'scintillant', 'rayonnant']	['effervescent', 'gazéifié', 'mousseux', 'gazeux']
1009	For summer vacation, I decided to go to north-eastern Spain and Basque in the sunshine.				Basque	homophonic	['Bask', 'revel', 'luxuriate', 'sprawl']	['Basque country', 'Euskadi', 'Spanish region', 'ethnic group']	Basque	"['se prélasser', 'se dorer au soleil', 'profiter', ""s'étendre""]"	"['Pays Basque', 'Euskadi', ""région d'Espagne"", 'groupe ethnique']"
1010	For that purrfect name.				purrfect	homophonic	['perfect', 'flawless', 'ideal', 'excellent']	['purr', 'feline sound', 'cat-related', 'meow']	chat-leureusement	['parfait', 'sans défaut', 'idéal', 'excellent']	['ronronnement', 'son félin', 'lié au chat', 'miaou']
