id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
401	A play, based on billiards, started right on cue.				cue	homographic	['signal', 'prompt', 'entrance', 'timing', 'theatrical', 'actor']	['billiards', 'stick', 'chalk', 'snooker', 'tapered', 'stroke']	queue	['réplique', 'signal', 'entrée', 'timing', 'théâtral', 'acteur']	['billard', 'canne', 'craie', 'snooker', 'effilé', 'coup']
402	A plumber doesn't die, he just gets flushed away.				flushed	homographic	['toilet', 'water', 'drain', 'pipes', 'rinse', 'sewage']	['passed', 'gone', 'discarded', 'removed', 'expelled', 'vanished']	évacué	['toilettes', 'eau', 'drain', 'tuyaux', 'rinçage', 'égout']	['passé', 'parti', 'jeté', 'retiré', 'expulsé', 'disparu']
403	A police dog is often the scenter of a drug arrest.				scenter	homophonic	['center', 'middle', 'core', 'focus', 'hub', 'midpoint']	['scent', 'smell', 'odor', 'sniff', 'nose', 'olfactory']	scenter	['centre', 'milieu', 'noyau', 'foyer', 'pivot', 'mi-point']	['parfum', 'odeur', 'effluve', 'renifler', 'nez', 'olfactif']
404	A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.				charged	homographic	['electricity', 'battery', 'voltage', 'current', 'energy', 'terminal']	['crime', 'arrest', 'prosecute', 'police', 'indict', 'lawsuit']	chargé	['électricité', 'batterie', 'tension', 'courant', 'énergie', 'borne']	['crime', 'arrestation', 'poursuivre', 'police', 'inculper', 'procès']
405	A politician decided to resign on the day of an eclipse because it was a dark day.				dark	homographic	['shadow', 'astronomy', 'obscurity', 'dim', 'blackout']	['gloomy', 'sinister', 'tragic', 'ominous', 'somber']	sombre	['ombre', 'astronomie', 'obscurité', 'faible', 'occultation']	['lugubre', 'sinistre', 'tragique', 'menaçant', 'morne']
406	"A politician who had been an astronomer was always saying ""no comet""."				comet	homophonic	['comment', 'remark', 'statement', 'speech', 'response']	['asteroid', 'meteor', 'orbit', 'celestial', 'nucleus', 'tail']	comète	['commentaire', 'remarque', 'déclaration', 'discours', 'réponse']	['astéroïde', 'météore', 'orbite', 'céleste', 'noyau', 'traîne']
407	A politician with a bad back needs lots of support.				support	homographic	['voters', 'endorsement', 'campaign', 'constituents', 'ballot', 'loyalty']	['brace', 'cushion', 'spine', 'orthopedic', 'posture', 'lumbar']	soutien	['électeurs', 'adhésion', 'campagne', 'concitoyens', 'scrutin', 'fidélité']	['armature', 'coussin', 'colonne', 'orthopédique', 'posture', 'lombaire']
408	A pop singer bought a new house for a song.				song	homographic	['melody', 'lyrics', 'vocal', 'music', 'rhythm', 'performance']	['bargain', 'cheap', 'inexpensive', 'discount', 'trifle', 'underpriced']	chanson	['mélodie', 'paroles', 'vocal', 'musique', 'rythme', 'performance']	['aubaine', 'économique', 'peu cher', 'rabais', 'bagatelle', 'sous-évalué']
409	A practical Czech is considered to be Praguematic.				Praguematic	homophonic	['Prague', 'Czechia', 'Europe', 'city', 'capital', 'vltava']	['pragmatic', 'logic', 'realistic', 'efficiency', 'practical', 'functional']	Praguematique	['Prague', 'Tchéquie', 'Europe', 'ville', 'capitale', 'Vltava']	['pragmatique', 'logique', 'réaliste', 'efficacité', 'pratique', 'fonctionnel']
410	A professor without a pointer may find that his lecture is pointless.				pointless	homographic	['stick', 'laser', 'baton', 'indicator', 'rod', 'sharp']	['futile', 'useless', 'meaningless', 'boring', 'ineffective', 'irrelevant']	émoussé	['bâton', 'laser', 'bâtonnet', 'indicateur', 'tige', 'tranchant']	['futile', 'inutile', 'insensé', 'ennuyeux', 'inefficace', 'irpertinent']
411	A psychiatrist on a hike fell into a depression.				depression	homographic	['sadness', 'melancholy', 'psychology', 'disorder', 'misery', 'grief']	['hollow', 'basin', 'valley', 'cavity', 'ditch', 'crater']	dépression	['tristesse', 'mélancolie', 'psychologie', 'trouble', 'misère', 'chagrin']	['creux', 'bassin', 'vallée', 'cavité', 'fossé', 'cratère']
412	A pun is its own reword.				reword	homophonic	['phrase', 'paraphrase', 'edit', 'sentence', 'synonym', 'text']	['reward', 'prize', 'trophy', 'compensation', 'gift', 'bonus']	reword	['phrase', 'paraphrase', 'modifier', 'phrase', 'synonyme', 'texte']	['récompense', 'prix', 'trophée', 'compensation', 'cadeau', 'prime']
413	A quarter-acre of undeveloped land may not seem like much to some people, but to me it's a lot.				lot	homographic	['quantity', 'amount', 'abundance', 'plethora', 'mass']	['plot', 'acreage', 'property', 'parcel', 'land', 'real-estate']	lot	['quantité', 'montant', 'abondance', 'pléthore', 'masse']	['parcelle', 'superficie', 'propriété', 'terrain', 'terre', 'immobilier']
414	A racehorse's life is always on track.				track	homographic	['turf', 'stadium', 'dirt', 'circuit', 'racing', 'oval']	['progress', 'path', 'direction', 'organized', 'consistent', 'schedule']	piste	['gazon', 'stade', 'terre', 'circuit', 'course', 'ovale']	['progrès', 'chemin', 'direction', 'organisé', 'cohérent', 'calendrier']
415	A racer who was also a golfer really knew how to drive.				drive	homographic	['accelerate', 'steer', 'vehicle', 'speed', 'engine', 'circuit']	['club', 'tee', 'fairway', 'swing', 'ball', 'yardage']	drive	['accélérer', 'diriger', 'véhicule', 'vitesse', 'moteur', 'circuit']	['club', 'tee', 'fairway', 'swing', 'balle', 'distance']
