id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
3701	What is a thesaurus' favorite dessert? Synonym buns.				synonym	homophonic	['vocabulary', 'lexicon', 'equivalent', 'dictionary', 'thesaurus', 'semantics']	['cinnamon', 'pastry', 'yeast', 'glaze', 'bakery', 'dough']	synonyme	['vocabulaire', 'lexique', 'équivalent', 'dictionnaire', 'thésaurus', 'sémantique']	['cannelle', 'pâtisserie', 'levure', 'glaçage', 'boulangerie', 'pâte']
3702	What is a tornado's favorite game to play? Twister!				Twister	homographic	['tornado', 'cyclone', 'vortex', 'windstock', 'storm', 'funnel']	['game', 'mat', 'spinner', 'circles', 'balance', 'flexibility']	Twister	['tornade', 'cyclone', 'vortex', 'manche à air', 'tempête', 'entonnoir']	['jeu', 'tapis', 'roulette', 'cercles', 'équilibre', 'souplesse']
3703	What is a vampire's favorite fruit? A blood orange.				blood orange	homographic	['citrus', 'fruit', 'pulp', 'peel', 'segment', 'juice']	['vampire', 'hematology', 'plasma', 'vein', 'clot', 'red']	orange sanguine	['agrume', 'fruit', 'pulpe', 'écorce', 'quartier', 'jus']	['vampire', 'hématologie', 'plasma', 'veine', 'caillot', 'rouge']
3704	What is it called when Legolas takes his own picture? An elfie.				elfie	homophonic	['selfie', 'camera', 'portrait', 'smartphone', 'autograph', 'digital']	['elf', 'Legolas', 'mythology', 'Tolkein', 'fantasy', 'archery']	elfie	['autoportrait', 'appareil', 'portrait', 'téléphone', 'autographe', 'numérique']	['elfe', 'Legolas', 'mythologie', 'Tolkien', 'fantaisie', 'archerie']
3705	What is the best store to be in during an earthquake? A stationery store.				stationery	homophonic	['paper', 'envelopes', 'pens', 'ink', 'notecards', 'writing']	['fixed', 'immobile', 'static', 'motionless', 'still', 'unmoving']	papeterie	['papier', 'enveloppes', 'stylos', 'encre', 'cartes', 'écriture']	['fixe', 'immobile', 'statique', 'inerte', 'calme', 'stationnaire']
3706	What is the difference between a well dressed man and a dog? The man wears a suit, the dog just pants.				pants	homographic	['trousers', 'clothing', 'slacks', 'garment', 'fashion']	['breathing', 'gasping', 'canine', 'heaving', 'respiration', 'tongue']	halètement	['pantalons', 'vêtements', 'slacks', 'habits', 'mode']	['respiration', 'souffle', 'canin', 'halètement', 'respiration', 'langue']
3707	What is the worst thing about being a director? To project yourself too much.				project	homographic	['film', 'screen', 'theatre', 'lens', 'light', 'cinema']	['ego', 'perception', 'self', 'personality', 'psychology', 'attributes']	projeter	['film', 'écran', 'théâtre', 'lentille', 'lumière', 'cinéma']	['ego', 'perception', 'soi', 'personnalité', 'psychologie', 'attributs']
3708	What it boils down to is this: eggs taste good.				boils	homographic	['summarize', 'essence', 'climax', 'result', 'core', 'conclusion']	['water', 'heat', 'bubble', 'steam', 'cook', 'simmer']	bout	['résumer', 'essence', 'apogée', 'résultat', 'cœur', 'conclusion']	['eau', 'chaleur', 'bulle', 'vapeur', 'cuire', 'miroiter']
3709	What keeps a dock floating above water? Pier pressure.				pier pressure	homophonic	['dock', 'wharf', 'piling', 'harbor', 'ocean', 'supporting']	['influence', 'compliance', 'social', 'behavior', 'conformity', 'colleagues']	pression des pairs	['quai', 'jetée', 'pilotage', 'port', 'océan', 'soutien']	['influence', 'conformité', 'social', 'comportement', 'conformisme', 'collègues']
3710	What kind of concert only costs 45 cents? A 50 Cent concert featuring Nickelback.				Nickelback	homographic	['band', 'rock', 'music', 'performance', 'vocalist', 'tour']	['coin', 'currency', 'change', 'metal', 'refund', 'money']	Nickelback	['groupe', 'rock', 'musique', 'spectacle', 'chanteur', 'tournée']	['pièce', 'devise', 'monnaie', 'métal', 'remboursement', 'argent']
3711	What kind of flooring do alligator hunters use? Reptiles!				reptiles	homophonic	['alligator', 'crocodile', 'scaly', 'cold-blooded', 'swamp', 'lizard']	['ceramic', 'linoleum', 'travertine', 'grout', 'renovation', 'surface']	reptiles	['alligator', 'crocodile', 'écailleux', 'poïkilotherme', 'marécage', 'lézard']	['céramique', 'linoléum', 'travertin', 'joint', 'rénovation', 'surface']
3712	What kind of music do mummy's like? Rap				Rap	homophonic	['hip-hop', 'rhythm', 'lyrics', 'beat', 'vocal', 'artist']	['wrap', 'bandage', 'linen', 'cloth', 'mummy', 'binding']	Rap	['hip-hop', 'rythme', 'paroles', 'cadence', 'vocal', 'artiste']	['enveloppement', 'bandage', 'linge', 'tissu', 'momie', 'ligature']
