id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
2301	Old golfers never die they just putter away.				putter	homographic	['move aimlessly', 'dawdle', 'waste time', 'tinker']	['golf club', 'short-range club', 'golfer who is putting']	putter	['traîner', 'flâner', 'perdre son temps', 'bricoler']	['club de golf', 'club de précision', 'golfeur qui joue un putt']
2302	Old golfers never die, they just lose their drive.				drive	homographic	['long-distance golf shot', 'tee shot', 'stroke']	['motivation', 'ambition', 'energy', 'determination', 'vigor']	élan	['coup de golf de longue distance', 'coup de départ', 'frappe']	['motivation', 'ambition', 'énergie', 'détermination', 'vigueur']
2303	Old gossips never die they just lose their confidants				confidants	homophonic	['intimates', 'close friends', 'trusted people', 'advisors']	['confidence', 'assurance', 'self-reliance', 'poise', 'confidents']	confidents	['intimes', 'amis proches', 'personnes de confiance', 'conseillers']	['confiance', 'assurance', 'autonomie', 'aplomb', 'confidents']
2304	Old gravediggers never die, they just get buried in their work				buried	homographic	['interred', 'entombed', 'laid to rest', 'inhumed']	['overwhelmed', 'engrossed', 'submerged', 'occupied']	enterré	['inhumé', 'mis en terre', 'enterré', 'enseveli']	['débordé', 'immergé', 'submergé', 'occupé']
2305	Old gravediggers; never die, they just spade away.				spade	homophonic	['dig', 'shovel', 'excavate']	['fade', 'wither', 'disappear', 'gradually vanish']	pique	['creuser', 'pelleter', 'excaver']	"['se faner', 'se flétrir', 'disparaître', ""s'estomper progressivement""]"
2306	Old grocers never die, they just get shelved.				shelved	homographic	['stored', 'stocked', 'placed on a shelf', 'arranged on racks']	['retired', 'dismissed', 'sidelined', 'put aside', 'deferred']	mis au placard	['rangé sur une étagère', 'stocké', 'placé sur un rayon', 'disposé sur des casiers']	['mis à la retraite', 'licencié', 'écarté', 'mis de côté', 'reporté']
2307	Old guitarists never die, they just become unstrung.				unstrung	homographic	['emotionally distressed', 'unsettled', 'unnerved', 'discomposed', 'falling apart']	['without strings', 'detached strings', 'removal of chords', 'de-strung']	détendu	['bouleversé', 'décontenancé', 'nerveux', 'décomposé', 'à bout de nerfs']	['sans cordes', 'cordes détachées', 'retrait des cordes', 'décordé']
2308	Old guitarists never die, they just fret their lives away				fret	homographic	['worry', 'agonize', 'brood', 'obsess', 'fuss']	['finger a guitar neck', 'press strings', 'musical bar', 'ridge on a fingerboard']	frette	"[""s'inquiéter"", 'se tourmenter', 'méditer', 'obséder', 'faire des histoires']"	['doigter un manche de guitare', 'appuyer sur les cordes', 'barrette musicale', 'crête sur une touche']
2309	Old guns never die they just get loaded.				loaded	homographic	['charged', 'primed', 'filled with ammunition']	['drunk', 'intoxicated', 'inebriated']	chargé	['chargé', 'amorcé', 'rempli de munitions']	['bourré', 'enivré', 'ivre']
2310	Old hackers never die, they just go to bits				bits	homographic	['binary digits', 'data units', 'software components']	['shreds', 'pieces', 'fragments', 'decomposed']	bits	['chiffres binaires', 'unités de données', 'composants logiciels']	['lambeaux', 'morceaux', 'fragments', 'décomposés']
