id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
3201	The oil well driller had a boring job.				boring	homographic	['drill', 'excavate', 'perforate', 'tunnel', 'penetrate']	['dull', 'tedious', 'monotonous', 'uninteresting', 'tiresome']	ennuyant	['forer', 'creuser', 'percer', 'tunneler', 'pénétrer']	['lassant', 'fastidieux', 'monotone', 'inintéressant', 'pénible']
3202	The old doctors practice of bloodletting was all in vein.				vein	homophonic	['vessel', 'blood', 'artery', 'circulation', 'anatomy', 'capillary']	['futile', 'useless', 'pointless', 'unsuccessful', 'fruitless', 'ineffective']	veine	['vaisseau', 'sang', 'artère', 'circulation', 'anatomie', 'capillaire']	['futile', 'inutile', 'vain', 'infructueux', 'stérile', 'inefficace']
3203	The oldest way to stay young.				oldest	homographic	['ancient', 'antique', 'historic', 'aged', 'elderly', 'vintage']	['earliest', 'original', 'first', 'initial', 'primitive']	aîné	['ancien', 'antique', 'historique', 'âgé', 'vieux', 'vintage']	['premier', 'original', 'initial', 'primitif', 'précoce']
3204	The one thing that is constant is Change especially if you are a cashier.				Change	homographic	['transformation', 'evolution', 'mutation', 'variation', 'becoming', 'alteration']	['coins', 'currency', 'cashier', 'register', 'money', 'balance']	Changement	['transformation', 'évolution', 'mutation', 'variation', 'devenir', 'altération']	['pièces', 'devise', 'caissier', 'registre', 'argent', 'solde']
3205	The only dinosaur who loved drinking tea was the TEA-REX.				TEA-REX	homophonic	['beverage', 'leaf', 'kettle', 'brewing', 'infusion', 'cup']	['predator', 'dinosaur', 'fossil', 'cretaceous', 'reptile', 'carnivore']	THÉ-REX	['boisson', 'feuille', 'bouilloire', 'infusion', 'infusion', 'tasse']	['prédateur', 'dinosaure', 'fossile', 'crétacé', 'reptile', 'carnivore']
3206	The only thing common between a stork and an obstetrician is the long bill.				bill	homographic	['beak', 'anatomy', 'avian', 'mouth', 'mandible', 'horn']	['invoice', 'charge', 'payment', 'fee', 'debt', 'account']	facture	['bec', 'anatomie', 'aviaire', 'bouche', 'mandibule', 'corne']	['facture', 'frais', 'paiement', 'tarif', 'dette', 'compte']
3207	The only things sure for cab drivers are debt and taxis.				taxis	homophonic	['cab', 'vehicle', 'passenger', 'meter', 'transport', 'fare']	['taxes', 'revenue', 'government', 'income', 'levy', 'payment']	taxis	['chauffeur', 'véhicule', 'passager', 'compteur', 'transport', 'tarif']	['taxes', 'revenu', 'gouvernement', 'impôt', 'prélèvement', 'paiement']
3208	The only time I have a drinking problem is when I spill it!				drinking problem	homographic	['alcoholism', 'addiction', 'intoxication', 'dependency', 'rehab', 'substance']	['spillage', 'physical', 'clumsiness', 'liquid', 'stain', 'gravity']	problème de boisson	['alcoolisme', 'addiction', 'intoxication', 'dépendance', 'rééducation', 'substance']	['renversement', 'physique', 'maladresse', 'liquide', 'tache', 'gravité']
3209	The optical scientist who stole his colleague's bifocals was sentenced to three years in a state prism.				prism	homophonic	['prison', 'jail', 'cell', 'inmate', 'confinement', 'incarceration']	['optics', 'glass', 'refraction', 'light', 'spectrum', 'triangle']	prisme	['prison', 'geôle', 'cellule', 'détenu', 'confinement', 'incarcération']	['optique', 'verre', 'réfraction', 'lumière', 'spectre', 'triangle']
3210	The optometrist ran for mayor because he was a visionary.				visionary	homographic	['optics', 'eyesight', 'retina', 'cornea', 'visual', 'prescription']	['ambitious', 'progressive', 'leader', 'idealist', 'strategic', 'foresight']	visionnaire	['optique', 'vue', 'rétine', 'cornée', 'visuel', 'ordonnance']	['ambitieux', 'progressiste', 'leader', 'idéaliste', 'stratégique', 'clairvoyance']
3211	The orange squeezer was invented with some juicy information.				juicy	homographic	['liquid', 'nectar', 'citrus', 'pulp', 'succulent', 'moist']	['scandalous', 'gossip', 'intriguing', 'provocative', 'sensational', 'stolen']	juteux	['liquide', 'nectar', 'agrume', 'pulpe', 'succulent', 'moite']	['scandaleux', 'commérage', 'intriguant', 'provocant', 'sensationnel', 'volé']
3212	The organizational get together for a company football team was called a kickoff meeting.				kickoff	homographic	['commencement', 'initiation', 'launch', 'inaugural', 'strategy', 'corporate']	['football', 'scrimmage', 'field', 'touchdown', 'punter', 'stadium']	coup d'envoi	['commencement', 'initiation', 'lancement', 'inaugural', 'stratégie', 'entreprise']	['football', 'mêlée', 'terrain', 'essai', 'botteur', 'stade']
3213	The other animals shunned the kangaroo. They treated him like a leaper.				leaper	homophonic	['kangaroo', 'jump', 'bounce', 'marsupial', 'hop', 'bound']	['leper', 'outcast', 'pariah', 'ostracized', 'shunned', 'displaced']	sauteur	['kangourou', 'saut', 'rebond', 'marsupial', 'bondissement', 'bond']	['lépreux', 'exclu', 'paria', 'ostracisé', 'évité', 'déplacé']
3214	The other day I held the door open for a clown. I thought it was a nice jester.				jester	homophonic	['gesture', 'motion', 'signal', 'movement', 'action', 'kindness']	['joker', 'clown', 'fool', 'comedy', 'courtier', 'entertainment']	bouffon	['geste', 'mouvement', 'signal', 'action', 'bonté']	['plaisantin', 'clown', 'fou', 'comédie', 'courtisan', 'divertissement']
