id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
901	Dr. Jekyll's more successful second formula turned him into a world-class sprinter rather than a violent psychopath, proving that you can run but you can't always Hyde.				Hyde	homophonic	['conceal', 'secrete', 'mask', 'obscure', 'disguise']	['doctor', 'villain', 'persona', 'novel', 'alter-ego', 'character']	Cache	['dissimuler', 'cacher', 'masquer', 'obscurcir', 'déguiser']	['docteur', 'scélérat', 'personnage', 'roman', 'double', 'protagoniste']
902	Drinking a whole bucket of water could make you turn pail.				pail	homophonic	['bucket', 'container', 'vessel', 'handle', 'plastic', 'metal']	['pale', 'white', 'colorless', 'sickly', 'ghostly', 'ashen']	seau	['seau', 'récipient', 'contenant', 'anse', 'plastique', 'métal']	['pâle', 'blanc', 'incolore', 'malade', 'spectral', 'livide']
903	Drinking too much of a certain potent potable may require a leave of absinthe.				absinthe	homophonic	['alcohol', 'liquor', 'wormwood', 'beverage', 'distilled', 'green']	['absence', 'departure', 'furlough', 'vacation', 'missing', 'away']	absinthe	['alcool', 'liqueur', 'armoise', 'boisson', 'distillé', 'vert']	['absence', 'départ', 'congé', 'vacances', 'manquant', 'ailleurs']
904	Driven By What's Inside.				inside	homographic	['engine', 'piston', 'fuel', 'transmission', 'horsepower', 'mechanical']	['ambition', 'motivation', 'heart', 'spirit', 'character', 'determination']	dedans	['moteur', 'piston', 'carburant', 'transmission', 'puissance', 'mécanique']	['ambition', 'motivation', 'cœur', 'esprit', 'caractère', 'détermination']
905	Driven by you.				Driven	homographic	['steer', 'engine', 'automotive', 'vehicle', 'transport', 'travel']	['motivated', 'ambition', 'determined', 'persistent', 'focused', 'inspired']	Conduit	['piloter', 'moteur', 'automobile', 'véhicule', 'transport', 'voyager']	['motivé', 'ambition', 'déterminé', 'persévérant', 'focalisé', 'inspiré']
906	Driven to perform.				Driven	homographic	['transported', 'vehicle', 'operated', 'commute', 'chauffeured', 'motorized']	['motivated', 'ambitious', 'determined', 'ambition', 'inspired', 'ambitious']	Conduit	['transporté', 'véhiculé', 'opéré', ' trajet', 'chauffé', 'motorisé']	['motivé', 'ambitieux', 'déterminé', 'ambition', 'inspiré', 'ambitieux']
907	Driving a better tomorrow.				Driving	homographic	['vehicle', 'steering', 'wheels', 'road', 'engine', 'travel']	['motivation', 'progress', 'energy', 'effort', 'ambition', 'future']	Conduite	['véhicule', 'direction', 'roues', 'route', 'moteur', 'voyage']	['motivation', 'progrès', 'énergie', 'effort', 'ambition', 'futur']
908	Driving on so many turnpikes was taking its toll.				toll	homographic	['fee', 'payment', 'highway', 'tariff', 'commute', 'booth']	['burden', 'fatigue', 'exhaustion', 'strain', 'damage', 'consequence']	péage	['frais', 'paiement', 'autoroute', 'tarif', 'trajet', 'cabine']	['fardeau', 'fatigue', 'épuisement', 'tension', 'dégât', 'conséquence']
909	Driving with one headlight isn't very bright.				bright	homographic	['luminescence', 'intensity', 'radiant', 'glowing', 'visible', 'light']	['intelligent', 'clever', 'smart', 'intellect', 'wise', 'astute']	brillant	['luminescence', 'intensité', 'radiant', 'rayonnant', 'visible', 'lumière']	['intelligent', 'astucieux', 'alerte', 'intellect', 'sage', 'perspicace']
910	Dry cleaners are often pressed for time.				pressed	homographic	['ironing', 'steam', 'wrinkles', 'fabric', 'starch', 'garment']	['rushed', 'hurried', 'deadline', 'stress', 'busy', 'constrained']	pressé	['repassage', 'vapeur', 'plis', 'tissu', 'amidon', 'vêtement']	['hâtif', 'précipité', 'échéance', 'stress', 'occupé', 'contraint']
911	Ducks don't have their palms read-they look for it on the web.				web	homographic	['membrane', 'skin', 'anatomy', 'flipper', 'swimming', 'avian']	['internet', 'network', 'digital', 'online', 'browser', 'connection']	toile	['membrane', 'peau', 'anatomie', 'palme', 'natation', 'aviaire']	['internet', 'réseau', 'numérique', 'ligne', 'navigateur', 'connexion']
