id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
2201	Never lie to an x-ray technician. They can see right through you.				see right through you	homographic	"['detect deception', 'understand motives', 'perceive truth', ""read someone's mind""]"	['visualize internal organs', 'radiographic imaging', 'transparent', 'x-ray penetration']	voir clair en vous	"['détecter la tromperie', 'comprendre les motivations', 'percevoir la vérité', ""lire dans les pensées de quelqu'un""]"	['visualiser les organes internes', 'imagerie radiographique', 'transparent', 'pénétration par rayons X']
2202	New legislation forbids anyone but Santa's family dressing up as him, and you must be named in the related clauses.				clauses	homophonic	['provisions', 'stipulations', 'sections', 'articles']	['Clauses', 'the Santa family', 'Santas']	clauses	['dispositions', 'stipulations', 'sections', 'articles']	['les Clause', 'la famille Noël', 'les Pères Noël']
2203	New lightbulb invented? Enlighten me.				Enlighten	homographic	['inform', 'educate', 'clarify', 'instruct']	['illuminate', 'brighten', 'shed light', 'cast light']	Éclairer	['informer', 'éduquer', 'clarifier', 'instruire']	['illuminer', 'aviver', 'donner la lumière', 'projeter de la lumière']
2204	News of a coming flood was leaked.				leaked	homographic	['disclosed', 'revealed', 'exposed', 'made known']	['dripped', 'spilled', 'seeped', 'escaped']	fuité	['divulgué', 'révélé', 'exposé', 'rendu public']	['goutté', 'répandu', 'suinté', 'échappé']
2205	Nexen. Next century tire.				Nexen	homophonic	['brand name', 'tire manufacturer']	['next', 'next century', 'upcoming', 'following']	Nexen	['nom de marque', 'fabricant de pneus']	['prochain', 'prochain siècle', 'à venir', 'suivant']
2206	Nice looking glass! he said reflectively.				reflectively	homographic	['thoughtfully', 'meditatively', 'contemplatively', 'pensive']	['mirror-like', 'reproducing an image', 'capable of reflection']	réflexivement	['pensivement', 'méditativement', 'contemplativement', 'pensif']	['comme un miroir', 'reproduisant une image', 'capable de réflexion']
2207	No bungee cords, but we encourage leaps of faith.				leaps	homographic	['jumps', 'springs', 'bounds', 'hops']	['risks', 'advances', 'transitions', 'ventures']	sauts	['bonds', 'sauts', 'élans', 'soubresauts']	['risques', 'avancées', 'transitions', 'aventures']
2208	No leak is a good leak.				leak	homophonic	['leak', 'seepage', 'discharge', 'drip', 'escape']	['leek', 'vegetable', 'allium', 'onion relative', 'scallion substitute']	fuite	['fuite', 'infiltration', 'écoulement', 'dégoulinade', 'échappement']	"['poireau', 'légume', 'allium', ""parent de l'oignon"", 'substitut de la cébette']"
2209	No matter how much you push the envelope, it'll still be stationery.				stationery	homophonic	['writing paper', 'envelopes', 'letterhead', 'office supplies']	['stationary', 'motionless', 'fixed', 'unmoving', 'static']	papeterie	['papier à lettres', 'enveloppes', 'en-tête de lettre', 'fournitures de bureau']	['stationnaire', 'immobile', 'fixe', 'non-mouvant', 'statique']
2210	No one chills out in the fires of hell.				chills	homographic	['relaxes', 'unwinds', 'hangs out', 'calms down']	['becomes cold', 'freezes', 'cools off', 'lowers temperature']	frissons	['se détend', 'se relaxe', 'traîne', 'se calme']	['devient froid', 'gèle', 'se rafraîchit', 'baisse la température']
