id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
3101	The gravity was so powerful, I couldn't stand it.				stand	homographic	['endure', 'tolerate', 'withstand', 'bear', 'abide']	['upright', 'vertical', 'erect', 'posture', 'rise']	supporter	['endurer', 'tolérer', 'résister', 'subir', 'pâtir']	['debout', 'vertical', 'érigé', 'posture', 'lever']
3102	The groundskeeper at a large cemetery was important because he had 5000 people under him.				under	homographic	['subordinate', 'employee', 'manager', 'supervision', 'hierarchy', 'staff']	['buried', 'subterranean', 'soil', 'coffin', 'grave', 'earth']	sous	['subordonné', 'employé', 'gestionnaire', 'supervision', 'hiérarchie', 'personnel']	['enterré', 'souterrain', 'sol', 'cercueil', 'tombe', 'terre']
3103	The guilt-ridden shark always has a feeling of remoras.				remoras	homophonic	['regret', 'guilt', 'shame', 'conscience', 'penitence', 'sorrow']	['fish', 'ocean', 'suckerfish', 'shark', 'parasite', 'marine']	remords	['regret', 'culpabilité', 'honte', 'conscience', 'pénitence', 'chagrin']	['poisson', 'océan', 'rémora', 'requin', 'parasite', 'marin']
3104	The guitarist passed out on stage, he must have rocked himself to sleep.				rocked	homographic	['music', 'guitar', 'performance', 'concert', 'loud', 'energetic']	['motion', 'sway', 'cradle', 'rhythm', 'gentle', 'soothe']	bercé	['musique', 'guitare', 'performance', 'concert', 'bruyant', 'énergique']	['mouvement', 'balancement', 'berceau', 'rythme', 'doux', 'apaiser']
3105	The gunman took a shot at new opportunities.				shot	homographic	['bullet', 'trigger', 'weapon', 'firearm', 'projectile', 'impact']	['attempt', 'chance', 'effort', 'trial', 'venture', 'aim']	coup	['balle', 'détente', 'arme', 'feu', 'projectile', 'impact']	['tentative', 'chance', 'effort', 'essai', 'aventure', 'visée']
3106	The guy who sold his carnival got a Fair deal.				Fair	homographic	['carnival', 'festival', 'amusement', 'exhibition', 'rides', 'midway']	['equitable', 'just', 'honest', 'adequate', 'reasonable', 'legal']	Foire	['carnaval', 'festival', 'amusement', 'exposition', 'manèges', 'kermesse']	['équitable', 'juste', 'honnête', 'adéquat', 'raisonnable', 'légal']
3107	The hardest thing for a person to keep is his opinion				keep	homographic	['hold', 'retain', 'clutch', 'possess', 'contain']	['conceal', 'hide', 'private', 'secret', 'unspoken', 'reserved']	garder	['maintenir', 'retenir', 'saisir', 'posseder', 'contenir']	['dissimuler', 'cacher', 'prive', 'secret', 'tacite', 'reserve']
3108	The harm caused by sibling rivalry is relative.				relative	homographic	['comparative', 'proportional', 'scaled', 'subjective', 'variable', 'contextual']	['family', 'kinship', 'sibling', 'ancestor', 'bloodline', 'relation']	relative	['comparative', 'proportionnelle', 'graduée', 'subjective', 'variable', 'contextuelle']	['famille', 'parenté', 'fratrie', 'ancêtre', 'lignée', 'parente']
3109	The haughty magician had illusions of grandeur.				illusions	homographic	['magic', 'trick', 'sleight', 'performance', 'deception', 'stagecraft']	['delusion', 'fantasy', 'ambition', 'ego', 'distorted', 'hubris']	illusions	['magie', 'prestidigitation', 'tour', 'spectacle', 'supercherie', 'scénographie']	['délire', 'chimère', 'ambition', 'ego', 'distorsion', 'orgueil']
3110	The high school music teacher was quite controversial. He told his students to read band books.				band	homophonic	['orchestra', 'musician', 'instrument', 'rhythm', 'ensemble', 'conductor']	['prohibited', 'censored', 'forbidden', 'illegal', 'restricted', 'vetoed']	banni	['orchestre', 'musicien', 'instrument', 'rythme', 'ensemble', 'chef']	['proscrit', 'censuré', 'interdit', 'illégal', 'restreint', 'veto']
3111	The hospital lab is recruiting. They're looking for new blood.				blood	homographic	['fluid', 'plasma', 'cells', 'hematology', 'hemoglobin', 'vessel']	['recruit', 'personnel', 'member', 'youth', 'newcomer', 'talent']	sang	['fluide', 'plasma', 'cellules', 'hématologie', 'hémoglobine', 'vaisseau']	['recrue', 'personnel', 'membre', 'jeunesse', 'nouveau', 'talent']
3112	The hostage he said couldn't stay on the phone long because he was tied up at the moment.				tied up	homographic	['bound', 'shackled', 'restrained', 'cords', 'knotted', 'captive']	['busy', 'occupied', 'unavailable', 'working', 'engaged', 'preoccupied']	ligoté	['attaché', 'enchaîné', 'immobilisé', 'cordes', 'noué', 'captif']	['occupé', 'pris', 'indisponible', 'travaillant', 'engagé', 'préoccupé']
3113	The hot dog vendor answered, with a tone quite frank.				frank	homographic	['sausage', 'hotdog', 'meat', 'wiener', 'bun', 'mustard']	['honest', 'candid', 'direct', 'sincere', 'blunt', 'truthful']	franc	['saucisse', 'hot-dog', 'viande', 'francfort', 'pain', 'moutarde']	['honnête', 'candide', 'direct', 'sincère', 'brusque', 'véridique']
3114	The hotel chef was noted for his tomfoolery and his capers.				capers	homographic	['pickled', 'flower', 'buds', 'condiment', 'tangy', 'salty']	['shenanigans', 'pranks', 'playful', 'antics', 'mischief', 'frolicking']	capres	['saumure', 'fleur', 'bourgeons', 'condiment', 'acidulé', 'salé']	['espiègleries', 'farces', 'enjoué', 'pitreries', 'malice', 'ébats']
3115	The hotel regrets that you do not find your rooms satisfactory; I will send up our sweet manager right away.				sweet	homographic	['pleasant', 'kind', 'amiable', 'gentle', 'friendly', 'charming']	['suite', 'room', 'apartment', 'hotel', 'lodging', 'bedroom']	suite	['agréable', 'gentil', 'aimable', 'doux', 'amical', 'charmant']	['suite', 'chambre', 'appartement', 'hôtel', 'logement', 'chambre']
3116	The humorist's favorite sandwich was smoked tongue on wry.				wry	homophonic	['rye', 'bread', 'grain', 'sandwich', 'bakery', 'seed']	['ironic', 'sarcastic', 'humor', 'dry', 'droll', 'satirical']	ironique	['seigle', 'pain', 'grain', 'sandwich', 'boulangerie', 'graine']	['ironique', 'sarcastique', 'humour', 'sec', 'drôle', 'satirique']
3117	The hypnotist went out of business because he ran out of suggestions.				suggestions	homographic	['command', 'instruction', 'trance', 'influence', 'psychology', 'induction']	['advice', 'idea', 'proposal', 'recommendation', 'input', 'opinion']	suggestions	['commande', 'instruction', 'transe', 'influence', 'psychologie', 'induction']	['conseil', 'idée', 'proposition', 'recommandation', 'contribution', 'opinion']
3118	The ice at the rink has many ruts. I think the maintenance crew is slipping up.				slipping	homographic	['skating', 'sliding', 'gliding', 'frictionless', 'ice', 'skidding']	['mistake', 'error', 'negligence', 'failing', 'blunder', 'oversight']	glissement	['patinage', 'glissade', 'planage', 'lisse', 'glace', 'dérapage']	['faute', 'erreur', 'négligence', 'défaillance', 'bévue', 'oubli']
3119	The incontinent Scotsman had a wee accident.				wee	homographic	['small', 'tiny', 'little', 'diminutive', 'miniscule']	['urine', 'micturition', 'fluid', 'liquid', 'waste']	petit	['petit', 'minuscule', 'infime', 'diminutif', 'minime']	['urine', 'miction', 'fluide', 'liquide', 'déchet']
