id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
1401	"""I have to fix the car,"" he said mechanically."				mechanically	homographic	['repair', 'engine', 'automotive', 'wrench', 'technician']	['monotonous', 'reflex', 'automatic', 'unthinking', 'routine', 'emotionless']	mecaniquement	['reparation', 'moteur', 'automobile', 'cle', 'technicien']	['monotone', 'reflexe', 'automatique', 'inconscient', 'routine', 'impassible']
1402	"""I have to fix the car,"" he said mechanically."				mechanically	homographic	['repairman', 'engine', 'tools', 'wrench', 'garage', 'automotive']	['automatic', 'unthinking', 'habitual', 'robotic', 'monotonous', 'routine']	mécaniquement	['réparateur', 'moteur', 'outils', 'clé', 'garage', 'automobile']	['automatique', 'machinal', 'habituel', 'robotique', 'monotone', 'routine']
1403	"""I have to keep this fire alight,"" he bellowed."				bellowed	homographic	['shouted', 'yelled', 'roared', 'vocalized', 'loud', 'exclaimed']	['fireplace', 'air', 'inflate', 'puff', 'stoker', 'oxygen']	beuglé	['crié', 'hurlé', 'rugi', 'vocalisé', 'bruyant', 'exclamé']	['soufflerie', 'air', 'gonfler', 'bouffée', 'tisonnier', 'oxygène']
1404	I have written several papers regarding weather effects. I saved them all in the cloud.				cloud	homographic	['server', 'network', 'storage', 'digital', 'database', 'internet']	['atmosphere', 'vapor', 'rain', 'sky', 'cumulus', 'meteorology']	nuage	['serveur', 'réseau', 'stockage', 'numérique', 'données', 'internet']	['atmosphère', 'vapeur', 'pluie', 'ciel', 'cumulus', 'météorologie']
1405	I haven't developed my photographs yet, he said negatively.				negatively	homographic	['pessimism', 'unfavorable', 'cynical', 'adverse', 'critical']	['film', 'exposure', 'darkroom', 'inverted', 'photography', 'chemical']	négativement	['pessimisme', 'défavorable', 'cynique', 'adverse', 'critique']	['pellicule', 'exposition', 'chambre noire', 'inversé', 'photographie', 'chimique']
1406	"""I haven't had my photographs developed yet,"" he said negatively."				negatively	homographic	['pessimistic', 'unfavorable', 'denial', 'cynical', 'adverse', 'gloomy']	['film', 'darkroom', 'exposure', 'image', 'acetate', 'inverted']	négativement	['pessimiste', 'défavorable', 'déni', 'cynique', 'adverse', 'sombre']	['pellicule', 'chambre noire', 'exposition', 'image', 'acétate', 'inversé']
1407	"""I haven't had my photographs developed yet,"" he said negatively."				negatively	homographic	['pessimistic', 'unfavorable', 'denial', 'refusal', 'cynical', 'oppositional']	['film', 'darkroom', 'exposure', 'chemical', 'image', 'inverted']	négativement	['pessimiste', 'défavorable', 'déni', 'refus', 'cynique', 'oppositionnel']	['pellicule', 'chambre noire', 'exposition', 'chimique', 'image', 'inversé']
1408	I hear the Sylvester Stallone Film Festival got off to a rocky start.				rocky	homographic	['precarious', 'unstable', 'shaky', 'difficult', 'rough']	['boxer', 'stadium', 'gloves', 'balboa', 'underdog', 'ring']	rocky	['précaire', 'instable', 'chancelant', 'difficile', 'rude']	['boxeur', 'stade', 'gants', 'balboa', 'outsider', 'ring']
1409	I heard Einstein got along well with his parents... relatively speaking.				relatively	homographic	['kinship', 'family', 'parents', 'bloodline', 'ancestry']	['comparison', 'proportional', 'physics', 'Einstein', 'subjective']	relativement	['parenté', 'famille', 'parents', 'lignée', 'ascendance']	['comparaison', 'proportionnel', 'physique', 'Einstein', 'subjectif']
1410	I heard about this new governing document that says people can only go to the bathroom one per day. It's called the Constipation.				Constipation	homophonic	['Constitution', 'government', 'document', 'law', 'parliament', 'legal']	['digestion', 'intestine', 'blockage', 'bathroom', 'medical', 'stomach']	Constipation	['Constitution', 'gouvernement', 'document', 'loi', 'parlement', 'juridique']	['digestion', 'intestin', 'blocage', 'toilettes', 'médical', 'estomac']
1411	I heard that you can now print a gun off a 3D printer, but I am not impressed. I've had a Canon printer for years.				Canon	homophonic	['technology', 'ink', 'scanner', 'document', 'peripheral', 'office']	['weapon', 'artillery', 'ordnance', 'projectile', 'barrel', 'firepower']	Canon	['technologie', 'encre', 'scanner', 'document', 'périphérique', 'bureau']	['arme', 'artillerie', 'matériel', 'projectile', 'fût', 'puissance']
1412	I held the door for a mime the other day, I thought it was a nice gesture.				gesture	homographic	['politeness', 'kindness', 'courtesy', 'grace', 'action', 'deed']	['pantomime', 'expression', 'motion', 'movement', 'signal', 'sign']	geste	['politesse', 'bonté', 'courtoisie', 'élégance', 'action', 'acte']	['pantomime', 'expression', 'mouvement', 'gesticulation', 'signal', 'signe']
1413	"""I invested in a hi-tech startup,"" he ventured."				ventured	homographic	['stated', 'remarked', 'uttered', 'suggested', 'commented', 'voiced']	['capital', 'investment', 'enterprise', 'speculation', 'startup', 'risk']	aventuré	['énoncé', 'remarqué', 'prononcé', 'suggéré', 'commenté', 'exprimé']	['capital', 'investissement', 'entreprise', 'spéculation', 'startup', 'risque']
1414	I just finished reading Newton's Principia Mathematica, and found much of it to be rather derivative.				derivative	homographic	['calculus', 'fluxion', 'differentiation', 'rate', 'slope', 'tangent']	['unoriginal', 'imitative', 'copied', 'secondary', 'trite', 'banal']	dérivé	['calcul', 'fluxion', 'différenciation', 'taux', 'pente', 'tangente']	['inoriginal', 'imitatif', 'copié', 'secondaire', 'trivial', 'banal']
1415	I just got back from a statistical probability conference. It was average.				average	homographic	['mean', 'median', 'mode', 'calculation', 'distribution', 'quantity']	['mediocre', 'ordinary', 'unremarkable', 'common', 'standard', 'plain']	moyenne	['moyenne', 'médiane', 'mode', 'calcul', 'distribution', 'quantité']	['médiocre', 'ordinaire', 'banale', 'commun', 'standard', 'quelconque']
1416	I just got fired from my job at the keyboard factory. They told me I wasn't putting in enough shifts.				shifts	homographic	['keyboard', 'button', 'typing', 'hardware', 'modifier', 'uppercase']	['employment', 'hours', 'roster', 'labor', 'schedule', 'workplace']	maj	['clavier', 'touche', 'saisie', 'matériel', 'modificateur', 'majuscule']	['emploi', 'horaires', 'roulement', 'travail', 'planning', 'poste']
1417	I just got some piercings done at a great price. Only a buccaneer!				buccaneer	homophonic	['pirate', 'corsair', 'mariner', 'swashbuckler', 'shanty', 'scallywag']	['buck', 'ear', 'piercing', 'jewelry', 'lobe', 'currency']	boucanier	['pirate', 'corsaire', 'marin', 'bretteur', 'chant', 'fripouille']	['cerf', 'oreille', 'perçage', 'bijou', 'lobe', 'monnaie']
1418	I just had some coffee that was good only for its sedimental value.				sedimental	homophonic	['nostalgia', 'emotion', 'memory', 'cherished', 'feeling', 'attachment']	['grounds', 'residue', 'dregs', 'bottom', 'silt', 'deposit']	sédimental	['nostalgie', 'émotion', 'souvenir', 'chéri', 'sentiment', 'attachement']	['lie', 'résidu', 'fèces', 'fond', 'limon', 'dépôt']
1419	"I just looked up the word ""apocalypse"" in the dictionary. It was quite a revelation."				revelation	homographic	['disclosure', 'discovery', 'insight', 'epiphany', 'surprise']	['apocalypse', 'prophecy', 'scripture', 'eschatology', 'judgment', 'tribulation']	révélation	['divulgation', 'découverte', 'intuition', 'épiphanie', 'surprise']	['apocalypse', 'prophétie', 'écriture', 'eschatologie', 'jugement', 'tribulation']
1420	I just offered someone a job and they accepted, so I offered him my contractulations.				contractulations	homophonic	['agreement', 'document', 'signature', 'legal', 'binding', 'employment']	['celebration', 'praise', 'success', 'compliment', 'achievement', 'well-wishes']	contractulations	['accord', 'document', 'signature', 'juridique', 'contraignant', 'emploi']	['célébration', 'éloge', 'succès', 'compliment', 'réussite', 'vœux']
1421	I just spilled some water on the rug. Let that sink in.				sink in	homographic	['liquid', 'absorb', 'moisture', 'saturation', 'permeate']	['comprehend', 'realize', 'understand', 'contemplate', 'reflect', 'process']	pénétrer	['liquide', 'absorber', 'humidité', 'saturation', 'imprégner']	['comprendre', 'réaliser', 'saisir', 'contempler', 'réfléchir', 'assimiler']
1422	"I keep reading ""The Lord of the Rings"" over and over. I guess it's just force of hobbit."				hobbit	homophonic	['habit', 'routine', 'custom', 'repetition', 'behavior', 'tendency']	['halfling', 'Tolkien', 'Shire', 'fantasy', 'adventure', 'Baggins']	hobbit	['habitude', 'routine', 'coutume', 'répétition', 'comportement', 'tendance']	['semi-homme', 'Tolkien', 'Comté', 'fantaisie', 'aventure', 'Baggins']
1423	I keep walking methodically back and forth. I have to learn to pace myself.				pace	homographic	['walk', 'stride', 'step', 'gait', 'footprint', 'tread']	['speed', 'timing', 'rhythm', 'tempo', 'regulation', 'endurance']	cadence	['marche', 'foulée', 'pas', 'allure', 'empreinte', 'piétinement']	['vitesse', 'rythme', 'tempo', 'fréquence', 'régulation', 'endurance']
1424	I kept failing to get a job as a butcher because I couldn't just make the cut.				make the cut	homographic	['succeed', 'qualify', 'selected', 'pass', 'admitted', 'chosen']	['knife', 'carve', 'slice', 'meat', 'sever', 'cleaver']	trancher	['réussir', 'qualifier', 'sélectionné', 'passer', 'admis', 'choisi']	['couteau', 'sculpter', 'tranche', 'viande', 'couper', 'couperet']
1425	I knew I had to pay the mobster the money I owed him. It was a matter of life or debt.				debt	homophonic	['mortality', 'existence', 'biological', 'survival', 'expiration', 'vitality']	['loan', 'money', 'arrears', 'interest', 'liability', 'credit']	dette	['mortalité', 'existence', 'biologique', 'survie', 'expiration', 'vitalité']	['emprunt', 'argent', 'arriérés', 'intérêt', 'passif', 'crédit']
1426	I knew a guy who collected candy canes, they were all in mint condition.				mint	homographic	['peppermint', 'flavor', 'menthol', 'herb', 'candy', 'fresh']	['perfect', 'flawless', 'pristine', 'original', 'quality', 'unused']	menthe	['poivrée', 'saveur', 'menthol', 'herbe', 'bonbon', 'frais']	['parfait', 'impeccable', 'neuf', 'original', 'qualité', 'inutilisé']
1427	I knew a woman who owned a taser, man was she stunning!				stunning	homographic	['electricity', 'shock', 'paralyze', 'incapacitate', 'voltage', 'immobilize']	['beautiful', 'gorgeous', 'attractive', 'radiant', 'spectacular', 'lovely']	foudroyant	['électricité', 'choc', 'paralyser', 'neutraliser', 'tension', 'immobiliser']	['magnifique', 'superbe', 'attrayant', 'rayonnant', 'spectaculaire', 'ravissant']
1428	I knew a woman who owned a taser, man was she stunning!				stunning	homographic	['electricity', 'shock', 'paralyze', 'voltage', 'incapacitate', 'weapon']	['beautiful', 'gorgeous', 'attractive', 'radiant', 'lovely', 'striking']	renversant	['électricité', 'choc', 'paralyser', 'tension', 'incapaciter', 'arme']	['beau', 'magnifique', 'attrayant', 'radiant', 'ravissant', 'frappant']
