id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr
301	A fisherman tried boxing, but he only threw hooks.				hooks	homographic	['fishing tools', 'barbs', 'j-hooks', 'lures']	['punches', 'blows', 'short swings', 'boxing strikes']	crochets	['outils de pêche', 'barbillons', 'crochets en J', 'leurres']	['coups de poing', 'coups', 'balancements courts', 'frappes de boxe']
302	A fisherman who was also a pianist was an expert with scales.				scales	homographic	['plates', 'lamellae', 'scutes', 'bony covers']	['musical intervals', 'solfège', 'musical notes', 'graduated series']	gammes	['écailles', 'lamelles', 'scutelles', 'plaques osseuses']	['intervalles musicaux', 'solfège', 'notes de musique', 'série graduée']
303	A flat rate is the monthly rent for an apartment.				flat	homographic	['even', 'level', 'horizontal', 'fixed']	['apartment', 'suite', 'dwelling', 'lodging']	plat	['uni', 'plan', 'horizontal', 'fixe']	['appartement', 'suite', 'demeure', 'logement']
304	A flute teacher is a tutor.				tutor	homophonic	['teacher', 'instructor', 'mentor', 'educator']	['tooter', 'horn player', 'flautist', 'one who toots']	tuteur	['enseignant', 'instructeur', 'mentor', 'éducateur']	['joueur de flûte', 'joueur de cor', 'flûtiste', 'celui qui klaxonne']
305	A fool and his head are easily parted!				head	homographic	['skull', 'noggin', 'cranium', 'anatomical top']	['intellect', 'reasoning', 'mind', 'common sense']	tête	['crâne', 'bouille', 'cranium', 'sommet anatomique']	['intellect', 'raisonnement', 'esprit', 'bon sens']
306	A former doctor, while auditioning for a play, broke his leg. But luckily, he could still make the cast.				cast	homographic	['group of actors', 'performers', 'troupe']	['plaster bandage', 'orthopedic dressing', 'splint']	plâtre	"[""groupe d'acteurs"", 'interprètes', 'troupe']"	['bandage en plâtre', 'pansement orthopédique', 'atelle']
307	A friend told me he dug a hole in my backyard and filled it with water. I thought he meant well.				well	homographic	['properly', 'appropriately', 'favourably', 'intended']	['hole', 'shaft', 'cistern', 'water source']	puits	['bien', 'convenablement', 'favorablement', 'voulu']	"['trou', 'puits', 'citerne', ""source d'eau""]"
308	A friend tried to make me say animal puns today but I thought they were boaring.				boaring	homophonic	['boring', 'dull', 'uninteresting', 'tedious']	['boar', 'swine', 'wild pig', 'porcine']	ennuyant	['ennuyeux', 'terne', 'inintéressant', 'fastidieux']	['sanglier', 'porc', 'cochon sauvage', 'porcin']
309	A frightened bird dog that runs from everything is known as the Golden Retreater.				Retreater	homophonic	['Retriever', 'gun dog', 'Golden Retriever', 'fetcher']	['coward', 'runner', 'deserter', 'one who retreats']	Fuyard-Retriever	['Retriever', 'chien de chasse', 'Golden Retriever', 'rapporteur']	['lâche', 'fuyard', 'déserteur', 'celui qui bat en retraite']
310	A gambling gardener usually hedges his bets.				hedges	homographic	['shrubs', 'bushes', 'fences', 'barriers']	['offsets', 'safeguards', 'protects', 'limits']	haies	['arbustes', 'buissons', 'clôtures', 'barrières']	['compensations', 'sauvegardes', 'protections', 'limites']
311	A garbage man digging through the trash says-Man, am I down in the dumps today.				dumps	homographic	['trash site', 'landfill', 'garbage heap']	['depressed', 'gloomy', 'sad', 'melancholy']	décharges	"[""site d'enfouissement"", 'décharge', ""tas d'ordures""]"	['déprimé', 'sombre', 'triste', 'mélancolique']
312	A gardener who moved back to his home town rediscovered his roots.				roots	homographic	['origins', 'heritage', 'background', 'family ties']	['tubers', 'radicles', 'underground plant parts', 'rhizomes']	racines	['origines', 'héritage', 'contexte', 'liens familiaux']	['tubercules', 'radicules', 'parties souterraines des plantes', 'rhizomes']
313	A gardening store owner who often called long distance for importing realized that talk and dirt aren't necessarily cheap.				dirt	homographic	['soil', 'earth', 'loam', 'ground']	['scandal', 'gossip', 'information', 'rumor']	saleté	['sol', 'terre', 'terreau', 'terrain']	['scandale', 'potins', 'informations', 'rumeur']
314	A girl and her boyfriend went to a party as a barcode. They were an item.				item	homographic	['product', 'article', 'object', 'commodity']	['couple', 'romantic pair', 'partners', 'dating']	article	['produit', 'article', 'objet', 'marchandise']	['couple', 'paire romantique', 'partenaires', 'sortir ensemble']
315	A glide-path is a soar spot.				soar	homophonic	['sore', 'hurting', 'painful', 'tender', 'aching']	['soar', 'fly', 'glide', 'ascend', 'take flight']	s'élever	['douloureux', 'souffrant', 'pénible', 'sensible', 'endolori']	"['planer', 'voler', 'monter', ""s'élever"", 'prendre son envol']"
316	A goat that ate office supplies was on a staple diet.				staple	homographic	['basic', 'standard', 'fundamental', 'principal']	['fastener', 'wire element', 'office hardware', 'paper binder']	agrafe	['de base', 'standard', 'fondamental', 'principal']	['attache', 'élément métallique', 'matériel de bureau', 'relieur de papier']
317	A good baker will rise to the occasion, it's the yeast he can do.				yeast	homophonic	['yeast', 'leavening agent', 'fermenting agent', 'fungus']	['least', 'minimum', 'slightest', 'lowest amount']	levure	['levure', 'agent levant', 'agent de fermentation', 'champignon']	['le moins', 'minimum', 'moindre', 'quantité la plus basse']
