id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2901	That makes 144, he said, grossly.				grossly	homographic	['in total', 'by the gross', 'twelve dozen']	['coarsely', 'rudely', 'vulgetly', 'indecently']	grossièrement	['au total', 'par grosse', 'douze douzaines']	['grossièrement', 'impoliment', 'vulgairement', 'indécemment']	grossly	['in total', 'by the gross', 'twelve dozen']	['roughly', 'rudely', 'vulgarly', 'indecently']
2902	That new mystery novel has a killer start to it.				killer	homographic	['excellent', 'impressive', 'exciting', 'remarkable']	['murderous', 'lethal', 'deadly', 'homicidal']	tueur	['excellent', 'impressionnant', 'excitant', 'remarquable']	['meurtrier', 'létal', 'mortel', 'homicide']	killer	['excellent', 'impressive', 'exciting', 'remarkable']	['murderer', 'lethal', 'deadly', 'homicidal']
2903	That really nice fellow works in a clothing factory sewing zippers on jeans. That is good. He wouldn't hurt a fly.				fly	homographic	['insect', 'pest', 'dipteran']	['zipper', 'fastener', 'opening']	mouche	['insecte', 'nuisible', 'diptère']	['braguette', 'fermeture', 'ouverture']	fly	['insect', 'pest', 'dipteran']	['fly', 'zipper', 'opening']
2904	That soil scientist always travels by himself. He's a loam ranger.				loam	homophonic	['soil', 'earth', 'clay', 'dirt']	['lone', 'solitary', 'single', 'independent']	loam	['sol', 'terre', 'argile', 'saleté']	['seul', 'solitaire', 'unique', 'indépendant']	loam	['soil', 'earth', 'clay', 'dirt']	['alone', 'lonely', 'unique', 'independent']
2905	That the obstetrician's services were needed on the train was an accident of berth.				berth	homophonic	['bunk', 'sleeping compartment', 'mooring', 'berth']	['birth', 'delivery', 'childbirth', 'nativity']	couchette	['lit superposé', 'compartiment-couchettes', 'amarrage', 'place de port']	['naissance', 'accouchement', 'mise au monde', 'nativité']	berth	['bunk bed', 'sleeping compartment', 'mooring', 'docking space']	['birth', 'childbirth', 'delivery', 'nativity']
2906	That's a cool chair. Yeah, I know, it rocks.				rocks	homographic	['tilts', 'sways', 'oscillates', 'moves back and forth']	['excellent', 'impressive', 'great', 'awesome']	déchire	"[""s'incline"", 'balance', 'oscille', 'va et vient']"	['excellent', 'impressionnant', 'génial', 'formidable']	rocks	['tilts', 'sways', 'oscillates', 'moves back and forth']	['excellent', 'impressive', 'great', 'wonderful']
2907	That's no beagle; that's a mongrel, he muttered.				mongrel	homophonic	['mutt', 'mixed-breed dog', 'crossbreed']	['my girl', 'ma girl', 'mon girl']	bâtard	['quetard', 'chien de race mêlée', 'croisé']	['ma meuf', 'ma fille', 'ma go']	bastard	['womanizer', 'mixed-breed dog', 'crossbreed']	['my girl', 'my daughter', 'my chick']
2908	"""That's the reason they're called lessons,"" the Gryphon remarked: ""because they lessen from day to day."""				lessons	homophonic	['lessons', 'classes', 'instruction', 'lectures', 'schoolwork']	['lessen', 'decrease', 'diminish', 'shrink', 'reduce']	leçons	['leçons', 'classes', 'instruction', 'conférences', 'travail scolaire']	['diminuer', 'décroître', 'amoindrir', 'rétrécir', 'réduire']	lessons	['lessons', 'classes', 'instruction', 'lectures', 'schoolwork']	['lessen', 'decrease', 'diminish', 'shrink', 'reduce']
2909	That's the seventh dip, Namaan said cleanly.				cleanly	homographic	['purely', 'spotlessly', 'immaculately']	['distinctly', 'clearly', 'precisely']	proprement	['purement', 'sans tache', 'immaculément']	['distinctement', 'clairement', 'précisément']	properly	['purely', 'spotlessly', 'immaculately']	['distinctly', 'clearly', 'precisely']
2910	That's the third time my teacher changed my grade, he remarked.				remarked	homographic	['commented', 'stated', 'uttered', 'observed']	['re-graded', 're-marked', 'evaluated again', 'scored again']	remarqué	['commenté', 'déclaré', 'prononcé', 'observé']	['re-noté', 're-corrigé', 'évalué à nouveau', 'noté à nouveau']	noticed	['commented', 'declared', 'pronounced', 'observed']	['re-marked', 're-graded', 're-evaluated', 'noted again']
2911	That, my dear Algy, is the whole truth pure and simple. Algernon: The truth is rarely pure and never simple. Modern life would be very tedious if it were either, and modern literature a complete impossibility!				simple	homographic	['uncomplicated', 'straightforward', 'easy', 'plain']	['foolish', 'ignorant', 'gullible', 'naive']	simple	['simple', 'facile', 'direct', 'uni']	"[""simple d'esprit"", 'ignorant', 'credule', 'naif']"	simple	['simple', 'easy', 'straightforward', 'plain']	['simple-minded', 'ignorant', 'gullible', 'naive']
2912	The All-Pro wide receiver's wedding was a little bit shaky, but his reception was excellent.				reception	homographic	['social gathering', 'party', 'celebration', 'wedding feast']	['catching', 'securing the ball', 'pass completion']	réception	['rassemblement social', 'fête', 'célébration', 'banquet de mariage']	['attrapage', 'prise de balle', 'réception de passe']	reception	['social gathering', 'party', 'celebration', 'wedding banquet']	['catch', 'ball catch', 'pass reception']
2913	The Alpine Skiing competition started poorly and went downhill from there.				downhill	homographic	['descending', 'sloping', 'downward']	['deteriorating', 'worsening', 'declining']	en pente	['descendant', 'en inclinaison', 'vers le bas']	['se dégradant', 'empirant', 'déclinant']	sloping	['descending', 'inclined', 'downward']	['deteriorating', 'worsening', 'declining']
2914	"""The Arab's opulence was obvious from his chic clothing."""				chic	homophonic	['stylish', 'fashionable', 'elegant', 'modish']	['sheikh', 'sheik', 'arab leader', 'tribal head']	chic	['élégant', 'à la mode', 'distingué', 'branché']	['cheikh', 'chef arabe', 'chef de tribu', 'dirigeant']	chic	['elegant', 'fashionable', 'distinguished', 'trendy']	['sheikh', 'arab leader', 'tribal chief', 'ruler']
2915	The Belly Dancer was popular with sailors because she understood navel maneuvers.				navel	homophonic	['belly button', 'umbilicus', 'midriff', 'central point']	['naval', 'maritime', 'nautical', 'marine', 'sea-faring']	nombril	['nombril', 'ombilic', 'milieu du corps', 'point central']	['naval', 'maritime', 'nautique', 'marin', 'maritime']	navel	['navel', 'umbilicus', 'middle of the body', 'central point']	['naval', 'maritime', 'nautical', 'marine', 'maritime']
2916	The Biomedical Engineer didn't have the heart to check the EKG machine.				heart	homographic	['courage', 'will', 'spirit', 'emotional strength', 'nerve']	['cardiac organ', 'myocardium', 'ticker', 'circulatory pump']	cœur	['courage', 'volonté', 'esprit', 'force émotionnelle', 'cran']	['organe cardiaque', 'myocarde', 'pompe circulatoire', 'muscle cardiaque']	heart	['courage', 'will', 'spirit', 'emotional strength', 'grit']	['cardiac organ', 'myocardium', 'circulatory pump', 'heart muscle']
2917	The Chinese chef maliciously dumped a hot broth with dumplings on an obnoxious customer. It was a wanton soup attack.				wanton	homophonic	['malicious', 'deliberate', 'unprovoked', 'wicked']	['wonton', 'dumpling', 'chinese noodle', 'shrimp ball']	wanton	['malveillant', 'délibéré', 'gratuit', 'méchant']	['wonton', 'ravioli chinois', 'nouille chinoise', 'boulette de crevette']	wanton	['malicious', 'deliberate', 'gratuitous', 'wicked']	['wonton', 'Chinese ravioli', 'Chinese noodle', 'shrimp dumpling']
2918	The Communists will only drink herbal tea because proper-TEA is considered theft.				property	homophonic	['proper tea', 'real tea', 'traditional tea', 'brewed leaves']	['property', 'possessions', 'assets', 'ownership', 'holdings']	propriété	['propre thé', 'thé véritable', 'thé traditionnel', 'feuilles infusées']	['propriété', 'possessions', 'actifs', 'titre de propriété', 'avoirs']	property	['clean tea', 'real tea', 'traditional tea', 'infused leaves']	['property', 'possessions', 'assets', 'property title', 'holdings']
2919	The Easter story is not a dead issue.				dead	homographic	['defunct', 'obsolete', 'inactive', 'unimportant']	['deceased', 'lifeless', 'departed', 'not living']	mort	['défunt', 'obsolète', 'inactif', 'sans importance']	['décédé', 'sans vie', 'disparu', 'non vivant']	death	['deceased', 'obsolete', 'inactive', 'unimportant']	['deceased', 'lifeless', 'gone', 'non-living']
