id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
501	After discovering that her children were playing with matches, their mother exploded with fury.				exploded	homographic	['lost her temper', 'erupted', 'lashed out']	['burst', 'detonated', 'blew up']	explosé	"['perdu son sang-froid', 'entré en éruption', ""s'est emporté""]"	['éclaté', 'détoné', 'sauté']	exploded	"[""lost one's temper"", 'erupted', 'flew into a rage']"	['burst', 'detonated', 'blew up']
502	After getting his master's degree-Bob got a job as a postman-reconciling that he was still a man of letters.				letters	homographic	['correspondence', 'mail', 'missives', 'envelopes']	['academic learning', 'literature', 'scholarship', 'erudition']	lettres	['correspondance', 'courrier', 'missives', 'enveloppes']	['savoir académique', 'littérature', 'érudition', 'humanités']	letters	['correspondence', 'mail', 'missives', 'envelopes']	['academic knowledge', 'literature', 'erudition', 'humanities']
503	After getting pranked by his friends and getting hit with a basket, Aron knew they had a wickerd sense of humour.				wickerd	homophonic	['evil', 'sinister', 'mischievous', 'wicked']	['wicker', 'woven', 'basketwork', 'willow']	osierébique	['maléfique', 'sinistre', 'espiègle', 'méchant']	['osier', 'tressé', 'vannerie', 'saule']	wicked-willow	['evil', 'sinister', 'mischievous', 'wicked']	['wicker', 'braided', 'basketry', 'willow']
504	After having a knee dislocated and an elbow fractured in two barroom brawls Bradley should have learned to stay away from those joints.				joints	homographic	['articulations', 'connections', 'ligaments', 'knee and elbow connections']	['bars', 'establishments', 'dives', 'taverns', 'places']	joints	['articulations', 'connexions', 'ligaments', 'articulations du genou et du coude']	['bars', 'établissements', 'bouges', 'tavernes', 'endroits']	joints	['joints', 'connections', 'ligaments', 'knee and elbow joints']	['bars', 'establishments', 'dives', 'taverns', 'places']
505	After he bought a mirror he became very reflective.				reflective	homographic	['shiny', 'mirrored', 'polished', 'gleaming']	['thoughtful', 'pensive', 'contemplative', 'meditative']	réfléchi	['brillant', 'miroitant', 'poli', 'luisant']	['pensif', 'songeur', 'contemplatif', 'méditatif']	reflective	['bright', 'shimmering', 'polished', 'shining']	['pensive', 'thoughtful', 'contemplative', 'meditative']
506	After he bought his two-year-old a felt pen, he was a marked man.				marked	homographic	['stained', 'inked', 'spotted', 'scrawled']	['targeted', 'doomed', 'watched', 'singled out']	marqué	['taché', 'encré', 'tacheté', 'griffonné']	"['visé', ""voué à l'échec"", 'surveillé', 'identifié']"	marked	['stained', 'inked', 'spotted', 'scribbled']	['targeted', 'doomed to failure', 'monitored', 'identified']
507	After he carried a gun in his car the engine was soon shot.				shot	homographic	['discharged', 'fired', 'blasted']	['worn out', 'exhausted', 'broken', 'ruined']	foutu	['déchargé', 'tiré', 'lancé']	['usé', 'épuisé', 'cassé', 'ruiné']	screwed	['discharged', 'shot', 'thrown']	['worn out', 'exhausted', 'broken', 'ruined']
508	After he invented the light bulb, people saw Edison in a new light.				light	homographic	['illumination', 'brightness', 'radiance']	['perspective', 'understanding', 'viewpoint']	lumière	['illumination', 'luminosité', 'éclat']	['perspective', 'compréhension', 'point de vue']	light	['illumination', 'luminosity', 'brightness']	['perspective', 'understanding', 'point of view']
509	After his computer problems he decided on a Crash course in security.				Crash	homographic	['malfunction', 'system failure', 'breakdown', 'collapse']	['intensive', 'rapid', 'accelerated', 'short-term']	Crash	['dysfonctionnement', 'panne de système', 'panne', 'effondrement']	['intensif', 'rapide', 'accéléré', 'à court terme']	Crash	['malfunction', 'system failure', 'breakdown', 'collapse']	['intensive', 'rapid', 'accelerated', 'short-term']
510	After manually rotating the heavy machinery, the worker grew very cranky.				cranky	homographic	['irritable', 'grouchy', 'bad-tempered', 'cross']	['driven by a crank', 'mechanically stiff', 'operating via rotation', 'unsteady']	grincheux	['irritable', 'râleur', 'de mauvaise humeur', 'maussade']	['actionné par une manivelle', 'mécaniquement raide', 'fonctionnant par rotation', 'instable']	cranky	['irritable', 'grumpy', 'in a bad mood', 'sullen']	['crank-operated', 'mechanically stiff', 'operating by rotation', 'unstable']
511	After my ear operation I feel sound.				sound	homographic	['healthy', 'whole', 'robust', 'fit']	['noise', 'audio', 'acoustic', 'resonance']	son	['sain', 'entier', 'robuste', 'en forme']	['bruit', 'audio', 'acoustique', 'résonance']	sound	['healthy', 'whole', 'robust', 'fit']	['noise', 'audio', 'acoustic', 'resonance']
512	After several losses, our band entered another competition and was the winner. That was a first for us.				first	homographic	['initial accomplishment', 'debut victory', 'premier instance']	['top position', 'highest rank', 'gold medal', 'number one']	premier	['accomplissement initial', 'première victoire', 'première instance']	"['position de tête', 'rang le plus élevé', ""médaille d'or"", 'numéro un']"	first	['initial achievement', 'first victory', 'first instance']	['leading position', 'highest rank', 'gold medal', 'number one']
513	After spending all day grinding up tree bark and branches the worker was remarkably chipper afterwards.				chipper	homographic	['cheerful', 'upbeat', 'jaunty', 'spirited']	['woodchopper', 'shredder', 'grinder', 'machine for branches']	chipper	['joyeux', 'entrain', 'fringant', 'plein de vie']	['déchiqueteuse', 'broyeur', 'moulin', 'machine pour les branches']	chipper	['cheerful', 'lively', 'dashing', 'full of life']	['chipper', 'shredder', 'grinder', 'machine for branches']
514	After taking the elevator to the top floor I felt very up-lifted.				up-lifted	homographic	['elevated', 'physically raised', 'hoisted', 'moved upward']	['inspired', 'encouraged', 'exhilarated', 'elated', 'happy']	soulevé	['élevé', 'physiquement monté', 'hissé', 'déplacé vers le haut']	['inspiré', 'encouragé', 'exalté', 'transporté de joie', 'heureux']	raised	['lifted', 'physically raised', 'hoisted', 'moved upwards']	['inspired', 'encouraged', 'exalted', 'overjoyed', 'happy']
515	After that poisonous snake struck at me in the Arizona Desert I was really rattled.				rattled	homographic	['unnerved', 'shaken', 'frightened', 'agitated']	['rattlesnake', 'shaking a rattle', 'sound produced by a reptile', 'vibrating']	secoué	['décontenancé', 'ébranlé', 'effrayé', 'agité']	['serpent à sonnette', 'agiter un hochet', 'bruit produit par un reptile', 'vibrant']	shaken	['disconcerted', 'shaken', 'frightened', 'agitated']	['rattlesnake', 'shaking a rattle', 'noise produced by a reptile', 'vibrant']
516	After the lawyer flushed the toilet, it went to the suer.				suer	homophonic	['sewer', 'drain', 'conduit', 'waste pipe']	['suer', 'litigant', 'plaintiff', 'legal petitioner']	suer	"['égout', 'drain', 'conduit', ""tuyau d'évacuation""]"	['plaideur', 'justiciable', 'demandeur', 'pétitionnaire juridique']	sue	['sewer', 'drain', 'conduit', 'drainpipe']	['litigant', 'litigator', 'plaintiff', 'legal petitioner']
517	After the sniper attack at the symphony softball game, there were no men left on bass.				bass	homographic	['base', 'fielding', 'diamond', 'station']	['string', 'instrument', 'low-frequency', 'double-bass']	basse	['base', 'jeu de champ', 'diamant', 'station']	['corde', 'instrument', 'basse fréquence', 'contrebasse']	low	['base', 'field game', 'diamond', 'station']	['string', 'instrument', 'low frequency', 'double bass']
518	After they had it out in the boxing ring, they called it square.				square	homographic	['settled', 'fair', 'even', 'resolved']	['four-sided', 'rectangular', 'quadrilateral', 'boxing ring']	carré	['réglé', 'juste', 'égal', 'résolu']	['à quatre côtés', 'rectangulaire', 'quadrilatère', 'ring de boxe']	square	['settled', 'straightforward', 'even', 'resolute']	['four-sided', 'rectangular', 'quadrilateral', 'boxing ring']
519	Ah, doornails.				doornails	homophonic	['metal fasteners', 'hardware', 'spikes', 'studs']	"['doornails', ""d'ornails"", 'adornals', 'decorative items', 'embellishments']"	clous de cercueil	['fixations métalliques', 'quincaillerie', 'pointes', 'clous à tête']	['clous de porte', 'ornements', 'articles de décoration', 'embellissements']	coffin nails	['metal fasteners', 'hardware', 'spikes', 'headed nails']	['door nails', 'ornaments', 'decorative items', 'embellishments']
520	Airline pilots make many friends in high places.				high	homographic	['elevated', 'lofty', 'soaring', 'aerial']	['influential', 'powerful', 'elite', 'distinguished']	haut	['élevé', 'noble', 'altier', 'aérien']	['influent', 'puissant', 'élite', 'distingué']	high	['elevated', 'noble', 'haughty', 'aerial']	['influential', 'powerful', 'elite', 'distinguished']
521	Alcohol and calculus don't mix so don't drink and derive.				derive	homophonic	['drive', 'operate a vehicle', 'steer']	['calculate a derivative', 'differentiate', 'obtain a mathematical result']	dériver	['conduire', 'opérer un véhicule', 'diriger']	['calculer une dérivée', 'différencier', 'obtenir un résultat mathématique']	derive	['drive', 'operate a vehicle', 'steer']	['calculate a derivative', 'differentiate', 'obtain a mathematical result']
522	Alcohol is a crash diet.				crash	homographic	['rapid', 'intensive', 'emergency', 'short-term']	['collision', 'wreck', 'smash', 'accident']	crash	['rapide', 'intensif', 'urgence', 'court terme']	['collision', 'naufrage', 'fracas', 'accident']	crash	['fast', 'intensive', 'emergency', 'short-term']	['collision', 'wreckage', 'clash', 'accident']
