id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2801	Some doting parents are son worshipers.				son	homophonic	['son', 'boy', 'male child', 'offspring']	['sun', 'solar', 'star', 'daylight']	son	['fils', 'garçon', 'enfant mâle', 'progéniture']	['soleil', 'solaire', 'étoile', 'lumière du jour']	son	['son', 'boy', 'male child', 'offspring']	['sun', 'solar', 'star', 'daylight']
2802	Some food for thought is only baloney				baloney	homographic	['nonsense', 'hogwash', 'bunkum', 'rubbish']	['bologna', 'sausage', 'deli meat', 'cold cut']	balivernes	['absurdité', 'foutaises', 'sornettes', 'bêtises']	['mortadelle', 'saucisson', 'charcuterie', 'tranche de viande']	baloney	['absurdity', 'nonsense', 'rubbish', 'silliness']	['mortadella', 'sausage', 'deli meats', 'slice of meat']
2803	Some foolish people gain by experience many perils of wisdom.				perils	homophonic	['dangers', 'hazards', 'risks', 'jeopardies']	['pearls', 'jewels', 'gems', 'beads']	périls	['dangers', 'risques', 'périls', 'menaces']	['perles', 'bijoux', 'gemmes', 'perles de verre']	perils	['dangers', 'risks', 'perils', 'threats']	['pearls', 'jewels', 'gems', 'glass beads']
2804	Some gas station owners are very self-serving.				self-serving	homographic	['selfish', 'egoistic', 'narcissistic', 'opportunistic']	['self-service', 'unattended', 'automatic-pump', 'customer-operated']	libre-service	['égoïste', 'égocentrique', 'narcissique', 'opportuniste']	['libre-service', 'sans surveillance', 'pompe automatique', 'opéré par le client']	self-service	['selfish', 'egocentric', 'narcissistic', 'opportunistic']	['self-service', 'unattended', 'automatic pump', 'customer-operated']
2805	Some horses cause their owners a lot of woe.				woe	homophonic	['misery', 'distress', 'sorrow', 'misfortune']	['whoa', 'stop', 'halt', 'cease']	malheur	['misère', 'détresse', 'chagrin', 'infortune']	['oh là', 'stop', 'halte', 'cesser']	misfortune	['misery', 'distress', 'sorrow', 'misfortune']	['oh boy', 'stop', 'halt', 'cease']
2806	Some jokes get dated, other jokes get married.				dated	homographic	['old-fashioned', 'outmoded', 'obsolete', 'archaic']	['seeing someone', 'courting', 'socializing', 'going out with']	daté	['démodé', 'désuet', 'obsolète', 'archaïque']	"[""fréquenter quelqu'un"", 'courtiser', 'socialiser', 'sortir avec']"	dated	['old-fashioned', 'obsolete', 'outdated', 'archaic']	['dating someone', 'courting', 'socializing', 'going out with']
2807	Some mathematicians are reluctant to cosine a loan.				cosine	homophonic	['trigonometric function', 'ratio', 'math term']	['co-sign', 'endorse', 'guarantee', 'jointly sign']	cosinus	['fonction trigonométrique', 'rapport', 'terme mathématique']	['cosigner', 'approuver', 'garantir', 'signer conjointement']	cosine	['trigonometric function', 'ratio', 'mathematical term']	['cosign', 'approve', 'guarantee', 'jointly sign']
2808	Some moss took a lichen to a tree.				lichen	homophonic	['moss', 'fungus', 'alga', 'organism']	['liking', 'fondness', 'attraction', 'affection']	lichen	['mousse', 'champignon', 'algue', 'organisme']	['penchant', 'affection', 'attirance', 'attachement']	lichen	['moss', 'fungus', 'algae', 'organism']	['liking', 'affection', 'attraction', 'attachment']
2809	Some music stores are in a CD part of town.				CD	homophonic	['compact disc', 'digital audio disc', 'optical storage']	['seedy', 'sordid', 'shabby', 'disreputable', 'run-down']	CD	['disque compact', 'disque audionumérique', 'stockage optique']	['louche', 'sordide minable', 'miteux', 'peu recommandable', 'délabré']	CD	['compact disc', 'digital audio disc', 'optical storage']	['seedy', 'shady', 'shabby', 'disreputable', 'run down']
2810	Some orchestra conductors make their mark in the world of opera. They were in the right aria at the right time.				aria	homophonic	['operatic solo', 'vocal piece', 'melody', 'song']	['area', 'location', 'region', 'place', 'vicinity']	aria	"[""solo d'opéra"", 'pièce vocale', 'mélodie', 'chant']"	['zone', 'emplacement', 'région', 'lieu', 'voisinage']	aria	['opera solo', 'vocal piece', 'melody', 'song']	['area', 'location', 'region', 'place', 'neighborhood']
2811	Some people don't have the Vegas idea of how to quit gambling.				Vegas	homophonic	['vagueest', 'unclear', 'indefinite', 'slightest']	['Las Vegas', 'Sin City', 'gambling destination']	Vegas	['la plus vague', 'imprécis', 'indéfini', 'le plus léger']	"['Las Vegas', 'la ville du péché', ""destination de jeux d'argent""]"	Vegas	['the most vague', 'imprecise', 'undefined', 'the lightest']	['Las Vegas', 'Sin City', 'gambling destination']
2812	Some people find fire drills quite Alarming.				Alarming	homographic	['frightening', 'disturbing', 'scary', 'shocking', 'concerning']	['ringing', 'sounding a siren', 'emitting a warning signal', 'alerting']	Alarmant	['effrayant', 'perturbant', 'faisant peur', 'choquant', 'inquiétant']	"['sonnant', 'faisant retentir une sirène', ""émettant un signal d'avertissement"", 'alertant']"	Alarming	['frightening', 'disturbing', 'scary', 'shocking', 'worrying']	['ringing', 'sounding a siren', 'emitting a warning signal', 'alerting']
2813	Some people go deep sea fishing for sailfish motives.				sailfish	homophonic	['Istiophorus', 'marlin', 'billfish', 'marine predator']	['selfish', 'egocentric', 'self-centered', 'narcissistic']	voilier	['Istiophorus', 'marlin', 'poisson à rostre', 'prédateur marin']	['égoïste', 'égocentrique', 'centré sur soi', 'narcissique']	sailfish	['Istiophorus', 'marlin', 'billfish', 'marine predator']	['selfish', 'egocentric', 'self-centered', 'narcissistic']
2814	Some people go into martial arts just for kicks.				kicks	homographic	['strikes with the foot', 'blows', 'kicking motions']	['fun', 'thrills', 'pleasure', 'excitement', 'amusement']	coups	['frappes du pied', 'coups de pied', 'mouvements de frappe']	['plaisir', 'sensations fortes', 'amusement', 'excitation', 'frisson']	kicks	['foot strikes', 'kicking', 'hitting movements']	['pleasure', 'thrills', 'fun', 'excitement', 'thrill']
2815	Some people have to get up for work at the crank of dawn.				crank	homophonic	['crack', 'break', 'dawn']	['lever', 'handle', 'grump', 'eccentric']	manivelle	['craquer', 'casser', 'aube']	['levier', 'poignée', 'râleur', 'excentrique']	crank	['crack', 'break', 'dawn']	['lever', 'handle', 'grumbler', 'eccentric']
2816	Some people like raw meat on rare occasions.				rare	homographic	['uncommon', 'infrequent', 'scarce', 'unusual']	['undercooked', 'bloody', 'lightly cooked', 'blue']	saignant	['rare', 'peu commun', 'fréquent', 'insolite']	['saignant', 'bleu', 'peu cuit', 'cru']	bloody	['rare', 'uncommon', 'frequent', 'unusual']	['bloody', 'very rare', 'underdone', 'raw']
2817	Some people like to whine and dine.				whine	homophonic	['complain', 'moan', 'gripe', 'grumble']	['wine', 'alcohol', 'beverage', 'fermented juice']	vin	['plaindre', 'gémir', 'râler', 'grogner']	['vin', 'alcool', 'boisson', 'jus fermenté']	wine	['complain', 'whine', 'moan', 'grumble']	['wine', 'alcohol', 'beverage', 'fermented juice']
