id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1401	"""I have to fix the car,"" he said mechanically."				mechanically	homographic	['automatically', 'reflexively', 'habitually', 'unthinkingly', 'monotonously']	['manual', 'technical', 'engine-related', 'by a mechanic']	mécaniquement	['automatiquement', 'par réflexe', 'habituellement', 'sans réfléchir', 'monotonement']	['manuel', 'technique', 'lié au moteur', 'par un mécanicien']	mechanically	['automatically', 'by reflex', 'habitually', 'without thinking', 'monotonously']	['manual', 'technical', 'related to the engine', 'by a mechanic']
1402	"""I have to fix the car,"" he said mechanically."				mechanically	homographic	['automatically', 'routine', 'unthinkingly', 'reflexively']	['in the manner of a mechanic', 'related to machinery', 'technically']	mécaniquement	['automatiquement', 'de manière routinière', 'sans réfléchir', 'par réflexe']	"[""à la manière d'un mécanicien"", 'lié à la machinerie', 'techniquement']"	mechanically	['automatically', 'routinely', 'without thinking', 'reflexively']	['in the manner of a mechanic', 'related to machinery', 'technically']
1403	"""I have to keep this fire alight,"" he bellowed."				bellowed	homographic	['shouted', 'yelled', 'roared', 'exclaimed']	['bellows', 'stoked', 'fanned the flames', 'blown air']	beuglé	"['crié', 'hurlé', 'rugi', ""s'est exclamé""]"	"['soufflet', 'tisonné', 'attisé les flammes', ""soufflé de l'air""]"	bellowed	['shouted', 'yelled', 'roared', 'exclaimed']	['fanned', 'poked', 'stoked the flames', 'blew air']
1404	I have written several papers regarding weather effects. I saved them all in the cloud.				cloud	homographic	['digital storage', 'remote server', 'online network']	['cumulus', 'stratus', 'meteorological vapor', 'atmosphere']	nuage	['stockage numérique', 'serveur distant', 'réseau en ligne']	['cumulus', 'stratus', 'vapeur météorologique', 'atmosphère']	cloud	['digital storage', 'remote server', 'online network']	['cumulus', 'stratus', 'meteorological vapor', 'atmosphere']
1405	I haven't developed my photographs yet, he said negatively.				negatively	homographic	['pessimistically', 'unfavorably', 'critically', 'adversely']	['relating to a photographic negative', 'inverse image', 'light-dark reversal']	négativement	['pessimistement', 'défavorablement', 'avec sens critique', 'négativement']	"['relatif à un négatif photographique', 'image inversée', ""inversion de la lumière et de l'obscurité""]"	negatively	['pessimistically', 'unfavourably', 'critically', 'negatively']	['relating to a photographic negative', 'inverted image', 'inversion of light and darkness']
1406	"""I haven't had my photographs developed yet,"" he said negatively."				negatively	homographic	['pessimistically', 'unfavorably', 'critically']	['in the form of a photographic negative', 'inverse image', 'reverse-toned']	négativement	['pessimistement', 'défavorablement', 'avec dénigrement']	"[""sous la forme d'un négatif photographique"", 'image inversée', 'tons inversés']"	negatively	['pessimistically', 'unfavorably', 'with disparagement']	['in the form of a photographic negative', 'inverted image', 'inverted tones']
1407	"""I haven't had my photographs developed yet,"" he said negatively."				negatively	homographic	['pessimistically', 'unenthusiastically', 'adversely', 'skeptically']	['photographic negatives', 'inverted image', 'pertaining to a negative', 'chemical process']	négativement	['pessimistement', 'sans enthousiasme', 'défavorablement', 'sceptiquement']	['négatifs photographiques', 'image inversée', 'relatif à un négatif', 'processus chimique']	negatively	['pessimistically', 'unenthusiastically', 'unfavorably', 'skeptically']	['photographic negatives', 'inverted image', 'relating to a negative', 'chemical process']
1408	I hear the Sylvester Stallone Film Festival got off to a rocky start.				rocky	homographic	['unstable', 'shaky', 'difficult', 'problematic']	['Rocky Balboa', 'boxing movie', 'Stallone franchise', 'titled character']	rocailleux	['instable', 'chancelant', 'difficile', 'problématique']	['Rocky Balboa', 'film de boxe', 'franchise de Stallone', 'personnage principal']	rocky	['unstable', 'shaky', 'difficult', 'problematic']	['Rocky Balboa', 'boxing film', 'Stallone franchise', 'main character']
1409	I heard Einstein got along well with his parents... relatively speaking.				relatively	homographic	['comparatively', 'proportionally', 'somewhat']	['regarding family', 'kinship', 'relatedness']	relativement	['comparativement', 'proportionnellement', 'quelque peu']	['concernant la famille', 'parenté', 'liens de parenté']	relatively	['comparatively', 'proportionally', 'somewhat']	['concerning the family', 'kinship', 'family ties']
1410	I heard about this new governing document that says people can only go to the bathroom one per day. It's called the Constipation.				Constipation	homophonic	['Constitution', 'founding document', 'charter', 'law', 'code']	['bowel obstruction', 'blockage', 'infrequent bowel movements', 'constipation']	Constipation	['Constitution', 'document fondateur', 'charte', 'loi', 'code']	['occlusion intestinale', 'blocage', 'mouvements intestinaux rares', 'constipation']	Constipation	['Constitution', 'founding document', 'charter', 'law', 'code']	['intestinal obstruction', 'blockage', 'infrequent bowel movements', 'constipation']
1411	I heard that you can now print a gun off a 3D printer, but I am not impressed. I've had a Canon printer for years.				Canon	homophonic	['brand name', 'corporation', 'manufacturer', 'inkjet']	['cannon', 'artillery', 'weapon', 'gun', 'ordnance']	Canon	"['nom de marque', 'société', 'fabricant', ""jet d'encre""]"	['canon', 'artillerie', 'arme', 'fusil', 'matériel de guerre']	Canon	['brand name', 'company', 'manufacturer', 'inkjet']	['cannon', 'artillery', 'weapon', 'gun', 'war material']
1412	I held the door for a mime the other day, I thought it was a nice gesture.				gesture	homographic	['polite action', 'kind act', 'courtesy']	['pantomime', 'signal', 'hand motion', 'non-verbal communication']	geste	['action polie', 'acte de bonté', 'courtoisie']	['pantomime', 'signal', 'mouvement de la main', 'communication non-verbale']	gesture	['polite action', 'act of kindness', 'courtesy']	['pantomime', 'signal', 'hand movement', 'non-verbal communication']
1413	"""I invested in a hi-tech startup,"" he ventured."				ventured	homographic	['risked', 'invested capital', 'speculated']	['said', 'uttered', 'stated', 'remarked']	aventuré	['risqué', 'capital investi', 'spéculé']	['dit', 'énoncé', 'affirmé', 'remarqué']	ventured	['risked', 'invested capital', 'speculated']	['stated', 'uttered', 'asserted', 'remarked']
1414	I just finished reading Newton's Principia Mathematica, and found much of it to be rather derivative.				derivative	homographic	['unoriginal', 'imitative', 'hackneyed', 'trite']	['fluxion', 'differential', 'rate of change', 'calculus term']	dérivée	['peu original', 'imitatif', 'cliché', 'banal']	['fluxion', 'différentielle', 'taux de variation', 'terme de calcul']	derivative	['unoriginal', 'imitative', 'cliché', 'banal']	['fluxion', 'differential', 'rate of change', 'calculus term']
1415	I just got back from a statistical probability conference. It was average.				average	homographic	['mediocre', 'ordinary', 'unremarkable', 'so-so']	['mean', 'median', 'mode', 'arithmetic mean', 'statistical norm']	moyen	['médiocre', 'ordinaire', 'banal', 'passable']	['moyenne', 'médiane', 'mode', 'moyenne arithmétique', 'norme statistique']	average	['mediocre', 'ordinary', 'commonplace', 'passable']	['mean', 'median', 'mode', 'arithmetic mean', 'statistical norm']
1416	I just got fired from my job at the keyboard factory. They told me I wasn't putting in enough shifts.				shifts	homographic	['scheduled work periods', 'stints', 'rotations', 'working hours']	['keyboard keys', 'modifier keys', 'shift keys']	touches majuscule	['périodes de travail programmées', 'périodes de service', 'rotations', 'heures de travail']	['touches de clavier', 'touches de modification', 'touches majuscule']	shift keys	['scheduled work periods', 'service periods', 'rotations', 'work hours']	['keyboard keys', 'modifier keys', 'shift keys']
1417	I just got some piercings done at a great price. Only a buccaneer!				buccaneer	homophonic	['buck-a-ear', 'one dollar per ear', 'inexpensive price']	['buccaneer', 'pirate', 'corsair', 'swashbuckler']	boucanier	"[""un buck l'oreille"", 'un dollar par oreille', 'prix peu élevé']"	['boucanier', 'pirate', 'corsaire', 'flibustier']	buccaneer	['a buck an ear', 'a dollar per ear', 'low price']	['buccaneer', 'pirate', 'privateer', 'freebooter']
1418	I just had some coffee that was good only for its sedimental value.				sedimental	homophonic	['sentimental', 'emotional', 'nostalgic', 'affectionate']	['sedimentary', 'gritty', 'dreggy', 'depositional']	sédimental	['sentimental', 'émotionnel', 'nostalgique', 'affectueux']	['sédimentaire', 'granuleux', 'boueux', 'dépositionnel']	sedimental	['sentimental', 'emotional', 'nostalgic', 'affectionate']	['sedimentary', 'granular', 'muddy', 'depositional']
1419	"I just looked up the word ""apocalypse"" in the dictionary. It was quite a revelation."				revelation	homographic	['disclosure', 'discovery', 'unveiling', 'exposure']	['apocalypse', 'biblical prophecy', 'divine word', 'end of the world']	révélation	['divulgation', 'découverte', 'dévoilement', 'exposition']	['apocalypse', 'prophétie biblique', 'parole divine', 'fin du monde']	revelation	['disclosure', 'discovery', 'unveiling', 'exposure']	['apocalypse', 'biblical prophecy', 'divine word', 'end of the world']
1420	I just offered someone a job and they accepted, so I offered him my contractulations.				contractulations	homophonic	['congratulations', 'best wishes', 'kudos', 'felicitations']	['contract', 'legal agreement', 'binding document', 'employment terms']	contractulations	['félicitations', 'meilleurs vœux', 'bravo', 'félécitations']	"['contrat', 'accord juridique', 'document contraignant', ""conditions d'emploi""]"	contractulations	['congratulations', 'best wishes', 'well done', 'kudos']	['contract', 'legal agreement', 'binding document', 'terms of employment']
1421	I just spilled some water on the rug. Let that sink in.				sink in	homographic	['absorb', 'seep', 'soak', 'penetrate', 'permeate']	['comprehend', 'register', 'be understood', 'become clear', 'resonate']	s'imprégner	"['absorber', ""s'infiltrer"", 'tremper', 'pénétrer', 'imprégner']"	['comprendre', 'enregistrer', 'être compris', 'devenir clair', 'résonner']	to soak in	['absorb', 'seep through', 'soak', 'penetrate', 'saturate']	['understand', 'register', 'be understood', 'become clear', 'resonate']
