id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2401	Old soccer players never die, they just lose their kick.				kick	homographic	['strike with the foot', 'boot', 'punt']	['energy', 'vitality', 'enthusiasm', 'zest']	coup de pied	['frapper avec le pied', 'botter', 'dégagement']	['énergie', 'vitalité', 'enthousiasme', 'punch']	kick	['striking with the foot', 'to kick', 'clearance']	['energy', 'vitality', 'enthusiasm', 'punch']
2402	Old statisticians never die, they just average out.				average	homographic	['mean', 'median', 'mode', 'calculated norm']	['fade away', 'level out', 'become unremarkable', 'stagnate']	moyen	['moyenne', 'médiane', 'mode', 'norme calculée']	"[""s'estomper"", 'se stabiliser', 'devenir banal', 'stagner']"	mean	['average', 'median', 'mode', 'calculated norm']	['to fade', 'to stabilize', 'to become commonplace', 'to stagnate']
2403	Old statisticians never die, they just get broken down by age, sex and marital status.				broken down	homographic	['deteriorated', 'physically failing', 'decrepit', 'worn out']	['categorized', 'classified', 'sorted', 'disaggregated', 'analyzed']	décomposé	['détérioré', 'physiquement défaillant', 'décrépit', 'usé']	['catégorisé', 'classé', 'trié', 'désagrégé', 'analysé']	decomposed	['deteriorated', 'physically failing', 'decrepit', 'worn out']	['categorized', 'classified', 'sorted', 'disaggregated', 'analyzed']
2404	Old statisticians never die, they just get mean.				mean	homographic	['average', 'arithmetic mean', 'midpoint', 'norm']	['cruel', 'unkind', 'spiteful', 'nasty']	moyen	['moyenne', 'moyenne arithmétique', 'point médian', 'norme']	['cruel', 'méchant', 'malveillant', 'antipathique']	mean	['average', 'arithmetic mean', 'midpoint', 'norm']	['cruel', 'nasty', 'malevolent', 'unpleasant']
2405	Old statues never die they just get busted.				busted	homographic	['broken', 'shattered', 'damaged', 'cracked']	['sculpted as a bust', 'carved into a head and shoulder statue', 'captured in stone']	buste	['cassé', 'brisé', 'endommagé', 'fissuré']	"['sculpté en buste', ""taillé en statue de tête et d'épaules"", 'immortalisé dans la pierre']"	bust	['broken', 'shattered', 'damaged', 'cracked']	['sculpted as a bust', 'carved into a head and shoulders statue', 'immortalized in stone']
2406	Old storekeepers never die, they just sale away.				sale	homophonic	['sell', 'trade', 'vendor', 'transact', 'liquidate']	['sail', 'drift', 'depart', 'float', 'glide away']	sale	['vendre', 'échanger', 'vendeur', 'transiger', 'liquider']	['naviguer', 'dériver', 'partir', 'flotter', 'filer']	sale	['sell', 'exchange', 'seller', 'trade', 'liquidate']	['sail', 'drift', 'set off', 'float', 'spin']
2407	Old tailors never die, they just get ironic.				ironic	homophonic	['pressing', 'smoothing', 'ironing', 'iron-like']	['sarcastic', 'satirical', 'paradoxical', 'wry']	ironique	['repassage', 'lissage', 'pressage', 'ferreux']	['sarcastique', 'satirique', 'paradoxal', 'désabusé']	ironical	['ironing', 'smoothing', 'pressing', 'ferrous']	['sarcastic', 'satirical', 'paradoxical', 'disillusioned']
2408	Old tanners never die they just go into hiding.				hiding	homographic	['concealing', 'secreting', 'stowing away', 'remaining out of sight']	['leather processing', 'tanning skins', 'pelt manufacturing', 'animal skins']	dissimuler	['cacher', 'tenir secret', 'planquer', 'rester hors de vue']	"['traitement du cuir', 'tannage des peaux', 'fabrication de pelleterie', ""peaux d'animaux""]"	to hide/disguise	['to hide', 'to keep secret', 'to stash', 'to stay out of sight']	['leather treatment', 'tanning of hides', 'fur-making', 'animal skins']
2409	Old teachers never die they just lose their class.				class	homographic	['students', 'pupils', 'schoolroom', 'educational session']	['dignity', 'style', 'composure', 'sophistication']	classe	['étudiants', 'élèves', 'salle de classe', 'séance pédagogique']	['dignité', 'style', 'sang-froid', 'sophistication']	class	['students', 'pupils', 'classroom', 'educational session']	['dignity', 'style', 'composure', 'sophistication']
2410	Old teachers never die, they just grade away				grade	homophonic	['mark', 'evaluate', 'assess', 'score']	['fade', 'gradually disappear', 'evaporate', 'dissolve']	grade	['noter', 'évaluer', 'estimer', 'marquer']	"[""s'estomper"", 'disparaître progressivement', ""s'évaporer"", 'se dissoudre']"	grade	['score', 'evaluate', 'estimate', 'mark']	['fade', 'disappear gradually', 'evaporate', 'dissolve']
