id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
401	A play, based on billiards, started right on cue.				cue	homographic	['prompt', 'signal', 'reminder', 'nod']	['billiards stick', 'pool stick', 'rod', 'tapered stick']	queue	['réplique', 'signal', 'rappel', 'signe de tête']	['queue de billard', 'canne de billard', 'tige', 'bâton effilé']	cue	['replica', 'signal', 'reminder', 'nod']	['billiard cue', 'pool cue', 'rod', 'tapered stick']
402	A plumber doesn't die, he just gets flushed away.				flushed	homographic	['washed down the toilet', 'rinsed', 'cleansed with water']	['exhausted', 'drained', 'washed up', 'finished']	vidé	"['évacué dans les toilettes', 'rincé', ""nettoyé à l'eau""]"	['épuisé', 'drainé', 'lessivé', 'fini']	emptied	['flushed down the toilet', 'rinsed', 'cleaned with water']	['exhausted', 'drained', 'washed out', 'finished']
403	A police dog is often the scenter of a drug arrest.				scenter	homophonic	['center', 'middle', 'focal point', 'hub', 'core']	['scenter', 'sniffer', 'tracker', 'detector', 'nose']	scenter	['centre', 'milieu', 'point focal', 'plaque tournante', 'noyau']	['celui qui flaire', 'renifleur', 'traqueur', 'détecteur', 'nez']	scenter	['center', 'middle', 'focal point', 'hub', 'core']	['scenter', 'sniffer', 'tracker', 'detector', 'nose']
404	A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.				charged	homographic	['accused', 'prosecuted', 'indicted', 'arraigned']	['energized', 'powered', 'electrified', 'reloaded']	chargé	['accusé', 'poursuivi', 'inculpé', 'traduit en justice']	['énergisé', 'alimenté', 'électrifié', 'rechargé']	charged	['accused', 'prosecuted', 'indicted', 'brought to justice']	['energized', 'powered', 'electrified', 'recharged']
405	A politician decided to resign on the day of an eclipse because it was a dark day.				dark	homographic	['unlit', 'shadowy', 'obscured', 'absence of light']	['gloomy', 'somber', 'unfortunate', 'troubling']	sombre	['non éclairé', 'ténébreux', 'obscurci', 'absence de lumière']	['lugubre', 'maussade', 'malheureux', 'troublant']	dark	['unlit', 'gloomy', 'dimmed', 'absence of light']	['dismal', 'moody', 'unhappy', 'troubling']
406	"A politician who had been an astronomer was always saying ""no comet""."				comet	homophonic	['celestial body', 'meteoroid', 'shooting star']	['comment', 'remark', 'statement', 'no comment']	comète	['corps céleste', 'météoroïde', 'étoile filante']	['comment', 'remarque', 'déclaration', 'sans commentaire']	comet	['celestial body', 'meteoroid', 'shooting star']	['how', 'remark', 'statement', 'no comment']
407	A politician with a bad back needs lots of support.				support	homographic	['structural reinforcement', 'physical bracing', 'lumbar assistance']	['political endorsement', 'voter approval', 'public backing']	soutien	['renfort structurel', 'contreventement physique', 'assistance lombaire']	['soutien politique', 'approbation des électeurs', 'appui public']	support	['structural reinforcement', 'physical bracing', 'lumbar support']	['political support', 'voter approval', 'public backing']
408	A pop singer bought a new house for a song.				song	homographic	['very cheap price', 'bargain', 'pittance']	['musical composition', 'melody', 'vocal track']	chant	['prix dérisoire', 'bonne affaire', 'misère']	['composition musicale', 'mélodie', 'piste vocale']	song	['pittance', 'bargain', 'misery']	['musical composition', 'melody', 'vocal track']
409	A practical Czech is considered to be Praguematic.				Praguematic	homophonic	['Prague', 'Czech capital', 'Bohemian City']	['pragmatic', 'practical', 'realistic', 'sensible', 'expedient']	Praguematique	['Prague', 'Capitale tchèque', 'Ville de Bohême']	['pragmatique', 'pratique', 'réaliste', 'sensé', 'opportun']	Praguematic	['Prague', 'Czech capital', 'City of Bohemia']	['pragmatic', 'practical', 'realistic', 'sensible', 'expedient']
410	A professor without a pointer may find that his lecture is pointless.				pointless	homographic	['lacking a sharp tip', 'blunt', 'unpointed']	['meaningless', 'futile', 'purposeless', 'irrelevant']	inutile	['dépourvu de pointe', 'émoussé', 'sans pointe']	['insensé', 'futile', 'sans but', 'non pertinent']	pointless	['devoid of a point', 'blunt', 'without a tip']	['senseless', 'futile', 'without purpose', 'irrelevant']
411	A psychiatrist on a hike fell into a depression.				depression	homographic	['melancholy', 'sadness', 'unhappiness', 'despair']	['hollow', 'basin', 'dip', 'sinkhole', 'indentation']	dépression	['mélancolie', 'tristesse', 'malheur', 'désespoir']	['creux', 'bassin', 'affaissement', 'doline', 'indentation']	depression	['melancholy', 'sadness', 'misery', 'despair']	['hollow', 'basin', 'sagging', 'sinkhole', 'indentation']
412	A pun is its own reword.				reword	homophonic	['reward', 'recompense', 'prize', 'recognition']	['rephrase', 'wordplay', 'paraphrase', 'restatement']	reformuler	['récompense', 'récompense', 'prix', 'reconnaissance']	['reformuler', 'jeu de mots', 'paraphrase', 'reprise']	reformulate	['reward', 'recompensation', 'prize', 'recognition']	['reformulate', 'pun', 'paraphrase', 'recovery']
413	A quarter-acre of undeveloped land may not seem like much to some people, but to me it's a lot.				lot	homographic	['a large amount', 'a great deal', 'much']	['plot of land', 'parcel', 'tract', 'acreage']	lot	['une grande quantité', 'beaucoup', 'énormément']	['parcelle de terrain', 'lotissement', 'terrain', 'superficie']	lot	['a large amount', 'a lot', 'enormously']	['plot of land', 'subdivision', 'ground', 'surface area']
414	A racehorse's life is always on track.				track	homographic	['path', 'course', 'circuit', 'circular path']	['intended direction', 'schedule', 'proper course', 'correct order']	piste	['chemin', 'parcours', 'circuit', 'sentier circulaire']	['direction prévue', 'programme', 'bonne voie', 'ordre correct']	track	['path', 'course', 'circuit', 'circular path']	['intended direction', 'program', 'right track', 'correct order']
415	A racer who was also a golfer really knew how to drive.				drive	homographic	['operate a vehicle', 'steer', 'pilot', 'handle a car']	['tee off', 'golf shot', 'hit the ball long', 'strike from the tee']	conduire	['opérer un véhicule', 'diriger', 'piloter', 'manier une voiture']	['faire le premier coup', 'coup de golf', 'frapper la balle loin', 'frapper depuis le tee']	drive	['operate a vehicle', 'steer', 'pilot', 'handle a car']	['make the first stroke', 'golf shot', 'hit the ball far', 'hit from the tee']
416	"A reformed arsonist was in confession. He began,"" Bless me Father for I have singed."""				singed	homophonic	['sinned', 'transgressed', 'erred', 'trespassed']	['singed', 'burned', 'scorched', 'charred']	singé	['péché', 'transgressé', 'erré', 'trépassé']	['roussi', 'brûlé', 'échaudé', 'carbonisé']	aped	['sinned', 'transgressed', 'erred', 'passed away']	['singed', 'burned', 'scalded', 'charred']
417	"A reformed arsonist was in confession. He began,"" Bless me Father for I have singed."""				singed	homophonic	['sinned', 'transgressed', 'erred', 'offended']	['singed', 'burned', 'scorched', 'charred', 'seared']	singé	['péché', 'transgressé', 'erré', 'offensé']	['roussi', 'brûlé', 'carbonisé', 'noirci', 'saisi']	singed	['sinned', 'transgressed', 'erred', 'offended']	['scorched', 'burned', 'charred', 'blackened', 'seared']
418	A relief map shows where the restrooms are.				relief	homographic	['topographical', 'raised', 'three-dimensional', 'contoured']	['solace', 'ease', 'comfort', 'release', 'alleviation']	relief	['topographique', 'en relief', 'tridimensionnel', 'contourné']	['soulagement', 'aisance', 'confort', 'libération', 'atténuation']	relief	['topographic', 'in relief', 'three-dimensional', 'contoured']	['relief', 'ease', 'comfort', 'release', 'mitigation']
419	A reporter was at an ice cream store getting the scoop.				scoop	homographic	['exclusive', 'news', 'story', 'report', 'inside information']	['ladle', 'portion', 'dipper', 'dollop', 'serving']	scoop	['exclusivité', 'nouvelle', 'histoire', 'reportage', 'information confidentielle']	['louche', 'portion', 'cuillère à glace', 'boule', 'service']	scoop	['exclusivity', 'news', 'story', 'report', 'confidential information']	['ladle', 'portion', 'ice cream scoop', 'scoop', 'serving']
420	A restaurant owner gave his cooks a stirring speech.				stirring	homographic	['inspiring', 'emotional', 'moving', 'rousing', 'thrilling']	['mixing', 'blending', 'agitating', 'whisking', 'churning']	remuant	['inspirant', 'émouvant', 'touchant', 'entraînant', 'excitant']	['mélanger', 'mêler', 'agiter', 'fouetter', 'remuer']	stirring	['inspiring', 'moving', 'touching', 'spirited', 'exciting']	['mixing', 'blending', 'agitating', 'whisking', 'stirring']
421	A right, Mr. Wright?				Wright	homophonic	['right', 'correct', 'accurate', 'true']	['Wright', 'surname', 'builder', 'maker']	Droit	['droit', 'correct', 'précis', 'vrai']	['Wright', 'nom de famille', 'constructeur', 'fabricant']	Right/Wright	['straight', 'correct', 'precise', 'true']	['Wright', 'surname', 'builder', 'maker']
422	A rock band set up on the exchange floor. They wanted to play the stock market.				play	homographic	['perform', 'entertain', 'gig', 'jam']	['speculate', 'invest', 'trade', 'gamble']	jouer	['interpréter', 'divertir', 'donner un concert', 'improviser']	['spéculer', 'investir', 'négocier', 'parier']	play	['perform', 'entertain', 'give a concert', 'improvise']	['speculate', 'invest', 'trade', 'gamble']
423	A roofer got arrested recently. He flashed a chimney.				flashed	homographic	['exposed oneself', 'indecent exposure', 'showed']	['waterproofed', 'installed flashing', 'sealed with metal']	exhibé	"[""s'est exposé"", 'attentat à la pudeur', ""s'est montré""]"	['imperméabilisé', 'installé un solin', 'scellé avec du métal']	exhibited	['exposed oneself', 'indecent exposure', 'showed off']	['waterproofed', 'installed flashing', 'sealed with metal']
424	A scientist doing a large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution.				solution	homographic	['answer', 'resolution', 'result', 'explanation']	['mixture', 'liquid', 'blend', 'compound']	solution	['réponse', 'résolution', 'résultat', 'explication']	['mélange', 'liquide', 'mixture', 'composé']	solution	['answer', 'resolution', 'result', 'explanation']	['mixture', 'liquid', 'mix', 'compound']
425	A scientist who wanted a tattoo got a skin graph.				graph	homophonic	['graft', 'transplant', 'implant', 'skin repair']	['chart', 'diagram', 'plot', 'coordinate grid']	graphe	['greffe', 'transplantation', 'implant', 'réparation cutanée']	['graphique', 'diagramme', 'tracé', 'grille de coordonnées']	graph	['graft', 'transplantation', 'implant', 'skin repair']	['graph', 'diagram', 'plot', 'coordinate grid']
426	A second chimney is superfluous.				superfluous	homophonic	['unnecessary', 'redundant', 'extra', 'excess']	['super flue-ous', 'having extra flues', 'chimney pipes']	superflu	['inutile', 'redondant', 'supplémentaire', 'excès']	['super-conduit-flu', 'ayant des conduits supplémentaires', 'conduits de cheminée']	superfluous	['useless', 'redundant', 'additional', 'excess']	['super-flue', 'having extra conduits', 'chimney flues']
427	A ship's captain is a sails manager.				sails	homophonic	['canvas', 'sheets', 'shrouds', 'navigation']	['sales', 'revenue', 'marketing', 'commerce']	voiles	['toile', 'draps', 'haubans', 'navigation']	['ventes', 'revenus', 'marketing', 'commerce']	sails	['canvas', 'sheets', 'shrouds', 'navigation']	['sales', 'revenues', 'marketing', 'trade']
428	"A sign at a cemetery reads, ""No Trespassing, Violators Will Face Grave Charges""."				grave	homographic	['serious', 'severe', 'critical', 'solemn']	['burial site', 'tomb', 'sepulcher', 'resting place']	grave	['sérieux', 'sévère', 'critique', 'solennel']	['tombe', 'tombeau', 'sépulcre', 'lieu de repos']	grave	['serious', 'severe', 'critical', 'solemn']	['tomb', 'sepulcher', 'resting place']
429	A six foot poet stanza very tall.				stanza	homophonic	['stands a', 'is', 'measures']	['verse', 'strophe', 'poem section']	strophe	['se tient debout', 'est', 'mesure']	"['vers', 'strophe', ""section d'un poème""]"	stanza	['stands up', 'is', 'measures']	['verse', 'stanza', 'section of a poem']
430	A skier retired because he was going downhill.				downhill	homographic	['descending', 'slope', 'gradient']	['declining', 'deteriorating', 'worsening']	descente	['descendant', 'pente', 'inclinaison']	['déclinant', 'détérioration', 'aggravation']	descent	['descending', 'slope', 'inclination']	['declining', 'deterioration', 'worsening']
431	A skier who loses a race on a cold day will have a frosty disposition.				frosty	homographic	['icy', 'frozen', 'chilly', 'frigid']	['unfriendly', 'hostile', 'irritable', 'cold-mannered']	glacial	['gelé', 'congelé', 'frais', 'frigide']	['hostile', 'inamical', 'irritable', 'distant']	glacial	['frozen', 'congealed', 'cool', 'frigid']	['hostile', 'unfriendly', 'irritable', 'distant']
432	A skier who makes it to the olympics finds that it is all downhill from there.				downhill	homographic	['descending', 'sloping', 'declivitous']	['deteriorating', 'regressing', 'declining']	descente	['descendant', 'en pente', 'déclive']	['détérioration', 'régression', 'déclin']	descent	['descending', 'sloping', 'downward']	['deterioration', 'regression', 'decline']
433	A skunk fell in the river and stank to the bottom.				stank	homophonic	['sank', 'subsided', 'descended', 'fell']	['smelled', 'reeked', 'stunk', 'malodorous']	puait	"['a coulé', ""s'est affaissé"", 'est descendu', 'est tombé']"	['sentait mauvais', 'pestait', 'empestait', 'malodorant']	stank	['sank', 'slumped', 'descended', 'fell']	['smelled bad', 'reeked', 'stunk', 'malodorous']
434	"A small boy swallowed some coins and was taken to a hospital. When his grandmother telephoned to ask how he was a nurse said ""No change yet""."				change	homographic	['improvement', 'alteration', 'development', 'modification']	['coins', 'loose money', 'small denomination currency', 'specie']	monnaie	['amélioration', 'altération', 'développement', 'modification']	['pièces', 'argent de poche', 'petite monnaie', 'espèces']	currency	['improvement', 'alteration', 'development', 'modification']	['coins', 'pocket money', 'loose change', 'cash']
435	A small boy went to the counter to pay for his lunch but he was a little short.				short	homographic	['lacking sufficient funds', 'broke', 'deficient']	['small in stature', 'little', 'not tall']	court	['manque de fonds suffisants', 'fauché', 'déficient']	['de petite taille', 'petit', 'pas grand']	short	['lack of sufficient funds', 'broke', 'deficient']	['small in size', 'short', 'not tall']
436	A smile is a curve that sets everything straight.				straight	homographic	['unbending', 'linear', 'direct']	['right', 'ordered', 'correct', 'proper']	droit	['rectiligne', 'linéaire', 'direct']	['correct', 'ordonné', 'juste', 'propre']	right	['straight', 'linear', 'direct']	['correct', 'orderly', 'just', 'proper']
437	A soldier who stuffed himself with ice cream was a desserter.				desserter	homophonic	['deserter', 'absconder', 'defector', 'runaway', 'fugitive']	['dessert-eater', 'sweet-tooth', 'ice-cream lover', 'confection consumer']	desserter	['déserteur', 'fugitif', 'transfuge', 'fuyard', 'évadé']	['mangeur de dessert', 'gourmand', 'amateur de glaces', 'consommateur de confiseries']	des-serter	['deserter', 'fugitive', 'defector', 'runaway', 'escapee']	['dessert eater', 'foodie', 'ice cream lover', 'confectionery consumer']
438	A speaker at the firearms convention had to rifle through his notes.				rifle	homographic	['search', 'rummage', 'comb', 'sift']	['firearm', 'gun', 'weapon', 'long gun']	fusil	['fouiller', 'saccager', 'passer au peigne fin', 'ratisser']	['arme à feu', 'carabine', 'arme', 'fusil']	rifle	['search', 'rummage', 'go through with a fine-tooth comb', 'comb']	['firearm', 'rifle', 'weapon', 'gun']
439	A split taxi fee is fare.				fare	homophonic	['fee', 'charge', 'price', 'cost']	['fair', 'equitable', 'just', 'impartial']	tarif	['frais', 'charge', 'prix', 'coût']	['juste', 'équitable', 'impartial', 'loyal']	rate	['fees', 'charge', 'price', 'cost']	['fair', 'equitable', 'impartial', 'loyal']
440	A sports match was attended by many scores.				scores	homographic	['tallies', 'points', 'results', 'outcomes']	['crowds', 'multitudes', 'groups of twenty', 'masses']	scores	['comptes', 'points', 'résultats', 'bilans']	['foules', 'multitudes', 'groupes de vingt', 'masses']	scores	['accounts', 'points', 'results', 'balances']	['crowds', 'multitudes', 'groups of twenty', 'masses']
441	A streaker was found dead this morning. Police say the details are quite revealing.				revealing	homographic	['disclosing', 'informative', 'telling', 'eye-opening']	['scant', 'exposing', 'indecent', 'uncovering']	révélateur	['divulguer', 'informatif', 'parlant', 'révélateur']	['léger', 'exposant', 'indécent', 'découvrant']	revealing	['disclose', 'informative', 'telling', 'revealing']	['slight', 'exposing', 'indecent', 'uncovering']
442	A student limped into class with a lame excuse.				lame	homographic	['feeble', 'unconvincing', 'weak', 'poor']	['injured', 'crippled', 'limping', 'disabled']	faible	['médiocre', 'peu convaincant', 'faible', 'pauvre']	['blessé', 'estropié', 'boiteux', 'handicapé']	weak	['mediocre', 'unconvincing', 'weak', 'poor']	['injured', 'crippled', 'lame', 'handicapped']
443	A successful diet is the triumph of mind over platter.				platter	homophonic	['matter', 'substance', 'physicality', 'flesh']	['plate', 'dish', 'serving tray', 'dinnerware']	plat	['matière', 'substance', 'physique', 'chair']	['assiette', 'plat', 'plateau de service', 'vaisselle']	flat	['matter', 'substance', 'physical', 'flesh']	['plate', 'dish', 'serving tray', 'dishware']
444	A surgeon's comments are incisive remarks.				incisive	homographic	['intelligent', 'sharp-witted', 'perceptive', 'trenchant', 'acute']	['cutting', 'surgical', 'penetrating', 'slicing', 'keen']	incisive	['intelligent', 'spirituel', 'perceptif', 'tranchant', 'aigu']	['coupant', 'chirurgical', 'pénétrant', 'tranchant', 'vif']	incisive	['intelligent', 'witty', 'perceptive', 'sharp', 'acute']	['cutting', 'surgical', 'penetrating', 'trenchant', 'keen']
445	A surgery nurse was demoted for being absent without gauze.				gauze	homophonic	['cause', 'reason', 'justification', 'grounds']	['bandage', 'mesh', 'surgical dressing', 'textile']	gaze	['cause', 'raison', 'justification', 'motifs']	['pansement', 'maille', 'pansement chirurgical', 'textile']	gauze	['cause', 'reason', 'justification', 'motives']	['bandage', 'mesh', 'surgical dressing', 'textile']
446	A tailor had many problems to address.				address	homographic	['location', 'place of residence', 'destination']	['deal with', 'attend to', 'handle']	adresse	['emplacement', 'lieu de résidence', 'destination']	"[""s'occuper de"", 'traiter', 'gérer']"	address	['location', 'place of residence', 'destination']	['to deal with', 'to treat', 'to handle']
447	A tailor sometimes decides to suit himself.				suit	homographic	['clothing', 'outfit', 'garment', 'attire']	['please', 'satisfy', 'accommodate', 'gratify']	convient	['vêtement', 'tenue', 'habit', 'costume']	['plaire', 'satisfaire', 'accommoder', 'gratifier']	suits	['clothing', 'outfit', 'attire', 'costume']	['please', 'satisfy', 'accommodate', 'gratify']
448	A tangled bell ringer tolled himself off.				tolled	homophonic	['tolled', 'rang', 'chimed']	['told', 'informed', 'rebuked', 'scolded']	sonné	['sonné', 'retenti', 'carillonné']	['dit', 'informé', 'réprimandé', 'grondé']	sounded	['rung', 'resounded', 'chimed']	['told', 'informed', 'reprimanded', 'scolded']
449	A tatoo artist has designs on his clients.				designs	homographic	['sketches', 'drawings', 'patterns', 'artwork']	['intentions', 'plans', 'schemes', 'ulterior motives']	desseins	"['croquis', 'dessins', 'motifs', ""œuvres d'art""]"	['intentions', 'projets', 'complots', 'arrières-pensées']	designs	['sketches', 'drawings', 'patterns', 'artworks']	['intentions', 'projects', 'plots', 'ulterior motives']
450	A tattle tale pig is a squealer.				squealer	homographic	['informant', 'snitch', 'tattletale', 'rat', 'nark']	['pig', 'shrieker', 'screecher', 'vocalizer']	balance	['informateur', 'mouchard', 'rapporteur', 'rat', 'indic']	['cochon', 'hurleur', 'criard', 'vocalisateur']	snitch	['informant', 'snitch', 'tattletale', 'rat', 'informer']	['pig', 'howler', 'loud', 'vocalizer']
451	A teacher having a tough time longs for the end of the school daze.				daze	homophonic	['days', 'periods of time', 'dates', 'term']	['daze', 'confusion', 'stupor', 'bewilderment']	étourdi	['jours', 'périodes de temps', 'dates', 'terme']	['étourdissement', 'confusion', 'stupeur', 'égarement']	stunned	['days', 'time periods', 'dates', 'term']	['dizziness', 'confusion', 'stupor', 'bewilderment']
452	A teacher used his index finger to ask a lot of pointed questions.				pointed	homographic	['sharp', 'tapered', 'spiky']	['direct', 'incisive', 'critical']	pointu	['tranchant', 'effilé', 'piquant']	['direct', 'incisif', 'critique']	sharp	['cutting', 'tapered', 'prickly']	['direct', 'incisive', 'critical']
453	A teenage professional athlete has to eat lots of pro-teen.				pro-teen	homophonic	['protein', 'nutrient', 'amino acids', 'dietary supplement']	['pro-teen', 'professional teenager', 'young expert', 'adolescent athlete']	pro-téine	['protéine', 'nutriment', 'acides aminés', 'complément alimentaire']	['pro-ado', 'adolescent professionnel', 'jeune expert', 'athlète adolescent']	pro-teen	['protein', 'nutrient', 'amino acids', 'dietary supplement']	['pro-teen', 'professional adolescent', 'young expert', 'teen athlete']
454	A test-tube baby has a womb with a view.				womb	homophonic	['uterus', 'matrix', 'organ of gestation']	['room', 'chamber', 'living quarters']	utérus	['utérus', 'matrice', 'organe de gestation']	['chambre', 'pièce', 'logement']	uterus	['uterus', 'womb', 'gestation organ']	['room', 'chamber', 'dwelling']
455	A thief fell and broke his leg in wet cement. He became a hardened criminal.				hardened	homographic	['solidified', 'set', 'stiffened']	['unrepentant', 'habitual', 'cold-hearted']	endurci	['solidifié', 'figé', 'raidi']	['impénitent', 'habituel', 'sans cœur']	hardened	['solidified', 'frozen', 'stiffened']	['unrepentant', 'habitual', 'heartless']
456	A thief who stole a calendar got twelve months.				months	homographic	['calendar units', 'four-week periods', 'thirty days']	['prison sentence', 'jail time', 'term of imprisonment']	mois	['unités calendaires', 'périodes de quatre semaines', 'trente jours']	"['peine de prison', 'temps de détention', ""durée d'emprisonnement""]"	month	['calendar units', 'four-week periods', 'thirty days']	['prison sentence', 'detention time', 'length of imprisonment']
457	A third-generation clothes designer had it in her jeans.				jeans	homophonic	['denim', 'pants', 'trousers', 'dungarees']	['genes', 'heredity', 'genetics', 'DNA', 'ancestry']	gènes	['denim', 'pantalons', 'pantalons en jean', 'salopettes']	['gènes', 'hérédité', 'génétique', 'ADN', 'ascendance']	genes	['denim', 'pants', 'jeans', 'overalls']	['genes', 'heredity', 'genetics', 'DNA', 'ancestry']
458	A thousand dogs were stolen from a pet shop on Saturday. Police say they have no leads.				leads	homographic	['clues', 'evidence', 'hints', 'information', 'tips']	['leashes', 'tethers', 'dog-lines', 'restraints', 'collars']	laisses	['indices', 'preuves', 'tuyaux', 'informations', 'pistes']	['laisses', 'attaches', 'cordes pour chiens', 'entraves', 'colliers']	leashes	['clues', 'evidence', 'tips', 'information', 'leads']	['leashes', 'tethers', 'dog ropes', 'restraints', 'collars']
459	A tire store loves a chance to Roll out a new product.				Roll	homographic	['rotate', 'turn over', 'spin', 'move on wheels']	['launch', 'introduce', 'unveil', 'release']	Rouler	['pivoter', 'se retourner', 'tourner', 'se déplacer sur roues']	['lancer', 'introduire', 'dévoiler', 'publier']	Roll	['rotate', 'turn over', 'turn', 'move on wheels']	['launch', 'introduce', 'unveil', 'publish']
460	A to B, trouble free.				B	homophonic	['letter', 'character', 'second element']	['be', 'exist', 'remain', 'occur']	Être	['lettre', 'caractère', 'deuxième élément']	['être', 'exister', 'rester', 'se produire']	Be	['letter', 'character', 'second element']	['to be', 'to exist', 'to remain', 'to occur']
