id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
3301	The star asked the sun why the moon was always up so late. Sun responded that it was just a phase.				phase	homographic	['lunar cycle', 'stage', 'step', 'period', 'crescent', 'gibbous']	['temporary behavior', 'passing interest', 'fad', 'developmental stage', 'rebellious period']	phase	['cycle lunaire', 'stade', 'étape', 'période', 'croissant', 'gibeuse']	['comportement temporaire', 'intérêt passager', 'engouement', 'stade de développement', 'période de rébellion']	phase	['lunar cycle', 'stage', 'step', 'period', 'crescent', 'gibbous']	['temporary behavior', 'passing interest', 'fad', 'developmental stage', 'rebellion period']
3302	The state funeral remains to be seen.				remains	homographic	['stays', 'is left', 'continues']	['corpse', 'body', 'cadaver']	restes	['reste', 'demeure', 'continue']	['cadavre', 'corps', 'dépouille']	remains	['stays', 'remains', 'continues']	['corpse', 'body', 'remains']
3303	The steward refused to swallow the harsh whine of the petulant cabernet peddler.				whine	homophonic	['whine', 'complaint', 'moan', 'grumble', 'whimper']	['wine', 'cabernet', 'beverage', 'vintage', 'fermented grape juice']	vin	['plainte', 'gémissement', 'râle', 'grogne', 'pleurnichement']	['vin', 'cabernet', 'boisson', 'millésime', 'jus de raisin fermenté']	wine	['complaint', 'moan', 'groan', 'grumble', 'whining']	['wine', 'cabernet', 'beverage', 'vintage', 'fermented grape juice']
3304	The stock market crashes, but Viagra beats the flop.				flop	homographic	['failure', 'collapse', 'bust', 'fiasco']	['limpness', 'droopiness', 'sagging', 'softness']	flop	['échec', 'effondrement', 'fiasco', 'four']	['molesse', 'affaissement', 'relâchement', 'fléchissement']	flop	['failure', 'collapse', 'fiasco', 'flop']	['softness', 'sagging', 'looseness', 'slumping']
3305	The store clerk lost his job, so he set up a kiosk in the mall to vend for himself.				vend	homophonic	['sell', 'retail', 'peddle', 'merchandise', 'vend']	['fend', 'provide', 'survive', 'manage', 'look after']	vend	['vendre', 'commercialiser', 'colporter', 'négocier', 'débiter']	"['se défendre', 'subvenir', 'survivre', 'se débrouiller', ""s'occuper de""]"	sells	['sell', 'market', 'peddle', 'negotiate', 'retail']	['fend for oneself', 'provide for', 'survive', 'get by', 'take care of']
3306	The stress of having his beloved pet bunny die caused a man to go bald. he was very upset about losing his hare.				hare	homophonic	['rabbit', 'bunny', 'lepus']	['hair', 'locks', 'tresses', 'follicles']	lièvre	['lapin', 'lapereau', 'lièvre']	['cheveux', 'mèches', 'tresses', 'follicules']	hare	['rabbit', 'leveret', 'hare']	['hair', 'locks', 'braids', 'follicles']
3307	The student had such a big assignment, he had to burn his kindle at both ends.				kindle	homophonic	['e-reader', 'tablet', 'Kindle', 'device']	['candle', 'wax', 'taper']	allumer	['liseuse', 'tablette', 'Kindle', 'appareil']	['bougie', 'cire', 'cierge']	light up	['e-reader', 'tablet', 'Kindle', 'device']	['candle', 'wax', 'taper candle']
3308	The study of ancient symbols will lead you to rune.				rune	homophonic	['glyph', 'inscription', 'character', 'ancient letter']	['ruin', 'destruction', 'downfall', 'wreckage']	rune	['glyphe', 'inscription', 'caractère', 'lettre ancienne']	['ruine', 'destruction', 'chute', 'décombres']	rune	['glyph', 'inscription', 'character', 'ancient letter']	['ruin', 'destruction', 'fall', 'rubble']
3309	The sun was bright on a dry, cloudless morning, but later it waned.				waned	homophonic	['diminished', 'faded', 'decreased', 'declined']	['rained', 'poured', 'showered', 'precipitated']	diminué	['diminué', 'étiolé', 'amoindri', 'décliné']	['plu', 'diluvié', 'ondé', 'précipité']	diminished	['diminished', 'withered', 'lessened', 'declined']	['rained', 'poured', 'showered', 'precipitated']
3310	The surest steps to happiness are the steps to church.				steps	homographic	['actions', 'measures', 'procedures', 'stages']	['stairs', 'staircase', 'treads', 'doorsteps']	marches	['mesures', 'démarches', 'procédures', 'étapes']	"['escaliers', 'degrés', ""marches d'escalier"", 'seuils']"	steps	['measures', 'actions', 'procedures', 'stages']	['stairs', 'degrees', 'stair steps', 'thresholds']
3311	The surgeon really did not know how to perform quick surgeries on insects, but he did one on the fly.				fly	homographic	['insect', 'winged bug', 'dipteran']	['impromptu', 'extemporaneously', 'quickly', 'without preparation']	mouche	['insecte', 'bestiole ailée', 'diptère']	"[""à l'improviste"", 'extemporanément', 'rapidement', 'sans préparation']"	fly	['insect', 'winged bug', 'dipteran']	['unexpectedly', 'extemporaneously', 'quickly', 'without preparation']
3312	The survival rate after a fall into a deep hole is abyssmal.				abyssmal	homophonic	['terrible', 'appalling', 'dreadful', 'low-quality']	['abysmal', 'abyss-mal', 'relating to a deep pit', 'bottomless']	abyssal	['terrible', 'épouvantable', 'atroce', 'de mauvaise qualité']	['abyssal', 'relatif aux abysses', 'relatif à une fosse profonde', 'sans fond']	abyssal	['terrible', 'dreadful', 'atrocious', 'poor quality']	['abyssal', 'relating to the abyss', 'relating to a deep trench', 'bottomless']
3313	"The suspect ""Sheppard"" was finally taken into custody after authorities caught him on the lam."				lam	homophonic	['flight', 'escape', 'absconding', 'on the run']	['lamb', 'sheep', 'ewe', 'ram']	fuite	['vol', 'évasion', 'cavale', 'en cavale']	['agneau', 'mouton', 'brebis', 'bélier']	leak	['flight', 'escape', 'run', 'on the run']	['lamb', 'sheep', 'ewe', 'ram']
3314	The sweep got stuck in a cold chimney, which collapsed. He came down with the flue.				flue	homophonic	['chimney', 'duct', 'vent', 'stack', 'flue']	['flu', 'influenza', 'virus', 'grippe', 'sickness']	rhume	['cheminée', 'conduit', 'évent', 'souche', 'tuyau de fumée']	['grippe', 'influenza', 'virus', 'grippe', 'maladie']	cold	['chimney', 'flue', 'vent', 'stack', 'smoke pipe']	['flu', 'influenza', 'virus', 'flu', 'sickness']
3315	The swollen blood vessels in her legs were very quarrelsome-she had bellicose veins.				bellicose	homophonic	['varicose', 'swollen', 'dilated', 'enlarged']	['bellicose', 'aggressive', 'hostile', 'quarrelsome', 'combative']	belliqueux	['variqueux', 'enflé', 'dilaté', 'élargi']	['belliqueux', 'agressif', 'hostile', 'querelleur', 'combatif']	bellicose	['varicose', 'swollen', 'dilated', 'enlarged']	['bellicose', 'aggressive', 'hostile', 'quarrelsome', 'combative']
3316	The tale of the haunted refrigerator was chilling.				chilling	homographic	['frightening', 'scary', 'unsettling', 'eerie']	['cooling', 'refrigerating', 'freezing', 'cold']	glaçant	['effrayant', 'terrorisant', 'troublant', 'sinistre']	['refroidissant', 'réfrigérant', 'congelant', 'frais']	chilling	['frightening', 'terrifying', 'disturbing', 'sinister']	['cooling', 'refrigerating', 'freezing', 'cool']
3317	The tea drinker tends to get the most work down because they are full of creativi-TEA				creativi-TEA	homophonic	['creative', 'artistic', 'imaginative', 'originality', 'creativity']	['tea', 'beverage', 'infusion', 'brew', 'camellia sinensis']	créativi-THÉ	['créatif', 'artistique', 'imaginatif', 'originalité', 'créativité']	['thé', 'boisson', 'infusion', 'breuvage', 'camellia sinensis']	creativi-TEA	['creative', 'artistic', 'imaginative', 'originality', 'creativity']	['tea', 'drink', 'infusion', 'beverage', 'camellia sinensis']
3318	The teacher asked a question and the students were all up in arms.				arms	homographic	['limbs', 'appendages', 'raised hands']	['weapons', 'artillery', 'combat-ready', 'hostile']	armes	['membres', 'appendices', 'mains levées']	['armes', 'artillerie', 'prêt au combat', 'hostile']	arms	['limbs', 'appendages', 'raised hands']	['weapons', 'artillery', 'ready for combat', 'hostile']
3319	The telemarketer asked me if I read magazines at all and I replied that I did, periodically.				periodically	homographic	['occasionally', 'sometimes', 'from time to time', 'infrequently']	['in the form of a periodical', 'as a magazine', 'relating to serial publications', 'regularly published']	périodiquement	['occasionnellement', 'parfois', 'de temps en temps', 'rarement']	['sous forme de périodique', 'en tant que revue', 'relatif aux publications en série', 'publié régulièrement']	periodically	['occasionally', 'sometimes', 'from time to time', 'rarely']	['in the form of a periodical', 'as a journal', 'related to serial publications', 'published regularly']
3320	The thief broke into the music store and stole the lute.				lute	homophonic	['stringed instrument', 'mandolin', 'chordophone', 'plucked instrument']	['loot', 'stolen goods', 'booty', 'plunder', 'spoils', 'contraband']	luth	['instrument à cordes', 'mandoline', 'chordophone', 'instrument à cordes pincées']	['butin', 'biens volés', 'butin de guerre', 'pillage', 'dépouilles', 'contrebande']	lute	['string instrument', 'mandolin', 'chordophone', 'plucked string instrument']	['loot', 'stolen goods', 'spoils of war', 'pillage', 'spoils', 'contraband']
3321	The thief had a bold plan. He figured he could carry it off.				bold	homographic	['courageous', 'daring', 'brave', 'intrepid']	['clear', 'distinct', 'conspicuous', 'easy to see']	audacieux	['courageux', 'téméraire', 'brave', 'intrépide']	['clair', 'distinct', 'voyant', 'facile à voir']	bold	['courageous', 'reckless', 'brave', 'intrepid']	['clear', 'distinct', 'conspicuous', 'easy to see']
3322	The thing about vampires is they always have such biting humour.				biting	homographic	['sarcastic', 'sharp', 'caustic', 'cutting', 'acerbic']	['gnawing', 'piercing', 'nipping', 'puncturing', 'sinking teeth into']	mordant	['sarcastique', 'tranchant', 'caustique', 'cinglant', 'acerbe']	['rongeur', 'perçant', 'pincement', 'perforation', 'planter les dents dans']	biting	['sarcastic', 'sharp', 'caustic', 'scathing', 'acerbic']	['gnawing', 'piercing', 'pinching', 'perforation', 'sinking teeth into']
