id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2601	Quasimodo bought a Ford Focus. It became known as the hatchback of Notre Dame.				hatchback	homophonic	['automobile', 'trunk', 'compact', 'vehicle', 'door', 'sedan']	['hunchback', 'spine', 'curvature', 'bell-ringer', 'cathedral', 'misfortune']	bossu	['automobile', 'coffre', 'compacte', 'véhicule', 'portière', 'berline']	['dos', 'colonne', 'courbure', 'sonneur', 'cathédrale', 'malheur']			
2602	Qwertyus, god of keyboards, is a character from geek mythology.				geek	homophonic	['ancient', 'temple', 'athens', 'zeus', 'olympus', 'deity']	['computer', 'coder', 'technology', 'expert', 'nerd', 'software']	grec	['antique', 'temple', 'athènes', 'zeus', 'olympe', 'divinité']	['ordinateur', 'codeur', 'technologie', 'expert', 'passionné', 'logiciel']			
2603	Rockfish. Great Seafood. Not a lot of clams.				clams	homographic	['shellfish', 'mollusk', 'seafood', 'bivalve', 'chowder', 'ocean']	['money', 'currency', 'dollars', 'cash', 'wealth', 'payment']	palourdes	['coquillage', 'mollusque', 'fruits de mer', 'bivalve', 'chaudrée', 'océan']	['argent', 'monnaie', 'dollars', 'fric', 'richesse', 'paiement']			
2604	Rabbits generally lead a hoppy life.				hoppy	homophonic	['jumping', 'leaping', 'bouncing', 'active', 'energetic', 'motion']	['happy', 'joyful', 'cheerful', 'content', 'glad', 'satisfied']	sautillant	['sautant', 'bondissant', 'rebondissant', 'actif', 'énergique', 'mouvement']	['heureux', 'joyeux', 'enjoué', 'content', 'ravi', 'satisfait']			
2605	Rabbits like their beer brewed with a lot of hops.				hops	homographic	['brewery', 'stout', 'bitter', 'barley', 'flower', 'ale']	['jump', 'bound', 'leap', 'spring', 'hare', 'motion']	houblon	['brasserie', 'stout', 'amertume', 'orge', 'fleur', 'ale']	['saut', 'bond', 'sursaut', 'ressort', 'lièvre', 'mouvement']			
2606	Rain or sun always fun!				sun	homophonic	['star', 'solar', 'light', 'heat', 'yellow', 'daybreak']	['child', 'male', 'offspring', 'boy', 'descendant', 'heir']	soleil	['étoile', 'solaire', 'lumière', 'chaleur', 'jaune', 'aube']	['fils', 'mâle', 'progéniture', 'garçon', 'descendant', 'héritier']			
2607	ReVittelise!				ReVittelise	homophonic	['revitalize', 'energize', 'restore', 'refresh', 'enliven', 'invigorate']	['Vittel', 'water', 'mineral', 'hydration', 'bottle', 'beverage']	ReVittelise	['revitaliser', 'énergiser', 'restaurer', 'rafraîchir', 'animer', 'invigorer']	['Vittel', 'eau', 'minéral', 'hydratation', 'bouteille', 'boisson']			
2608	Reading music makes me crotchety.				crotchety	homographic	['irritable', 'grumpy', 'cantankerous', 'ornery', 'peevish', 'crabby']	['crotchet', 'note', 'quarter', 'rhythm', 'musical', 'notation']	reproche	['irritable', 'grincheux', 'revêche', 'maussade', 'hargneux', 'acariâtre']	['noire', 'note', 'quart', 'rythme', 'musical', 'notation']			
2609	Real estate agents believe in doing good deeds.				deeds	homographic	['actions', 'acts', 'conduct', 'behavior', 'efforts', 'gestures']	['titles', 'contracts', 'documents', 'ownership', 'property', 'estates']	actes	['actions', 'faits', 'conduite', 'comportement', 'efforts', 'gestes']	['titres', 'contrats', 'documents', 'possession', 'propriété', 'biens']			
2610	Reassembling the skeletons of prehistoric mammals can be a mammoth undertaking.				mammoth	homographic	['prehistoric', 'extinct', 'proboscidean', 'tusk', 'pleistocene', 'elephantid']	['colossal', 'gigantic', 'enormous', 'monumental', 'immense', 'huge']	mammouth	['préhistorique', 'éteint', 'proboscidien', 'défense', 'pléistocène', 'éléphantidé']	['colossal', 'gigantesque', 'énorme', 'monumental', 'immense', 'vaste']			
