id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1501	I stole someone else's idea for a stage drama. Am I a playgiarist?				playgiarist	homophonic	['theatre', 'drama', 'performance', 'script', 'stage', 'actor']	['plagiarism', 'theft', 'copying', 'academic', 'dishonesty', 'intellectual']	dramaturge-tricheur	['théâtre', 'drame', 'représentation', 'scénario', 'scène', 'acteur']	['plagiat', 'vol', 'copie', 'académique', 'malhonnêteté', 'intellectuel']			
1502	I strongly dislike the subject of math, however I am partial to fractions.				partial	homographic	['biased', 'favorable', 'inclined', 'fond', 'preferential', 'subjective']	['incomplete', 'fragmentary', 'fractional', 'segmental', 'divided', 'component']	partiel	['partial', 'subjectif', 'favorable', 'prévenu', 'injuste', 'partisan']	['incomplet', 'fragmentaire', 'fractionnaire', 'sectoriel', 'divisé', 'parcellaire']			
1503	I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress.				blow up	homographic	['inflatable', 'air', 'cushion', 'plastic', 'expand', 'pump']	['explode', 'bomb', 'detonate', 'blast', 'dynamite', 'shrapnel']	sauter	['gonflable', 'air', 'coussin', 'plastique', 'agrandir', 'pomper']	['exploser', 'bombe', 'détoner', 'souffle', 'dynamite', 'éclat']			
1504	I tasted just a little bit of your bear stew. It's not overbearing				overbearing	homographic	['tasting', 'stew', 'meat', 'grizzly', 'animal', 'culinary']	['arrogant', 'domineering', 'oppressive', 'bossy', 'haughty', 'forceful']	autoritaire	['dégustation', 'ragoût', 'viande', 'grizzli', 'animal', 'culinaire']	['arrogant', 'dominateur', 'oppressant', 'directif', 'hautain', 'péremptoire']			
1505	"""I teach at a university,"" he professed."				professed	homographic	['declared', 'vowed', 'stated', 'claimed', 'asserted', 'affirmed']	['professor', 'academic', 'lecturer', 'faculty', 'scholarly', 'teaching']	professé	['déclaré', 'voué', 'énoncé', 'prétendu', 'affirmé', 'soutenu']	['professeur', 'académique', 'conférencier', 'faculté', 'érudit', 'enseignement']			
1506	"""I teach at a university,"" he professed."				professed	homographic	['declared', 'stated', 'asserted', 'avowed', 'claimed', 'affirmed']	['professor', 'academic', 'lecturer', 'faculty', 'scholastic', 'educator']	professé	['déclaré', 'énoncé', 'affirmé', 'avoué', 'prétendu', 'soutenu']	['professeur', 'académique', 'conférencier', 'faculté', 'scolastique', 'éducateur']			
1507	I think Santa has riverfront property in Brazil. All our presents came from Amazon this year.				Amazon	homographic	['river', 'basin', 'south', 'america', 'tropical', 'waterway']	['retail', 'logistics', 'shipping', 'marketplace', 'delivery', 'ecommerce']	Amazone	['fleuve', 'bassin', 'sud', 'amérique', 'tropical', 'voie']	['commerce', 'logistique', 'expédition', 'marché', 'livraison', 'e-commerce']			
1508	I think a job as a shoe salesmen would be your best fit.				fit	homographic	['size', 'fittings', 'comfort', 'measurements', 'snug', 'shoe']	['suitability', 'compatibility', 'proper', 'aptitude', 'match', 'vocation']	ajustement	['taille', 'essayage', 'confort', 'mesures', 'serré', 'chaussure']	['adéquation', 'compatibilité', 'approprié', 'aptitude', 'correspondance', 'vocation']			
1509	I think every morning that I'm going to make pancakes, but I keep waffling.				waffling	homographic	['indecision', 'hesitating', 'wavering', 'vacillating', 'uncertainty']	['breakfast', 'batter', 'griddle', 'syrup', 'iron']	gaufre	['indécision', 'hésitation', 'balancement', 'vacillation', 'incertitude']	['petit-déjeuner', 'pâte', 'plaque', 'sirop', 'fer']			
1510	I thought I only had enough flour to bake one loaf, but after I added yeast I had eleven breads.				eleven	homophonic	['number', 'digit', 'math', 'count', 'integer', 'total']	['leaven', 'yeast', 'dough', 'rise', 'bakery', 'fermentation']	onze	['nombre', 'chiffre', 'mathématiques', 'compte', 'entier', 'total']	['levain', 'levure', 'pâte', 'poussée', 'boulangerie', 'fermentation']			
1511	I thought I saw an eye doctor on an Alaskan island but it turned out to be an optical Aleutian.				optical Aleutian	homophonic	['illusion', 'mirage', 'vision', 'sight', 'hallucination', 'deception']	['islands', 'Alaska', 'archipelago', 'volcanic', 'Pacific', 'Bering']	illusion Aléoutienne	['illusion', 'mirage', 'vision', 'vue', 'hallucination', 'tromperie']	['îles', 'Alaska', 'archipel', 'volcanique', 'Pacifique', 'Bering']			
1512	I thought about studying astronomy for university but I knew I would just be taking up space.				space	homographic	['stars', 'galaxy', 'cosmos', 'orbit', 'telescope', 'nebula']	['void', 'room', 'area', 'volume', 'gap', 'occupancy']	espace	['étoiles', 'galaxie', 'cosmos', 'orbite', 'télescope', 'nébuleuse']	['vide', 'place', 'zone', 'volume', 'écart', 'occupation']			
1513	I tinted my hair today. It was the highlight of my day.				highlight	homographic	['bleach', 'dye', 'hair', 'foil', 'streak', 'salon']	['peak', 'climax', 'pinnacle', 'success', 'event', 'zenith']	point fort	['décoloration', 'teinture', 'cheveux', 'mèche', 'balayage', 'salon']	['sommet', 'climax', 'pinnacle', 'succès', 'événement', 'zénith']			
1514	I told Riley she eats too many pickles. She said to dill with it.				dill	homophonic	['pickle', 'vinegar', 'cucumber', 'brine', 'herb', 'jar']	['handle', 'cope', 'manage', 'address', 'resolve', 'confront']	aneth	['cornichon', 'vinaigre', 'concombre', 'saumure', 'herbe', 'bocal']	['gérer', 'traiter', 'maîtriser', 'aborder', 'résoudre', 'affronter']			
1515	I told my dentist that I think I had a toothache. They told me it was all in my head.				head	homographic	['skull', 'anatomy', 'brain', 'neck', 'face', 'body']	['imagination', 'illusion', 'psychology', 'mind', 'thought', 'delusion']	tête	['crâne', 'anatomie', 'cerveau', 'cou', 'visage', 'corps']	['imagination', 'illusion', 'psychologie', 'esprit', 'pensée', 'délire']			
1516	I took up teaching fencing as I wanted my students to get the point.				point	homographic	['tip', 'blade', 'sharp', 'pierce', 'sword', 'edge']	['concept', 'logic', 'meaning', 'clue', 'lesson', 'essence']	pointe	['bout', 'lame', 'aigu', 'percer', 'épée', 'tranchant']	['concept', 'logique', 'sens', 'indice', 'leçon', 'essence']			
1517	I trained my dog to hunt for underground mushrooms but now he's more truffle than he's worth.				truffle	homophonic	['fungus', 'mushroom', 'spore', 'delicacy', 'mycelium', 'tuber']	['trouble', 'difficulty', 'nuisance', 'burden', 'hassle', 'adversity']	truffe	['fongus', 'champignon', 'spore', 'finesse', 'mycélium', 'tubercule']	['ennui', 'difficulté', 'nuisance', 'fardeau', 'complication', 'adversité']			
1518	I travel all over America, he stated.				stated	homographic	['verb', 'declared', 'announced', 'voiced', 'uttered', 'spoke']	['noun', 'states', 'geography', 'territory', 'regions', 'provinces']	énoncé	['verbe', 'déclaré', 'annoncé', 'exprimé', 'prononcé', 'dit']	['nom', 'états', 'géographie', 'territoire', 'régions', 'provinces']			
1519	I tried hard to get into vexillology, but, in the end, had to flag it away.				flag	homographic	['banner', 'pennant', 'fabric', 'symbol', 'pole', 'emblem']	['decline', 'weaken', 'abandon', 'stop', 'dismiss', 'exhaust']	drapeau	['bannière', 'fanion', 'tissu', 'symbole', 'mât', 'emblème']	['décliner', 'faiblir', 'abandonner', 'cesser', 'écarter', 'épuiser']			
1520	I tried talking about our future but she just kept bringing up my past. It was a tense conversation.				tense	homographic	['grammar', 'verb', 'past', 'present', 'future', 'inflection']	['anxious', 'strained', 'nervous', 'rigid', 'stressful', 'tight']	tendu	['grammaire', 'verbe', 'passé', 'présent', 'futur', 'flexion']	['anxieux', 'stressé', 'nerveux', 'rigide', 'angoissant', 'serré']			
