id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
901	Dr. Jekyll's more successful second formula turned him into a world-class sprinter rather than a violent psychopath, proving that you can run but you can't always Hyde.				Hyde	homophonic	['conceal', 'obscure', 'secrete', 'hide']	"['Edward Hyde', 'alter ego', 'character name', ""Dr. Jekyll's persona""]"	Hyde	['dissimuler', 'obscurcir', 'sécréter', 'cacher']	['Edward Hyde', 'alter ego', 'nom de personnage', 'le personnage du Dr Jekyll']	Hyde	['hide', 'obscure', 'secrete', 'conceal']	['Edward Hyde', 'alter ego', 'character name', 'the character of Dr. Jekyll']
902	Drinking a whole bucket of water could make you turn pail.				pail	homophonic	['bucket', 'vessel', 'container', 'canister']	['pale', 'colorless', 'wan', 'pasty', 'ashen']	seau	['seau', 'vaisseau', 'récipient', 'bidon']	['pâle', 'incolore', 'blême', 'livide', 'cendré']	bucket	['bucket', 'vessel', 'container', 'can']	['pale', 'colorless', 'wan', 'livid', 'ashy']
903	Drinking too much of a certain potent potable may require a leave of absinthe.				absinthe	homophonic	['absence', 'non-attendance', 'furlough', 'time off', 'break']	['absinthe', 'wormwood liqueur', 'green fairy', 'spirit', 'alcoholic beverage']	absinthe	['absence', 'non-présence', 'congé', 'temps libre', 'pause']	"['absinthe', ""liqueur d'armoise"", 'fée verte', 'spiritueux', 'boisson alcoolisée']"	absinthe	['absence', 'non-presence', 'leave', 'free time', 'break']	['absinthe', 'wormwood liquor', 'green fairy', 'spirit', 'alcoholic drink']
904	Driven By What's Inside.				Driven	homographic	['operated', 'steered', 'piloted']	['motivated', 'ambitious', 'determined']	Conduit	['manœuvré', 'dirigé', 'piloté']	['motivé', 'ambitieux', 'déterminé']	Driven	['steered', 'directed', 'piloted']	['motivated', 'ambitious', 'determined']
905	Driven by you.				Driven	homographic	['motivated', 'ambitious', 'determined', 'pushed']	['steered', 'operated', 'piloted', 'transported']	Conduit	['motivé', 'ambitieux', 'déterminé', 'poussé']	['dirigé', 'opéré', 'piloté', 'transporté']	Driven	['motivated', 'ambitious', 'determined', 'pushed']	['directed', 'operated', 'steered', 'transported']
906	Driven to perform.				Driven	homographic	['motivated', 'ambitious', 'determined', 'compelled']	['steered', 'operated', 'transported', 'conducted']	Conduit	['motivé', 'ambitieux', 'déterminé', 'poussé']	['dirigé', 'actionné', 'transporté', 'guidé']	Driven	['motivated', 'ambitious', 'determined', 'pushed']	['directed', 'operated', 'transported', 'guided']
907	Driving a better tomorrow.				driving	homographic	['operating a vehicle', 'steering', 'piloting', 'motoring']	['motivating', 'propelling', 'impelling', 'pushing forward', 'leading']	conduire	['opérer un véhicule', 'diriger', 'piloter', 'circuler en voiture']	['motiver', 'propulser', 'pousser', 'faire avancer', 'mener']	drive	['operate a vehicle', 'direct', 'pilot', 'travel by car']	['motivate', 'propel', 'push', 'advance', 'lead']
908	Driving on so many turnpikes was taking its toll.				toll	homographic	['fee', 'charge', 'tax', 'payment', 'levy']	['burden', 'strain', 'damage', 'cost', 'negative impact']	péage	['frais', 'redevance', 'taxe', 'paiement', 'prélèvement']	['fardeau', 'tension', 'dommage', 'coût', 'impact négatif']	toll	['fee', 'royalty', 'tax', 'payment', 'levy']	['burden', 'strain', 'damage', 'cost', 'negative impact']
909	Driving with one headlight isn't very bright.				bright	homographic	['luminous', 'shining', 'radiant', 'well-lit']	['intelligent', 'smart', 'clever', 'wise']	brillant	['lumineux', 'luisant', 'radiant', 'bien éclairé']	['intelligent', 'spirituel', 'astucieux', 'sage']	bright	['luminous', 'shining', 'radiant', 'well-lit']	['intelligent', 'witty', 'clever', 'wise']
910	Dry cleaners are often pressed for time.				pressed	homographic	['flattened', 'ironed', 'smoothed', 'steamed']	['rushed', 'constrained', 'harried', 'short of']	pressé	['aplati', 'repassé', 'lissé', 'vaporisé']	['précipité', 'contraint', 'harcelé', 'manquant de']	pressed	['flattened', 'ironed', 'smoothed', 'sprayed']	['rushed', 'constrained', 'harassed', 'lacking']
