id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1801	In ancient times, seagoing vessels were much more fuel efficient. They got thousands of miles to the galleon.				galleon	homophonic	['gallon', 'fuel', 'liquid', 'measurement', 'volume', 'gasoline']	['ship', 'vessel', 'sailing', 'wooden', 'ocean', 'maritime']	galion	['gallon', 'carburant', 'liquide', 'mesure', 'volume', 'essence']	['navire', 'vaisseau', 'navigation', 'bois', 'océan', 'maritime']			
1802	In certain sexual harassment cases things can get kind of touchy.				touchy	homographic	['sensitive', 'volatile', 'delicate', 'precarious', 'irritable', 'awkward']	['physical', 'contact', 'tactile', 'groping', 'fondling', 'haptic']	susceptible	['sensible', 'volatil', 'délicat', 'précaire', 'irritable', 'gênant']	['physique', 'contact', 'tactile', 'tâtonnement', 'caresse', 'haptique']			
1803	In college I was so broke I couldn't afford the electricity bill. Those were the darkest days of my life.				darkest	homographic	['unlit', 'blackout', 'shadow', 'dim', 'opaque', 'gloomy']	['depressing', 'somber', 'bleak', 'melancholy', 'tragic', 'hopeless']	sombre	['obscur', 'noirceur', 'ombre', 'faible', 'opaque', 'ténébreux']	['déprimant', 'lugubre', 'morne', 'mélancolique', 'tragique', 'désespéré']			
1804	In equations with square numbers I can never find the root of the problem.				root	homographic	['square', 'math', 'integer', 'radical', 'factor', 'exponent']	['cause', 'origin', 'source', 'basis', 'foundation', 'core']	racine	['carrée', 'mathématiques', 'entier', 'radical', 'facteur', 'exposant']	['cause', 'origine', 'source', 'base', 'fondation', 'cœur']			
1805	In high school I recall having a beautiful but difficult math teacher. She was easy on the eyes and hard on the pupils!				pupils	homographic	['student', 'classroom', 'learner', 'scholastic', 'youth', 'education']	['eye', 'iris', 'cornea', 'vision', 'sight', 'optical']	pupilles	['élève', 'classe', 'apprenant', 'scolaire', 'jeunesse', 'éducation']	['œil', 'iris', 'cornée', 'vision', 'vue', 'optique']			
1806	In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses.				doe	homophonic	['deer', 'female', 'antlerless', 'herbivore', 'mammal', 'wildlife']	['dough', 'money', 'cash', 'currency', 'capital', 'funds']	biche	['cerf', 'femelle', 'sans-bois', 'herbivore', 'mammifère', 'faune']	['pâte', 'argent', 'fric', 'monnaie', 'capital', 'fonds']			
1807	In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area.				canvas	homophonic	['solicit', 'survey', 'campaign', 'poll', 'examine', 'question']	['fabric', 'textile', 'tent', 'tarp', 'material', 'cloth']	canevas	['solliciter', 'sonder', 'campagne', 'scrutin', 'examiner', 'interroger']	['tissu', 'textile', 'tente', 'bâche', 'matériau', 'toile']			
1808	In many places Christmas is a custo-Mary holiday.				custo-Mary	homophonic	['customary', 'traditional', 'habitual', 'standard', 'conventional', 'routine']	['Mary', 'mother', 'nativity', 'virgin', 'religious', 'biblical']	coutu-Marie	['habituel', 'traditionnel', 'coutumier', 'classique', 'conventionnel', 'routinier']	['Marie', 'mère', 'nativité', 'vierge', 'religieux', 'biblique']			
1809	In medical school he worried about passing as a surgeon, but he made the cut.				cut	homographic	['incision', 'scalpel', 'surgery', 'flesh', 'blade', 'dissection']	['success', 'qualification', 'standard', 'selection', 'achievement', 'threshold']	coupe	['incision', 'scalpel', 'chirurgie', 'chair', 'lame', 'dissection']	['succès', 'qualification', 'norme', 'sélection', 'réussite', 'seuil']			
1810	In middle east outdoor markets you can find bazaar items for sale.				bazaar	homophonic	['market', 'stalls', 'souk', 'commerce', 'merchants', 'trading']	['strange', 'weird', 'unusual', 'peculiar', 'odd', 'atypical']	bizarre	['marché', 'étalages', 'souk', 'commerce', 'marchands', 'négoce']	['étrange', 'chelou', 'insolite', 'particulier', 'singulier', 'atypique']			
1811	In order to lose weight, the publisher has decided to stop devouring his volumes.				volumes	homographic	['book', 'pages', 'binding', 'tome', 'literature']	['size', 'mass', 'measure', 'bulk', 'quantity', 'amount']	volumes	['livre', 'pages', 'reliure', 'tome', 'littérature']	['taille', 'masse', 'mesure', 'volume', 'quantité', 'montant']			
1812	In parking lots, arguments often start from scratch.				scratch	homographic	['origin', 'beginning', 'commencement', 'initial', 'source', 'foundation']	['abrasion', 'dent', 'scrape', 'paintwork', 'collision', 'damage']	griffure	['origine', 'début', 'commencement', 'initial', 'source', 'fondation']	['abrasion', 'bosse', 'éraflure', 'peinture', 'collision', 'dommage']			
1813	In the 17th century people first began eating ice cream. It was also the century where people first heard the music of Handel and Bach. It was truly a suite time.				suite	homophonic	['composition', 'chamber', 'orchestral', 'movement', 'baroque', 'opus']	['sugar', 'delicious', 'syrup', 'flavor', 'confection', 'saccharine']	suite	['composition', 'chambre', 'orchestrale', 'mouvement', 'baroque', 'opus']	['sucre', 'délicieux', 'sirop', 'saveur', 'confiserie', 'saccharine']			
1814	In the air duct installers union they have lots of opportunity to vent.				vent	homographic	['duct', 'exhaust', 'grille', 'airflow', 'ventilation', 'shaft']	['complain', 'express', 'frustration', 'shout', 'emotion', 'release']	vent	['conduit', 'échappement', 'grille', 'souffle', 'ventilation', 'puit']	['plaindre', 'exprimer', 'frustration', 'crier', 'émotion', 'libération']			
1815	In the army mess hall, the men were getting fed up.				fed up	homographic	['food', 'eating', 'nourished', 'consumed', 'sustenance']	['annoyed', 'frustrated', 'impatient', 'irritated', 'resentful', 'disgruntled']	en avoir marre	['nourriture', 'manger', 'nourri', 'consommé', 'subsistance']	['agacé', 'frustré', 'impatient', 'irrité', 'amer', 'mécontent']			
1816	In the dark? Follow the son.				son	homophonic	['child', 'boy', 'descendant', 'male', 'heir', 'family']	['sun', 'star', 'light', 'radiation', 'daylight', 'solar']	fils	['enfant', 'garçon', 'descendant', 'mâle', 'héritier', 'famille']	['soleil', 'étoile', 'lumière', 'rayonnement', 'jour', 'solaire']			
1817	In the morning a lawyer walked on his lawn and experienced the dew process.				dew	homophonic	['condensation', 'droplets', 'moisture', 'grass', 'morning', 'damp']	['legal', 'court', 'litigation', 'rights', 'justice', 'procedure']	rosée	['condensation', 'gouttelettes', 'humidité', 'herbe', 'matin', 'moite']	['légal', 'tribunal', 'litige', 'droits', 'justice', 'procédure']			
1818	In the news a courtroom artist was arrested today, I'm not surprised, he always seemed sketchy.				sketchy	homographic	['drawing', 'pencil', 'charcoal', 'illustration', 'rendering', 'draft']	['suspicious', 'unreliable', 'shady', 'dishonest', 'dangerous', 'untrustworthy']	louche	['dessin', 'crayon', 'fusain', 'illustration', 'rendu', 'ébauche']	['suspect', 'peu fiable', 'ombrageux', 'malhonnête', 'dangereux', 'indigne de méfiance']			
1819	In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst.				plot tryst	homophonic	['narrative', 'storyline', 'twist', 'climax', 'protagonist', 'manuscript']	['assignation', 'romance', 'rendezvous', 'secret', 'affair', 'clandestine']	rendez-vous secret	['récit', 'intrigue', 'péripétie', 'dénouement', 'protagoniste', 'manuscrit']	['rencontre', 'romance', 'rendez-vous', 'secret', 'liaison', 'clandestin']			
1820	In the office she was frantically looking for her false nails only to discover she had filed them away.				filed	homographic	['manicure', 'emery', 'abrasive', 'shortened', 'smooth', 'shaped']	['folder', 'archive', 'cabinet', 'stored', 'organized', 'clerical']	limé	['manucure', 'émeri', 'abrasif', 'raccourci', 'lissé', 'façonné']	['dossier', 'archive', 'classeur', 'stocké', 'organisé', 'clérical']			
1821	In the old days a suspended sentence was hanging.				suspended sentence	homographic	['parole', 'probation', 'judgment', 'legal', 'court', 'deferment']	['gallows', 'noose', 'execution', 'rope', 'dangling', 'death']	peine suspendue	['sursis', 'liberté conditionnelle', 'jugement', 'juridique', 'tribunal', 'ajournement']	['gibet', 'nœud coulant', 'exécution', 'corde', 'pendaison', 'mort']			
1822	In the race for the best grass he smoked the competition.				smoked	homographic	['defeated', 'outran', 'excelled', 'triumphed', 'conquered']	['inhaled', 'burning', 'tobacco', 'fire', 'ash', 'clove']	fumé	['vaincu', 'dépassé', 'surpassé', 'triomphé', 'conquis']	['inhalé', 'brûlant', 'tabac', 'feu', 'cendre', 'girofle']			
1823	In the room the curtains were drawn, but the rest of the furniture was real.				drawn	homographic	['sketch', 'pencil', 'charcoal', 'artist', 'depicted', 'illustration']	['pulled', 'closed', 'dragged', 'shades', 'drapes', 'curtains']	tiré	['dessiné', 'crayon', 'fusain', 'artiste', 'représenté', 'illustration']	['traîné', 'fermé', 'tracté', 'stores', 'tentures', 'rideaux']			
1824	In the winter, some horses are Friesian.				Friesian	homophonic	['horse', 'stallion', 'breed', 'equine', 'Dutch', 'black']	['freezing', 'cold', 'winter', 'ice', 'temperature', 'chilled']	Frison	['cheval', 'étalon', 'race', 'équin', 'néerlandais', 'noir']	['gel', 'froid', 'hiver', 'glace', 'température', 'frissonnant']			
1825	In times like these the value of Chinese currency should make Americans pay attention. Instead, too many of us just yuan.				yuan	homophonic	['currency', 'money', 'china', 'banknote', 'exchange', 'renminbi']	['yawn', 'sleepy', 'tired', 'mouth', 'boredom', 'fatigue']	yuan	['devise', 'argent', 'chine', 'billet', 'change', 'renminbi']	['bâillement', 'somnolent', 'fatigué', 'bouche', 'ennui', 'fatigue']			
1826	Inflammatory talk is often seen as propane language.				propane	homophonic	['fuel', 'gas', 'hydrocarbon', 'flammable', 'energy', 'tank']	['profane', 'vulgar', 'blasphemous', 'offensive', 'obscene', 'cursing']	propane	['combustible', 'gaz', 'hydrocarbure', 'inflammable', 'énergie', 'réservoir']	['profane', 'vulgaire', 'blasphématoire', 'offensant', 'obscène', 'juron']			
1827	Installing a fan can be a breeze.				breeze	homographic	['wind', 'air', 'gust', 'gentle', 'current']	['easy', 'simple', 'effortless', 'painless', 'smooth']	brise	['vent', 'air', 'rafale', 'douce', 'courant']	['facile', 'simple', 'aisé', 'fluide', 'naturel']			
1828	Installing a new bathroom fan is exhausting.				exhausting	homographic	['tiring', 'fatiguing', 'weariness', 'laborious', 'strength', 'energy']	['ventilation', 'airflow', 'suction', 'fumes', 'duct', 'extractor']	épuisant	['fatigant', 'pénible', 'lassitude', 'laborieux', 'force', 'énergie']	"['ventilation', ""flux d'air"", 'aspiration', 'fumées', 'conduit', 'extracteur']"			
1829	Installing auto mufflers is exhausting work.				exhausting	homographic	['tiring', 'fatigued', 'strenuous', 'draining', 'laborious', 'weary']	['fumes', 'emissions', 'pipe', 'gas', 'venting', 'muffler']	épuisant	['fatigant', 'fatigué', 'pénible', 'éreintant', 'laborieux', 'las']	['fumées', 'émissions', 'tuyau', 'gaz', 'évacuation', 'silencieux']			
1830	Insulting an East Indian chef will bring you bad Korma.				Korma	homophonic	['curry', 'stew', 'braise', 'sauce', 'savory', 'yogurt']	['karma', 'fate', 'destiny', 'rebirth', 'justice', 'spirit']	Korma	['curry', 'ragoût', 'braisé', 'sauce', 'savoureux', 'yaourt']	['karma', 'sort', 'destin', 'renaissance', 'justice', 'esprit']			
1831	Insurance solutions from A to Z.				A to Z	homographic	['alphabet', 'letters', 'symbols', 'characters', 'order', 'sequence']	['comprehensive', 'entirety', 'inclusion', 'range', 'completeness', 'total']	A à Z	['alphabet', 'lettres', 'symboles', 'caractères', 'ordre', 'séquence']	['exhaustif', 'intégralité', 'inclusion', 'étendue', 'complétude', 'total']			
1832	Inventors have their own devices.				devices	homographic	['invention', 'mechanism', 'gadget', 'tool', 'apparatus', 'instrument']	['wills', 'schemes', 'intentions', 'desires', 'discretion', 'inclinations']	dispositifs	['invention', 'mécanisme', 'gadget', 'outil', 'appareil', 'instrument']	['volontés', 'projets', 'intentions', 'désirs', 'discrétion', 'inclinaisons']			
1833	Iron was discovered because someone smelt it.				smelt	homographic	['metallurgy', 'extract', 'ore', 'furnace', 'refine', 'forge']	['sniff', 'scent', 'odor', 'nose', 'inhale', 'aroma']	sentir	['métallurgie', 'extraire', 'minerai', 'fourneau', 'affiner', 'forger']	['renifler', 'parfum', 'odeur', 'nez', 'inspirer', 'arôme']			
1834	Irresponsible financiers must be discredited.				discredited	homographic	['dishonored', 'shamed', 'disgraced', 'mistrusted', 'sullied', 'reproached']	['insolvent', 'bankrupt', 'penniless', 'broke', 'unfunded', 'indebted']	discrédité	['déshonoré', 'humilié', 'disgracié', 'méfiance', 'souillé', 'réprouvé']	['insolvable', 'failli', 'pauvre', 'ruiné', 'non-financé', 'endetté']			
1835	Is Waze going the wrong way?				Waze	homophonic	['navigation', 'software', 'application', 'traffic', 'maps', 'gps']	['path', 'route', 'direction', 'method', 'course', 'street']	Waze	['navigation', 'logiciel', 'application', 'trafic', 'cartes', 'gps']	['chemin', 'route', 'direction', 'méthode', 'parcours', 'rue']			
