id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1901	Jumping to conclusions is bad exercise				exercise	homographic	['gym', 'workout', 'physical', 'movement', 'calories', 'training']	['logic', 'reasoning', 'judgment', 'mental', 'conclusion', 'process']	exercice	['gymnastique', 'entraînement', 'physique', 'mouvement', 'calories', 'sport']	['logique', 'raisonnement', 'jugement', 'mental', 'conclusion', 'processus']			
1902	Junior loved being a member of the wrestling team even though he was prone to lose.				prone	homographic	['vulnerable', 'susceptible', 'inclined', 'likely', 'disposed']	['prostrate', 'recumbent', 'horizontal', 'flat', 'downward', 'pin']	proclive	['vulnérable', 'susceptible', 'enclin', 'probable', 'disposé']	['couché', 'horizontal', 'allongé', 'plat', 'décombant', 'prosterné']			
1903	Just after thimbles were invented there was a shortage, so many people got stuck without one.				stuck	homographic	['trapped', 'strand', 'lacking', 'unavailability', 'shortage', 'hindered']	['pricked', 'needle', 'puncture', 'sharp', 'sewing', 'pierced']	coincé	['piégé', 'bloqué', 'manquant', 'indisponibilité', 'pénurie', 'entravé']	['piqué', 'aiguille', 'crevaison', 'pointu', 'couture', 'percé']			
1904	Just because pews come in rows doesn't mean we should plant ourselves there				rows	homographic	['pews', 'benches', 'aisles', 'church', 'alignment', 'seating']	['planting', 'farming', 'garden', 'crops', 'soil', 'cultivation']	rangs	['bancs', 'sièges', 'allées', 'église', 'alignement', 'assises']	['plantation', 'agriculture', 'jardin', 'cultures', 'sol', 'cultivation']			
1905	Just pew it				pew	homophonic	['do', 'action', 'performance', 'execute', 'verb']	['church', 'bench', 'seat', 'chapel', 'sanctuary', 'worship']	banc	['faire', 'action', 'performance', 'exécuter', 'verbe']	['église', 'banc', 'siège', 'chapelle', 'sanctuaire', 'culte']			
1906	Just read a few facts about frogs. They were ribbiting.				ribbiting	homophonic	['riveting', 'engrossing', 'captivating', 'fascinating', 'absorbing', 'compelling']	['croak', 'amphibian', 'frog', 'vocalization', 'pond', 'toad']	coassant	['fascinant', 'captivant', 'passionnant', 'absorbant', 'saisissant', 'envoûtant']	['croassement', 'amphibien', 'grenouille', 'vocalisation', 'étang', 'crapaud']			
1907	Just say cheese.				cheese	homographic	['dairy', 'cheddar', 'food', 'protein', 'rind', 'yellow']	['smile', 'camera', 'photography', 'pose', 'grin', 'shutter']	fromage	['laitage', 'cheddar', 'nourriture', 'protéine', 'croûte', 'jaune']	['sourire', 'appareil', 'photographie', 'pose', 'Grimace', 'obturateur']			
1908	Karin Viard, the actress who never play-acts				play-acts	homographic	['drama', 'theater', 'performance', 'theatrical', 'stage', 'rehearsal']	['pretense', 'insincerity', 'faking', 'deception', 'artificial', 'simulation']	comédies	['drame', 'théâtre', 'représentation', 'théâtral', 'scène', 'répétition']	['simulacre', 'insincérité', 'feinte', 'déception', 'artificiel', 'simulation']			
1909	Kenco Really Smooth. Everything we know about ground coffee in an instant.				instant	homographic	['moment', 'second', 'immediate', 'flash', 'speedy']	['powder', 'granules', 'soluble', 'dehydrated', 'beverage']	instant	['moment', 'seconde', 'immédiat', 'éclair', 'rapide']	['poudre', 'granulés', 'soluble', 'déshydraté', 'boisson']			
1910	Kennebunkport was George Bush's maine vacation spot.				maine	homophonic	['primary', 'chief', 'principal', 'central', 'essential', 'key']	['state', 'coastal', 'northeast', 'territory', 'geographic', 'atlantic']	maine	['primaire', 'chef', 'principal', 'central', 'essentiel', 'clé']	['état', 'côtier', 'nord-est', 'territoire', 'géographique', 'atlantique']			
1911	Key to my city.				Key	homographic	['metal', 'unlock', 'door', 'latch', 'security', 'portal']	['piano', 'scale', 'chord', 'melody', 'musical', 'pitch']	Clé	['métal', 'déverrouiller', 'porte', 'loquet', 'sécurité', 'portail']	['piano', 'gamme', 'accord', 'mélodie', 'musical', 'tonalité']			
