id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
2801	Some doting parents are son worshipers.				son	homophonic	['boy', 'child', 'offspring', 'heir', 'descendant', 'male']	['sun', 'star', 'solar', 'light', 'warmth', 'orbit']	fils	['garçon', 'enfant', 'progéniture', 'héritier', 'descendant', 'mâle']	['soleil', 'étoile', 'solaire', 'lumière', 'chaleur', 'orbite']			
2802	Some food for thought is only baloney				baloney	homographic	['meat', 'sausage', 'processed', 'cold-cut', 'deli']	['nonsense', 'foolishness', 'deception', 'absurdity', 'falsehood']	baliverne	['viande', 'saucisson', 'charcuterie', 'tranche', 'salaison']	['absurdité', 'sottise', 'tromperie', 'fadaise', 'mensonge']			
2803	Some foolish people gain by experience many perils of wisdom.				perils	homophonic	['danger', 'risk', 'hazard', 'misfortune', 'threat', 'jeopardy']	['pearls', 'gemstone', 'jewelry', 'oyster', 'nacre', 'ornament']	périls	['danger', 'risque', 'hasard', 'malheur', 'menace', 'péril']	['perles', 'gemme', 'bijouterie', 'huître', 'nacre', 'ornement']			
2804	Some gas station owners are very self-serving.				self-serving	homographic	['selfish', 'ego', 'profit', 'ambition', 'greedy', 'narcissism']	['gasoline', 'pump', 'nozzle', 'fuel', 'station', 'automobile']	libre-service	['égoïste', 'ego', 'profit', 'ambition', 'avide', 'narcissisme']	['essence', 'pompe', 'pistolet', 'carburant', 'station', 'automobile']			
2805	Some horses cause their owners a lot of woe.				woe	homophonic	['misery', 'sorrow', 'distress', 'grief', 'hardship', 'sadness']	['whoa', 'stop', 'halt', 'command', 'rein', 'stall']	malheur	['misère', 'chagrin', 'détresse', 'douleur', 'épreuve', 'tristesse']	['holà', 'stop', 'halte', 'ordre', 'bride', 'arrêt']			
2806	Some jokes get dated, other jokes get married.				dated	homographic	['old', 'obsolete', 'antique', 'outmoded', 'historical', 'period']	['romance', 'courtship', 'partnership', 'couple', 'relationship', 'suitor']	daté	['vieux', 'obsolète', 'antique', 'démodé', 'historique', 'ancien']	['romance', 'fréquentation', 'partenariat', 'couple', 'relation', 'prétendant']			
2807	Some mathematicians are reluctant to cosine a loan.				cosine	homophonic	['trigonometry', 'angle', 'function', 'geometry', 'math', 'ratio']	['signature', 'guarantor', 'contract', 'credit', 'agreement', 'debt']	cosinus	['trigonométrie', 'angle', 'fonction', 'géométrie', 'mathématiques', 'rapport']	['signature', 'garant', 'contrat', 'crédit', 'accord', 'dette']			
2808	Some moss took a lichen to a tree.				lichen	homophonic	['fungus', 'algae', 'symbiosis', 'crustose', 'thallus', 'growth']	['liking', 'affection', 'preference', 'fondness', 'attraction', 'affinity']	lichen	['champignon', 'algue', 'symbiose', 'crustacé', 'thalle', 'croissance']	['goût', 'affection', 'préférence', 'tendresse', 'attirance', 'affinité']			
2809	Some music stores are in a CD part of town.				CD	homophonic	['disc', 'audio', 'album', 'recording', 'compact', 'playback']	['seedy', 'shabby', 'dilapidated', 'sordid', 'disreputable', 'run-down']	CD	['disque', 'audio', 'album', 'enregistrement', 'compact', 'lecture']	['miteux', 'minable', 'dilapidé', 'sordide', 'louche', 'délabré']			
2810	Some orchestra conductors make their mark in the world of opera. They were in the right aria at the right time.				aria	homophonic	['soprano', 'solo', 'opera', 'melodic', 'libretto', 'performance']	['location', 'region', 'zone', 'territory', 'space', 'vicinity']	aria	['soprano', 'solo', 'opéra', 'mélodique', 'livret', 'représentation']	['lieu', 'région', 'zone', 'territoire', 'espace', 'environs']			
2811	Some people don't have the Vegas idea of how to quit gambling.				Vegas	homophonic	['vague', 'unclear', 'hazy', 'uncertain', 'ambiguous', 'obscure']	['Nevada', 'casino', 'betting', 'blackjack', 'slots', 'poker']	Vegas	['vague', 'imprécis', 'flou', 'incertain', 'ambigu', 'obscur']	['Nevada', 'casino', 'pari', 'blackjack', 'machines à sous', 'poker']			
2812	Some people find fire drills quite Alarming.				alarming	homographic	['frightening', 'shocking', 'disturbing', 'unsettling', 'terrifying', 'worrisome']	['siren', 'bell', 'warning', 'signal', 'buzzer', 'detector']	alarmant	['effrayant', 'choquant', 'perturbant', 'troublant', 'terrifiant', 'inquiétant']	['sirène', 'cloche', 'avertissement', 'signal', 'vibreur', 'détecteur']			
2813	Some people go deep sea fishing for sailfish motives.				sailfish	homophonic	['marlin', 'ocean', 'predator', 'fin', 'tackle', 'pelagic']	['selfish', 'ego', 'greedy', 'intent', 'narcissistic', 'ulterior']	voilier	['marlin', 'océan', 'prédateur', 'aileron', 'matériel', 'pélagique']	['égoïste', 'égo', 'avide', 'intention', 'narcissique', 'ultérieur']			
2814	Some people go into martial arts just for kicks.				kicks	homographic	['strike', 'foot', 'impact', 'combat', 'blow', 'thrust']	['fun', 'thrill', 'enjoyment', 'pleasure', 'excitement', 'amusement']	sensations	['frapper', 'pied', 'impact', 'combat', 'coup', 'poussée']	['amusement', 'frisson', 'plaisir', 'joie', 'excitation', 'divertissement']			
2815	Some people have to get up for work at the crank of dawn.				crank	homophonic	['morning', 'sunrise', 'horizon', 'light', 'early', 'daybreak']	['handle', 'shaft', 'lever', 'rotation', 'mechanical', 'engine']	manivelle	['matin', 'aurore', 'horizon', 'lumière', 'tôt', 'aube']	['poignée', 'arbre', 'levier', 'rotation', 'mécanique', 'moteur']			
