id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
201	A: I knew that by not concealing myself, I would be putting pressure on the thief. B: (Looks like the thief was the one applying pressure... On your pidgeony head, that is.)				pressure	homographic	['influence', 'persuasion', 'coercion', 'stress', 'urgency', 'demand']	['force', 'weight', 'compression', 'impact', 'burden', 'gravity']	pression	['influence', 'persuasion', 'coercition', 'stress', 'urgence', 'exigence']	['force', 'poids', 'compression', 'impact', 'fardeau', 'gravité']			
202	"A: Mr. Edgeworth, please find out more about your witness, Ms. Windy... what was her name? B: Something ""Oldbag,"" Your Honor. A: Then the prosecution will look further into this Oldbag before we continue!"				Oldbag	homographic	['surname', 'name', 'identity', 'identification', 'witness']	['insult', 'elderly', 'woman', 'crone', 'hag', 'unpleasant']	Vieille-Poche	['nom', 'patronyme', 'identite', 'identification', 'temoin']	['insulte', 'agee', 'femme', 'vieille', 'megere', 'desagreable']			
203	A: Take some more tea. B: I've had nothing yet, so I can't take more. A: You mean you can't take LESS: it's very easy to take MORE than nothing.				more	homographic	['further', 'additional', 'extra', 'added', 'supplementary']	['greater', 'exceeding', 'larger', 'increased', 'superior']	plus	['davantage', 'additionnel', 'supplémentaire', 'ajouté', 'surcroît']	['supérieur', 'excédant', 'majeure', 'accru', 'supériorité']			
204	A: There's something suspicious here, and I'm going to get to the bottom of it! B: I think you've sunken quite low enough already.				bottom	homographic	['truth', 'origin', 'clue', 'solution', 'core', 'basis']	['depth', 'seabed', 'floor', 'underneath', 'lowest', 'base']	fond	['vérité', 'origine', 'indice', 'solution', 'cœur', 'base']	['profondeur', 'fondmarin', 'plancher', 'dessous', 'inférieur', 'socle']			
205	A: What you said just right now was quite... revealing. B: Revealing? Oooh, you'd like that, wouldn't you. Naughty Mr. Lawyer...				revealing	homographic	['disclosure', 'confession', 'insightful', 'truth', 'indicative', 'discovery']	['exposure', 'undressed', 'naked', 'scanty', 'clothing', 'erotic']	révélateur	['divulgation', 'confession', 'perspicace', 'vérité', 'indicatif', 'découverte']	['exposition', 'dévêtu', 'nu', 'succinct', 'vêtement', 'érotique']			
206	A Cajun restaurant made all their sauce on one day for the week. The cook roux'ed the day.				roux'ed	homophonic	['flour', 'butter', 'thickening', 'cooking', 'base', 'sauce']	['regret', 'sorrow', 'bitterness', 'remorse', 'lament', 'grief']	roué	['farine', 'beurre', 'épaississement', 'cuisson', 'base', 'sauce']	['regret', 'tristesse', 'amertume', 'remords', 'lamentation', 'douleur']			
207	A Maitre'D is more than just a door belle.				belle	homophonic	['woman', 'beauty', 'elegant', 'feminine', 'attractive']	['chime', 'ringer', 'brass', 'clapper', 'resonance']	belle	['femme', 'beauté', 'élégante', 'féminine', 'attrayante']	['cloche', 'sonnette', 'laiton', 'battant', 'résonance']			
208	"A Roman walks into a bar and raises 2 fingers and says to the bartender... ""Five beers, please."""				2	homographic	['digits', 'fingers', 'duo', 'couple', 'count', 'decimal']	['Roman', 'numeral', 'five', 'quinary', 'Latin', 'victory']	deux	['chiffres', 'doigts', 'duo', 'couple', 'compte', 'décimal']	['romain', 'numéral', 'cinq', 'quinaire', 'latin', 'victoire']			
209	"A South American element in ""The Princess Bride""? Incan-ceivable!"				Incan-ceivable	homophonic	['Inca', 'Andes', 'Peru', 'Quechua', 'empire', 'indigenous']	['inconceivable', 'impossible', 'unbelievable', 'unthinkable', 'absurd', 'fictional']	Inca-pable	['Inca', 'Andes', 'Pérou', 'Quechua', 'empire', 'indigène']	['inconcevable', 'impossible', 'incroyable', 'impensable', 'absurde', 'fictif']			
210	A Tsar is born-The Economist-26/10/17				Tsar	homophonic	['Russia', 'monarch', 'emperor', 'autocrat', 'sovereign', 'dynasty']	['star', 'astronomy', 'celebrity', 'stardom', 'galaxy', 'stellar']	Tsar	['Russie', 'monarque', 'empereur', 'autocrate', 'souverain', 'dynastie']	['étoile', 'astronomie', 'célébrité', 'vedettariat', 'galaxie', 'stellaire']			
