id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1601	I went to the store to buy some soup but they were out of stock.				stock	homographic	['inventory', 'supply', 'goods', 'merchandise', 'warehouse', 'storage']	['broth', 'bouillon', 'soup', 'liquid', 'base', 'cooking']	stock	['inventaire', 'provision', 'marchandises', 'produits', 'entrepôt', 'stockage']	['bouillon', 'fond', 'soupe', 'liquide', 'base', 'cuisson']			
1602	I went to the theatre, it looked a bit suspicious. I reckon the whole thing was staged.				staged	homographic	['performance', 'theatre', 'production', 'scenery', 'drama', 'platform']	['fake', 'contrived', 'manipulated', 'artificial', 'prearranged', 'fraudulent']	mis en scène	['représentation', 'théâtre', 'production', 'décor', 'drame', 'plate-forme']	['simulé', 'contraint', 'manipulé', 'artificiel', 'organisé', 'frauduleux']			
1603	I will blaze a trail.				blaze	homographic	['fire', 'flame', 'heat', 'ember', 'burning', 'glow']	['path', 'mark', 'route', 'pioneer', 'guide', 'track']	braise	['feu', 'flamme', 'chaleur', 'charbon', 'brûlure', 'lueur']	['piste', 'marque', 'itinéraire', 'pionnier', 'guide', 'trace']			
1604	I wish I'd said that, Oscar, he said wildly.				wildly	homographic	['Oscar', 'Wilde', 'playwright', 'author', 'wit', 'literature']	['violently', 'frantically', 'uncontrolled', 'chaos', 'intensity', 'reckless']	sauvagement	['Oscar', 'Wilde', 'dramaturge', 'auteur', 'esprit', 'littérature']	['violemment', 'frénétiquement', 'incontrôlé', 'chaos', 'intensité', 'téméraire']			
1605	"""I won't tell you anything about my salivary glands,"" he said secretively."				secretively	homophonic	['covertly', 'stealthily', 'shrewdly', 'hidden', 'clandestinely', 'hushed']	['secretion', 'saliva', 'biological', 'glandular', 'enzymes', 'physiological']	secrètement	['clandestinement', 'furtivement', 'subtilement', 'caché', 'discrètement', 'silencieusement']	['sécrétion', 'salive', 'biologique', 'glandulaire', 'enzymes', 'physiologique']			
1606	I wonder how much an anagram weighs?				anagram	homographic	['letters', 'rearranged', 'scramble', 'permutation', 'alphabet', 'wordplay']	['measurement', 'mass', 'metric', 'kilogram', 'weight', 'scale']	anagramme	['lettres', 'réorganisées', 'mélange', 'permutation', 'alphabet', 'calembour']	['mesure', 'masse', 'métrique', 'kilogramme', 'poids', 'balance']			
1607	I wonder how much an anagram weighs?				anagram	homographic	['letters', 'rearrangement', 'scramble', 'text', 'characters', 'permutation']	['ounce', 'metric', 'mass', 'weight', 'kilogram', 'scale']	anagramme	['lettres', 'réarrangement', 'mélange', 'texte', 'caractères', 'permutation']	['once', 'métrique', 'masse', 'poids', 'kilogramme', 'balance']			
1608	I wonder if I shall fall right through the earth! How funny it'll seem to come out among the people that walk with their heads downward! The Antipathies, I think.				Antipathies	homophonic	['Antipodes', 'geographical', 'opposite', 'hemisphere', 'location', 'latitude']	['hostility', 'dislike', 'aversion', 'enmity', 'hatred', 'opposition']	Antipathies	['Antipodes', 'géographie', 'opposé', 'hémisphère', 'localisation', 'latitude']	['hostilité', 'dégoût', 'aversion', 'inimitié', 'haine', 'opposition']			
1609	I wondered why my geometry class was always tired. They were all out of shape.				out of shape	homographic	['unfit', 'unhealthy', 'exhausted', 'sedentary', 'weak', 'lethargic']	['geometry', 'polygon', 'triangle', 'circle', 'diagram', 'perimeter']	hors de forme	['inapte', 'malsain', 'épuisé', 'sédentaire', 'faible', 'léthargique']	['géométrie', 'polygone', 'triangle', 'cercle', 'diagramme', 'périmètre']			
1610	I wondered why the baseball was getting bigger. Then it hit me.				hit	homographic	['collision', 'impact', 'strike', 'physical', 'contact']	['realization', 'epiphany', 'understanding', 'awareness', 'cognition', 'discovery']	impact	['collision', 'choc', 'frappe', 'physique', 'contact']	['réalisation', 'épiphanie', 'compréhension', 'conscience', 'cognition', 'découverte']			
1611	I would strongly advise you, Mr. Worthing, to try and acquire some relations as soon as possible, and to make a definite effort to produce at any rate one parent, of either sex, before the season is quite over.				produce	homographic	['present', 'display', 'show', 'exhibit', 'manifest', 'reveal']	['procreate', 'generate', 'beget', 'reproduce', 'birth', 'breed']	produire	['présenter', 'exposer', 'montrer', 'étaler', 'manifester', 'révéler']	['procréer', 'générer', 'engendrer', 'reproduire', 'enfanter', 'élever']			
1612	I wouldn't marry you if you were the only woman on earth, he said evenly.				evenly	homographic	['monotone', 'steady', 'calm', 'flat', 'unemotional']	['level', 'smooth', 'straight', 'uniform', 'balanced', 'proportional']	également	['monotone', 'constant', 'calme', 'plat', 'passif']	['uniforme', 'lisse', 'droit', 'régulier', 'équilibré', 'proportionnel']			
1613	I wrote a novel about a fellow who had a small garden. It didn't have much of a plot.				plot	homographic	['narrative', 'storyline', 'climax', 'fiction', 'chapter', 'protagonist']	['soil', 'acreage', 'patch', 'land', 'garden', 'cultivation']	intrigue	['récit', 'scénario', 'dénouement', 'fiction', 'chapitre', 'protagoniste']	['sol', 'superficie', 'parcelle', 'terrain', 'jardin', 'culture']			
1614	I yam always very happy to eat sweet potatoes.				yam	homophonic	['tuber', 'vegetable', 'root', 'starch', 'orange', 'edible']	['self', 'existence', 'identity', 'being', 'am', 'pronoun']	igname	['tubercule', 'légume', 'racine', 'féculent', 'orange', 'comestible']	['soi', 'existence', 'identité', 'être', 'suis', 'pronom']			
1615	I'd like some Chinese food, he said wantonly.				wantonly	homophonic	['recklessly', 'freely', 'unrestrained', 'lustfully', 'wildly', 'shamelessly']	['wonton', 'dumpling', 'noodle', 'soup', 'wrapper', 'filling']	gratuitement	['imprudemment', 'librement', 'effréné', 'lubriquement', 'sauvagement', 'éhontément']	['wonton', 'ravioli', 'nouille', 'soupe', 'pâte', 'farce']			
1616	I'd like to be a Chinese laborer, he said coolly.				coolly	homophonic	['indifferent', 'calm', 'detached', 'unmoved', 'reserved', 'relaxed']	['coolie', 'worker', 'laborer', 'manual', 'servant', 'migrant']	froidement	['indifférent', 'calme', 'détaché', 'impassible', 'réservé', 'décontracté']	['coolie', 'ouvrier', 'travailleur', 'manœuvre', 'serviteur', 'migrant']			
1617	I'd really be tempted to take these trousers out back and set them on fire, but I've never been one for burning my britches.				britches	homophonic	['trousers', 'pants', 'clothing', 'fabric', 'garment', 'wearable']	['bridges', 'structure', 'crossing', 'river', 'pathway', 'connection']	culottes	['pantalons', 'froc', 'vêtements', 'tissu', 'habits', 'vêture']	['ponts', 'structure', 'passage', 'rivière', 'sentier', 'connexion']			
1618	I'd really like to know whether her collapse was due to a serious illness or whether it was one of her usual feints.				feints	homophonic	['fainting', 'unconscious', 'syncope', 'blackout', 'swoon', 'dizziness']	['deception', 'pretense', 'trick', 'maneuver', 'distraction', 'mock']	évanouissements	['syncope', 'inconscient', 'malaise', 'étourdissement', 'faiblesse', 'vertige']	['tromperie', 'semblant', 'ruse', 'manœuvre', 'distraction', 'simulacre']			
1619	I'd tell you a joke about a cow but I always butcher it.				butcher	homographic	['meat', 'slaughter', 'cow', 'knife', 'cleaver', 'carve']	['ruin', 'spoil', 'fail', 'error', 'mistake', 'botch']	boucher	['viande', 'abattage', 'vache', 'couteau', 'couperet', 'découper']	['ruiner', 'gâcher', 'échouer', 'erreur', 'faute', 'saboter']			
1620	I'll clean the chimney, he said, fluently				fluently	homophonic	['eloquently', 'articulately', 'smoothly', 'speech', 'dialogue']	['flue', 'chimney', 'soot', 'exhaust', 'ventilation', 'smoke']	couramment	['éloquemment', 'distinctement', 'aisément', 'parole', 'dialogue']	['conduit', 'cheminée', 'suie', 'échappement', 'ventilation', 'fumée']			
1621	I'll corroborate that again, he reproved.				reproved	homographic	['criticized', 'scolded', 'admonished', 'censured', 'rebuked']	['verified', 'authenticated', 'validated', 'confirmed', 'demonstrated']	réprouvé	['critiqué', 'réprimandé', 'admonesté', 'censuré', 'blâmé']	['vérifié', 'authentifié', 'validé', 'confirmé', 'démontré']			
1622	I'll eat till I burst, he agreed.				agreed	homophonic	['concur', 'consent', 'affirm', 'approve', 'settle']	['egg-read', 'gluttony', 'appetite', 'ovum', 'consume', 'greedy']	convenu	['convenir', 'consentir', 'affirmer', 'approuver', 'trancher']	['oeuf-lu', 'gloutonnerie', 'appétit', 'ovule', 'consommer', 'avide']			
1623	I'll glue the sheets of wood back together, he replied.				replied	homophonic	['answered', 'responded', 'spoke', 'verbalized', 'retorted']	['re-plied', 'layered', 'veneer', 'plywood', 'laminated', 'stacked']	répliqué	['répondu', 'rétorqué', 'déclaré', 'articulé', 'riposté']	['replié', 'doublé', 'contreplaqué', 'stratifié', 'empilé', 'multiplis']			
1624	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.				Torrance	homophonic	['city', 'California', 'location', 'municipality', 'suburb']	['torrents', 'downpour', 'flood', 'deluge', 'cascade', 'rainfall']	Torrance	['ville', 'Californie', 'lieu', 'municipalité', 'banlieue']	['torrents', 'averse', 'inondation', 'déluge', 'cascade', 'précipitations']			
1625	I'll never give up my hounds! he said doggedly.				doggedly	homographic	['persistent', 'tenacious', 'stubborn', 'resolute', 'determined', 'unyielding']	['canine', 'hound', 'puppy', 'terrier', 'beagle', 'animal']	acharnement	['persévérant', 'tenace', 'obstiné', 'résolu', 'déterminé', 'inflexible']	['canin', 'limier', 'chiot', 'terrier', 'beagle', 'animal']			
1626	I'll take that, he said appropriately.				appropriately	homographic	['suitably', 'fittingly', 'correctly', 'properly', 'relevant', 'apt']	['seize', 'take', 'confiscate', 'acquire', 'claim', 'possess']	approprier	['adéquatement', 'convenablement', 'correctement', 'proprement', 'pertinent', 'apte']	['saisir', 'prendre', 'confisquer', 'acquérir', 'réclamer', 'posséder']			
1627	I'll take the girl to the dance, he promised.				promised	homographic	['vow', 'pledge', 'oath', 'guarantee']	['prom', 'dance', 'ball', 'tuxedo', 'corsage']	promis	['vœu', 'engagement', 'serment', 'garantie']	['bal', 'danse', 'soirée', 'smoking', 'corsage']			
1628	I'll tempt Adam tonight, she said evilly.				evilly	homophonic	['sinister', 'wicked', 'malice', 'devil', 'corrupt', 'dark']	['Eve', 'Garden', 'Eden', 'apple', 'original', 'temptation']	Eve-il	['sinisre', 'méchant', 'malice', 'diable', 'corrompu', 'sombre']	['Ève', 'Jardin', 'Éden', 'pomme', 'originel', 'tentation']			
1629	I'm Redd White, CEO of Bluecorp. You know, Corporate Expansion Official?				CEO	homographic	['executive', 'management', 'business', 'leader', 'corporation', 'officer']	['expansion', 'growth', 'territory', 'acquisition', 'development', 'official']	PDG	['cadre', 'direction', 'commerce', 'chef', 'entreprise', 'dirigeant']	['expansion', 'croissance', 'territoire', 'acquisition', 'développement', 'officiel']			
1630	I'm a Soviet agent in England, he said bluntly.				bluntly	homographic	['direct', 'frank', 'candid', 'honest', 'explicit', 'forthright']	['Anthony', 'Blunt', 'spy', 'traitor', 'Cambridge', 'art']	franchement	['direct', 'franc', 'candide', 'honnête', 'explicite', 'droit']	['Anthony', 'Blunt', 'espion', 'traître', 'Cambridge', 'art']			
1631	I'm a ditch digger, he said, trenchantly				trenchantly	homographic	['trench', 'ditch', 'excavation', 'fossa', 'furrow', 'channel']	['incisive', 'keen', 'sharp', 'vigorous', 'caustic', 'articulate']	tranchant	['tranchée', 'fossé', 'excavation', 'fosse', 'sillon', 'canal']	['incisif', 'vif', 'aigu', 'vigoureux', 'caustique', 'articulé']			
1632	I'm a great opera singer, he said, being callous.				callous	homophonic	['insensitive', 'cruel', 'unfeeling', 'heartless', 'cold', 'harsh']	['Maria', 'Callas', 'soprano', 'diva', 'aria', 'vocalist']	insensible	['cruel', 'dur', 'impitoyable', 'froid', 'sévère', 'indifférent']	['Maria', 'Callas', 'soprano', 'diva', 'air', 'chanteuse']			
